Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 0:00, 224.211, 317.082, -5.87705, 220.075, 311.233, -128.587, 227.175, 321.274, 115.256, 0.262282, 0.370923, 14.4373, 
2019 Aug 19 (Mon) 0:30, 228.247, 322.791, -3.15794, 228.248, 322.791, -123.158, 228.247, 322.791, 116.842, 1.1051e-07, 1.56284e-07, -34.4723, 
2019 Aug 19 (Mon) 1:00, 231.692, 327.661, -2.99481, 231.692, 327.661, -122.995, 231.691, 327.661, 117.005, 1.1215e-07, 1.58604e-07, -34.1426, 
2019 Aug 19 (Mon) 1:30, 232.02, 328.126, -2.76197, 232.02, 328.126, -122.762, 232.02, 328.126, 117.238, 1.12224e-07, 1.58709e-07, -33.8911, 
2019 Aug 19 (Mon) 2:00, 229.73, 324.887, -2.61294, 229.73, 324.887, -122.613, 229.73, 324.887, 117.387, 1.11049e-07, 1.57047e-07, -33.8464, 
2019 Aug 19 (Mon) 2:30, 232.395, 328.656, -2.56508, 232.395, 328.656, -122.565, 232.395, 328.656, 117.435, 1.12333e-07, 1.58862e-07, -33.6743, 
2019 Aug 19 (Mon) 3:00, 233.091, 329.64, -2.59418, 233.091, 329.64, -122.594, 233.091, 329.64, 117.406, 1.12683e-07, 1.59357e-07, -33.6697, 
2019 Aug 19 (Mon) 3:30, 232.29, 328.508, -2.6498, 232.29, 328.508, -122.65, 232.29, 328.508, 117.35, 1.1231e-07, 1.5883e-07, -33.7652, 
2019 Aug 19 (Mon) 4:00, 231.414, 327.269, -2.56849, 231.414, 327.269, -122.569, 231.414, 327.269, 117.431, 1.11854e-07, 1.58186e-07, -33.7242, 
2019 Aug 19 (Mon) 4:30, 230.316, 325.716, -2.73831, 230.316, 325.716, -122.738, 230.316, 325.716, 117.262, 1.1138e-07, 1.57515e-07, -33.9478, 
2019 Aug 19 (Mon) 5:00, 230.994, 326.675, -2.9101, 230.994, 326.675, -122.91, 230.994, 326.675, 117.09, 1.11775e-07, 1.58074e-07, -34.0893, 
2019 Aug 19 (Mon) 5:30, 231.178, 326.935, -3.3765, 231.178, 326.935, -123.377, 231.178, 326.935, 116.623, 1.12039e-07, 1.58448e-07, -34.5554, 
2019 Aug 19 (Mon) 6:00, 230.685, 326.237, -3.6542, 230.685, 326.237, -123.654, 230.685, 326.237, 116.346, 1.11901e-07, 1.58251e-07, -34.8626, 
2019 Aug 19 (Mon) 6:30, 225.562, 318.992, -3.66942, 225.562, 318.992, -123.669, 225.561, 318.992, 116.331, 1.0936e-07, 1.54659e-07, -35.119, 
2019 Aug 19 (Mon) 7:00, 226.29, 320.022, -4.00112, 226.29, 320.022, -124.001, 226.29, 320.022, 115.999, 1.09837e-07, 1.55334e-07, -35.4285, 
2019 Aug 19 (Mon) 7:30, 225.04, 318.255, -4.26854, 225.041, 318.256, -124.269, 225.04, 318.255, 115.731, 1.09304e-07, 1.54579e-07, -35.7614, 
2019 Aug 19 (Mon) 8:00, 225.796, 319.324, -4.21796, 225.796, 319.324, -124.218, 225.796, 319.324, 115.782, 1.09664e-07, 1.55089e-07, -35.674, 
2019 Aug 19 (Mon) 8:30, 224.82, 317.943, -3.78965, 224.82, 317.944, -123.79, 224.82, 317.943, 116.21, 1.09026e-07, 1.54187e-07, -35.2752, 
2019 Aug 19 (Mon) 9:00, 225.101, 318.341, -3.7459, 225.101, 318.341, -123.746, 225.101, 318.341, 116.254, 1.09154e-07, 1.54367e-07, -35.2198, 
2019 Aug 19 (Mon) 9:30, 227.563, 321.823, -3.7848, 227.563, 321.823, -123.785, 227.563, 321.822, 116.215, 1.10391e-07, 1.56117e-07, -35.1449, 
2019 Aug 19 (Mon) 10:00, 229.55, 324.632, -3.69401, 229.55, 324.632, -123.694, 229.55, 324.632, 116.306, 1.11353e-07, 1.57477e-07, -34.9587, 
2019 Aug 19 (Mon) 10:30, 230.904, 326.548, -3.56844, 230.904, 326.548, -123.568, 230.904, 326.548, 116.432, 1.11981e-07, 1.58365e-07, -34.7634, 
2019 Aug 19 (Mon) 11:00, 229.466, 324.514, -3.5652, 229.466, 324.514, -123.565, 229.466, 324.514, 116.435, 1.11264e-07, 1.57351e-07, -34.8286, 
2019 Aug 19 (Mon) 11:30, 229.282, 324.253, -3.69357, 229.282, 324.254, -123.694, 229.282, 324.253, 116.306, 1.11222e-07, 1.57291e-07, -34.9721, 
2019 Aug 19 (Mon) 12:00, 228.995, 323.849, -3.74596, 228.996, 323.849, -123.746, 228.995, 323.848, 116.254, 1.11093e-07, 1.57109e-07, -35.0379, 
2019 Aug 19 (Mon) 12:30, 227.578, 321.844, -3.7101, 227.578, 321.844, -123.71, 227.578, 321.844, 116.29, 1.10376e-07, 1.56095e-07, -35.069, 
2019 Aug 19 (Mon) 13:00, 230.313, 325.712, -3.89986, 230.313, 325.712, -123.9, 230.313, 325.712, 116.1, 1.11811e-07, 1.58125e-07, -35.1318, 
2019 Aug 19 (Mon) 13:30, 229.955, 325.206, -3.67396, 229.955, 325.206, -123.674, 229.955, 325.206, 116.326, 1.1155e-07, 1.57755e-07, -34.9178, 
2019 Aug 19 (Mon) 14:00, 227.246, 321.374, -3.55369, 227.246, 321.374, -123.554, 227.246, 321.374, 116.446, 1.10155e-07, 1.55783e-07, -34.9211, 
2019 Aug 19 (Mon) 14:30, 226.205, 319.902, -3.42042, 226.205, 319.902, -123.42, 226.205, 319.902, 116.58, 1.09591e-07, 1.54985e-07, -34.8345, 
2019 Aug 19 (Mon) 15:00, 229.922, 325.159, -3.8859, 229.922, 325.159, -123.886, 229.922, 325.158, 116.114, 1.11609e-07, 1.5784e-07, -35.1352, 
2019 Aug 19 (Mon) 15:30, 227.64, 321.932, -4.06064, 227.64, 321.932, -124.061, 227.64, 321.932, 115.939, 1.10534e-07, 1.56318e-07, -35.4264, 
2019 Aug 19 (Mon) 16:00, 228.543, 323.209, -4.40786, 228.543, 323.209, -124.408, 228.543, 323.209, 115.592, 1.11111e-07, 1.57134e-07, -35.7396, 
2019 Aug 19 (Mon) 16:30, 225.402, 318.767, -4.56395, 225.402, 318.767, -124.564, 225.402, 318.767, 115.436, 1.0959e-07, 1.54983e-07, -36.0492, 
2019 Aug 19 (Mon) 17:00, 224.708, 317.785, -5.08526, 224.708, 317.786, -125.085, 224.708, 317.785, 114.915, 1.09433e-07, 1.54762e-07, -36.6249, 
2019 Aug 19 (Mon) 17:30, 220.747, 312.183, -5.46436, 220.747, 312.184, -125.464, 220.747, 312.183, 114.536, 1.07526e-07, 1.52065e-07, -37.2046, 
2019 Aug 19 (Mon) 18:00, 218.369, 308.821, -5.94791, 218.369, 308.821, -125.948, 218.369, 308.821, 114.052, 1.06467e-07, 1.50568e-07, -37.8247, 
2019 Aug 19 (Mon) 18:30, 204.224, 288.816, -12.9215, 199.642, 282.337, -135.661, 212.817, 300.969, 110.156, 0.717136, 1.01418, -45.6566, 
2019 Aug 19 (Mon) 19:00, 203.167, 287.321, -12.8694, 198.649, 280.932, -135.596, 211.663, 299.337, 110.196, 0.713025, 1.00837, -45.6565, 
2019 Aug 19 (Mon) 19:30, 219.722, 310.734, -6.70338, 219.722, 310.734, -126.703, 219.722, 310.734, 113.297, 1.07398e-07, 1.51883e-07, -38.5684, 
2019 Aug 19 (Mon) 20:00, 221.972, 313.915, -6.56755, 221.972, 313.916, -126.568, 221.972, 313.915, 113.432, 1.08539e-07, 1.53498e-07, -38.3169, 
2019 Aug 19 (Mon) 20:30, 215.285, 304.459, -6.18037, 215.285, 304.459, -126.18, 215.285, 304.459, 113.82, 1.04952e-07, 1.48424e-07, -38.2159, 
2019 Aug 19 (Mon) 21:00, 218.797, 309.426, -6.25747, 218.797, 309.426, -126.258, 218.797, 309.425, 113.742, 1.06783e-07, 1.51014e-07, -38.1361, 
2019 Aug 19 (Mon) 21:30, 219.387, 310.26, -5.98578, 219.387, 310.26, -125.986, 219.387, 310.26, 114.014, 1.07001e-07, 1.51322e-07, -37.8268, 
2019 Aug 19 (Mon) 22:00, 221.276, 312.932, -5.47806, 221.276, 312.932, -125.478, 221.276, 312.932, 114.522, 1.07804e-07, 1.52458e-07, -37.2024, 
2019 Aug 19 (Mon) 22:30, 222.256, 314.317, -5.08946, 222.256, 314.317, -125.09, 222.255, 314.317, 114.91, 1.08176e-07, 1.52984e-07, -36.743, 
2019 Aug 19 (Mon) 23:00, 223.908, 316.654, -4.54837, 223.908, 316.654, -124.548, 223.908, 316.654, 115.452, 1.08825e-07, 1.53901e-07, -36.1037, 
2019 Aug 19 (Mon) 23:30, 224.447, 317.416, -3.9514, 224.447, 317.416, -123.951, 224.447, 317.415, 116.049, 1.08896e-07, 1.54002e-07, -35.4613, 
2019 Aug 20 (Tue) 0:00, 228.253, 322.799, -3.47694, 228.254, 322.799, -123.477, 228.253, 322.799, 116.523, 1.10627e-07, 1.5645e-07, -34.7968, 
