Time, z_01, z_04, z_12, z_23, z_30, z_31, z_32, z_33, z_34, z_35, z_45, z_56, z_60, 
2019 Aug 19 (Mon) 5:00, 3.77506e-05, 3.81122e-05, 4.76121e-05, 5.24691e-05, 5.78934e-05, 6.21868e-05, 6.32466e-05, 3.6108e-05, 3.74676e-05, 3.82747e-05, 4.20707e-05, 4.31752e-05, 4.37553e-05, 
2019 Aug 19 (Mon) 5:30, 3.18344e-05, 3.0939e-05, 3.72184e-05, 4.30052e-05, 4.64996e-05, 4.92296e-05, 5.00989e-05, 2.94829e-05, 3.07583e-05, 3.24136e-05, 3.2945e-05, 3.44942e-05, 3.61772e-05, 
2019 Aug 19 (Mon) 6:00, 3.1896e-05, 2.90686e-05, 3.92596e-05, 4.32497e-05, 4.75887e-05, 5.14645e-05, 5.26356e-05, 2.82127e-05, 3.06464e-05, 3.18238e-05, 3.31324e-05, 3.65156e-05, 3.79647e-05, 
2019 Aug 19 (Mon) 6:30, 5.85685e-05, 5.59762e-05, 6.91693e-05, 7.90194e-05, 8.58831e-05, 8.83237e-05, 8.88797e-05, 5.54282e-05, 5.85874e-05, 5.90671e-05, 6.33617e-05, 6.71121e-05, 6.71442e-05, 
2019 Aug 19 (Mon) 7:00, 5.49703e-05, 5.39083e-05, 6.86002e-05, 7.62606e-05, 8.29133e-05, 8.62246e-05, 8.96573e-05, 5.22053e-05, 5.48876e-05, 5.54526e-05, 6.07476e-05, 6.39873e-05, 6.45786e-05, 
2019 Aug 19 (Mon) 7:30, 5.68075e-05, 5.56291e-05, 7.0196e-05, 7.77843e-05, 8.39319e-05, 8.84521e-05, 8.95917e-05, 5.45936e-05, 5.69131e-05, 5.8618e-05, 6.19212e-05, 6.67362e-05, 6.89499e-05, 
2019 Aug 19 (Mon) 8:00, 5.70784e-05, 5.33361e-05, 6.77306e-05, 7.72064e-05, 8.26835e-05, 8.85935e-05, 9.02929e-05, 5.07464e-05, 5.7521e-05, 5.83482e-05, 6.17217e-05, 6.52531e-05, 6.74547e-05, 
2019 Aug 19 (Mon) 8:30, 5.6422e-05, 5.66443e-05, 6.9912e-05, 7.84883e-05, 8.40064e-05, 8.76654e-05, 8.90312e-05, 5.22483e-05, 5.77992e-05, 5.83561e-05, 6.39994e-05, 6.90072e-05, 7.00317e-05, 
2019 Aug 19 (Mon) 9:00, 5.77137e-05, 5.57064e-05, 6.80271e-05, 7.92593e-05, 8.41836e-05, 8.728e-05, 8.95437e-05, 5.33233e-05, 5.74913e-05, 6.08555e-05, 6.3022e-05, 6.63725e-05, 6.91716e-05, 
2019 Aug 19 (Mon) 9:30, 5.05808e-05, 4.89423e-05, 6.42486e-05, 7.22196e-05, 8.00025e-05, 8.06824e-05, 8.35248e-05, 4.81326e-05, 5.17439e-05, 5.22534e-05, 5.55779e-05, 6.02886e-05, 5.96888e-05, 
2019 Aug 19 (Mon) 10:00, 4.06561e-05, 3.83862e-05, 5.1493e-05, 5.7988e-05, 6.25497e-05, 6.70461e-05, 6.58467e-05, 3.58905e-05, 4.08928e-05, 4.26065e-05, 4.19257e-05, 4.63682e-05, 4.80616e-05, 
2019 Aug 19 (Mon) 10:30, 3.22092e-05, 2.93264e-05, 3.81979e-05, 4.35552e-05, 4.85145e-05, 4.89878e-05, 5.12323e-05, 2.7138e-05, 3.05127e-05, 3.06599e-05, 3.29147e-05, 3.58095e-05, 3.58999e-05, 
2019 Aug 19 (Mon) 11:00, 4.37536e-05, 4.25735e-05, 5.37339e-05, 6.01423e-05, 6.55786e-05, 6.88778e-05, 6.99848e-05, 3.95533e-05, 4.19651e-05, 4.30647e-05, 4.46456e-05, 5.00999e-05, 5.0604e-05, 
2019 Aug 19 (Mon) 11:30, 4.48399e-05, 4.03084e-05, 5.1531e-05, 5.9549e-05, 6.71153e-05, 7.04197e-05, 7.031e-05, 3.83889e-05, 4.16895e-05, 4.46068e-05, 4.62579e-05, 4.95382e-05, 4.96884e-05, 
2019 Aug 19 (Mon) 12:00, 4.42623e-05, 4.1725e-05, 5.45307e-05, 6.17827e-05, 6.79066e-05, 7.14437e-05, 7.16875e-05, 4.19289e-05, 4.48915e-05, 4.55923e-05, 4.78371e-05, 5.08248e-05, 5.1042e-05, 
2019 Aug 19 (Mon) 12:30, 5.21569e-05, 4.83558e-05, 6.29535e-05, 7.33271e-05, 7.87817e-05, 8.32233e-05, 8.37532e-05, 4.93728e-05, 5.26685e-05, 5.34256e-05, 5.73955e-05, 6.20485e-05, 6.22717e-05, 
2019 Aug 19 (Mon) 13:00, 3.19196e-05, 3.09901e-05, 3.994e-05, 4.55895e-05, 4.85657e-05, 5.12733e-05, 5.1016e-05, 2.82343e-05, 3.21505e-05, 3.23529e-05, 3.3792e-05, 3.47828e-05, 3.5931e-05, 
2019 Aug 19 (Mon) 13:30, 3.699e-05, 3.59804e-05, 4.61115e-05, 5.25932e-05, 5.78864e-05, 6.0274e-05, 6.14463e-05, 3.53693e-05, 3.64666e-05, 3.7843e-05, 4.06592e-05, 4.22415e-05, 4.41458e-05, 
2019 Aug 19 (Mon) 14:00, 5.37467e-05, 5.18242e-05, 6.60967e-05, 7.37889e-05, 8.16451e-05, 8.66708e-05, 8.63094e-05, 4.97838e-05, 5.42622e-05, 5.39579e-05, 5.75171e-05, 6.2169e-05, 6.53672e-05, 
2019 Aug 19 (Mon) 14:30, 5.69262e-05, 5.40493e-05, 6.90705e-05, 7.64727e-05, 8.34407e-05, 8.6736e-05, 8.95385e-05, 5.38217e-05, 5.7628e-05, 5.99134e-05, 6.14873e-05, 6.59142e-05, 6.81286e-05, 
2019 Aug 19 (Mon) 15:00, 3.63087e-05, 3.29613e-05, 4.45097e-05, 5.0495e-05, 5.4603e-05, 5.79225e-05, 5.90235e-05, 3.26491e-05, 3.54452e-05, 3.6553e-05, 3.6758e-05, 4.06451e-05, 4.17407e-05, 
2019 Aug 19 (Mon) 15:30, 5.09615e-05, 4.74385e-05, 6.05337e-05, 7.02967e-05, 7.54687e-05, 7.85202e-05, 8.19196e-05, 4.53413e-05, 5.13646e-05, 5.0632e-05, 5.2558e-05, 5.61119e-05, 5.89602e-05, 
2019 Aug 19 (Mon) 16:00, 4.1646e-05, 3.99884e-05, 4.89034e-05, 5.63544e-05, 6.27849e-05, 6.63898e-05, 6.83175e-05, 3.60181e-05, 3.90403e-05, 4.04557e-05, 4.28652e-05, 4.53817e-05, 4.72952e-05, 
2019 Aug 19 (Mon) 16:30, 5.60006e-05, 5.218e-05, 6.6057e-05, 7.72892e-05, 8.45111e-05, 8.61396e-05, 8.73083e-05, 5.31975e-05, 5.55196e-05, 5.6119e-05, 5.99539e-05, 6.49837e-05, 6.61284e-05, 
2019 Aug 19 (Mon) 17:00, 5.50948e-05, 5.37396e-05, 6.58757e-05, 7.62178e-05, 8.44045e-05, 8.63527e-05, 8.83059e-05, 5.17999e-05, 5.6536e-05, 5.62464e-05, 5.91887e-05, 6.39899e-05, 6.64945e-05, 
2019 Aug 19 (Mon) 17:30, 5.6963e-05, 5.52969e-05, 6.79923e-05, 7.50079e-05, 8.06905e-05, 8.49697e-05, 8.69634e-05, 5.27675e-05, 5.89459e-05, 6.15343e-05, 6.39804e-05, 6.96541e-05, 6.90892e-05, 
2019 Aug 19 (Mon) 18:00, 5.42683e-05, 5.28049e-05, 6.47453e-05, 6.87478e-05, 7.28354e-05, 7.70694e-05, 7.65173e-05, 5.10895e-05, 5.64804e-05, 5.93133e-05, 6.09672e-05, 6.47026e-05, 6.74986e-05, 
2019 Aug 19 (Mon) 18:30, 3.0867, 3.09366, 3.15158, 3.21068, 3.29715, 3.35301, 3.38217, 3.1158, 3.18314, 3.2472, 3.20382, 3.29984, 3.32821, 
2019 Aug 19 (Mon) 19:00, 3.06928, 3.07614, 3.13404, 3.19306, 3.27948, 3.33533, 3.36446, 3.09828, 3.16553, 3.22952, 3.18614, 3.28208, 3.31041, 
2019 Aug 19 (Mon) 19:30, 5.76517e-05, 5.50853e-05, 6.89425e-05, 7.74966e-05, 8.51829e-05, 8.92029e-05, 8.98104e-05, 5.39962e-05, 5.9377e-05, 6.08411e-05, 6.49849e-05, 6.97966e-05, 7.17999e-05, 
2019 Aug 19 (Mon) 20:00, 5.79859e-05, 5.54244e-05, 6.82834e-05, 7.6556e-05, 8.52628e-05, 8.95249e-05, 9.04466e-05, 5.23341e-05, 5.68339e-05, 5.78095e-05, 6.18683e-05, 6.60988e-05, 6.72512e-05, 
2019 Aug 19 (Mon) 20:30, 4.44694e-05, 4.52787e-05, 5.16395e-05, 5.49032e-05, 5.618e-05, 5.83926e-05, 5.89908e-05, 4.56552e-05, 5.0131e-05, 5.15572e-05, 5.29613e-05, 5.81214e-05, 6.01044e-05, 
2019 Aug 19 (Mon) 21:00, 5.46687e-05, 5.44053e-05, 6.49178e-05, 7.31687e-05, 7.80311e-05, 8.14885e-05, 8.24003e-05, 5.24363e-05, 5.80985e-05, 5.98469e-05, 6.25957e-05, 6.79932e-05, 7.05478e-05, 
2019 Aug 19 (Mon) 21:30, 5.73004e-05, 5.3749e-05, 6.56649e-05, 7.39241e-05, 7.87702e-05, 8.36134e-05, 8.22976e-05, 5.26748e-05, 5.74701e-05, 5.94976e-05, 6.19377e-05, 6.90248e-05, 6.82561e-05, 
2019 Aug 19 (Mon) 22:00, 5.63032e-05, 5.60577e-05, 6.75644e-05, 7.54919e-05, 8.14831e-05, 8.56949e-05, 8.82251e-05, 5.32536e-05, 5.97087e-05, 6.22305e-05, 6.44796e-05, 6.70138e-05, 7.00937e-05, 
2019 Aug 19 (Mon) 22:30, 5.67687e-05, 5.74828e-05, 6.99416e-05, 7.63946e-05, 8.48835e-05, 8.74155e-05, 8.74611e-05, 5.5804e-05, 5.95751e-05, 6.06811e-05, 6.46502e-05, 6.82651e-05, 6.91014e-05, 
2019 Aug 19 (Mon) 23:00, 5.80151e-05, 5.42787e-05, 6.82119e-05, 7.97703e-05, 8.53845e-05, 8.67505e-05, 8.98379e-05, 5.37425e-05, 5.90721e-05, 6.21769e-05, 6.2095e-05, 6.68412e-05, 6.99358e-05, 
2019 Aug 19 (Mon) 23:30, 5.74021e-05, 5.4508e-05, 6.87282e-05, 7.95052e-05, 8.49663e-05, 8.71606e-05, 8.80177e-05, 5.37624e-05, 5.75605e-05, 6.13114e-05, 6.44084e-05, 6.81566e-05, 6.89986e-05, 
2019 Aug 20 (Tue) 0:00, 5.03279e-05, 4.71901e-05, 6.1557e-05, 6.98059e-05, 7.52904e-05, 8.0304e-05, 8.11307e-05, 4.78781e-05, 5.20141e-05, 5.31578e-05, 5.27161e-05, 5.76504e-05, 5.85232e-05, 
