Time, 1 (1), , , , , , , 21 (14), , , , , , , 23 (16), , , , , , , 25 (18), , , , , , , 27 (20), , , , , , , 30 (24), , , , , , , 32 (26), , , , , , , 37 (31), , , , , , , 42 (37), , , , , , , 48 (43), , , , , , , 4 (34), , , , , , , 51 (47), , , , , , , 55 (51), , , , , , , 5 (45), , , , , , , 63 (60), , , , , , , 65 (62), , , , , , , 66 (63), , , , , , , 
Time, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, 
2019 Aug 19 (Mon) 10:00, 229.154, 0, 0, 100, 0, 0, 0, 228.357, 0, 0, 100, 0, 0, 0, 229.381, 0, 0, 100, 0, 0, 0, 229.381, 0, 0, 100, 0, 0, 0, 229.38, 0, 0, 98.6111, 0, 0, 0, 229.152, 0, 0, 100, 0, 0, 0, 229.038, 0, 0, 100, 0, 0, 0, 228.13, 0, 0, 99.7142, 0, 0, 0, 228.13, 0, 0, 100, 0, 0, 0, 228.017, 0, 0, 100, 0, 0, 0, 229.381, 0, 0, 100, 0, 0, 0, 229.723, 0, 0, 100, 0, 0, 0, 229.494, 0, 0, 100, 0, 0, 0, 229.152, 0, 0, 100, 0, 0, 0, 229.38, 0, 0, 100, 0, 0, 0, 229.38, 0, 0, 99.4521, 0, 0, 0, 229.38, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 10:30, 230.525, 0, 0, 100, 0, 0, 0, 229.791, 0, 0, 100, 0, 0, 0, 230.735, 0, 0, 100, 0, 0, 0, 230.735, 0, 0, 100, 0, 0, 0, 230.735, 0, 0, 98.6111, 0, 0, 0, 230.524, 0, 0, 100, 0, 0, 0, 230.419, 0, 0, 100, 0, 0, 0, 229.581, 0, 0, 99.7142, 0, 0, 0, 229.582, 0, 0, 100, 0, 0, 0, 229.477, 0, 0, 100, 0, 0, 0, 230.735, 0, 0, 100, 0, 0, 0, 231.051, 0, 0, 100, 0, 0, 0, 230.84, 0, 0, 100, 0, 0, 0, 230.524, 0, 0, 100, 0, 0, 0, 230.735, 0, 0, 100, 0, 0, 0, 230.734, 0, 0, 99.4521, 0, 0, 0, 230.735, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 11:00, 229.082, 0, 0, 100, 0, 0, 0, 228.298, 0, 0, 100, 0, 0, 0, 229.306, 0, 0, 100, 0, 0, 0, 229.306, 0, 0, 100, 0, 0, 0, 229.306, 0, 0, 98.6111, 0, 0, 0, 229.081, 0, 0, 100, 0, 0, 0, 228.968, 0, 0, 100, 0, 0, 0, 228.074, 0, 0, 99.7142, 0, 0, 0, 228.074, 0, 0, 100, 0, 0, 0, 227.962, 0, 0, 100, 0, 0, 0, 229.306, 0, 0, 100, 0, 0, 0, 229.643, 0, 0, 100, 0, 0, 0, 229.418, 0, 0, 100, 0, 0, 0, 229.081, 0, 0, 100, 0, 0, 0, 229.305, 0, 0, 100, 0, 0, 0, 229.305, 0, 0, 99.4521, 0, 0, 0, 229.305, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 11:30, 228.885, 0, 0, 100, 0, 0, 0, 228.079, 0, 0, 100, 0, 0, 0, 229.114, 0, 0, 100, 0, 0, 0, 229.114, 0, 0, 100, 0, 0, 0, 229.114, 0, 0, 98.6111, 0, 0, 0, 228.883, 0, 0, 100, 0, 0, 0, 228.768, 0, 0, 100, 0, 0, 0, 227.849, 0, 0, 99.7142, 0, 0, 0, 227.849, 0, 0, 100, 0, 0, 0, 227.734, 0, 0, 100, 0, 0, 0, 229.114, 0, 0, 100, 0, 0, 0, 229.461, 0, 0, 100, 0, 0, 0, 229.229, 0, 0, 100, 0, 0, 0, 228.883, 0, 0, 100, 0, 0, 0, 229.114, 0, 0, 100, 0, 0, 0, 229.114, 0, 0, 99.4521, 0, 0, 0, 229.114, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 12:00, 228.592, 0, 0, 100, 0, 0, 0, 227.771, 0, 0, 100, 0, 0, 0, 228.827, 0, 0, 100, 0, 0, 0, 228.826, 0, 0, 100, 0, 0, 0, 228.826, 0, 0, 98.6111, 0, 0, 0, 228.591, 0, 0, 100, 0, 0, 0, 228.473, 0, 0, 100, 0, 0, 0, 227.536, 0, 0, 99.7142, 0, 0, 0, 227.536, 0, 0, 100, 0, 0, 0, 227.419, 0, 0, 100, 0, 0, 0, 228.826, 0, 0, 100, 0, 0, 0, 229.18, 0, 0, 100, 0, 0, 0, 228.944, 0, 0, 100, 0, 0, 0, 228.591, 0, 0, 100, 0, 0, 0, 228.826, 0, 0, 100, 0, 0, 0, 228.826, 0, 0, 99.4521, 0, 0, 0, 228.826, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 12:30, 227.173, 0, 0, 100, 0, 0, 0, 226.306, 0, 0, 100, 0, 0, 0, 227.42, 0, 0, 100, 0, 0, 0, 227.42, 0, 0, 100, 0, 0, 0, 227.42, 0, 0, 98.6111, 0, 0, 0, 227.171, 0, 0, 100, 0, 0, 0, 227.047, 0, 0, 100, 0, 0, 0, 226.058, 0, 0, 99.7142, 0, 0, 0, 226.058, 0, 0, 100, 0, 0, 0, 225.935, 0, 0, 100, 0, 0, 0, 227.42, 0, 0, 100, 0, 0, 0, 227.794, 0, 0, 100, 0, 0, 0, 227.544, 0, 0, 100, 0, 0, 0, 227.171, 0, 0, 100, 0, 0, 0, 227.42, 0, 0, 100, 0, 0, 0, 227.42, 0, 0, 99.4521, 0, 0, 0, 227.42, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 13:00, 229.901, 0, 0, 100, 0, 0, 0, 229.108, 0, 0, 100, 0, 0, 0, 230.127, 0, 0, 100, 0, 0, 0, 230.126, 0, 0, 100, 0, 0, 0, 230.126, 0, 0, 98.6111, 0, 0, 0, 229.899, 0, 0, 100, 0, 0, 0, 229.786, 0, 0, 100, 0, 0, 0, 228.881, 0, 0, 99.7142, 0, 0, 0, 228.881, 0, 0, 100, 0, 0, 0, 228.768, 0, 0, 100, 0, 0, 0, 230.126, 0, 0, 100, 0, 0, 0, 230.468, 0, 0, 100, 0, 0, 0, 230.24, 0, 0, 100, 0, 0, 0, 229.899, 0, 0, 100, 0, 0, 0, 230.126, 0, 0, 100, 0, 0, 0, 230.126, 0, 0, 99.4521, 0, 0, 0, 230.126, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 13:30, 229.563, 0, 0, 100, 0, 0, 0, 228.783, 0, 0, 100, 0, 0, 0, 229.785, 0, 0, 100, 0, 0, 0, 229.785, 0, 0, 100, 0, 0, 0, 229.785, 0, 0, 98.6111, 0, 0, 0, 229.562, 0, 0, 100, 0, 0, 0, 229.45, 0, 0, 100, 0, 0, 0, 228.56, 0, 0, 99.7142, 0, 0, 0, 228.561, 0, 0, 100, 0, 0, 0, 228.449, 0, 0, 100, 0, 0, 0, 229.785, 0, 0, 100, 0, 0, 0, 230.121, 0, 0, 100, 0, 0, 0, 229.897, 0, 0, 100, 0, 0, 0, 229.561, 0, 0, 100, 0, 0, 0, 229.785, 0, 0, 100, 0, 0, 0, 229.785, 0, 0, 99.4521, 0, 0, 0, 229.785, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 14:00, 226.854, 0, 0, 100, 0, 0, 0, 225.993, 0, 0, 100, 0, 0, 0, 227.1, 0, 0, 100, 0, 0, 0, 227.1, 0, 0, 100, 0, 0, 0, 227.099, 0, 0, 98.6111, 0, 0, 0, 226.853, 0, 0, 100, 0, 0, 0, 226.729, 0, 0, 100, 0, 0, 0, 225.747, 0, 0, 99.7142, 0, 0, 0, 225.748, 0, 0, 100, 0, 0, 0, 225.625, 0, 0, 100, 0, 0, 0, 227.1, 0, 0, 100, 0, 0, 0, 227.47, 0, 0, 100, 0, 0, 0, 227.223, 0, 0, 100, 0, 0, 0, 226.852, 0, 0, 100, 0, 0, 0, 227.099, 0, 0, 100, 0, 0, 0, 227.099, 0, 0, 99.4521, 0, 0, 0, 227.099, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 14:30, 225.822, 0, 0, 100, 0, 0, 0, 224.94, 0, 0, 100, 0, 0, 0, 226.073, 0, 0, 100, 0, 0, 0, 226.073, 0, 0, 100, 0, 0, 0, 226.073, 0, 0, 98.6111, 0, 0, 0, 225.82, 0, 0, 100, 0, 0, 0, 225.694, 0, 0, 100, 0, 0, 0, 224.688, 0, 0, 99.7142, 0, 0, 0, 224.688, 0, 0, 100, 0, 0, 0, 224.562, 0, 0, 100, 0, 0, 0, 226.073, 0, 0, 100, 0, 0, 0, 226.453, 0, 0, 100, 0, 0, 0, 226.2, 0, 0, 100, 0, 0, 0, 225.82, 0, 0, 100, 0, 0, 0, 226.073, 0, 0, 100, 0, 0, 0, 226.073, 0, 0, 99.4521, 0, 0, 0, 226.073, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 15:00, 229.509, 0, 0, 100, 0, 0, 0, 228.704, 0, 0, 100, 0, 0, 0, 229.738, 0, 0, 100, 0, 0, 0, 229.738, 0, 0, 100, 0, 0, 0, 229.738, 0, 0, 98.6111, 0, 0, 0, 229.507, 0, 0, 100, 0, 0, 0, 229.392, 0, 0, 100, 0, 0, 0, 228.474, 0, 0, 99.7142, 0, 0, 0, 228.474, 0, 0, 100, 0, 0, 0, 228.359, 0, 0, 100, 0, 0, 0, 229.738, 0, 0, 100, 0, 0, 0, 230.085, 0, 0, 100, 0, 0, 0, 229.853, 0, 0, 100, 0, 0, 0, 229.507, 0, 0, 100, 0, 0, 0, 229.738, 0, 0, 100, 0, 0, 0, 229.738, 0, 0, 99.4521, 0, 0, 0, 229.738, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 15:30, 227.202, 0, 0, 100, 0, 0, 0, 226.297, 0, 0, 100, 0, 0, 0, 227.46, 0, 0, 100, 0, 0, 0, 227.459, 0, 0, 100, 0, 0, 0, 227.459, 0, 0, 98.6111, 0, 0, 0, 227.2, 0, 0, 100, 0, 0, 0, 227.07, 0, 0, 100, 0, 0, 0, 226.038, 0, 0, 99.7142, 0, 0, 0, 226.039, 0, 0, 100, 0, 0, 0, 225.91, 0, 0, 100, 0, 0, 0, 227.459, 0, 0, 100, 0, 0, 0, 227.849, 0, 0, 100, 0, 0, 0, 227.589, 0, 0, 100, 0, 0, 0, 227.2, 0, 0, 100, 0, 0, 0, 227.459, 0, 0, 100, 0, 0, 0, 227.459, 0, 0, 99.4521, 0, 0, 0, 227.459, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 16:00, 228.075, 0, 0, 100, 0, 0, 0, 227.163, 0, 0, 100, 0, 0, 0, 228.335, 0, 0, 100, 0, 0, 0, 228.335, 0, 0, 100, 0, 0, 0, 228.335, 0, 0, 98.6111, 0, 0, 0, 228.073, 0, 0, 100, 0, 0, 0, 227.942, 0, 0, 100, 0, 0, 0, 226.902, 0, 0, 99.7142, 0, 0, 0, 226.902, 0, 0, 100, 0, 0, 0, 226.772, 0, 0, 100, 0, 0, 0, 228.335, 0, 0, 100, 0, 0, 0, 228.728, 0, 0, 100, 0, 0, 0, 228.465, 0, 0, 100, 0, 0, 0, 228.073, 0, 0, 100, 0, 0, 0, 228.335, 0, 0, 100, 0, 0, 0, 228.334, 0, 0, 99.4521, 0, 0, 0, 228.335, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 16:30, 224.907, 0, 0, 100, 0, 0, 0, 223.867, 0, 0, 100, 0, 0, 0, 225.203, 0, 0, 100, 0, 0, 0, 225.203, 0, 0, 100, 0, 0, 0, 225.203, 0, 0, 98.6111, 0, 0, 0, 224.905, 0, 0, 100, 0, 0, 0, 224.755, 0, 0, 100, 0, 0, 0, 223.57, 0, 0, 99.7142, 0, 0, 0, 223.571, 0, 0, 100, 0, 0, 0, 223.422, 0, 0, 100, 0, 0, 0, 225.203, 0, 0, 100, 0, 0, 0, 225.651, 0, 0, 100, 0, 0, 0, 225.352, 0, 0, 100, 0, 0, 0, 224.904, 0, 0, 100, 0, 0, 0, 225.203, 0, 0, 100, 0, 0, 0, 225.202, 0, 0, 99.4521, 0, 0, 0, 225.203, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 17:00, 224.161, 0, 0, 100, 0, 0, 0, 223.039, 0, 0, 100, 0, 0, 0, 224.48, 0, 0, 100, 0, 0, 0, 224.48, 0, 0, 100, 0, 0, 0, 224.48, 0, 0, 98.6111, 0, 0, 0, 224.158, 0, 0, 100, 0, 0, 0, 223.997, 0, 0, 100, 0, 0, 0, 222.718, 0, 0, 99.7142, 0, 0, 0, 222.719, 0, 0, 100, 0, 0, 0, 222.559, 0, 0, 100, 0, 0, 0, 224.48, 0, 0, 100, 0, 0, 0, 224.964, 0, 0, 100, 0, 0, 0, 224.64, 0, 0, 100, 0, 0, 0, 224.158, 0, 0, 100, 0, 0, 0, 224.479, 0, 0, 100, 0, 0, 0, 224.479, 0, 0, 99.4521, 0, 0, 0, 224.479, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 17:30, 220.149, 0, 0, 100, 0, 0, 0, 218.847, 0, 0, 100, 0, 0, 0, 220.519, 0, 0, 100, 0, 0, 0, 220.518, 0, 0, 100, 0, 0, 0, 220.518, 0, 0, 98.6111, 0, 0, 0, 220.144, 0, 0, 100, 0, 0, 0, 219.957, 0, 0, 100, 0, 0, 0, 218.475, 0, 0, 99.7142, 0, 0, 0, 218.476, 0, 0, 100, 0, 0, 0, 218.29, 0, 0, 100, 0, 0, 0, 220.518, 0, 0, 100, 0, 0, 0, 221.08, 0, 0, 100, 0, 0, 0, 220.705, 0, 0, 100, 0, 0, 0, 220.144, 0, 0, 100, 0, 0, 0, 220.518, 0, 0, 100, 0, 0, 0, 220.518, 0, 0, 99.4521, 0, 0, 0, 220.518, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 18:00, 217.716, 0, 0, 100, 0, 0, 0, 216.28, 0, 0, 100, 0, 0, 0, 218.124, 0, 0, 100, 0, 0, 0, 218.124, 0, 0, 100, 0, 0, 0, 218.124, 0, 0, 98.6111, 0, 0, 0, 217.711, 0, 0, 100, 0, 0, 0, 217.504, 0, 0, 100, 0, 0, 0, 215.87, 0, 0, 99.7142, 0, 0, 0, 215.87, 0, 0, 100, 0, 0, 0, 215.665, 0, 0, 100, 0, 0, 0, 218.124, 0, 0, 100, 0, 0, 0, 218.745, 0, 0, 100, 0, 0, 0, 218.33, 0, 0, 100, 0, 0, 0, 217.711, 0, 0, 100, 0, 0, 0, 218.123, 0, 0, 100, 0, 0, 0, 218.123, 0, 0, 99.4521, 0, 0, 0, 218.123, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 18:30, 201.477, 0, 0, 92.0513, 0, 0, 0, 199.627, 0, 0, 92.0513, 0, 0, 0, 197.68, 0, 0, 92.0513, 0, 0, 0, 201.259, 0, 0, 92.0513, 0, 0, 0, 208.31, 0, 0, 90.6624, 0, 0, 0, 196.409, 0, 0, 92.0513, 0, 0, 0, 195.612, 0, 0, 92.0513, 0, 0, 0, 205.421, 0, 0, 91.7655, 0, 0, 0, 192.837, 0, 0, 92.0513, 0, 0, 0, 192.068, 0, 0, 92.0513, 0, 0, 0, 201.259, 0, 0, 92.0513, 0, 0, 0, 199.163, 0, 0, 92.0513, 0, 0, 0, 208.248, 0, 0, 92.0513, 0, 0, 0, 200.287, 0, 0, 92.0513, 0, 0, 0, 196.775, 0, 0, 92.0513, 0, 0, 0, 201.827, 0, 0, 91.5034, 0, 0, 0, 196.775, 0, 0, 92.0513, 0, 0, 0, 
2019 Aug 19 (Mon) 19:00, 200.428, 0, 0, 97.7543, 0, 0, 0, 198.543, 0, 0, 97.7543, 0, 0, 0, 196.701, 0, 0, 97.7543, 0, 0, 0, 200.223, 0, 0, 97.7543, 0, 0, 0, 207.189, 0, 0, 96.3854, 0, 0, 0, 195.425, 0, 0, 97.7543, 0, 0, 0, 194.626, 0, 0, 97.7543, 0, 0, 0, 204.239, 0, 0, 97.4729, 0, 0, 0, 191.821, 0, 0, 97.7543, 0, 0, 0, 191.05, 0, 0, 97.7543, 0, 0, 0, 200.223, 0, 0, 97.7543, 0, 0, 0, 198.194, 0, 0, 97.7543, 0, 0, 0, 207.135, 0, 0, 97.7543, 0, 0, 0, 199.244, 0, 0, 97.7543, 0, 0, 0, 195.8, 0, 0, 97.7543, 0, 0, 0, 200.788, 0, 0, 97.2138, 0, 0, 0, 195.8, 0, 0, 97.7543, 0, 0, 0, 
2019 Aug 19 (Mon) 19:30, 219.003, 0, 0, 100, 0, 0, 0, 217.533, 0, 0, 100, 0, 0, 0, 219.42, 0, 0, 100, 0, 0, 0, 219.42, 0, 0, 100, 0, 0, 0, 219.42, 0, 0, 100, 0, 0, 0, 218.997, 0, 0, 100, 0, 0, 0, 218.786, 0, 0, 100, 0, 0, 0, 217.114, 0, 0, 100, 0, 0, 0, 217.114, 0, 0, 100, 0, 0, 0, 216.905, 0, 0, 100, 0, 0, 0, 219.42, 0, 0, 100, 0, 0, 0, 220.055, 0, 0, 100, 0, 0, 0, 219.631, 0, 0, 100, 0, 0, 0, 218.997, 0, 0, 100, 0, 0, 0, 219.419, 0, 0, 100, 0, 0, 0, 219.419, 0, 0, 100, 0, 0, 0, 219.419, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 20:00, 221.273, 0, 0, 100, 0, 0, 0, 219.896, 0, 0, 100, 0, 0, 0, 221.665, 0, 0, 100, 0, 0, 0, 221.665, 0, 0, 100, 0, 0, 0, 221.665, 0, 0, 100, 0, 0, 0, 221.269, 0, 0, 100, 0, 0, 0, 221.071, 0, 0, 100, 0, 0, 0, 219.503, 0, 0, 100, 0, 0, 0, 219.504, 0, 0, 100, 0, 0, 0, 219.307, 0, 0, 100, 0, 0, 0, 221.665, 0, 0, 100, 0, 0, 0, 222.259, 0, 0, 100, 0, 0, 0, 221.862, 0, 0, 100, 0, 0, 0, 221.269, 0, 0, 100, 0, 0, 0, 221.664, 0, 0, 100, 0, 0, 0, 221.664, 0, 0, 100, 0, 0, 0, 221.664, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 20:30, 214.599, 0, 0, 100, 0, 0, 0, 213.03, 0, 0, 100, 0, 0, 0, 215.044, 0, 0, 100, 0, 0, 0, 215.044, 0, 0, 100, 0, 0, 0, 215.043, 0, 0, 100, 0, 0, 0, 214.592, 0, 0, 100, 0, 0, 0, 214.366, 0, 0, 100, 0, 0, 0, 212.582, 0, 0, 100, 0, 0, 0, 212.583, 0, 0, 100, 0, 0, 0, 212.359, 0, 0, 100, 0, 0, 0, 215.044, 0, 0, 100, 0, 0, 0, 215.722, 0, 0, 100, 0, 0, 0, 215.269, 0, 0, 100, 0, 0, 0, 214.592, 0, 0, 100, 0, 0, 0, 215.042, 0, 0, 100, 0, 0, 0, 215.042, 0, 0, 100, 0, 0, 0, 215.042, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 21:00, 218.116, 0, 0, 100, 0, 0, 0, 216.662, 0, 0, 100, 0, 0, 0, 218.529, 0, 0, 100, 0, 0, 0, 218.529, 0, 0, 100, 0, 0, 0, 218.529, 0, 0, 100, 0, 0, 0, 218.111, 0, 0, 100, 0, 0, 0, 217.902, 0, 0, 100, 0, 0, 0, 216.246, 0, 0, 100, 0, 0, 0, 216.247, 0, 0, 100, 0, 0, 0, 216.039, 0, 0, 100, 0, 0, 0, 218.529, 0, 0, 100, 0, 0, 0, 219.158, 0, 0, 100, 0, 0, 0, 218.738, 0, 0, 100, 0, 0, 0, 218.111, 0, 0, 100, 0, 0, 0, 218.528, 0, 0, 100, 0, 0, 0, 218.528, 0, 0, 100, 0, 0, 0, 218.528, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 21:30, 218.734, 0, 0, 100, 0, 0, 0, 217.329, 0, 0, 100, 0, 0, 0, 219.133, 0, 0, 100, 0, 0, 0, 219.133, 0, 0, 100, 0, 0, 0, 219.133, 0, 0, 100, 0, 0, 0, 218.729, 0, 0, 100, 0, 0, 0, 218.527, 0, 0, 100, 0, 0, 0, 216.928, 0, 0, 100, 0, 0, 0, 216.928, 0, 0, 100, 0, 0, 0, 216.728, 0, 0, 100, 0, 0, 0, 219.133, 0, 0, 100, 0, 0, 0, 219.74, 0, 0, 100, 0, 0, 0, 219.335, 0, 0, 100, 0, 0, 0, 218.729, 0, 0, 100, 0, 0, 0, 219.132, 0, 0, 100, 0, 0, 0, 219.132, 0, 0, 100, 0, 0, 0, 219.132, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 22:00, 220.679, 0, 0, 100, 0, 0, 0, 219.394, 0, 0, 100, 0, 0, 0, 221.044, 0, 0, 100, 0, 0, 0, 221.044, 0, 0, 100, 0, 0, 0, 221.044, 0, 0, 100, 0, 0, 0, 220.675, 0, 0, 100, 0, 0, 0, 220.49, 0, 0, 100, 0, 0, 0, 219.027, 0, 0, 100, 0, 0, 0, 219.028, 0, 0, 100, 0, 0, 0, 218.844, 0, 0, 100, 0, 0, 0, 221.044, 0, 0, 100, 0, 0, 0, 221.598, 0, 0, 100, 0, 0, 0, 221.228, 0, 0, 100, 0, 0, 0, 220.674, 0, 0, 100, 0, 0, 0, 221.043, 0, 0, 100, 0, 0, 0, 221.043, 0, 0, 100, 0, 0, 0, 221.043, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 22:30, 221.699, 0, 0, 100, 0, 0, 0, 220.49, 0, 0, 100, 0, 0, 0, 222.042, 0, 0, 100, 0, 0, 0, 222.042, 0, 0, 100, 0, 0, 0, 222.042, 0, 0, 100, 0, 0, 0, 221.695, 0, 0, 100, 0, 0, 0, 221.521, 0, 0, 100, 0, 0, 0, 220.146, 0, 0, 100, 0, 0, 0, 220.146, 0, 0, 100, 0, 0, 0, 219.974, 0, 0, 100, 0, 0, 0, 222.042, 0, 0, 100, 0, 0, 0, 222.563, 0, 0, 100, 0, 0, 0, 222.215, 0, 0, 100, 0, 0, 0, 221.695, 0, 0, 100, 0, 0, 0, 222.041, 0, 0, 100, 0, 0, 0, 222.041, 0, 0, 100, 0, 0, 0, 222.041, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 23:00, 223.409, 0, 0, 100, 0, 0, 0, 222.319, 0, 0, 100, 0, 0, 0, 223.719, 0, 0, 100, 0, 0, 0, 223.719, 0, 0, 100, 0, 0, 0, 223.719, 0, 0, 100, 0, 0, 0, 223.406, 0, 0, 100, 0, 0, 0, 223.25, 0, 0, 100, 0, 0, 0, 222.007, 0, 0, 100, 0, 0, 0, 222.008, 0, 0, 100, 0, 0, 0, 221.852, 0, 0, 100, 0, 0, 0, 223.719, 0, 0, 100, 0, 0, 0, 224.19, 0, 0, 100, 0, 0, 0, 223.875, 0, 0, 100, 0, 0, 0, 223.406, 0, 0, 100, 0, 0, 0, 223.719, 0, 0, 100, 0, 0, 0, 223.719, 0, 0, 100, 0, 0, 0, 223.719, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 23:30, 224.007, 0, 0, 100, 0, 0, 0, 223.002, 0, 0, 100, 0, 0, 0, 224.293, 0, 0, 100, 0, 0, 0, 224.292, 0, 0, 100, 0, 0, 0, 224.292, 0, 0, 100, 0, 0, 0, 224.004, 0, 0, 100, 0, 0, 0, 223.86, 0, 0, 100, 0, 0, 0, 222.715, 0, 0, 100, 0, 0, 0, 222.715, 0, 0, 100, 0, 0, 0, 222.572, 0, 0, 100, 0, 0, 0, 224.292, 0, 0, 100, 0, 0, 0, 224.725, 0, 0, 100, 0, 0, 0, 224.436, 0, 0, 100, 0, 0, 0, 224.004, 0, 0, 100, 0, 0, 0, 224.292, 0, 0, 100, 0, 0, 0, 224.292, 0, 0, 100, 0, 0, 0, 224.292, 0, 0, 100, 0, 0, 0, 
2019 Aug 20 (Tue) 0:00, 227.873, 0, 0, 100, 0, 0, 0, 227.056, 0, 0, 100, 0, 0, 0, 228.106, 0, 0, 100, 0, 0, 0, 228.106, 0, 0, 100, 0, 0, 0, 228.106, 0, 0, 100, 0, 0, 0, 227.872, 0, 0, 100, 0, 0, 0, 227.755, 0, 0, 100, 0, 0, 0, 226.823, 0, 0, 100, 0, 0, 0, 226.823, 0, 0, 100, 0, 0, 0, 226.707, 0, 0, 100, 0, 0, 0, 228.106, 0, 0, 100, 0, 0, 0, 228.458, 0, 0, 100, 0, 0, 0, 228.223, 0, 0, 100, 0, 0, 0, 227.872, 0, 0, 100, 0, 0, 0, 228.106, 0, 0, 100, 0, 0, 0, 228.106, 0, 0, 100, 0, 0, 0, 228.106, 0, 0, 100, 0, 0, 0, 
