Time, z_01, z_04, z_12, z_23, z_30, z_31, z_32, z_33, z_34, z_35, z_45, z_56, z_60, 
2019 Aug 19 (Mon) 7:00, 5.54459e-05, 5.35928e-05, 6.82537e-05, 7.65244e-05, 8.29133e-05, 8.65274e-05, 8.90756e-05, 5.24731e-05, 5.56996e-05, 5.57499e-05, 6.1023e-05, 6.42841e-05, 6.48931e-05, 
2019 Aug 19 (Mon) 7:30, 5.76085e-05, 5.50477e-05, 7.04579e-05, 7.80748e-05, 8.42526e-05, 8.78794e-05, 9.01123e-05, 5.40124e-05, 5.72194e-05, 5.83722e-05, 6.19212e-05, 6.75396e-05, 6.86566e-05, 
2019 Aug 19 (Mon) 8:00, 5.67149e-05, 5.36112e-05, 6.74077e-05, 7.6896e-05, 8.24066e-05, 8.88724e-05, 9.05757e-05, 5.04672e-05, 5.69394e-05, 5.91419e-05, 6.25233e-05, 6.60352e-05, 6.77299e-05, 
2019 Aug 19 (Mon) 8:30, 5.61104e-05, 5.66046e-05, 7.01775e-05, 7.78918e-05, 8.42966e-05, 8.84816e-05, 8.93308e-05, 5.35978e-05, 5.78066e-05, 5.86896e-05, 6.42492e-05, 6.92697e-05, 7.03193e-05, 
2019 Aug 19 (Mon) 9:00, 5.79258e-05, 5.64733e-05, 6.77328e-05, 7.86778e-05, 8.44772e-05, 8.728e-05, 8.98377e-05, 5.36109e-05, 5.74913e-05, 6.05625e-05, 6.24393e-05, 6.66876e-05, 6.94633e-05, 
2019 Aug 19 (Mon) 9:30, 5.05808e-05, 4.86483e-05, 6.36674e-05, 7.3007e-05, 7.96762e-05, 8.38933e-05, 8.32412e-05, 4.78338e-05, 5.20231e-05, 5.4829e-05, 5.5861e-05, 6.05731e-05, 6.00011e-05, 
2019 Aug 19 (Mon) 10:00, 4.09163e-05, 3.8666e-05, 5.1167e-05, 5.82284e-05, 6.25489e-05, 6.75555e-05, 6.6398e-05, 3.67112e-05, 4.11555e-05, 4.28519e-05, 4.51716e-05, 4.71741e-05, 4.8342e-05, 
2019 Aug 19 (Mon) 10:30, 3.2897e-05, 2.87328e-05, 3.84533e-05, 4.38122e-05, 4.87944e-05, 4.93289e-05, 5.15158e-05, 2.79439e-05, 3.07077e-05, 3.04326e-05, 3.26057e-05, 3.60217e-05, 3.56168e-05, 
2019 Aug 19 (Mon) 11:00, 4.34293e-05, 4.21765e-05, 5.3895e-05, 6.03312e-05, 6.58591e-05, 6.91684e-05, 7.02843e-05, 3.94768e-05, 4.22554e-05, 4.33695e-05, 4.76372e-05, 5.02837e-05, 5.08721e-05, 
2019 Aug 19 (Mon) 11:30, 4.44339e-05, 4.0582e-05, 5.23349e-05, 5.98369e-05, 6.7364e-05, 7.06751e-05, 7.05991e-05, 3.91988e-05, 4.25049e-05, 4.47909e-05, 4.70143e-05, 5.03033e-05, 4.99914e-05, 
2019 Aug 19 (Mon) 12:00, 4.42623e-05, 4.2002e-05, 5.52867e-05, 6.20059e-05, 6.81214e-05, 7.22512e-05, 7.25109e-05, 4.21375e-05, 4.51053e-05, 4.52987e-05, 4.75269e-05, 5.10994e-05, 5.18614e-05, 
2019 Aug 19 (Mon) 12:30, 5.29109e-05, 4.83634e-05, 6.23717e-05, 7.30038e-05, 7.90649e-05, 8.35068e-05, 8.45759e-05, 4.90295e-05, 5.34252e-05, 5.42308e-05, 5.78967e-05, 6.229e-05, 6.30767e-05, 
2019 Aug 19 (Mon) 13:00, 3.21762e-05, 3.11792e-05, 3.95768e-05, 4.58598e-05, 4.98829e-05, 5.1008e-05, 5.41652e-05, 2.85595e-05, 3.24157e-05, 3.26452e-05, 3.40392e-05, 3.56101e-05, 3.56726e-05, 
2019 Aug 19 (Mon) 13:30, 3.72641e-05, 3.61675e-05, 4.63787e-05, 5.23038e-05, 5.81071e-05, 6.05795e-05, 6.16949e-05, 3.56452e-05, 3.69711e-05, 3.75741e-05, 4.08713e-05, 4.35761e-05, 4.38612e-05, 
2019 Aug 19 (Mon) 14:00, 5.39627e-05, 5.25962e-05, 6.55151e-05, 7.73437e-05, 8.24514e-05, 8.65928e-05, 8.71442e-05, 5.0067e-05, 5.44915e-05, 5.81728e-05, 5.7232e-05, 6.24636e-05, 6.55538e-05, 
2019 Aug 19 (Mon) 14:30, 5.71574e-05, 5.43105e-05, 6.9293e-05, 7.72774e-05, 8.36729e-05, 8.70455e-05, 8.92519e-05, 5.40786e-05, 5.79159e-05, 6.01904e-05, 6.17665e-05, 6.56395e-05, 6.84213e-05, 
2019 Aug 19 (Mon) 15:00, 3.59884e-05, 3.42618e-05, 4.41948e-05, 5.01857e-05, 5.43117e-05, 5.82068e-05, 5.93105e-05, 3.23621e-05, 3.51436e-05, 3.67508e-05, 3.72785e-05, 4.03474e-05, 4.1451e-05, 
2019 Aug 19 (Mon) 15:30, 5.11483e-05, 4.81568e-05, 6.0815e-05, 6.99911e-05, 7.57559e-05, 7.8833e-05, 8.21907e-05, 4.56428e-05, 5.1019e-05, 5.09233e-05, 5.33607e-05, 5.64372e-05, 5.97659e-05, 
2019 Aug 19 (Mon) 16:00, 4.19006e-05, 3.9373e-05, 4.91959e-05, 5.7182e-05, 6.35792e-05, 6.71951e-05, 6.85977e-05, 3.68338e-05, 3.90786e-05, 4.02013e-05, 4.31678e-05, 4.62123e-05, 4.76003e-05, 
2019 Aug 19 (Mon) 16:30, 5.67595e-05, 5.18926e-05, 6.68816e-05, 7.75548e-05, 8.47828e-05, 8.64673e-05, 8.7652e-05, 5.31656e-05, 5.52402e-05, 5.64378e-05, 5.96808e-05, 6.49837e-05, 6.55468e-05, 
2019 Aug 19 (Mon) 17:00, 5.53704e-05, 5.37396e-05, 6.61753e-05, 7.65124e-05, 8.41079e-05, 8.6701e-05, 8.86136e-05, 5.20747e-05, 5.68183e-05, 5.65217e-05, 5.94944e-05, 6.37114e-05, 6.67904e-05, 
2019 Aug 19 (Mon) 17:30, 5.6963e-05, 5.55765e-05, 6.76889e-05, 7.47311e-05, 8.10187e-05, 8.49862e-05, 8.72711e-05, 5.35938e-05, 5.97787e-05, 6.17695e-05, 6.42634e-05, 6.93549e-05, 6.91182e-05, 
2019 Aug 19 (Mon) 18:00, 5.45427e-05, 5.36268e-05, 6.41636e-05, 6.9056e-05, 7.28738e-05, 7.70694e-05, 7.68599e-05, 5.19317e-05, 5.59284e-05, 6.0151e-05, 6.06894e-05, 6.47026e-05, 6.78112e-05, 
2019 Aug 19 (Mon) 18:30, 1.1542, 1.21679, 1.19108, 1.2009, 1.18163, 1.191, 1.19115, 1.2192, 1.2224, 1.22255, 1.27959, 1.31472, 1.31927, 
2019 Aug 19 (Mon) 19:00, 1.14792, 1.21047, 1.18472, 1.19452, 1.17524, 1.18459, 1.18472, 1.21291, 1.21615, 1.21628, 1.27327, 1.30845, 1.31302, 
2019 Aug 19 (Mon) 19:30, 5.79513e-05, 5.54219e-05, 6.92483e-05, 7.78453e-05, 8.54862e-05, 9.00577e-05, 9.00958e-05, 5.48461e-05, 5.96455e-05, 6.11629e-05, 6.52874e-05, 7.01002e-05, 7.12417e-05, 
2019 Aug 19 (Mon) 20:00, 5.73852e-05, 5.54166e-05, 6.86047e-05, 7.96281e-05, 8.61061e-05, 8.98559e-05, 9.13153e-05, 5.23553e-05, 5.6596e-05, 5.81164e-05, 6.16078e-05, 6.64365e-05, 6.75723e-05, 
2019 Aug 19 (Mon) 20:30, 4.53507e-05, 4.55805e-05, 5.19387e-05, 5.46797e-05, 5.65106e-05, 5.87024e-05, 5.90155e-05, 4.59022e-05, 4.98903e-05, 5.18645e-05, 5.32923e-05, 5.8968e-05, 6.03953e-05, 
2019 Aug 19 (Mon) 21:00, 5.4979e-05, 5.4691e-05, 6.49178e-05, 7.29198e-05, 7.83725e-05, 8.17967e-05, 8.32998e-05, 5.27818e-05, 5.80985e-05, 6.01014e-05, 6.34263e-05, 6.8284e-05, 7.02649e-05, 
2019 Aug 19 (Mon) 21:30, 5.75059e-05, 5.40441e-05, 6.65082e-05, 7.38892e-05, 7.96305e-05, 8.39152e-05, 8.26205e-05, 5.34631e-05, 5.99942e-05, 5.92414e-05, 6.22569e-05, 6.93133e-05, 6.80455e-05, 
2019 Aug 19 (Mon) 22:00, 5.60291e-05, 5.6339e-05, 6.84217e-05, 7.86389e-05, 8.23183e-05, 8.6569e-05, 8.85388e-05, 5.4106e-05, 5.94294e-05, 6.25244e-05, 6.47194e-05, 6.78784e-05, 6.9821e-05, 
2019 Aug 19 (Mon) 22:30, 5.64747e-05, 5.71364e-05, 7.02155e-05, 7.95807e-05, 8.51659e-05, 8.71528e-05, 8.78092e-05, 5.6317e-05, 6.03934e-05, 6.10208e-05, 6.48748e-05, 6.82068e-05, 6.88707e-05, 
2019 Aug 19 (Mon) 23:00, 5.74104e-05, 5.75713e-05, 6.85003e-05, 8.0048e-05, 8.56564e-05, 8.70845e-05, 9.01409e-05, 5.40348e-05, 5.87917e-05, 6.15952e-05, 6.23347e-05, 6.71415e-05, 7.02292e-05, 
2019 Aug 19 (Mon) 23:30, 5.70618e-05, 5.47414e-05, 6.90083e-05, 7.919e-05, 8.52497e-05, 8.74611e-05, 8.8341e-05, 5.45615e-05, 5.78794e-05, 6.13114e-05, 6.46076e-05, 6.84434e-05, 6.98192e-05, 
2019 Aug 20 (Tue) 0:00, 5.11235e-05, 4.74796e-05, 6.12544e-05, 7.06109e-05, 7.5589e-05, 7.97314e-05, 8.19437e-05, 4.78781e-05, 5.22613e-05, 5.28503e-05, 5.70542e-05, 5.7954e-05, 5.93454e-05, 
