Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 6:00, 231.333, 327.154, -3.5925, 231.333, 327.154, -123.593, 231.333, 327.154, 116.407, 9.64721e-08, 1.36432e-07, 86.1436, 
2019 Aug 19 (Mon) 6:30, 226.367, 320.132, -3.63917, 226.368, 320.132, -123.639, 226.367, 320.132, 116.361, 9.26446e-08, 1.31019e-07, 86.0843, 
2019 Aug 19 (Mon) 7:00, 227.106, 321.177, -3.95499, 227.106, 321.177, -123.955, 227.106, 321.177, 116.045, 9.31966e-08, 1.318e-07, 85.4909, 
2019 Aug 19 (Mon) 7:30, 225.921, 319.501, -4.22115, 225.921, 319.501, -124.221, 225.921, 319.501, 115.779, 9.22826e-08, 1.30507e-07, 85.0034, 
2019 Aug 19 (Mon) 8:00, 226.649, 320.53, -4.16755, 226.649, 320.53, -124.168, 226.649, 320.53, 115.832, 9.28407e-08, 1.31297e-07, 85.0978, 
2019 Aug 19 (Mon) 8:30, 225.66, 319.132, -3.76005, 225.661, 319.132, -123.76, 225.66, 319.132, 116.24, 9.21021e-08, 1.30252e-07, 85.864, 
2019 Aug 19 (Mon) 9:00, 225.929, 319.511, -3.71599, 225.929, 319.512, -123.716, 225.929, 319.511, 116.284, 9.23081e-08, 1.30543e-07, 85.9437, 
2019 Aug 19 (Mon) 9:30, 228.319, 322.892, -3.73801, 228.319, 322.892, -123.738, 228.319, 322.892, 116.262, 9.41351e-08, 1.33127e-07, 85.8884, 
2019 Aug 19 (Mon) 10:00, 230.236, 325.603, -3.63794, 230.236, 325.604, -123.638, 230.236, 325.603, 116.362, 9.56199e-08, 1.35227e-07, 86.0642, 
2019 Aug 19 (Mon) 10:30, 231.537, 327.443, -3.50824, 231.537, 327.443, -123.508, 231.537, 327.443, 116.492, 9.66353e-08, 1.36663e-07, 86.2982, 
2019 Aug 19 (Mon) 11:00, 230.143, 325.471, -3.51394, 230.143, 325.471, -123.514, 230.143, 325.471, 116.486, 9.55506e-08, 1.35129e-07, 86.2965, 
2019 Aug 19 (Mon) 11:30, 229.977, 325.236, -3.63916, 229.977, 325.236, -123.639, 229.976, 325.236, 116.361, 9.54181e-08, 1.34942e-07, 86.0638, 
2019 Aug 19 (Mon) 12:00, 229.704, 324.851, -3.69158, 229.704, 324.851, -123.692, 229.704, 324.851, 116.308, 9.52046e-08, 1.3464e-07, 85.9671, 
2019 Aug 19 (Mon) 12:30, 228.327, 322.903, -3.66573, 228.327, 322.903, -123.666, 228.327, 322.902, 116.334, 9.41431e-08, 1.33138e-07, 86.0239, 
2019 Aug 19 (Mon) 13:00, 230.997, 326.679, -3.83224, 230.997, 326.679, -123.832, 230.997, 326.679, 116.168, 9.62011e-08, 1.36049e-07, 85.6971, 
2019 Aug 19 (Mon) 13:30, 230.628, 326.157, -3.61606, 230.628, 326.157, -123.616, 230.628, 326.157, 116.384, 9.59229e-08, 1.35656e-07, 86.1033, 
2019 Aug 19 (Mon) 14:00, 227.989, 322.425, -3.51667, 227.989, 322.425, -123.517, 227.989, 322.425, 116.483, 9.38896e-08, 1.3278e-07, 86.3037, 
2019 Aug 19 (Mon) 14:30, 226.966, 320.979, -3.3945, 226.966, 320.979, -123.395, 226.966, 320.979, 116.605, 9.31088e-08, 1.31676e-07, 86.5354, 
2019 Aug 19 (Mon) 15:00, 230.616, 326.14, -3.82114, 230.616, 326.141, -123.821, 230.616, 326.14, 116.179, 9.59064e-08, 1.35632e-07, 85.7203, 
2019 Aug 19 (Mon) 15:30, 228.421, 323.037, -4.00405, 228.421, 323.037, -124.004, 228.421, 323.037, 115.996, 9.42039e-08, 1.33224e-07, 85.392, 
2019 Aug 19 (Mon) 16:00, 229.331, 324.323, -4.33397, 229.331, 324.323, -124.334, 229.331, 324.323, 115.666, 9.48903e-08, 1.34195e-07, 84.7719, 
2019 Aug 19 (Mon) 16:30, 226.301, 320.038, -4.50415, 226.301, 320.038, -124.504, 226.301, 320.038, 115.496, 9.25611e-08, 1.30901e-07, 84.4728, 
2019 Aug 19 (Mon) 17:00, 225.678, 319.157, -5.01179, 225.678, 319.157, -125.012, 225.678, 319.157, 114.988, 9.20665e-08, 1.30202e-07, 83.5324, 
2019 Aug 19 (Mon) 17:30, 221.874, 313.777, -5.40251, 221.874, 313.778, -125.403, 221.874, 313.777, 114.597, 8.91861e-08, 1.26128e-07, 82.8314, 
2019 Aug 19 (Mon) 18:00, 219.615, 310.582, -5.884, 219.615, 310.582, -125.884, 219.615, 310.582, 114.116, 8.74835e-08, 1.2372e-07, 81.9518, 
2019 Aug 19 (Mon) 18:30, 218.512, 309.022, -6.28764, 218.512, 309.023, -126.288, 218.512, 309.022, 113.712, 8.66567e-08, 1.22551e-07, 81.21, 
2019 Aug 19 (Mon) 19:00, 217.331, 307.352, -6.27625, 217.331, 307.353, -126.276, 217.331, 307.352, 113.724, 8.57925e-08, 1.21329e-07, 81.2389, 
2019 Aug 19 (Mon) 19:30, 220.997, 312.536, -6.60365, 220.997, 312.537, -126.604, 220.997, 312.536, 113.396, 8.84831e-08, 1.25134e-07, 80.6069, 
2019 Aug 19 (Mon) 20:00, 223.174, 315.615, -6.46111, 221.325, 313.001, -127.638, 223.153, 315.586, 113.54, 0.119303, 0.16872, 67.5531, 
2019 Aug 19 (Mon) 20:30, 216.653, 306.394, -6.13077, 214.955, 303.992, -127.276, 216.634, 306.367, 113.872, 0.108972, 0.15411, 68.3792, 
2019 Aug 19 (Mon) 21:00, 220.058, 311.209, -6.17966, 220.058, 311.21, -126.18, 220.058, 311.209, 113.82, 8.78072e-08, 1.24178e-07, 81.4003, 
2019 Aug 19 (Mon) 21:30, 220.605, 311.982, -5.91399, 220.605, 311.983, -125.914, 220.605, 311.982, 114.086, 8.82199e-08, 1.24762e-07, 81.8917, 
2019 Aug 19 (Mon) 22:00, 222.389, 314.505, -5.41236, 222.389, 314.505, -125.412, 222.388, 314.505, 114.588, 8.9568e-08, 1.26668e-07, 82.8097, 
2019 Aug 19 (Mon) 22:30, 223.301, 315.795, -5.03123, 223.301, 315.795, -125.031, 223.301, 315.795, 114.969, 9.02697e-08, 1.27661e-07, 83.5111, 
2019 Aug 19 (Mon) 23:00, 223.145, 315.574, -5.72557, 224.852, 317.988, -124.498, 224.849, 317.984, 115.501, 0.0328864, 0.0465084, 129.205, 
2019 Aug 19 (Mon) 23:30, 223.679, 316.33, -5.1614, 223.661, 316.304, -125.096, 225.27, 318.58, 116.078, 0.534503, 0.755902, 85.8746, 
2019 Aug 20 (Tue) 0:00, 228.987, 323.836, -3.44218, 227.269, 321.407, -124.643, 228.923, 323.746, 116.561, 0.530596, 0.750376, 83.8908, 
