Time, z_01, z_04, z_12, z_23, z_30, z_31, z_32, z_33, z_34, z_35, z_45, z_56, z_60, 
2019 Aug 19 (Mon) 12:30, 5.38877e-05, 5.00364e-05, 6.35462e-05, 7.44564e-05, 8.04777e-05, 8.4393e-05, 8.57241e-05, 5.0515e-05, 5.19311e-05, 5.56304e-05, 5.66074e-05, 6.05172e-05, 6.10844e-05, 
2019 Aug 19 (Mon) 13:00, 3.37073e-05, 2.95822e-05, 4.10398e-05, 4.73011e-05, 5.07719e-05, 5.18193e-05, 5.26374e-05, 2.98587e-05, 3.33321e-05, 3.35466e-05, 3.5471e-05, 3.64506e-05, 3.64702e-05, 
2019 Aug 19 (Mon) 13:30, 3.82049e-05, 3.73737e-05, 4.81226e-05, 5.37065e-05, 5.95151e-05, 6.17178e-05, 6.3111e-05, 3.65819e-05, 3.81289e-05, 3.89392e-05, 4.18285e-05, 4.44365e-05, 4.52503e-05, 
2019 Aug 19 (Mon) 14:00, 5.49267e-05, 5.35434e-05, 6.72427e-05, 7.54726e-05, 8.33721e-05, 8.77931e-05, 8.79912e-05, 5.14815e-05, 5.58989e-05, 5.61404e-05, 5.86223e-05, 6.33373e-05, 6.35485e-05, 
2019 Aug 19 (Mon) 14:30, 5.86542e-05, 5.60297e-05, 7.02355e-05, 7.87024e-05, 8.50728e-05, 8.84192e-05, 9.01203e-05, 5.50022e-05, 5.88105e-05, 6.16158e-05, 6.26598e-05, 6.70163e-05, 6.92995e-05, 
2019 Aug 19 (Mon) 15:00, 3.75058e-05, 3.51922e-05, 4.51555e-05, 5.10895e-05, 5.62277e-05, 5.91117e-05, 6.02073e-05, 3.37672e-05, 3.65973e-05, 3.76773e-05, 3.89487e-05, 4.22824e-05, 4.28492e-05, 
2019 Aug 19 (Mon) 15:30, 4.94645e-05, 4.91106e-05, 6.22579e-05, 7.14512e-05, 7.71766e-05, 8.01981e-05, 8.01921e-05, 4.64375e-05, 4.94927e-05, 5.23338e-05, 5.47636e-05, 5.77821e-05, 5.77942e-05, 
2019 Aug 19 (Mon) 16:00, 4.28934e-05, 3.76301e-05, 5.0602e-05, 5.80347e-05, 6.45095e-05, 6.80975e-05, 6.6649e-05, 3.76461e-05, 4.06832e-05, 4.14885e-05, 4.34498e-05, 4.7565e-05, 4.83803e-05, 
2019 Aug 19 (Mon) 16:30, 5.7986e-05, 5.27694e-05, 6.76873e-05, 7.92948e-05, 8.27663e-05, 8.78125e-05, 8.89704e-05, 5.13828e-05, 5.63854e-05, 5.80578e-05, 6.05343e-05, 6.55732e-05, 6.7208e-05, 
2019 Aug 19 (Mon) 17:00, 5.71037e-05, 5.54832e-05, 6.70331e-05, 7.7384e-05, 8.21173e-05, 8.74755e-05, 8.94438e-05, 5.29261e-05, 5.53582e-05, 5.78363e-05, 6.06322e-05, 6.50853e-05, 6.73661e-05, 
2019 Aug 19 (Mon) 17:30, 5.81545e-05, 5.701e-05, 6.91249e-05, 7.58699e-05, 8.18336e-05, 8.55345e-05, 8.47674e-05, 5.44538e-05, 6.00604e-05, 6.01536e-05, 6.51672e-05, 6.76765e-05, 7.07595e-05, 
2019 Aug 19 (Mon) 18:00, 5.60314e-05, 5.45205e-05, 6.24713e-05, 7.04348e-05, 7.33957e-05, 7.82231e-05, 7.85323e-05, 5.2788e-05, 5.70295e-05, 5.80375e-05, 6.15355e-05, 6.58194e-05, 6.67647e-05, 
2019 Aug 19 (Mon) 18:30, 2.02697, 1.98212, 2.12777, 2.20237, 2.24274, 2.28313, 2.30214, 2.00845, 2.03558, 2.04487, 1.98568, 1.99655, 1.99797, 
2019 Aug 19 (Mon) 19:00, 2.00769, 1.96307, 2.10786, 2.18201, 2.22209, 2.2622, 2.28107, 1.98926, 2.01625, 2.02549, 1.96653, 1.97729, 1.97865, 
2019 Aug 19 (Mon) 19:30, 2.01816, 1.97399, 2.1177, 2.19136, 2.23133, 2.27131, 2.29012, 1.99993, 2.02665, 2.0358, 1.97775, 1.98862, 1.9901, 
2019 Aug 19 (Mon) 20:00, 2.08159, 2.03633, 2.18373, 2.25931, 2.30038, 2.34144, 2.36076, 2.06291, 2.09028, 2.09968, 2.04032, 2.05155, 2.05313, 
2019 Aug 19 (Mon) 20:30, 2.02059, 1.97553, 2.12166, 2.19648, 2.23689, 2.27732, 2.29635, 2.00197, 2.02923, 2.03855, 1.97893, 1.98974, 1.99109, 
2019 Aug 19 (Mon) 21:00, 2.073, 2.02734, 2.1757, 2.25171, 2.29288, 2.33406, 2.35343, 2.05414, 2.08176, 2.09122, 2.03107, 2.0422, 2.04369, 
2019 Aug 19 (Mon) 21:30, 2.12767, 2.08082, 2.23304, 2.31103, 2.35327, 2.3955, 2.41539, 2.10831, 2.13666, 2.14637, 2.08465, 2.09605, 2.09758, 
2019 Aug 19 (Mon) 22:00, 2.24393, 2.19466, 2.35476, 2.43677, 2.48124, 2.52564, 2.54657, 2.22355, 2.25337, 2.26359, 2.19874, 2.21073, 2.21239, 
2019 Aug 19 (Mon) 22:30, 2.3241, 2.27309, 2.43877, 2.52364, 2.56967, 2.61558, 2.63724, 2.30299, 2.33386, 2.34445, 2.27734, 2.28972, 2.29146, 
2019 Aug 19 (Mon) 23:00, 2.44057, 2.38712, 2.56076, 2.6497, 2.69796, 2.74605, 2.76876, 2.41843, 2.45079, 2.46191, 2.39161, 2.40457, 2.40644, 
2019 Aug 19 (Mon) 23:30, 2.54566, 2.4898, 2.67115, 2.76402, 2.81438, 2.86453, 2.88823, 2.5225, 2.55633, 2.56796, 2.49442, 2.50788, 2.50983, 
2019 Aug 20 (Tue) 0:00, 2.68879, 2.63034, 2.8203, 2.91763, 2.97053, 3.02313, 3.04803, 2.66454, 2.69994, 2.71213, 2.63544, 2.64965, 2.65182, 
