Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 15:00, 230.616, 326.14, -3.82114, 230.616, 326.141, -123.821, 230.616, 326.14, 116.179, 3.5712e-08, 5.05044e-08, -165.227, 
2019 Aug 19 (Mon) 15:30, 228.421, 323.037, -4.00405, 228.421, 323.037, -124.004, 228.421, 323.037, 115.996, 3.46405e-08, 4.8989e-08, -165.294, 
2019 Aug 19 (Mon) 16:00, 229.331, 324.323, -4.33397, 229.331, 324.323, -124.334, 229.331, 324.323, 115.666, 3.48728e-08, 4.93176e-08, -166.45, 
2019 Aug 19 (Mon) 16:30, 226.301, 320.038, -4.50415, 226.301, 320.038, -124.504, 226.301, 320.038, 115.496, 3.34611e-08, 4.73211e-08, -166.297, 
2019 Aug 19 (Mon) 17:00, 225.678, 319.157, -5.01179, 225.678, 319.157, -125.012, 225.678, 319.157, 114.988, 3.29399e-08, 4.6584e-08, -167.649, 
2019 Aug 19 (Mon) 17:30, 221.874, 313.777, -5.40251, 221.874, 313.778, -125.403, 221.874, 313.777, 114.597, 3.11443e-08, 4.40447e-08, -167.967, 
2019 Aug 19 (Mon) 18:00, 219.615, 310.582, -5.884, 219.615, 310.582, -125.884, 219.615, 310.582, 114.116, 2.99841e-08, 4.2404e-08, -168.892, 
2019 Aug 19 (Mon) 18:30, 218.512, 309.022, -6.28764, 218.512, 309.023, -126.288, 218.512, 309.022, 113.712, 2.93543e-08, 4.15132e-08, -169.85, 
2019 Aug 19 (Mon) 19:00, 217.331, 307.352, -6.27626, 217.331, 307.353, -126.276, 217.331, 307.352, 113.724, 2.88849e-08, 4.08495e-08, -169.541, 
2019 Aug 19 (Mon) 19:30, 220.997, 312.536, -6.60365, 220.997, 312.537, -126.604, 220.997, 312.536, 113.396, 3.02269e-08, 4.27473e-08, -171.355, 
2019 Aug 19 (Mon) 20:00, 221.333, 313.012, -7.64458, 221.316, 312.988, -127.647, 223.165, 315.603, 113.539, 0.0951542, 0.134568, 140.794, 
2019 Aug 19 (Mon) 20:30, 214.961, 304.001, -7.28228, 214.943, 303.975, -127.284, 216.645, 306.382, 113.869, 0.085624, 0.121091, 142.648, 
2019 Aug 19 (Mon) 21:00, 220.058, 311.209, -6.17966, 220.058, 311.21, -126.18, 220.058, 311.209, 113.82, 3.00348e-08, 4.24756e-08, -169.877, 
2019 Aug 19 (Mon) 21:30, 218.862, 309.518, -7.07885, 220.585, 311.955, -125.915, 220.619, 312.002, 114.082, 0.181455, 0.256616, -164.678, 
2019 Aug 19 (Mon) 22:00, 220.618, 312.001, -6.59718, 222.387, 314.502, -125.418, 220.679, 312.088, 113.41, 0.199061, 0.281515, -94.2338, 
2019 Aug 19 (Mon) 22:30, 223.28, 315.765, -5.03277, 223.317, 315.817, -125.035, 221.577, 313.358, 113.786, 0.221712, 0.313549, -41.1953, 
2019 Aug 19 (Mon) 23:00, 223.159, 315.594, -5.71807, 223.129, 315.552, -125.71, 224.845, 317.979, 115.5, 0.11774, 0.166509, 115.895, 
2019 Aug 19 (Mon) 23:30, 223.663, 316.308, -5.15058, 221.891, 313.801, -126.325, 223.629, 316.26, 114.85, 0.15485, 0.218991, 76.4017, 
2019 Aug 20 (Tue) 0:00, 227.274, 321.414, -4.68202, 227.267, 321.404, -124.682, 227.265, 321.402, 115.309, 0.0913022, 0.129121, -175.323, 
