Time, 13 (5), , , , , , , 33 (27), , , , , , , 4 (34), , , , , , , 56 (52), , , , , , , 58 (54), , , , , , , 5 (45), , , , , , , 60 (57), , , , , , , 63 (60), , , , , , , 66 (63), , , , , , , 
Time, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, 
2019 Aug 19 (Mon) 18:30, 216.496, 231.134, -1, 90.2564, 0.121795, 0, 0, 216.271, 231.047, -1, 90.2564, 0.121795, 0, 0, 216.928, 231.305, 0.00933129, 90.2564, 0.121795, 0.0655631, 0, 217.146, 231.391, 0.0246576, 90.2564, 0.121795, 0.0732263, 0, 217.146, 231.39, 0.0246481, 90.2564, 0.121795, 0.0732215, 0, 216.49, 231.133, -1, 90.2564, 0.121795, 0, 0, 217.146, 231.391, 0.0246694, 90.2564, 0.121795, 0.0732321, 0, 216.927, 231.305, 0.00925843, 90.2564, 0.121795, 0.0655267, 0, 216.927, 231.305, 0.00925843, 90.2564, 0.121795, 0.0655267, 0, 
2019 Aug 19 (Mon) 19:00, 215.277, 231.134, -1, 90.2564, 0.121795, 0, 0, 215.046, 231.047, -1, 90.2564, 0.121795, 0, 0, 215.72, 231.305, -1, 90.2564, 0.121795, 0, 0, 215.944, 231.391, -1, 90.2564, 0.121795, 0, 0, 215.944, 231.39, -1, 90.2564, 0.121795, 0, 0, 215.271, 231.133, -1, 90.2564, 0.121795, 0, 0, 215.944, 231.391, -1, 90.2564, 0.121795, 0, 0, 215.719, 231.305, -1, 90.2564, 0.121795, 0, 0, 215.719, 231.305, -1, 90.2564, 0.121795, 0, 0, 
2019 Aug 19 (Mon) 19:30, 219.003, 231.134, -1, 90.2564, 0.121795, 0, 0, 218.786, 231.047, -1, 90.2564, 0.121795, 0, 0, 219.42, 231.305, -1, 90.2564, 0.121795, 0, 0, 219.631, 231.391, -1, 90.2564, 0.121795, 0, 0, 219.631, 231.39, -1, 90.2564, 0.121795, 0, 0, 218.997, 231.133, -1, 90.2564, 0.121795, 0, 0, 219.631, 231.391, -1, 90.2564, 0.121795, 0, 0, 219.419, 231.305, -1, 90.2564, 0.121795, 0, 0, 219.419, 231.305, -1, 90.2564, 0.121795, 0, 0, 
2019 Aug 19 (Mon) 20:00, 219.472, 231.134, 0.076352, 90.2564, 0.121795, 0.0990734, 0, 221.068, 231.047, 0.0602322, 90.2564, 0.121795, 0.0910135, 0, 215.689, 231.305, 0.106737, 90.2564, 0.121795, 0.114266, 1, 220.027, 231.391, 0.121794, 90.2564, 0.121795, 0.121794, 0, 222.205, 231.39, 0.121785, 90.2564, 0.121795, 0.12179, 0, 218.819, 231.133, 0.0759377, 90.2564, 0.121795, 0.0988663, 0, 215.846, 231.391, 0.121806, 90.2564, 0.121795, 0.1218, 1, 219.163, 231.305, 0.106667, 90.2564, 0.121795, 0.114231, 0, 219.163, 231.305, 0.106667, 90.2564, 0.121795, 0.114231, 0, 
2019 Aug 19 (Mon) 20:30, 212.947, 231.134, 0.112063, 90.2564, 0.121795, 0.116929, 0, 214.354, 231.047, 0.235161, 90.2564, 0.121795, 0.178478, 0, 209.343, 231.305, -1, 95.9848, 0.0501899, 0, 0, 213.581, 231.391, 0.151369, 90.2564, 0.121795, 0.136582, 0, 215.598, 231.39, 0.313997, 90.2564, 0.121795, 0.217896, 0, 212.315, 231.133, 0.0623884, 90.2564, 0.121795, 0.0920916, 0, 209.524, 231.391, -1, 95.9848, 0.0501899, 0, 0, 212.71, 231.305, 0.0873981, 90.2564, 0.121795, 0.104597, 0, 212.71, 231.305, 0.0873981, 90.2564, 0.121795, 0.104597, 0, 
2019 Aug 19 (Mon) 21:00, 218.116, 231.134, -1, 90.2564, 0.121795, 0, 0, 217.901, 231.047, -1, 90.2564, 0.121795, 0, 0, 218.529, 231.305, -1, 100, 0, 0, 0, 218.738, 231.391, -1, 90.2564, 0.121795, 0, 0, 218.738, 231.39, -1, 90.2564, 0.121795, 0, 0, 218.111, 231.133, -1, 90.2564, 0.121795, 0, 0, 218.738, 231.391, -1, 100, 0, 0, 0, 218.528, 231.305, -1, 90.2564, 0.121795, 0, 0, 218.528, 231.305, -1, 90.2564, 0.121795, 0, 0, 
2019 Aug 19 (Mon) 21:30, 217.005, 231.134, 0.00885969, 90.2564, 0.121795, 0.0653273, 0, 218.547, 231.047, -1, 90.2564, 0.121795, 0, 0, 216.762, 231.305, 0.0397829, 100, 0, 0.0198915, 0, 217.601, 231.391, 0.0551089, 90.2564, 0.121795, 0.0884519, 0, 219.354, 231.39, 0.0550996, 90.2564, 0.121795, 0.0884472, 0, 212.265, 231.133, 0.0084316, 90.2564, 0.121795, 0.0651132, 1, 219.311, 231.391, 0.0551204, 100, 0, 0.0275602, 0, 219.106, 231.305, 0.0397102, 90.2564, 0.121795, 0.0807526, 0, 219.106, 231.305, 0.0397102, 90.2564, 0.121795, 0.0807526, 0, 
2019 Aug 19 (Mon) 22:00, 218.912, 231.134, -1, 90.2564, 0.121795, 0, 0, 213.377, 231.047, 0.0419287, 90.2564, 0.121795, 0.0818618, 1, 218.954, 231.305, -1, 100, 0, 0, 0, 219.462, 231.391, -1, 90.2564, 0.121795, 0, 0, 219.531, 231.39, 0.101129, 90.2564, 0.121795, 0.111462, 0, 214.766, 231.133, -1, 95.9848, 0.0501899, 0, 0, 221.227, 231.391, 0.097883, 100, 0, 0.0489415, 0, 221.042, 231.305, 0.0830921, 90.2564, 0.121795, 0.102443, 0, 221.042, 231.305, 0.0830921, 90.2564, 0.121795, 0.102443, 0, 
2019 Aug 19 (Mon) 22:30, 221.67, 231.134, 0.0694392, 90.2564, 0.121795, 0.0956171, 0, 214.374, 231.047, -1, 95.9848, 0.0501899, 0, 0, 222.339, 231.305, 0.0717198, 100, 0, 0.0358599, 0, 222.192, 231.391, 0.109198, 90.2564, 0.121795, 0.115496, 0, 220.498, 231.39, 0.11433, 90.2564, 0.121795, 0.118062, 0, 222.315, 231.133, -1, 100, 0, 0, 0, 222.235, 231.391, 0.240991, 100, 0, 0.120496, 0, 222.063, 231.305, 0.228641, 90.2564, 0.121795, 0.175218, 0, 222.063, 231.305, 0.228641, 90.2564, 0.121795, 0.175218, 0, 
2019 Aug 19 (Mon) 23:00, 221.739, 231.134, 0.279466, 90.2564, 0.121795, 0.200631, 0, 223.245, 231.047, -1, 100, 0, 0, 0, 222.042, 231.305, 0.326137, 100, 0, 0.163068, 0, 217.96, 231.391, 0.313033, 90.2564, 0.121795, 0.217414, 1, 224.198, 231.39, 0.186566, 90.2564, 0.121795, 0.15418, 0, 221.736, 231.133, 0.328602, 100, 0, 0.164301, 0, 221.844, 231.391, 0.316277, 100, 0, 0.158139, 0, 217.474, 231.305, 0.305407, 90.2564, 0.121795, 0.213601, 1, 221.018, 231.305, 0.305407, 90.2564, 0.121795, 0.213601, 0, 
2019 Aug 19 (Mon) 23:30, 222.373, 231.134, 0.284657, 90.2564, 0.121795, 0.203226, 0, 222.176, 231.047, 0.402042, 100, 0, 0.201021, 0, 222.654, 231.305, 0.303813, 100, 0, 0.151906, 0, 218.892, 231.391, -1, 95.9848, 0.0501899, 0, 0, 219.165, 231.39, 0.462844, 90.2564, 0.121795, 0.29232, 1, 222.371, 231.133, 0.284475, 100, 0, 0.142238, 0, 220.038, 231.391, 0.287086, 100, 0, 0.143543, 0, 215.073, 231.305, -1, 95.9848, 0.0501899, 0, 0, 215.073, 231.305, 0.226842, 90.2564, 0.121795, 0.174318, 1, 
2019 Aug 20 (Tue) 0:00, 221.902, 231.134, 0.332956, 90.2564, 0.121795, 0.227376, 1, 226.07, 231.047, 0.320092, 100, 0, 0.160046, 0, 226.426, 231.305, 0.349792, 100, 0, 0.174896, 0, 226.882, 231.391, 0.0666491, 100, 0, 0.0333245, 0, 222.577, 231.39, 0.0869916, 95.9848, 0.0501899, 0.0685908, 0, 226.193, 231.133, 0.332819, 100, 0, 0.166409, 0, 225.842, 231.391, 0.152229, 100, 0, 0.0761145, 0, 225.05, 231.305, -1, 100, 0, 0, 0, 221.439, 231.305, -1, 95.9848, 0.0501899, 0, 0, 
