Time, z_01, z_04, z_12, z_23, z_30, z_31, z_32, z_33, z_34, z_35, z_45, z_56, z_60, 
2019 Aug 19 (Mon) 0:00, 1.30563, 1.3103, 1.33419, 1.33427, 1.33436, 1.33445, 1.33454, 1.33825, 1.40368, 1.40935, 1.31039, 1.31047, 1.31056, 
2019 Aug 19 (Mon) 0:30, 0.00344753, 0.00344959, 0.00344286, 0.00343679, 0.0034324, 0.00343415, 0.00343414, 0.00351371, 0.0355142, 0.0593282, 0.00344492, 0.00344657, 0.00344664, 
2019 Aug 19 (Mon) 1:00, 0.778866, 0.792477, 0.778919, 0.778973, 0.779031, 0.779087, 0.779149, 0.779049, 0.779105, 0.779167, 0.82763, 0.827694, 0.827756, 
2019 Aug 19 (Mon) 1:30, 2.99917e-05, 3.0312e-05, 3.92162e-05, 4.39138e-05, 4.93579e-05, 4.96925e-05, 5.15903e-05, 2.97742e-05, 3.00572e-05, 3.0856e-05, 3.25357e-05, 3.58832e-05, 3.72786e-05, 
2019 Aug 19 (Mon) 2:00, 5.00776e-05, 4.85073e-05, 6.00269e-05, 7.01385e-05, 7.63722e-05, 7.84023e-05, 8.10226e-05, 4.67225e-05, 4.84424e-05, 5.10268e-05, 5.39556e-05, 5.61409e-05, 5.93528e-05, 
2019 Aug 19 (Mon) 2:30, 2.96708e-05, 3.01006e-05, 3.69414e-05, 4.39217e-05, 4.69574e-05, 4.82676e-05, 4.93664e-05, 2.6204e-05, 3.01591e-05, 3.1233e-05, 3.11359e-05, 3.27529e-05, 3.38563e-05, 
2019 Aug 19 (Mon) 3:00, 2.18812e-05, 2.04912e-05, 3.00845e-05, 3.3848e-05, 3.48993e-05, 3.78698e-05, 3.93979e-05, 1.91345e-05, 2.30858e-05, 2.32637e-05, 2.35601e-05, 2.45942e-05, 2.48225e-05, 
2019 Aug 19 (Mon) 3:30, 2.85801e-05, 2.85121e-05, 3.72729e-05, 4.08405e-05, 4.55763e-05, 4.95105e-05, 4.82941e-05, 2.65281e-05, 2.924e-05, 3.10728e-05, 3.329e-05, 3.38268e-05, 3.56078e-05, 
2019 Aug 19 (Mon) 4:00, 3.79594e-05, 3.66437e-05, 4.72357e-05, 5.3803e-05, 5.84145e-05, 6.19973e-05, 6.28071e-05, 3.68551e-05, 3.65823e-05, 4.05898e-05, 4.01391e-05, 4.37176e-05, 4.40069e-05, 
2019 Aug 19 (Mon) 4:30, 4.66939e-05, 4.24502e-05, 5.5398e-05, 6.38589e-05, 6.93475e-05, 7.2015e-05, 7.24802e-05, 4.07912e-05, 4.3449e-05, 4.62873e-05, 4.79189e-05, 5.05969e-05, 5.34898e-05, 
2019 Aug 19 (Mon) 5:00, 3.79915e-05, 3.72263e-05, 4.72774e-05, 5.24648e-05, 5.81818e-05, 6.1877e-05, 6.2665e-05, 3.57713e-05, 3.71761e-05, 3.79938e-05, 4.18351e-05, 4.34597e-05, 4.37553e-05, 
2019 Aug 19 (Mon) 5:30, 3.20608e-05, 3.03006e-05, 3.74939e-05, 4.32803e-05, 4.67923e-05, 4.92296e-05, 5.03375e-05, 2.94368e-05, 3.09939e-05, 3.13089e-05, 3.32073e-05, 3.47814e-05, 3.55873e-05, 
2019 Aug 19 (Mon) 6:00, 3.15718e-05, 2.93396e-05, 3.89231e-05, 4.29887e-05, 4.79131e-05, 5.17714e-05, 5.26356e-05, 2.7632e-05, 3.09448e-05, 3.2106e-05, 3.34227e-05, 3.62103e-05, 3.76441e-05, 
2019 Aug 19 (Mon) 6:30, 5.79388e-05, 5.59362e-05, 6.91693e-05, 7.89893e-05, 8.55772e-05, 8.88493e-05, 8.83119e-05, 5.48102e-05, 5.82861e-05, 5.90671e-05, 6.36336e-05, 6.74026e-05, 6.6891e-05, 
2019 Aug 19 (Mon) 7:00, 5.49396e-05, 5.33274e-05, 6.79865e-05, 7.65244e-05, 8.29133e-05, 8.56429e-05, 8.90756e-05, 5.24731e-05, 5.5178e-05, 5.51826e-05, 6.07476e-05, 6.42841e-05, 6.39974e-05, 
2019 Aug 19 (Mon) 7:30, 5.76085e-05, 5.50477e-05, 7.04579e-05, 7.80748e-05, 8.33502e-05, 8.78794e-05, 9.01123e-05, 5.40124e-05, 5.72194e-05, 5.83722e-05, 6.19212e-05, 6.64328e-05, 6.86566e-05, 
2019 Aug 19 (Mon) 8:00, 5.64555e-05, 5.30296e-05, 6.74077e-05, 7.66121e-05, 8.24066e-05, 8.88724e-05, 8.9994e-05, 5.04672e-05, 5.69394e-05, 5.86264e-05, 6.25233e-05, 6.55175e-05, 6.77299e-05, 
2019 Aug 19 (Mon) 8:30, 5.61104e-05, 5.60239e-05, 6.9912e-05, 7.78918e-05, 8.40042e-05, 8.7953e-05, 8.87492e-05, 5.25425e-05, 5.78066e-05, 5.86896e-05, 6.42691e-05, 6.90072e-05, 7.03193e-05, 
2019 Aug 19 (Mon) 9:00, 5.79258e-05, 5.59672e-05, 6.77328e-05, 7.86778e-05, 8.38954e-05, 8.728e-05, 8.98377e-05, 5.36109e-05, 5.74913e-05, 6.05625e-05, 6.24403e-05, 6.61061e-05, 6.94633e-05, 
2019 Aug 19 (Mon) 9:30, 5.05808e-05, 4.83557e-05, 6.36674e-05, 7.24953e-05, 7.96762e-05, 8.38933e-05, 8.32412e-05, 4.75509e-05, 5.20231e-05, 5.48476e-05, 5.5861e-05, 6.05731e-05, 6.00011e-05, 
2019 Aug 19 (Mon) 10:00, 4.09163e-05, 3.8666e-05, 5.06754e-05, 5.82284e-05, 6.19671e-05, 6.64645e-05, 6.58694e-05, 3.61906e-05, 4.11555e-05, 4.28519e-05, 4.52085e-05, 4.62987e-05, 4.77603e-05, 
2019 Aug 19 (Mon) 10:30, 3.2357e-05, 2.87328e-05, 3.84533e-05, 4.3827e-05, 4.7933e-05, 4.92987e-05, 5.15158e-05, 2.65564e-05, 3.02046e-05, 3.01082e-05, 3.2611e-05, 3.60217e-05, 3.56168e-05, 
2019 Aug 19 (Mon) 11:00, 4.31734e-05, 4.21765e-05, 5.34039e-05, 5.98213e-05, 6.58591e-05, 6.88778e-05, 7.02843e-05, 3.94932e-05, 4.22554e-05, 4.27768e-05, 4.76372e-05, 4.97835e-05, 5.08721e-05, 
2019 Aug 19 (Mon) 11:30, 4.41952e-05, 4.0582e-05, 5.18206e-05, 5.9549e-05, 6.67825e-05, 7.06751e-05, 7.05991e-05, 3.86819e-05, 4.20001e-05, 4.42906e-05, 4.65172e-05, 5.03033e-05, 4.96884e-05, 
2019 Aug 19 (Mon) 12:00, 4.42623e-05, 4.2002e-05, 5.53211e-05, 6.1489e-05, 6.76079e-05, 7.1735e-05, 7.19872e-05, 4.21375e-05, 4.48378e-05, 4.52987e-05, 4.75269e-05, 5.11052e-05, 5.13402e-05, 
2019 Aug 19 (Mon) 12:30, 5.29109e-05, 5.14805e-05, 6.23717e-05, 7.30038e-05, 7.90649e-05, 8.35068e-05, 8.40619e-05, 4.90295e-05, 5.29161e-05, 5.342e-05, 5.73955e-05, 6.23141e-05, 6.25548e-05, 
2019 Aug 19 (Mon) 13:00, 3.21762e-05, 3.11792e-05, 3.95768e-05, 4.58598e-05, 4.93692e-05, 5.04793e-05, 5.41652e-05, 2.82343e-05, 3.2132e-05, 3.21303e-05, 3.40392e-05, 3.51129e-05, 3.53502e-05, 
2019 Aug 19 (Mon) 13:30, 3.699e-05, 3.56668e-05, 4.63787e-05, 5.23038e-05, 5.75947e-05, 6.05795e-05, 6.16949e-05, 3.5142e-05, 3.64666e-05, 3.75741e-05, 4.03492e-05, 4.27535e-05, 4.38612e-05, 
2019 Aug 19 (Mon) 14:00, 5.39627e-05, 5.25962e-05, 6.5005e-05, 7.6262e-05, 8.24514e-05, 8.60892e-05, 8.63164e-05, 5.0067e-05, 5.36805e-05, 5.68644e-05, 5.7232e-05, 6.24636e-05, 6.50415e-05, 
2019 Aug 19 (Mon) 14:30, 5.71574e-05, 5.43105e-05, 6.84892e-05, 7.67573e-05, 8.31479e-05, 8.70455e-05, 8.92519e-05, 5.38004e-05, 5.7628e-05, 5.99033e-05, 6.17665e-05, 6.56395e-05, 6.78988e-05, 
2019 Aug 19 (Mon) 15:00, 3.57282e-05, 3.32393e-05, 4.41948e-05, 4.99004e-05, 5.43117e-05, 5.82068e-05, 5.93105e-05, 3.23621e-05, 3.51436e-05, 3.62477e-05, 3.67614e-05, 4.00634e-05, 4.1451e-05, 
2019 Aug 19 (Mon) 15:30, 5.09027e-05, 4.7125e-05, 5.97207e-05, 6.94808e-05, 7.57559e-05, 7.8833e-05, 8.21907e-05, 4.50612e-05, 5.07508e-05, 5.09233e-05, 5.28417e-05, 5.6128e-05, 5.97659e-05, 
2019 Aug 19 (Mon) 16:00, 4.1066e-05, 3.89158e-05, 4.91959e-05, 5.5777e-05, 6.35792e-05, 6.63236e-05, 6.80159e-05, 3.60181e-05, 3.84984e-05, 3.98752e-05, 4.25862e-05, 4.48001e-05, 4.70189e-05, 
2019 Aug 19 (Mon) 16:30, 5.67595e-05, 5.18926e-05, 6.57721e-05, 7.6985e-05, 8.47914e-05, 8.64673e-05, 8.70711e-05, 5.31656e-05, 5.52402e-05, 5.58993e-05, 5.96808e-05, 6.44019e-05, 6.55468e-05, 
2019 Aug 19 (Mon) 17:00, 5.53704e-05, 5.37396e-05, 6.58757e-05, 7.65124e-05, 8.41079e-05, 8.57715e-05, 8.86136e-05, 5.14929e-05, 5.6536e-05, 5.59817e-05, 5.94944e-05, 6.37114e-05, 6.62087e-05, 
2019 Aug 19 (Mon) 17:30, 5.6963e-05, 5.55799e-05, 6.76889e-05, 7.47311e-05, 8.10187e-05, 8.44047e-05, 8.66894e-05, 5.3294e-05, 5.86598e-05, 6.12373e-05, 6.42653e-05, 6.93549e-05, 6.91182e-05, 
2019 Aug 19 (Mon) 18:00, 5.45427e-05, 5.30904e-05, 6.36303e-05, 6.9056e-05, 7.22933e-05, 7.70694e-05, 7.68599e-05, 5.19317e-05, 5.58991e-05, 5.95616e-05, 6.03855e-05, 6.47026e-05, 6.77969e-05, 
2019 Aug 19 (Mon) 18:30, 5.23753e-05, 5.12522e-05, 6.06693e-05, 6.72921e-05, 7.13081e-05, 7.39151e-05, 7.26443e-05, 5.10214e-05, 5.44798e-05, 5.69707e-05, 5.94651e-05, 6.48824e-05, 6.42451e-05, 
2019 Aug 19 (Mon) 19:00, 4.74799e-05, 4.6941e-05, 5.60732e-05, 5.93685e-05, 6.36432e-05, 6.51675e-05, 6.54855e-05, 4.894e-05, 5.34402e-05, 5.33024e-05, 5.65401e-05, 6.00063e-05, 6.25723e-05, 
2019 Aug 19 (Mon) 19:30, 5.70721e-05, 5.54219e-05, 6.92483e-05, 7.78453e-05, 8.49046e-05, 8.917e-05, 9.00958e-05, 5.43016e-05, 5.96455e-05, 6.11629e-05, 6.49889e-05, 7.01002e-05, 7.12417e-05, 
2019 Aug 19 (Mon) 20:00, 0.74434, 0.725164, 0.74446, 0.744586, 0.744715, 0.744847, 0.744982, 0.779565, 0.800519, 0.800663, 0.742042, 0.742173, 0.742308, 
2019 Aug 19 (Mon) 20:30, 0.722379, 0.702908, 0.722435, 0.722494, 0.722555, 0.722617, 0.72268, 0.757342, 0.778395, 0.778461, 0.719546, 0.719605, 0.719667, 
2019 Aug 19 (Mon) 21:00, 5.4979e-05, 5.4691e-05, 6.49178e-05, 7.29198e-05, 7.83725e-05, 8.17967e-05, 8.18449e-05, 5.22011e-05, 5.80985e-05, 6.01014e-05, 6.28936e-05, 6.8284e-05, 7.02649e-05, 
2019 Aug 19 (Mon) 21:30, 0.729087, 0.744203, 0.729166, 0.729245, 0.729327, 0.729413, 0.729498, 0.729349, 0.729432, 0.72952, 0.795502, 0.830633, 0.830734, 
2019 Aug 19 (Mon) 22:00, 0.739376, 0.754403, 0.739458, 0.739537, 0.739615, 0.739698, 0.739782, 0.739618, 0.739701, 0.739785, 0.806115, 0.824187, 0.842804, 
2019 Aug 19 (Mon) 22:30, 0.736861, 0.751434, 0.736942, 0.73702, 0.737096, 0.737171, 0.737245, 0.737072, 0.737149, 0.737223, 0.802107, 0.854279, 0.889408, 
2019 Aug 19 (Mon) 23:00, 0.755704, 0.755829, 0.755756, 0.75581, 0.755867, 0.755928, 0.75599, 0.77041, 0.841025, 0.861613, 0.755885, 0.755944, 0.756006, 
2019 Aug 19 (Mon) 23:30, 0.735441, 0.735517, 0.735481, 0.735518, 0.735563, 0.735601, 0.73564, 0.749573, 0.818228, 0.888413, 0.735561, 0.735599, 0.735638, 
2019 Aug 20 (Tue) 0:00, 0.0380074, 0.00413701, 0.0618707, 0.0618719, 0.0618754, 0.0618776, 0.0618814, 0.0323922, 0.0673407, 0.102445, 0.00414281, 0.00414614, 0.00414732, 
