Time, z_01, z_04, z_12, z_23, z_30, z_31, z_32, z_33, z_34, z_35, z_45, z_56, z_60, 
2019 Aug 19 (Mon) 7:30, 5.7387e-05, 5.56291e-05, 7.0196e-05, 7.80756e-05, 8.39319e-05, 8.84521e-05, 9.01123e-05, 5.51286e-05, 5.69131e-05, 5.89264e-05, 6.2503e-05, 6.72662e-05, 6.94773e-05, 
2019 Aug 19 (Mon) 8:00, 5.70784e-05, 5.33361e-05, 6.77306e-05, 7.72064e-05, 8.26835e-05, 8.85935e-05, 9.02929e-05, 5.07464e-05, 5.7521e-05, 5.89298e-05, 6.28386e-05, 6.63471e-05, 6.74547e-05, 
2019 Aug 19 (Mon) 8:30, 5.6422e-05, 5.66443e-05, 7.04929e-05, 7.84883e-05, 8.40064e-05, 8.819e-05, 8.90312e-05, 5.33528e-05, 5.8381e-05, 5.89376e-05, 6.39994e-05, 6.90072e-05, 7.00317e-05, 
2019 Aug 19 (Mon) 9:00, 5.77137e-05, 5.62093e-05, 6.80271e-05, 7.92593e-05, 8.41844e-05, 8.72681e-05, 8.95437e-05, 5.33233e-05, 5.80603e-05, 6.08555e-05, 6.3022e-05, 6.63725e-05, 6.91716e-05, 
2019 Aug 19 (Mon) 9:30, 5.05808e-05, 4.89423e-05, 6.42785e-05, 7.27291e-05, 8.00025e-05, 8.06824e-05, 8.35248e-05, 4.81326e-05, 5.23255e-05, 5.22534e-05, 5.55779e-05, 6.02886e-05, 6.02702e-05, 
2019 Aug 19 (Mon) 10:00, 4.12366e-05, 3.83862e-05, 5.1493e-05, 5.85688e-05, 6.25497e-05, 6.75688e-05, 6.63727e-05, 3.69888e-05, 4.08928e-05, 4.28728e-05, 4.4956e-05, 4.68843e-05, 4.8582e-05, 
2019 Aug 19 (Mon) 10:30, 3.27569e-05, 2.93264e-05, 3.8778e-05, 4.41365e-05, 4.85145e-05, 4.89878e-05, 5.1814e-05, 2.7641e-05, 3.10108e-05, 3.06599e-05, 3.29147e-05, 3.63891e-05, 3.58999e-05, 
2019 Aug 19 (Mon) 11:00, 4.38009e-05, 4.25735e-05, 5.4222e-05, 6.06465e-05, 6.61602e-05, 6.94596e-05, 6.99848e-05, 4.00746e-05, 4.19651e-05, 4.35786e-05, 4.76821e-05, 5.05969e-05, 5.11851e-05, 
2019 Aug 19 (Mon) 11:30, 4.48399e-05, 4.03084e-05, 5.20482e-05, 5.95579e-05, 6.71153e-05, 7.04197e-05, 7.031e-05, 3.89034e-05, 4.22022e-05, 4.53723e-05, 4.62579e-05, 5.00688e-05, 4.96884e-05, 
2019 Aug 19 (Mon) 12:00, 4.42623e-05, 4.1725e-05, 5.50652e-05, 6.2302e-05, 6.84179e-05, 7.19621e-05, 7.22093e-05, 4.24617e-05, 4.54188e-05, 4.55923e-05, 4.78371e-05, 5.08248e-05, 5.15603e-05, 
2019 Aug 19 (Mon) 12:30, 5.26947e-05, 4.83558e-05, 6.29535e-05, 7.33271e-05, 7.93634e-05, 8.32233e-05, 8.42712e-05, 4.93728e-05, 5.37521e-05, 5.44595e-05, 5.79288e-05, 6.20485e-05, 6.27959e-05, 
2019 Aug 19 (Mon) 13:00, 3.24998e-05, 3.09901e-05, 3.994e-05, 4.55895e-05, 4.95925e-05, 5.12499e-05, 5.38929e-05, 2.82343e-05, 3.21505e-05, 3.23529e-05, 3.3792e-05, 3.58713e-05, 3.5931e-05, 
2019 Aug 19 (Mon) 13:30, 3.75713e-05, 3.64769e-05, 4.66925e-05, 5.25932e-05, 5.84044e-05, 6.05795e-05, 6.19543e-05, 3.53693e-05, 3.69711e-05, 3.7843e-05, 4.11847e-05, 4.32662e-05, 4.41458e-05, 
2019 Aug 19 (Mon) 14:00, 5.42797e-05, 5.23571e-05, 6.60967e-05, 7.43106e-05, 8.21738e-05, 8.71849e-05, 8.68335e-05, 4.97838e-05, 5.47773e-05, 5.79252e-05, 5.80337e-05, 6.2169e-05, 6.53672e-05, 
2019 Aug 19 (Mon) 14:30, 5.69262e-05, 5.40493e-05, 6.96037e-05, 7.75725e-05, 8.39617e-05, 8.6736e-05, 8.95385e-05, 5.38217e-05, 5.7628e-05, 5.99134e-05, 6.14873e-05, 6.59142e-05, 6.87104e-05, 
2019 Aug 19 (Mon) 15:00, 3.63525e-05, 3.39834e-05, 4.45097e-05, 5.0495e-05, 5.4603e-05, 5.85042e-05, 5.96053e-05, 3.31616e-05, 3.54452e-05, 3.70553e-05, 3.7782e-05, 4.06451e-05, 4.22578e-05, 
2019 Aug 19 (Mon) 15:30, 5.15401e-05, 4.797e-05, 6.05337e-05, 7.02967e-05, 7.60504e-05, 7.9102e-05, 8.25012e-05, 4.53413e-05, 5.13646e-05, 5.12137e-05, 5.30708e-05, 5.61119e-05, 5.94832e-05, 
2019 Aug 19 (Mon) 16:00, 4.1646e-05, 3.99884e-05, 4.94207e-05, 5.68727e-05, 6.38918e-05, 6.69117e-05, 6.83175e-05, 3.65163e-05, 3.90403e-05, 4.04557e-05, 4.28652e-05, 4.59045e-05, 4.72952e-05, 
2019 Aug 19 (Mon) 16:30, 5.6543e-05, 5.218e-05, 6.6057e-05, 7.72892e-05, 8.45111e-05, 8.61396e-05, 8.73083e-05, 5.37783e-05, 5.55196e-05, 5.66254e-05, 5.99539e-05, 6.49837e-05, 6.6643e-05, 
2019 Aug 19 (Mon) 17:00, 5.50948e-05, 5.4321e-05, 6.64574e-05, 7.67996e-05, 8.44045e-05, 8.63527e-05, 8.83059e-05, 5.17999e-05, 5.71176e-05, 5.67839e-05, 5.94944e-05, 6.39899e-05, 6.64945e-05, 
2019 Aug 19 (Mon) 17:30, 5.6963e-05, 5.52969e-05, 6.79923e-05, 7.50079e-05, 8.06905e-05, 8.49697e-05, 8.69634e-05, 5.38757e-05, 5.94805e-05, 6.2072e-05, 6.39804e-05, 6.96541e-05, 6.90892e-05, 
2019 Aug 19 (Mon) 18:00, 5.4876e-05, 5.33478e-05, 6.47453e-05, 6.93293e-05, 7.28354e-05, 7.70694e-05, 7.70986e-05, 5.22062e-05, 5.64804e-05, 5.9851e-05, 6.09672e-05, 6.52835e-05, 6.80804e-05, 
2019 Aug 19 (Mon) 18:30, 5.2085e-05, 5.14837e-05, 6.12182e-05, 6.69923e-05, 7.2443e-05, 7.44968e-05, 7.32247e-05, 5.18222e-05, 5.44798e-05, 5.75516e-05, 5.94651e-05, 6.45823e-05, 6.44411e-05, 
2019 Aug 19 (Mon) 19:00, 4.86029e-05, 4.82703e-05, 5.6359e-05, 5.96273e-05, 6.33128e-05, 6.48458e-05, 6.57089e-05, 4.92538e-05, 5.39825e-05, 5.33024e-05, 5.68196e-05, 6.11459e-05, 6.25495e-05, 
2019 Aug 19 (Mon) 19:30, 5.76517e-05, 5.50853e-05, 6.89425e-05, 7.74966e-05, 8.51714e-05, 8.97363e-05, 9.03394e-05, 5.51196e-05, 6.02071e-05, 6.08411e-05, 6.49849e-05, 7.03784e-05, 7.17999e-05, 
2019 Aug 19 (Mon) 20:00, 0.748261, 0.748528, 0.748397, 0.748528, 0.748662, 0.748803, 0.748936, 0.74866, 0.748797, 0.748931, 0.748663, 0.748799, 0.748934, 
2019 Aug 19 (Mon) 20:30, 0.707886, 0.711826, 0.759046, 0.811836, 0.865955, 0.900788, 0.900867, 0.70888, 0.744013, 0.744081, 0.697839, 0.697905, 0.697969, 
2019 Aug 19 (Mon) 21:00, 1.22615, 1.26149, 1.25291, 1.28222, 1.3139, 1.34521, 1.34539, 1.22691, 1.25636, 1.25653, 1.26592, 1.26608, 1.26625, 
2019 Aug 19 (Mon) 21:30, 5.7819e-05, 5.43308e-05, 6.56602e-05, 7.44571e-05, 7.93207e-05, 8.36134e-05, 8.22976e-05, 5.37382e-05, 6.03064e-05, 5.94976e-05, 6.19377e-05, 6.90248e-05, 6.82561e-05, 
2019 Aug 19 (Mon) 22:00, 0.736295, 0.751141, 0.736374, 0.736453, 0.736534, 0.736616, 0.736698, 0.73653, 0.736614, 0.736696, 0.802216, 0.837367, 0.837461, 
2019 Aug 19 (Mon) 22:30, 0.0467717, 0.0133407, 0.0936849, 0.150194, 0.208925, 0.236424, 0.236445, 0.0223879, 0.0223943, 0.0223982, 0.073524, 0.104807, 0.104815, 
2019 Aug 19 (Mon) 23:00, 0.0409899, 0.0247646, 0.0844613, 0.140672, 0.199399, 0.22692, 0.226934, 0.0247657, 0.0247718, 0.0247757, 0.024773, 0.0247801, 0.0247846, 
2019 Aug 19 (Mon) 23:30, 0.758548, 0.758627, 0.75859, 0.758635, 0.758676, 0.758716, 0.758756, 0.75867, 0.75871, 0.758756, 0.758674, 0.758714, 0.758753, 
2019 Aug 20 (Tue) 0:00, 5.08581e-05, 4.77719e-05, 6.15764e-05, 7.0321e-05, 7.58721e-05, 8.0304e-05, 8.22268e-05, 4.78781e-05, 5.20141e-05, 5.31578e-05, 5.37474e-05, 5.76504e-05, 5.90366e-05, 
