Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 12:00, 228.995, 323.849, -3.74596, 228.996, 323.849, -123.746, 228.995, 323.848, 116.254, 1.95195e-07, 2.76048e-07, -75.2274, 
2019 Aug 19 (Mon) 12:30, 227.578, 321.844, -3.71009, 227.578, 321.844, -123.71, 227.578, 321.844, 116.29, 1.93967e-07, 2.74311e-07, -75.1924, 
2019 Aug 19 (Mon) 13:00, 230.313, 325.712, -3.89986, 230.313, 325.712, -123.9, 230.313, 325.712, 116.1, 1.96348e-07, 2.77678e-07, -75.3783, 
2019 Aug 19 (Mon) 13:30, 229.955, 325.206, -3.67396, 229.955, 325.206, -123.674, 229.955, 325.206, 116.326, 1.96028e-07, 2.77225e-07, -75.1501, 
2019 Aug 19 (Mon) 14:00, 227.246, 321.374, -3.55368, 227.246, 321.374, -123.554, 227.246, 321.374, 116.446, 1.93676e-07, 2.73899e-07, -75.0352, 
2019 Aug 19 (Mon) 14:30, 226.205, 319.902, -3.42042, 226.205, 319.902, -123.42, 226.205, 319.902, 116.58, 1.92766e-07, 2.72612e-07, -74.9012, 
2019 Aug 19 (Mon) 15:00, 229.922, 325.159, -3.8859, 229.922, 325.159, -123.886, 229.922, 325.158, 116.114, 1.96008e-07, 2.77197e-07, -75.3662, 
2019 Aug 19 (Mon) 15:30, 227.64, 321.932, -4.06064, 227.64, 321.932, -124.061, 227.64, 321.932, 115.939, 1.94031e-07, 2.74402e-07, -75.5509, 
2019 Aug 19 (Mon) 16:00, 228.543, 323.209, -4.40786, 228.543, 323.209, -124.408, 228.543, 323.209, 115.592, 1.94827e-07, 2.75527e-07, -75.9019, 
2019 Aug 19 (Mon) 16:30, 225.402, 318.767, -4.56395, 225.402, 318.767, -124.564, 225.402, 318.767, 115.436, 1.92094e-07, 2.71662e-07, -76.0739, 
2019 Aug 19 (Mon) 17:00, 224.708, 317.785, -5.08526, 224.708, 317.786, -125.085, 224.708, 317.785, 114.915, 1.91497e-07, 2.70818e-07, -76.6092, 
2019 Aug 19 (Mon) 17:30, 220.747, 312.183, -5.46436, 220.747, 312.184, -125.464, 220.747, 312.183, 114.536, 1.88007e-07, 2.65883e-07, -77.0103, 
2019 Aug 19 (Mon) 18:00, 218.369, 308.821, -5.94791, 218.369, 308.821, -125.948, 218.369, 308.821, 114.052, 1.85904e-07, 2.62908e-07, -77.5159, 
2019 Aug 19 (Mon) 18:30, 217.192, 307.156, -6.35887, 217.192, 307.156, -126.359, 217.192, 307.156, 113.641, 1.84843e-07, 2.61408e-07, -77.949, 
2019 Aug 19 (Mon) 19:00, 215.976, 305.436, -6.33889, 215.976, 305.436, -126.339, 215.976, 305.436, 113.661, 1.83766e-07, 2.59885e-07, -77.9278, 
2019 Aug 19 (Mon) 19:30, 219.722, 310.734, -6.70338, 219.722, 310.734, -126.703, 219.722, 310.734, 113.297, 1.87129e-07, 2.64641e-07, -78.3084, 
2019 Aug 19 (Mon) 20:00, 221.992, 313.944, -6.57151, 220.146, 311.334, -127.76, 221.948, 313.882, 113.43, 0.0245721, 0.0347502, 43.7018, 
2019 Aug 19 (Mon) 20:30, 212.908, 301.098, -7.44786, 213.96, 302.585, -127.407, 211.883, 299.648, 111.678, 0.666001, 0.941868, -18.4675, 
2019 Aug 19 (Mon) 21:00, 216.327, 305.933, -7.54014, 219.159, 309.937, -126.323, 215.268, 304.435, 111.567, 0.668793, 0.945817, -20.689, 
2019 Aug 19 (Mon) 21:30, 219.387, 310.26, -5.98578, 219.387, 310.26, -125.986, 219.387, 310.26, 114.014, 1.8682e-07, 2.64203e-07, -77.557, 
2019 Aug 19 (Mon) 22:00, 221.294, 312.957, -5.28962, 218.253, 308.656, -126.874, 221.898, 313.812, 114.424, 0.561746, 0.794429, -93.0928, 
2019 Aug 19 (Mon) 22:30, 220.527, 311.872, -6.05599, 219.209, 310.009, -126.505, 221.22, 312.852, 113.601, 0.886667, 1.25394, -120.575, 
2019 Aug 19 (Mon) 23:00, 222.208, 314.249, -5.72631, 222.188, 314.221, -125.778, 222.229, 314.279, 114.222, 0.451794, 0.638934, -155.473, 
2019 Aug 19 (Mon) 23:30, 224.46, 317.434, -3.95445, 222.79, 315.072, -125.181, 224.43, 317.392, 116.047, 0.0250994, 0.0354959, 50.132, 
2019 Aug 20 (Tue) 0:00, 228.253, 322.799, -3.47694, 228.254, 322.799, -123.477, 228.253, 322.799, 116.523, 1.94547e-07, 2.7513e-07, -74.9547, 
