Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 5:00, 230.994, 326.675, -2.9101, 230.994, 326.675, -122.91, 230.994, 326.675, 117.09, 1.33767e-07, 1.89175e-07, 30.5879, 
2019 Aug 19 (Mon) 5:30, 231.178, 326.935, -3.3765, 231.178, 326.935, -123.377, 231.178, 326.935, 116.623, 1.33761e-07, 1.89166e-07, 30.0799, 
2019 Aug 19 (Mon) 6:00, 230.685, 326.237, -3.6542, 230.685, 326.237, -123.654, 230.685, 326.237, 116.346, 1.33385e-07, 1.88634e-07, 29.7937, 
2019 Aug 19 (Mon) 6:30, 225.562, 318.992, -3.66942, 225.562, 318.992, -123.669, 225.561, 318.992, 116.331, 1.30183e-07, 1.84106e-07, 29.9193, 
2019 Aug 19 (Mon) 7:00, 226.29, 320.022, -4.00112, 226.29, 320.022, -124.001, 226.29, 320.022, 115.999, 1.30547e-07, 1.84621e-07, 29.5406, 
2019 Aug 19 (Mon) 7:30, 225.041, 318.255, -4.26854, 225.041, 318.256, -124.269, 225.04, 318.255, 115.731, 1.29704e-07, 1.8343e-07, 29.2833, 
2019 Aug 19 (Mon) 8:00, 225.796, 319.324, -4.21796, 225.796, 319.324, -124.218, 225.796, 319.324, 115.782, 1.30188e-07, 1.84114e-07, 29.3137, 
2019 Aug 19 (Mon) 8:30, 224.82, 317.944, -3.78965, 224.82, 317.944, -123.79, 224.82, 317.943, 116.21, 1.29686e-07, 1.83404e-07, 29.81, 
2019 Aug 19 (Mon) 9:00, 225.101, 318.341, -3.7459, 225.101, 318.341, -123.746, 225.101, 318.341, 116.254, 1.29872e-07, 1.83667e-07, 29.847, 
2019 Aug 19 (Mon) 9:30, 227.563, 321.823, -3.7848, 227.563, 321.823, -123.785, 227.563, 321.822, 116.215, 1.31401e-07, 1.85829e-07, 29.7354, 
2019 Aug 19 (Mon) 10:00, 229.55, 324.632, -3.69401, 229.55, 324.632, -123.694, 229.55, 324.632, 116.306, 1.32665e-07, 1.87617e-07, 29.7831, 
2019 Aug 19 (Mon) 10:30, 230.904, 326.548, -3.56844, 230.904, 326.548, -123.568, 230.904, 326.548, 116.432, 1.33541e-07, 1.88856e-07, 29.8828, 
2019 Aug 19 (Mon) 11:00, 229.466, 324.514, -3.5652, 229.466, 324.514, -123.565, 229.466, 324.514, 116.435, 1.32644e-07, 1.87587e-07, 29.9234, 
2019 Aug 19 (Mon) 11:30, 229.282, 324.253, -3.69357, 229.282, 324.254, -123.694, 229.282, 324.253, 116.306, 1.32501e-07, 1.87384e-07, 29.7909, 
2019 Aug 19 (Mon) 12:00, 228.995, 323.849, -3.74596, 228.996, 323.849, -123.746, 228.995, 323.848, 116.254, 1.32304e-07, 1.87106e-07, 29.7404, 
2019 Aug 19 (Mon) 12:30, 227.578, 321.844, -3.71009, 227.578, 321.844, -123.71, 227.578, 321.844, 116.29, 1.31425e-07, 1.85862e-07, 29.8194, 
2019 Aug 19 (Mon) 13:00, 230.313, 325.712, -3.89985, 230.313, 325.712, -123.9, 230.313, 325.712, 116.1, 1.33094e-07, 1.88223e-07, 29.5407, 
2019 Aug 19 (Mon) 13:30, 229.955, 325.206, -3.67396, 229.955, 325.206, -123.674, 229.955, 325.206, 116.326, 1.32924e-07, 1.87983e-07, 29.7926, 
2019 Aug 19 (Mon) 14:00, 227.246, 321.374, -3.55368, 227.246, 321.374, -123.554, 227.246, 321.374, 116.446, 1.31262e-07, 1.85632e-07, 29.9965, 
2019 Aug 19 (Mon) 14:30, 226.205, 319.902, -3.42042, 226.205, 319.902, -123.42, 226.205, 319.902, 116.58, 1.30643e-07, 1.84757e-07, 30.1718, 
2019 Aug 19 (Mon) 15:00, 229.922, 325.159, -3.8859, 229.922, 325.159, -123.886, 229.922, 325.158, 116.114, 1.32847e-07, 1.87874e-07, 29.5644, 
2019 Aug 19 (Mon) 15:30, 227.64, 321.932, -4.06064, 227.64, 321.932, -124.061, 227.64, 321.932, 115.939, 1.31376e-07, 1.85793e-07, 29.4359, 
2019 Aug 19 (Mon) 16:00, 228.543, 323.209, -4.40785, 228.543, 323.209, -124.408, 228.543, 323.209, 115.592, 1.31859e-07, 1.86477e-07, 29.0362, 
2019 Aug 19 (Mon) 16:30, 225.402, 318.767, -4.56395, 225.402, 318.767, -124.564, 225.402, 318.767, 115.436, 1.29856e-07, 1.83643e-07, 28.9518, 
2019 Aug 19 (Mon) 17:00, 224.708, 317.785, -5.08526, 224.708, 317.786, -125.085, 224.708, 317.785, 114.915, 1.2929e-07, 1.82843e-07, 28.4026, 
2019 Aug 19 (Mon) 17:30, 220.747, 312.183, -5.46436, 220.747, 312.184, -125.464, 220.747, 312.183, 114.536, 1.2671e-07, 1.79196e-07, 28.101, 
2019 Aug 19 (Mon) 18:00, 218.369, 308.821, -5.94791, 218.369, 308.821, -125.948, 218.369, 308.821, 114.052, 1.25107e-07, 1.76928e-07, 27.638, 
2019 Aug 19 (Mon) 18:30, 213.57, 302.034, -7.82516, 218.116, 308.463, -126.503, 217.208, 307.178, 113.924, 0.889787, 1.25835, 25.719, 
2019 Aug 19 (Mon) 19:00, 212.391, 300.367, -7.79885, 216.893, 306.733, -126.482, 215.99, 305.456, 113.944, 0.884411, 1.25075, 25.7824, 
2019 Aug 19 (Mon) 19:30, 219.722, 310.734, -6.70338, 219.722, 310.734, -126.703, 219.722, 310.734, 113.297, 1.25774e-07, 1.77871e-07, 26.7721, 
2019 Aug 19 (Mon) 20:00, 221.972, 313.915, -6.56755, 221.972, 313.916, -126.568, 221.972, 313.915, 113.432, 1.2722e-07, 1.79917e-07, 26.8616, 
2019 Aug 19 (Mon) 20:30, 215.285, 304.459, -6.18037, 215.285, 304.459, -126.18, 215.285, 304.459, 113.82, 1.23109e-07, 1.74102e-07, 27.4681, 
2019 Aug 19 (Mon) 21:00, 218.797, 309.426, -6.25747, 218.797, 309.426, -126.258, 218.797, 309.425, 113.742, 1.25298e-07, 1.77198e-07, 27.2825, 
2019 Aug 19 (Mon) 21:30, 219.387, 310.26, -5.98577, 219.387, 310.26, -125.986, 219.387, 310.26, 114.014, 1.2574e-07, 1.77823e-07, 27.5763, 
2019 Aug 19 (Mon) 22:00, 221.276, 312.932, -5.47806, 221.276, 312.932, -125.478, 221.276, 312.932, 114.522, 1.27044e-07, 1.79667e-07, 28.0671, 
2019 Aug 19 (Mon) 22:30, 222.256, 314.317, -5.08945, 222.256, 314.317, -125.09, 222.255, 314.317, 114.91, 1.27749e-07, 1.80664e-07, 28.4703, 
2019 Aug 19 (Mon) 23:00, 223.908, 316.654, -4.54837, 223.909, 316.654, -124.548, 223.908, 316.654, 115.452, 1.28923e-07, 1.82324e-07, 29.0133, 
2019 Aug 19 (Mon) 23:30, 224.447, 317.416, -3.9514, 224.447, 317.416, -123.951, 224.447, 317.415, 116.049, 1.29408e-07, 1.83011e-07, 29.6433, 
2019 Aug 20 (Tue) 0:00, 228.253, 322.799, -3.47694, 228.254, 322.799, -123.477, 228.253, 322.799, 116.523, 1.31909e-07, 1.86548e-07, 30.0519, 
