Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 0:00, 224.543, 317.552, -5.04168, 229.265, 324.229, -123.623, 228.256, 322.802, 116.816, 0.944876, 1.33626, 28.4531, 
2019 Aug 19 (Mon) 0:30, 224.565, 317.583, -4.7267, 229.261, 324.225, -123.303, 228.247, 322.79, 117.135, 0.945545, 1.3372, 28.7939, 
2019 Aug 19 (Mon) 1:00, 231.692, 327.661, -2.99481, 231.692, 327.661, -122.995, 231.691, 327.661, 117.005, 1.34178e-07, 1.89756e-07, 30.4774, 
2019 Aug 19 (Mon) 1:30, 232.02, 328.126, -2.76197, 232.02, 328.126, -122.762, 232.02, 328.126, 117.238, 1.34443e-07, 1.90131e-07, 30.7203, 
2019 Aug 19 (Mon) 2:00, 229.73, 324.887, -2.61294, 229.73, 324.887, -122.613, 229.73, 324.887, 117.387, 1.33054e-07, 1.88167e-07, 30.9434, 
2019 Aug 19 (Mon) 2:30, 232.395, 328.656, -2.56508, 232.395, 328.656, -122.565, 232.395, 328.656, 117.435, 1.34727e-07, 1.90533e-07, 30.9222, 
2019 Aug 19 (Mon) 3:00, 233.091, 329.64, -2.59418, 233.091, 329.64, -122.594, 233.091, 329.64, 117.406, 1.35152e-07, 1.91134e-07, 30.8716, 
2019 Aug 19 (Mon) 3:30, 232.29, 328.508, -2.6498, 232.29, 328.508, -122.65, 232.29, 328.508, 117.35, 1.34639e-07, 1.90409e-07, 30.8339, 
2019 Aug 19 (Mon) 4:00, 231.414, 327.269, -2.56849, 231.414, 327.269, -122.569, 231.414, 327.269, 117.431, 1.34114e-07, 1.89666e-07, 30.9452, 
2019 Aug 19 (Mon) 4:30, 230.316, 325.716, -2.73831, 230.316, 325.716, -122.738, 230.316, 325.716, 117.262, 1.33387e-07, 1.88637e-07, 30.7914, 
