Time, z_01, z_04, z_12, z_23, z_30, z_31, z_32, z_33, z_34, z_35, z_45, z_56, z_60, 
2019 Aug 19 (Mon) 7:00, 5.46282e-05, 5.35928e-05, 6.77467e-05, 7.67525e-05, 8.2619e-05, 8.59459e-05, 8.98882e-05, 5.18918e-05, 5.48913e-05, 5.57163e-05, 6.04414e-05, 6.37024e-05, 6.71569e-05, 
2019 Aug 19 (Mon) 7:30, 5.70276e-05, 5.53233e-05, 6.9877e-05, 7.72596e-05, 8.36712e-05, 8.8181e-05, 8.9832e-05, 5.48163e-05, 5.69488e-05, 5.81512e-05, 6.22202e-05, 6.69578e-05, 6.94727e-05, 
2019 Aug 19 (Mon) 8:00, 5.67149e-05, 5.30296e-05, 6.769e-05, 7.6896e-05, 8.53141e-05, 8.77679e-05, 8.9994e-05, 5.37377e-05, 5.72191e-05, 5.83273e-05, 6.2017e-05, 6.55175e-05, 6.71481e-05, 
2019 Aug 19 (Mon) 8:30, 5.92765e-05, 5.62859e-05, 7.01069e-05, 7.81739e-05, 8.424e-05, 8.73713e-05, 8.87492e-05, 5.24877e-05, 5.81084e-05, 6.18453e-05, 6.39461e-05, 6.8688e-05, 6.95039e-05, 
2019 Aug 19 (Mon) 9:00, 5.76069e-05, 5.53567e-05, 6.80241e-05, 7.89547e-05, 8.38954e-05, 8.70024e-05, 8.92559e-05, 5.25086e-05, 5.7216e-05, 6.05625e-05, 6.27338e-05, 6.66208e-05, 6.91787e-05, 
2019 Aug 19 (Mon) 9:30, 5.02796e-05, 4.86483e-05, 6.44666e-05, 7.19137e-05, 7.99559e-05, 8.35907e-05, 8.40554e-05, 4.78338e-05, 5.14413e-05, 5.43207e-05, 5.52793e-05, 5.99914e-05, 6.00011e-05, 
2019 Aug 19 (Mon) 10:00, 4.09163e-05, 3.83707e-05, 5.12099e-05, 5.7647e-05, 6.22617e-05, 6.67458e-05, 6.84487e-05, 3.59163e-05, 4.08615e-05, 4.25497e-05, 4.51203e-05, 4.65924e-05, 4.8274e-05, 
2019 Aug 19 (Mon) 10:30, 3.23194e-05, 2.9023e-05, 3.84211e-05, 4.35151e-05, 4.82127e-05, 5.16235e-05, 5.12224e-05, 2.73625e-05, 3.07077e-05, 2.99032e-05, 3.26057e-05, 3.54408e-05, 3.56168e-05, 
2019 Aug 19 (Mon) 11:00, 4.34293e-05, 4.21765e-05, 5.34039e-05, 5.98213e-05, 6.61435e-05, 6.85866e-05, 6.97026e-05, 3.97606e-05, 4.16737e-05, 4.32941e-05, 4.73144e-05, 4.97835e-05, 5.11454e-05, 
2019 Aug 19 (Mon) 11:30, 4.44339e-05, 4.00002e-05, 5.17531e-05, 5.92552e-05, 6.67825e-05, 7.00935e-05, 7.031e-05, 3.86171e-05, 4.19233e-05, 4.45612e-05, 4.62011e-05, 4.99948e-05, 4.9918e-05, 
2019 Aug 19 (Mon) 12:00, 4.39463e-05, 4.14204e-05, 5.49719e-05, 6.20059e-05, 6.81285e-05, 7.11532e-05, 7.14207e-05, 4.21375e-05, 4.51053e-05, 4.52987e-05, 4.77934e-05, 5.05176e-05, 5.10618e-05, 
2019 Aug 19 (Mon) 12:30, 5.233e-05, 5.11011e-05, 6.57411e-05, 7.30038e-05, 7.90034e-05, 8.29251e-05, 8.37689e-05, 4.90295e-05, 5.29161e-05, 5.36457e-05, 5.70798e-05, 6.14749e-05, 6.2495e-05, 
2019 Aug 19 (Mon) 13:00, 3.15954e-05, 3.05991e-05, 3.95768e-05, 4.52784e-05, 4.87899e-05, 5.04793e-05, 5.43688e-05, 3.09281e-05, 3.18339e-05, 3.15485e-05, 3.34576e-05, 3.56101e-05, 3.56726e-05, 
2019 Aug 19 (Mon) 13:30, 3.72533e-05, 3.59415e-05, 4.66516e-05, 5.26011e-05, 5.81071e-05, 5.97818e-05, 6.16949e-05, 3.45605e-05, 3.66935e-05, 3.75741e-05, 4.08713e-05, 4.24744e-05, 4.33444e-05, 
2019 Aug 19 (Mon) 14:00, 5.39373e-05, 5.20148e-05, 6.52822e-05, 7.65229e-05, 8.18579e-05, 8.63601e-05, 8.60347e-05, 4.94853e-05, 5.39704e-05, 5.70835e-05, 5.7746e-05, 6.18818e-05, 6.53226e-05, 
2019 Aug 19 (Mon) 14:30, 5.65762e-05, 5.3497e-05, 6.87838e-05, 7.67573e-05, 8.31479e-05, 8.64639e-05, 8.87323e-05, 5.34969e-05, 5.73341e-05, 5.96086e-05, 6.11848e-05, 6.56395e-05, 6.78988e-05, 
2019 Aug 19 (Mon) 15:00, 3.59884e-05, 3.31754e-05, 4.41948e-05, 5.01857e-05, 5.43117e-05, 5.76251e-05, 5.902e-05, 3.23583e-05, 3.51436e-05, 3.62395e-05, 3.69859e-05, 4.03474e-05, 4.19604e-05, 
2019 Aug 19 (Mon) 15:30, 5.11483e-05, 4.76299e-05, 5.97207e-05, 7.02844e-05, 7.46538e-05, 7.93455e-05, 8.18958e-05, 4.45381e-05, 5.1019e-05, 5.09233e-05, 5.22599e-05, 5.63615e-05, 5.91842e-05, 
2019 Aug 19 (Mon) 16:00, 4.132e-05, 3.91399e-05, 4.91284e-05, 5.60765e-05, 6.35792e-05, 6.66133e-05, 6.74987e-05, 3.91951e-05, 4.16305e-05, 3.96659e-05, 4.25862e-05, 4.5631e-05, 4.64942e-05, 
2019 Aug 19 (Mon) 16:30, 5.61787e-05, 5.18926e-05, 6.57721e-05, 7.77853e-05, 8.39648e-05, 8.5886e-05, 8.98512e-05, 5.34348e-05, 5.5547e-05, 5.58234e-05, 5.96808e-05, 6.46947e-05, 6.63664e-05, 
2019 Aug 19 (Mon) 17:00, 5.47888e-05, 5.35015e-05, 6.61753e-05, 7.65124e-05, 8.4105e-05, 8.55761e-05, 8.80567e-05, 5.14929e-05, 5.68183e-05, 5.59817e-05, 5.87135e-05, 6.37315e-05, 6.65239e-05, 
2019 Aug 19 (Mon) 17:30, 5.66645e-05, 5.49948e-05, 6.82247e-05, 7.45161e-05, 8.04374e-05, 8.41641e-05, 8.61454e-05, 5.35938e-05, 5.86598e-05, 6.17695e-05, 6.36816e-05, 6.96404e-05, 6.88556e-05, 
2019 Aug 19 (Mon) 18:00, 5.45635e-05, 5.30451e-05, 6.39112e-05, 6.9056e-05, 7.53352e-05, 7.67885e-05, 7.71787e-05, 5.13878e-05, 5.62475e-05, 5.90266e-05, 6.06894e-05, 6.50218e-05, 6.78112e-05, 
2019 Aug 19 (Mon) 18:30, 0.717521, 0.732734, 0.717595, 0.717675, 0.717754, 0.717838, 0.717923, 0.717774, 0.717855, 0.717942, 0.783933, 0.836625, 0.871674, 
2019 Aug 19 (Mon) 19:00, 0.713365, 0.728545, 0.713431, 0.713502, 0.713572, 0.713646, 0.713723, 0.713588, 0.713656, 0.71373, 0.779713, 0.832386, 0.867425, 
2019 Aug 19 (Mon) 19:30, 5.73696e-05, 5.48409e-05, 6.86907e-05, 7.72645e-05, 8.49046e-05, 8.94763e-05, 9.00958e-05, 5.43257e-05, 5.99572e-05, 6.05824e-05, 6.47057e-05, 7.06309e-05, 7.10048e-05, 
2019 Aug 19 (Mon) 20:00, 5.7665e-05, 5.4596e-05, 6.77905e-05, 7.95778e-05, 8.55245e-05, 8.87276e-05, 9.01826e-05, 5.20876e-05, 5.69173e-05, 5.81164e-05, 6.16078e-05, 6.63707e-05, 6.73165e-05, 
2019 Aug 19 (Mon) 20:30, 4.47439e-05, 4.49989e-05, 5.21994e-05, 5.52074e-05, 5.70341e-05, 5.81517e-05, 5.92853e-05, 4.61512e-05, 4.98593e-05, 5.12832e-05, 5.26855e-05, 5.78343e-05, 6.03953e-05, 
2019 Aug 19 (Mon) 21:00, 5.43975e-05, 5.4987e-05, 6.46774e-05, 7.29198e-05, 7.811e-05, 8.12153e-05, 8.2687e-05, 5.22011e-05, 5.78503e-05, 6.01014e-05, 6.28557e-05, 6.91141e-05, 7.02649e-05, 
2019 Aug 19 (Mon) 21:30, 5.69845e-05, 5.4361e-05, 6.59142e-05, 7.41949e-05, 7.84968e-05, 8.27876e-05, 8.20851e-05, 5.29219e-05, 5.99942e-05, 5.92891e-05, 6.16755e-05, 6.87315e-05, 6.80455e-05, 
2019 Aug 19 (Mon) 22:00, 5.90325e-05, 5.57573e-05, 6.72978e-05, 7.88793e-05, 8.45414e-05, 8.54395e-05, 8.79572e-05, 5.30106e-05, 5.94294e-05, 6.14085e-05, 6.41895e-05, 6.67488e-05, 7.01331e-05, 
2019 Aug 19 (Mon) 22:30, 5.64747e-05, 5.71364e-05, 6.91062e-05, 7.8999e-05, 8.4876e-05, 8.71528e-05, 8.72284e-05, 5.54902e-05, 5.92852e-05, 6.04399e-05, 6.48748e-05, 6.85091e-05, 6.88707e-05, 
2019 Aug 19 (Mon) 23:00, 5.76866e-05, 5.69905e-05, 6.82142e-05, 7.89462e-05, 8.64742e-05, 8.98629e-05, 8.95593e-05, 5.3461e-05, 5.87917e-05, 6.13582e-05, 6.23347e-05, 6.71579e-05, 7.02292e-05, 
2019 Aug 19 (Mon) 23:30, 5.70618e-05, 5.78436e-05, 6.84266e-05, 7.94591e-05, 8.41448e-05, 8.68794e-05, 8.82771e-05, 5.39798e-05, 5.78794e-05, 6.21208e-05, 6.40953e-05, 6.78616e-05, 6.92377e-05, 
2019 Aug 20 (Tue) 0:00, 5.05423e-05, 4.74796e-05, 6.12544e-05, 6.95118e-05, 7.85681e-05, 8.00333e-05, 8.19437e-05, 4.75679e-05, 5.11743e-05, 5.28503e-05, 5.5979e-05, 5.73725e-05, 5.90696e-05, 
