Time, z_01, z_04, z_12, z_23, z_30, z_31, z_32, z_33, z_34, z_35, z_45, z_56, z_60, 
2019 Aug 19 (Mon) 12:30, 5.29481e-05, 5.14805e-05, 6.23717e-05, 7.30038e-05, 7.90649e-05, 8.35068e-05, 8.40619e-05, 4.90295e-05, 5.29161e-05, 5.342e-05, 5.73955e-05, 6.18113e-05, 6.19731e-05, 
2019 Aug 19 (Mon) 13:00, 3.21762e-05, 3.11792e-05, 3.95768e-05, 4.58598e-05, 4.93692e-05, 5.04793e-05, 5.41652e-05, 2.82343e-05, 3.2132e-05, 3.21303e-05, 3.40392e-05, 3.51129e-05, 3.53502e-05, 
2019 Aug 19 (Mon) 13:30, 3.699e-05, 3.56668e-05, 4.63787e-05, 5.23038e-05, 5.75947e-05, 6.05795e-05, 6.16949e-05, 3.5142e-05, 3.64666e-05, 3.75741e-05, 4.08713e-05, 4.21717e-05, 4.38612e-05, 
2019 Aug 19 (Mon) 14:00, 5.39627e-05, 5.25962e-05, 6.55151e-05, 7.6262e-05, 8.24514e-05, 8.60892e-05, 8.63164e-05, 5.0067e-05, 5.36805e-05, 5.68644e-05, 5.7232e-05, 6.24636e-05, 6.50415e-05, 
2019 Aug 19 (Mon) 14:30, 5.71574e-05, 5.43105e-05, 6.84892e-05, 7.67573e-05, 8.31479e-05, 8.70455e-05, 8.92519e-05, 5.38004e-05, 5.79159e-05, 5.99033e-05, 6.17665e-05, 6.56395e-05, 6.78988e-05, 
2019 Aug 19 (Mon) 15:00, 3.57282e-05, 3.32393e-05, 4.41948e-05, 4.99004e-05, 5.43117e-05, 5.82068e-05, 5.93105e-05, 3.23621e-05, 3.51436e-05, 3.62477e-05, 3.67614e-05, 4.00634e-05, 4.1451e-05, 
2019 Aug 19 (Mon) 15:30, 5.09027e-05, 4.7125e-05, 6.02333e-05, 6.99911e-05, 7.57559e-05, 7.85302e-05, 8.21907e-05, 4.50612e-05, 5.07508e-05, 5.09233e-05, 5.28417e-05, 5.6128e-05, 5.97659e-05, 
2019 Aug 19 (Mon) 16:00, 4.1066e-05, 3.89158e-05, 4.91959e-05, 5.5777e-05, 6.30589e-05, 6.63236e-05, 6.80159e-05, 3.60181e-05, 3.84984e-05, 3.98752e-05, 4.25862e-05, 4.48001e-05, 4.64942e-05, 
2019 Aug 19 (Mon) 16:30, 5.67595e-05, 5.18926e-05, 6.57721e-05, 7.75666e-05, 8.47914e-05, 8.64673e-05, 8.70711e-05, 5.31656e-05, 5.52402e-05, 5.58993e-05, 5.96808e-05, 6.44019e-05, 6.55468e-05, 
2019 Aug 19 (Mon) 17:00, 5.53704e-05, 5.37396e-05, 6.58757e-05, 7.65124e-05, 8.41079e-05, 8.57715e-05, 8.86136e-05, 5.14929e-05, 5.6536e-05, 5.59817e-05, 5.94944e-05, 6.37114e-05, 6.62087e-05, 
2019 Aug 19 (Mon) 17:30, 5.6963e-05, 5.55799e-05, 6.76889e-05, 7.47311e-05, 8.10187e-05, 8.44047e-05, 8.66894e-05, 5.3294e-05, 5.86598e-05, 6.12373e-05, 6.42653e-05, 6.93549e-05, 6.91182e-05, 
2019 Aug 19 (Mon) 18:00, 5.40148e-05, 5.30904e-05, 6.36303e-05, 6.9056e-05, 7.22933e-05, 7.70694e-05, 7.68599e-05, 5.19317e-05, 5.58991e-05, 5.95693e-05, 6.03855e-05, 6.47026e-05, 6.78112e-05, 
2019 Aug 19 (Mon) 18:30, 1.22873, 1.22651, 1.14106, 1.07495, 1.07347, 1.10417, 1.1043, 1.25429, 1.31434, 1.34484, 1.22665, 1.22679, 1.22693, 
2019 Aug 19 (Mon) 19:00, 1.22277, 1.22046, 1.13517, 1.06901, 1.06747, 1.09814, 1.09826, 1.24819, 1.3082, 1.33867, 1.22058, 1.2207, 1.22083, 
2019 Aug 19 (Mon) 19:30, 1.24, 1.23815, 1.15211, 1.08645, 1.08546, 1.1163, 1.11649, 1.26627, 1.32656, 1.35721, 1.23835, 1.23855, 1.23876, 
2019 Aug 19 (Mon) 20:00, 1.25163, 1.24984, 1.16368, 1.09791, 1.09681, 1.12765, 1.12786, 1.27792, 1.33819, 1.36884, 1.25006, 1.25028, 1.25051, 
2019 Aug 19 (Mon) 20:30, 1.21991, 1.21747, 1.1324, 1.06604, 1.06429, 1.09491, 1.095, 1.24505, 1.30496, 1.33538, 1.21757, 1.21767, 1.21778, 
2019 Aug 19 (Mon) 21:00, 1.23706, 1.23487, 1.14934, 1.08314, 1.08158, 1.11228, 1.11242, 1.26261, 1.32265, 1.35315, 1.23503, 1.23518, 1.23534, 
2019 Aug 19 (Mon) 21:30, 1.24098, 1.23867, 1.15332, 1.08682, 1.08494, 1.11556, 1.11569, 1.2662, 1.32612, 1.35655, 1.23881, 1.23895, 1.2391, 
2019 Aug 19 (Mon) 22:00, 1.25223, 1.24972, 1.16462, 1.09759, 1.09514, 1.12562, 1.12574, 1.27688, 1.33659, 1.36691, 1.24985, 1.24998, 1.25012, 
2019 Aug 19 (Mon) 22:30, 1.25853, 1.25584, 1.171, 1.10355, 1.10064, 1.13101, 1.13111, 1.28271, 1.34223, 1.37246, 1.25596, 1.25607, 1.2562, 
2019 Aug 19 (Mon) 23:00, 1.26875, 1.26583, 1.1813, 1.11328, 1.10975, 1.13996, 1.14006, 1.29229, 1.35157, 1.38166, 1.26592, 1.26603, 1.26613, 
2019 Aug 19 (Mon) 23:30, 1.27365, 1.2704, 1.18637, 1.11769, 1.11344, 1.14346, 1.14352, 1.29638, 1.35535, 1.38528, 1.27047, 1.27053, 1.2706, 
2019 Aug 20 (Tue) 0:00, 1.29434, 1.29103, 1.20705, 1.13792, 1.13318, 1.1631, 1.16318, 1.3167, 1.37551, 1.40536, 1.29111, 1.2912, 1.29128, 
