Time, 1 (House 1), House 1 Magnitude, House 1 Phase, 10 (House 2), House 2 Magnitude, House 2 Phase, 11 (House 3), House 3 Magnitude, House 3 Phase, 12 (House 4), House 4 Magnitude, House 4 Phase, 13 (House 5), House 5 Magnitude, House 5 Phase, 14 (House 6), House 6 Magnitude, House 6 Phase, 15 (House 7), House 7 Magnitude, House 7 Phase, 16 (House 8), House 8 Magnitude, House 8 Phase, 17 (House 9), House 9 Magnitude, House 9 Phase, 18 (House 10), House 10 Magnitude, House 10 Phase, 19 (House 11), House 11 Magnitude, House 11 Phase, 2 (House 12), House 12 Magnitude, House 12 Phase, 20 (House 13), House 13 Magnitude, House 13 Phase, 21 (House 14), House 14 Magnitude, House 14 Phase, 22 (House 15), House 15 Magnitude, House 15 Phase, 23 (House 16), House 16 Magnitude, House 16 Phase, 24 (House 17), House 17 Magnitude, House 17 Phase, 25 (House 18), House 18 Magnitude, House 18 Phase, 26 (House 19), House 19 Magnitude, House 19 Phase, 27 (House 20), House 20 Magnitude, House 20 Phase, 28 (House 21), House 21 Magnitude, House 21 Phase, 29 (House 22), House 22 Magnitude, House 22 Phase, 3 (House 23), House 23 Magnitude, House 23 Phase, 30 (House 24), House 24 Magnitude, House 24 Phase, 31 (House 25), House 25 Magnitude, House 25 Phase, 32 (House 26), House 26 Magnitude, House 26 Phase, 33 (House 27), House 27 Magnitude, House 27 Phase, 34 (House 28), House 28 Magnitude, House 28 Phase, 35 (House 29), House 29 Magnitude, House 29 Phase, 36 (House 30), House 30 Magnitude, House 30 Phase, 37 (House 31), House 31 Magnitude, House 31 Phase, 38 (House 32), House 32 Magnitude, House 32 Phase, 39 (House 33), House 33 Magnitude, House 33 Phase, 4 (House 34), House 34 Magnitude, House 34 Phase, 40 (House 35), House 35 Magnitude, House 35 Phase, 41 (House 36), House 36 Magnitude, House 36 Phase, 42 (House 37), House 37 Magnitude, House 37 Phase, 43 (House 38), House 38 Magnitude, House 38 Phase, 44 (House 39), House 39 Magnitude, House 39 Phase, 45 (House 40), House 40 Magnitude, House 40 Phase, 46 (House 41), House 41 Magnitude, House 41 Phase, 47 (House 42), House 42 Magnitude, House 42 Phase, 48 (House 43), House 43 Magnitude, House 43 Phase, 49 (House 44), House 44 Magnitude, House 44 Phase, 5 (House 45), House 45 Magnitude, House 45 Phase, 50 (House 46), House 46 Magnitude, House 46 Phase, 51 (House 47), House 47 Magnitude, House 47 Phase, 52 (House 48), House 48 Magnitude, House 48 Phase, 53 (House 49), House 49 Magnitude, House 49 Phase, 54 (House 50), House 50 Magnitude, House 50 Phase, 55 (House 51), House 51 Magnitude, House 51 Phase, 56 (House 52), House 52 Magnitude, House 52 Phase, 57 (House 53), House 53 Magnitude, House 53 Phase, 58 (House 54), House 54 Magnitude, House 54 Phase, 59 (House 55), House 55 Magnitude, House 55 Phase, 6 (House 56), House 56 Magnitude, House 56 Phase, 60 (House 57), House 57 Magnitude, House 57 Phase, 61 (House 58), House 58 Magnitude, House 58 Phase, 62 (House 59), House 59 Magnitude, House 59 Phase, 63 (House 60), House 60 Magnitude, House 60 Phase, 64 (House 61), House 61 Magnitude, House 61 Phase, 65 (House 62), House 62 Magnitude, House 62 Phase, 66 (House 63), House 63 Magnitude, House 63 Phase, 7 (House 64), House 64 Magnitude, House 64 Phase, 8 (House 65), House 65 Magnitude, House 65 Phase, 9 (House 66), House 66 Magnitude, House 66 Phase, 
2019 Aug 19 (Mon) 0:00, 228.483, 323.124, -3.34204, 224.501, 317.492, -125.894, 219.584, 310.539, -125.964, 223.744, 316.421, 113.845, 228.483, 323.124, -3.34204, 219.584, 310.539, -125.964, 223.744, 316.421, 113.845, 221.935, 313.863, 113.602, 228.672, 323.391, -3.47545, 222.714, 314.965, -125.755, 218.373, 308.826, 113.567, 228.672, 323.391, -3.47545, 217.373, 307.412, 113.441, 228.635, 323.339, -3.55077, 222.388, 314.505, -125.677, 224.732, 317.818, -125.882, 224.597, 317.628, 114.159, 228.09, 322.568, -3.42451, 224.732, 317.818, -125.882, 224.597, 317.628, 114.159, 224.358, 317.29, 114.144, 227.863, 322.247, -3.43941, 222.714, 314.965, -125.755, 224.501, 317.492, -125.894, 224.358, 317.29, 114.144, 224.386, 317.329, -125.899, 224.239, 317.121, 114.137, 227.75, 322.087, -3.44687, 224.386, 317.329, -125.899, 224.239, 317.121, 114.137, 220.687, 312.099, 113.47, 228.378, 322.975, -3.56835, 222.185, 314.217, -125.693, 228.09, 322.568, -3.42451, 220.687, 312.099, 113.47, 228.378, 322.975, -3.56835, 222.185, 314.217, -125.693, 220.572, 311.936, 113.466, 228.249, 322.793, -3.57714, 222.084, 314.074, -125.701, 220.572, 311.936, 113.466, 228.249, 322.793, -3.57714, 222.084, 314.074, -125.701, 224.955, 318.135, 114.181, 227.863, 322.247, -3.43941, 228.43, 323.049, -3.40219, 225.078, 318.308, -125.866, 224.955, 318.135, 114.181, 228.43, 323.049, -3.40219, 225.078, 318.308, -125.866, 224.716, 317.796, 114.166, 228.203, 322.728, -3.4171, 224.847, 317.981, -125.877, 224.716, 317.796, 114.166, 228.203, 322.728, -3.4171, 227.75, 322.087, -3.44687, 224.847, 317.981, -125.877, 224.596, 317.627, 114.159, 228.09, 322.567, -3.42456, 224.731, 317.818, -125.882, 224.596, 317.627, 114.159, 228.09, 322.567, -3.42456, 224.731, 317.818, -125.882, 220.918, 312.426, 113.476, 228.635, 323.339, -3.55077, 222.388, 314.505, -125.677, 
2019 Aug 19 (Mon) 0:30, 228.509, 323.161, -3.01985, 224.576, 317.598, -125.58, 219.655, 310.639, -125.65, 223.828, 316.54, 114.157, 228.509, 323.161, -3.01985, 219.655, 310.639, -125.65, 223.828, 316.54, 114.157, 222.039, 314.011, 113.921, 228.719, 323.458, -3.14575, 222.805, 315.094, -125.434, 218.475, 308.971, 113.886, 228.719, 323.458, -3.14575, 217.491, 307.579, 113.766, 228.699, 323.429, -3.21541, 222.494, 314.653, -125.351, 224.796, 317.91, -125.572, 224.67, 317.731, 114.468, 228.104, 322.588, -3.10624, 224.796, 317.91, -125.572, 224.67, 317.731, 114.468, 224.442, 317.409, 114.457, 227.887, 322.282, -3.11741, 222.805, 315.094, -125.434, 224.576, 317.598, -125.58, 224.442, 317.409, 114.457, 224.466, 317.442, -125.584, 224.328, 317.248, 114.452, 227.779, 322.128, -3.123, 224.466, 317.442, -125.584, 224.328, 317.248, 114.452, 220.819, 312.285, 113.797, 228.452, 323.08, -3.2292, 222.3, 314.38, -125.364, 228.104, 322.588, -3.10624, 220.819, 312.285, 113.797, 228.452, 323.08, -3.2292, 222.3, 314.38, -125.364, 220.709, 312.129, 113.796, 228.329, 322.905, -3.23609, 222.203, 314.242, -125.37, 220.709, 312.129, 113.796, 228.329, 322.905, -3.23609, 222.203, 314.242, -125.37, 225.012, 318.214, 114.485, 227.887, 322.282, -3.11741, 228.429, 323.047, -3.08951, 225.128, 318.378, -125.56, 225.012, 318.214, 114.485, 228.429, 323.047, -3.08951, 225.128, 318.378, -125.56, 224.783, 317.892, 114.474, 228.212, 322.741, -3.10068, 224.906, 318.066, -125.568, 224.783, 317.892, 114.474, 228.212, 322.741, -3.10068, 227.779, 322.128, -3.123, 224.906, 318.066, -125.568, 224.669, 317.73, 114.468, 228.104, 322.588, -3.10628, 224.796, 317.91, -125.572, 224.669, 317.73, 114.468, 228.104, 322.588, -3.10628, 224.796, 317.91, -125.572, 221.039, 312.596, 113.801, 228.699, 323.429, -3.21541, 222.494, 314.653, -125.351, 
2019 Aug 19 (Mon) 1:00, 232.008, 328.108, -2.87637, 227.951, 322.372, -125.475, 222.954, 315.305, -125.544, 227.181, 321.283, 114.255, 232.008, 328.108, -2.87637, 222.954, 315.305, -125.544, 227.181, 321.283, 114.255, 225.447, 318.83, 114.007, 232.313, 328.54, -3.0131, 226.235, 319.944, -125.338, 221.827, 313.711, 113.972, 232.313, 328.54, -3.0131, 220.888, 312.383, 113.843, 232.361, 328.608, -3.09079, 225.981, 319.585, -125.261, 228.134, 322.63, -125.462, 227.999, 322.439, 114.572, 231.548, 327.459, -2.95696, 228.134, 322.63, -125.462, 227.999, 322.439, 114.572, 227.811, 322.174, 114.555, 231.374, 327.212, -2.97316, 226.235, 319.944, -125.338, 227.951, 322.372, -125.475, 227.811, 322.174, 114.555, 227.86, 322.242, -125.481, 227.717, 322.041, 114.547, 231.286, 327.088, -2.98126, 227.86, 322.242, -125.481, 227.717, 322.041, 114.547, 224.311, 317.223, 113.869, 232.157, 328.32, -3.10982, 225.825, 319.365, -125.279, 231.548, 327.459, -2.95696, 224.311, 317.223, 113.869, 232.157, 328.32, -3.10982, 225.825, 319.365, -125.279, 224.22, 317.095, 113.864, 232.055, 328.175, -3.11933, 225.747, 319.254, -125.288, 224.22, 317.095, 113.864, 232.055, 328.175, -3.11933, 225.747, 319.254, -125.288, 228.281, 322.837, 114.598, 231.374, 327.212, -2.97316, 231.81, 327.829, -2.93271, 228.408, 323.018, -125.442, 228.281, 322.837, 114.598, 231.81, 327.829, -2.93271, 228.408, 323.018, -125.442, 228.093, 322.572, 114.581, 231.636, 327.582, -2.94889, 228.225, 322.759, -125.455, 228.093, 322.572, 114.581, 231.636, 327.582, -2.94889, 231.286, 327.088, -2.98126, 228.225, 322.759, -125.455, 227.999, 322.439, 114.572, 231.548, 327.459, -2.95699, 228.134, 322.63, -125.462, 227.999, 322.439, 114.572, 231.548, 327.459, -2.95699, 228.134, 322.63, -125.462, 224.493, 317.481, 113.878, 232.361, 328.608, -3.09079, 225.981, 319.585, -125.261, 
2019 Aug 19 (Mon) 1:30, 232.363, 328.611, -2.64325, 228.33, 322.907, -125.251, 223.323, 315.826, -125.32, 227.564, 321.824, 114.477, 232.363, 328.611, -2.64325, 223.323, 315.826, -125.32, 227.564, 321.824, 114.477, 225.85, 319.399, 114.232, 232.693, 329.078, -2.776, 226.63, 320.503, -125.11, 222.223, 314.271, 114.198, 232.693, 329.078, -2.776, 221.299, 312.964, 114.071, 232.759, 329.171, -2.85068, 226.391, 320.165, -125.031, 228.502, 323.15, -125.24, 228.372, 322.966, 114.793, 231.891, 327.943, -2.72592, 228.502, 323.15, -125.24, 228.372, 322.966, 114.793, 228.195, 322.717, 114.778, 231.727, 327.712, -2.7401, 226.63, 320.503, -125.11, 228.33, 322.907, -125.251, 228.195, 322.717, 114.778, 228.243, 322.785, -125.256, 228.107, 322.593, 114.77, 231.645, 327.596, -2.7472, 228.243, 322.785, -125.256, 228.107, 322.593, 114.77, 224.74, 317.83, 114.098, 232.566, 328.898, -2.86768, 226.245, 319.959, -125.047, 231.891, 327.943, -2.72592, 224.74, 317.83, 114.098, 232.566, 328.898, -2.86768, 226.245, 319.959, -125.047, 224.655, 317.71, 114.095, 232.469, 328.761, -2.87617, 226.172, 319.856, -125.055, 224.655, 317.71, 114.095, 232.469, 328.761, -2.87617, 226.172, 319.856, -125.055, 228.636, 323.34, 114.816, 231.727, 327.712, -2.7401, 232.136, 328.29, -2.70467, 228.76, 323.516, -125.223, 228.636, 323.34, 114.816, 232.136, 328.29, -2.70467, 228.76, 323.516, -125.223, 228.46, 323.091, 114.801, 231.972, 328.059, -2.71884, 228.588, 323.272, -125.234, 228.46, 323.091, 114.801, 231.972, 328.059, -2.71884, 231.645, 327.596, -2.7472, 228.588, 323.272, -125.234, 228.371, 322.966, 114.793, 231.891, 327.943, -2.72593, 228.501, 323.15, -125.24, 228.371, 322.966, 114.793, 231.891, 327.943, -2.72593, 228.501, 323.15, -125.24, 224.911, 318.072, 114.106, 232.759, 329.171, -2.85068, 226.391, 320.165, -125.031, 
2019 Aug 19 (Mon) 2:00, 230.062, 325.357, -2.47875, 226.15, 319.824, -125.067, 221.19, 312.81, -125.137, 225.406, 318.772, 114.664, 230.062, 325.357, -2.47875, 221.19, 312.81, -125.137, 225.406, 318.772, 114.664, 223.673, 316.321, 114.433, 230.346, 325.758, -2.59833, 224.427, 317.388, -124.916, 220.081, 311.242, 114.398, 230.346, 325.758, -2.59833, 219.14, 309.911, 114.281, 230.379, 325.805, -2.66319, 224.162, 317.013, -124.827, 226.339, 320.092, -125.062, 226.221, 319.925, 114.974, 229.616, 324.726, -2.5684, 226.339, 320.092, -125.062, 226.221, 319.925, 114.974, 226.027, 319.651, 114.965, 229.433, 324.467, -2.57628, 224.427, 317.388, -124.916, 226.15, 319.824, -125.067, 226.027, 319.651, 114.965, 226.055, 319.69, -125.07, 225.93, 319.514, 114.961, 229.341, 324.337, -2.58023, 226.055, 319.69, -125.07, 225.93, 319.514, 114.961, 222.529, 314.704, 114.315, 230.166, 325.504, -2.67369, 223.999, 316.782, -124.837, 229.616, 324.726, -2.5684, 222.529, 314.704, 114.315, 230.166, 325.504, -2.67369, 223.999, 316.782, -124.837, 222.435, 314.571, 114.315, 230.06, 325.354, -2.67893, 223.917, 316.667, -124.842, 222.435, 314.571, 114.315, 230.06, 325.354, -2.67893, 223.917, 316.667, -124.842, 226.512, 320.336, 114.986, 229.433, 324.467, -2.57628, 229.891, 325.114, -2.5566, 226.623, 320.493, -125.055, 226.512, 320.336, 114.986, 229.891, 325.114, -2.5566, 226.623, 320.493, -125.055, 226.318, 320.062, 114.978, 229.707, 324.855, -2.56447, 226.434, 320.225, -125.06, 226.318, 320.062, 114.978, 229.707, 324.855, -2.56447, 229.341, 324.337, -2.58023, 226.434, 320.225, -125.06, 226.221, 319.924, 114.974, 229.616, 324.726, -2.56842, 226.339, 320.091, -125.062, 226.221, 319.924, 114.974, 229.616, 324.726, -2.56842, 226.339, 320.091, -125.062, 222.716, 314.968, 114.316, 230.379, 325.805, -2.66319, 224.162, 317.013, -124.827, 
2019 Aug 19 (Mon) 2:30, 232.762, 329.175, -2.4467, 228.743, 323.491, -125.063, 223.725, 316.395, -125.132, 227.98, 322.413, 114.663, 232.762, 329.175, -2.4467, 223.725, 316.395, -125.132, 227.98, 322.413, 114.663, 226.284, 320.014, 114.421, 233.114, 329.673, -2.57651, 227.059, 321.109, -124.92, 222.65, 314.875, 114.386, 233.114, 329.673, -2.57651, 221.74, 313.588, 114.261, 233.197, 329.79, -2.64897, 226.834, 320.792, -124.838, 228.905, 323.721, -125.053, 228.779, 323.543, 114.978, 232.276, 328.488, -2.5309, 228.905, 323.721, -125.053, 228.779, 323.543, 114.978, 228.614, 323.309, 114.964, 232.123, 328.272, -2.54358, 227.059, 321.109, -124.92, 228.743, 323.491, -125.063, 228.614, 323.309, 114.964, 228.662, 323.377, -125.068, 228.531, 323.192, 114.957, 232.047, 328.163, -2.54993, 228.662, 323.377, -125.068, 228.531, 323.192, 114.957, 225.199, 318.479, 114.29, 233.014, 329.532, -2.66445, 226.698, 320.599, -124.853, 232.276, 328.488, -2.5309, 225.199, 318.479, 114.29, 233.014, 329.532, -2.66445, 226.698, 320.599, -124.853, 225.119, 318.366, 114.287, 232.923, 329.403, -2.67219, 226.63, 320.503, -124.86, 225.119, 318.366, 114.287, 232.923, 329.403, -2.67219, 226.63, 320.503, -124.86, 229.028, 323.894, 114.999, 232.123, 328.272, -2.54358, 232.506, 328.813, -2.5119, 229.149, 324.066, -125.038, 229.028, 323.894, 114.999, 232.506, 328.813, -2.5119, 229.149, 324.066, -125.038, 228.862, 323.66, 114.985, 232.353, 328.597, -2.52457, 228.986, 323.836, -125.048, 228.862, 323.66, 114.985, 232.353, 328.597, -2.52457, 232.047, 328.163, -2.54993, 228.986, 323.836, -125.048, 228.779, 323.542, 114.978, 232.276, 328.488, -2.53091, 228.905, 323.721, -125.053, 228.779, 323.542, 114.978, 232.276, 328.488, -2.53091, 228.905, 323.721, -125.053, 225.359, 318.706, 114.296, 233.197, 329.79, -2.64897, 226.834, 320.792, -124.838, 
2019 Aug 19 (Mon) 3:00, 233.463, 330.166, -2.48028, 229.409, 324.433, -125.103, 224.377, 317.317, -125.172, 228.64, 323.346, 114.622, 233.463, 330.166, -2.48028, 224.377, 317.317, -125.172, 228.64, 323.346, 114.622, 226.951, 320.957, 114.376, 233.83, 330.685, -2.61368, 227.733, 322.063, -124.962, 223.306, 315.803, 114.342, 233.83, 330.685, -2.61368, 222.402, 314.524, 114.214, 233.923, 330.818, -2.6888, 227.517, 321.757, -124.883, 229.566, 324.655, -125.091, 229.436, 324.472, 114.939, 232.968, 329.467, -2.56257, 229.566, 324.655, -125.091, 229.436, 324.472, 114.939, 229.277, 324.246, 114.923, 232.822, 329.26, -2.57696, 227.733, 322.063, -124.962, 229.409, 324.433, -125.103, 229.277, 324.246, 114.923, 229.331, 324.323, -125.109, 229.197, 324.134, 114.915, 232.749, 329.156, -2.58416, 229.331, 324.323, -125.109, 229.197, 324.134, 114.915, 225.878, 319.439, 114.241, 233.748, 330.569, -2.70605, 227.386, 321.573, -124.9, 232.968, 329.467, -2.56257, 225.878, 319.439, 114.241, 233.748, 330.569, -2.70605, 227.386, 321.573, -124.9, 225.8, 319.33, 114.237, 233.66, 330.445, -2.71467, 227.321, 321.481, -124.908, 225.8, 319.33, 114.237, 233.66, 330.445, -2.71467, 227.321, 321.481, -124.908, 229.676, 324.811, 114.963, 232.822, 329.26, -2.57696, 233.188, 329.778, -2.54101, 229.801, 324.988, -125.074, 229.676, 324.811, 114.963, 233.188, 329.778, -2.54101, 229.801, 324.988, -125.074, 229.516, 324.585, 114.947, 233.042, 329.571, -2.55538, 229.644, 324.766, -125.085, 229.516, 324.585, 114.947, 233.042, 329.571, -2.55538, 232.749, 329.156, -2.58416, 229.644, 324.766, -125.085, 229.436, 324.472, 114.939, 232.969, 329.467, -2.56258, 229.566, 324.655, -125.091, 229.436, 324.472, 114.939, 232.969, 329.467, -2.56258, 229.566, 324.655, -125.091, 226.032, 319.658, 114.249, 233.923, 330.818, -2.6888, 227.517, 321.757, -124.883, 
2019 Aug 19 (Mon) 3:30, 232.648, 329.013, -2.53162, 228.62, 323.317, -125.145, 223.606, 316.226, -125.214, 227.855, 322.236, 114.582, 232.648, 329.013, -2.53162, 223.606, 316.226, -125.214, 227.855, 322.236, 114.582, 226.152, 319.827, 114.338, 232.992, 329.5, -2.66293, 226.93, 320.927, -125.003, 222.521, 314.692, 114.304, 232.992, 329.5, -2.66293, 221.605, 313.397, 114.178, 233.068, 329.608, -2.73652, 226.7, 320.602, -124.922, 228.786, 323.552, -125.134, 228.658, 323.371, 114.898, 232.167, 328.334, -2.61503, 228.786, 323.552, -125.134, 228.658, 323.371, 114.898, 228.488, 323.131, 114.883, 232.01, 328.112, -2.62847, 226.93, 320.927, -125.003, 228.62, 323.317, -125.145, 228.488, 323.131, 114.883, 228.537, 323.2, -125.15, 228.404, 323.012, 114.876, 231.931, 328.001, -2.6352, 228.537, 323.2, -125.15, 228.404, 323.012, 114.876, 225.058, 318.28, 114.206, 232.882, 329.344, -2.75277, 226.56, 320.404, -124.938, 232.167, 328.334, -2.61503, 225.058, 318.28, 114.206, 232.882, 329.344, -2.75277, 226.56, 320.404, -124.938, 224.976, 318.164, 114.203, 232.789, 329.213, -2.76089, 226.49, 320.305, -124.945, 224.976, 318.164, 114.203, 232.789, 329.213, -2.76089, 226.49, 320.305, -124.945, 228.912, 323.731, 114.919, 232.01, 328.112, -2.62847, 232.402, 328.667, -2.5949, 229.035, 323.905, -125.118, 228.912, 323.731, 114.919, 232.402, 328.667, -2.5949, 229.035, 323.905, -125.118, 228.743, 323.491, 114.905, 232.245, 328.445, -2.60833, 228.869, 323.67, -125.129, 228.743, 323.491, 114.905, 232.245, 328.445, -2.60833, 231.931, 328.001, -2.6352, 228.869, 323.67, -125.129, 228.658, 323.371, 114.897, 232.167, 328.334, -2.61505, 228.786, 323.552, -125.134, 228.658, 323.371, 114.897, 232.167, 328.334, -2.61505, 228.786, 323.552, -125.134, 225.222, 318.512, 114.213, 233.068, 329.608, -2.73652, 226.7, 320.602, -124.922, 
2019 Aug 19 (Mon) 4:00, 231.77, 327.772, -2.4442, 227.793, 322.148, -125.051, 222.796, 315.082, -125.12, 227.037, 321.079, 114.678, 231.77, 327.772, -2.4442, 222.796, 315.082, -125.12, 227.037, 321.079, 114.678, 225.328, 318.663, 114.439, 232.098, 328.236, -2.56994, 226.095, 319.747, -124.904, 221.71, 313.546, 114.405, 232.098, 328.236, -2.56994, 220.789, 312.243, 114.283, 232.163, 328.328, -2.63938, 225.856, 319.409, -124.82, 227.965, 322.391, -125.043, 227.842, 322.217, 114.99, 231.298, 327.105, -2.53056, 227.965, 322.391, -125.043, 227.842, 322.217, 114.99, 227.666, 321.969, 114.979, 231.135, 326.874, -2.54133, 226.095, 319.747, -124.904, 227.793, 322.148, -125.051, 227.666, 321.969, 114.979, 227.707, 322.026, -125.055, 227.579, 321.845, 114.973, 231.053, 326.758, -2.54672, 227.707, 322.026, -125.055, 227.579, 321.845, 114.973, 224.223, 317.099, 114.314, 231.97, 328.055, -2.65288, 225.71, 319.203, -124.833, 231.298, 327.105, -2.53056, 224.223, 317.099, 114.314, 231.97, 328.055, -2.65288, 225.71, 319.203, -124.833, 224.138, 316.979, 114.312, 231.874, 327.919, -2.65962, 225.638, 319.1, -124.839, 224.138, 316.979, 114.312, 231.874, 327.919, -2.65962, 225.638, 319.1, -124.839, 228.105, 322.589, 115.008, 231.135, 326.874, -2.54133, 231.544, 327.453, -2.51443, 228.222, 322.755, -125.031, 228.105, 322.589, 115.008, 231.544, 327.453, -2.51443, 228.222, 322.755, -125.031, 227.929, 322.341, 114.996, 231.38, 327.221, -2.52519, 228.05, 322.512, -125.039, 227.929, 322.341, 114.996, 231.38, 327.221, -2.52519, 231.053, 326.758, -2.54672, 228.05, 322.512, -125.039, 227.842, 322.217, 114.99, 231.298, 327.105, -2.53057, 227.964, 322.39, -125.043, 227.842, 322.217, 114.99, 231.298, 327.105, -2.53057, 227.964, 322.39, -125.043, 224.393, 317.339, 114.318, 232.163, 328.328, -2.63938, 225.856, 319.409, -124.82, 
2019 Aug 19 (Mon) 4:30, 230.642, 326.178, -2.60895, 226.686, 320.582, -125.2, 221.715, 313.552, -125.27, 225.934, 319.518, 114.531, 230.642, 326.178, -2.60895, 221.715, 313.552, -125.27, 225.934, 319.518, 114.531, 224.2, 317.066, 114.294, 230.932, 326.587, -2.73394, 224.964, 318.148, -125.053, 220.6, 311.975, 114.259, 230.932, 326.587, -2.73394, 219.659, 310.644, 114.139, 230.969, 326.639, -2.80285, 224.702, 317.776, -124.969, 226.873, 320.847, -125.193, 226.75, 320.673, 114.843, 230.193, 325.542, -2.69574, 226.873, 320.847, -125.193, 226.75, 320.673, 114.843, 226.558, 320.401, 114.832, 230.012, 325.286, -2.70625, 224.964, 318.148, -125.053, 226.686, 320.582, -125.2, 226.558, 320.401, 114.832, 226.592, 320.449, -125.204, 226.461, 320.265, 114.826, 229.921, 325.158, -2.71151, 226.592, 320.449, -125.204, 226.461, 320.265, 114.826, 223.057, 315.45, 114.17, 230.758, 326.342, -2.81604, 224.541, 317.548, -124.981, 230.193, 325.542, -2.69574, 223.057, 315.45, 114.17, 230.758, 326.342, -2.81604, 224.541, 317.548, -124.981, 222.964, 315.319, 114.169, 230.653, 326.193, -2.82263, 224.46, 317.434, -124.987, 222.964, 315.319, 114.169, 230.653, 326.193, -2.82263, 224.46, 317.434, -124.987, 227.039, 321.081, 114.859, 230.012, 325.286, -2.70625, 230.464, 325.926, -2.68001, 227.155, 321.246, -125.181, 227.039, 321.081, 114.859, 230.464, 325.926, -2.68001, 227.155, 321.246, -125.181, 226.846, 320.809, 114.848, 230.283, 325.67, -2.69051, 226.967, 320.98, -125.189, 226.846, 320.809, 114.848, 230.283, 325.67, -2.69051, 229.921, 325.158, -2.71151, 226.967, 320.98, -125.189, 226.75, 320.673, 114.843, 230.193, 325.542, -2.69576, 226.873, 320.847, -125.193, 226.75, 320.673, 114.843, 230.193, 325.542, -2.69576, 226.873, 320.847, -125.193, 223.243, 315.713, 114.173, 230.969, 326.639, -2.80285, 224.702, 317.776, -124.969, 
