Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 0:00, 228.253, 322.799, -3.47694, 228.254, 322.799, -123.477, 228.253, 322.799, 116.523, 4.54191e-08, 6.42323e-08, -35.1005, 
2019 Aug 19 (Mon) 0:30, 228.247, 322.791, -3.15794, 228.248, 322.791, -123.158, 228.247, 322.791, 116.842, 4.54918e-08, 6.43351e-08, -34.6663, 
2019 Aug 19 (Mon) 1:00, 231.692, 327.661, -2.99481, 231.692, 327.661, -122.995, 231.691, 327.661, 117.005, 4.64838e-08, 6.57381e-08, -34.6961, 
2019 Aug 19 (Mon) 1:30, 232.02, 328.126, -2.76197, 232.02, 328.126, -122.762, 232.02, 328.126, 117.238, 4.66313e-08, 6.59466e-08, -34.3976, 
2019 Aug 19 (Mon) 2:00, 229.73, 324.887, -2.61294, 229.73, 324.887, -122.613, 229.73, 324.887, 117.387, 4.60329e-08, 6.51004e-08, -34.0201, 
2019 Aug 19 (Mon) 2:30, 232.395, 328.656, -2.56508, 232.395, 328.656, -122.565, 232.395, 328.656, 117.435, 4.67821e-08, 6.61599e-08, -34.1562, 
2019 Aug 19 (Mon) 3:00, 233.091, 329.64, -2.59418, 233.091, 329.64, -122.594, 233.091, 329.64, 117.406, 4.69694e-08, 6.64247e-08, -34.2453, 
2019 Aug 19 (Mon) 3:30, 232.29, 328.508, -2.6498, 232.29, 328.508, -122.65, 232.29, 328.508, 117.35, 4.6733e-08, 6.60905e-08, -34.2618, 
2019 Aug 19 (Mon) 4:00, 231.414, 327.269, -2.56849, 231.414, 327.269, -122.569, 231.414, 327.269, 117.431, 4.65107e-08, 6.57761e-08, -34.0867, 
2019 Aug 19 (Mon) 4:30, 230.316, 325.716, -2.73831, 230.316, 325.716, -122.738, 230.316, 325.716, 117.262, 4.61654e-08, 6.52877e-08, -34.2364, 
2019 Aug 19 (Mon) 5:00, 230.994, 326.675, -2.9101, 230.994, 326.675, -122.91, 230.994, 326.675, 117.09, 4.63102e-08, 6.54925e-08, -34.5297, 
2019 Aug 19 (Mon) 5:30, 231.178, 326.935, -3.3765, 231.178, 326.935, -123.377, 231.178, 326.935, 116.623, 4.62514e-08, 6.54094e-08, -35.1816, 
