Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 6:00, 230.685, 326.237, -3.6542, 230.685, 326.237, -123.654, 230.685, 326.237, 116.346, 4.60422e-08, 6.51136e-08, -35.5257, 
2019 Aug 19 (Mon) 6:30, 225.562, 318.992, -3.66942, 225.562, 318.992, -123.669, 225.561, 318.992, 116.331, 4.4637e-08, 6.31263e-08, -35.159, 
2019 Aug 19 (Mon) 7:00, 226.29, 320.022, -4.00112, 226.29, 320.022, -124.001, 226.29, 320.022, 115.999, 4.4754e-08, 6.32917e-08, -35.6799, 
2019 Aug 19 (Mon) 7:30, 225.041, 318.255, -4.26854, 225.041, 318.256, -124.269, 225.04, 318.255, 115.731, 4.4344e-08, 6.27119e-08, -35.9548, 
2019 Aug 19 (Mon) 8:00, 225.796, 319.324, -4.21796, 225.796, 319.324, -124.218, 225.796, 319.324, 115.782, 4.45749e-08, 6.30384e-08, -35.9364, 
2019 Aug 19 (Mon) 8:30, 224.82, 317.944, -3.78965, 224.82, 317.944, -123.79, 224.82, 317.943, 116.21, 4.44035e-08, 6.2796e-08, -35.2737, 
2019 Aug 19 (Mon) 9:00, 225.101, 318.341, -3.7459, 225.101, 318.341, -123.746, 225.101, 318.341, 116.254, 4.44973e-08, 6.29287e-08, -35.23, 
2019 Aug 19 (Mon) 9:30, 227.563, 321.823, -3.7848, 227.563, 321.823, -123.785, 227.563, 321.822, 116.215, 4.5159e-08, 6.38644e-08, -35.4755, 
2019 Aug 19 (Mon) 10:00, 229.55, 324.632, -3.69401, 229.55, 324.632, -123.694, 229.55, 324.632, 116.306, 4.57212e-08, 6.46595e-08, -35.503, 
2019 Aug 19 (Mon) 10:30, 230.904, 326.548, -3.56844, 230.904, 326.548, -123.568, 230.904, 326.548, 116.432, 4.61267e-08, 6.5233e-08, -35.4222, 
2019 Aug 19 (Mon) 11:00, 229.466, 324.514, -3.5652, 229.466, 324.514, -123.565, 229.466, 324.514, 116.435, 4.57343e-08, 6.46781e-08, -35.3176, 
2019 Aug 19 (Mon) 11:30, 229.282, 324.253, -3.69356, 229.282, 324.254, -123.694, 229.282, 324.253, 116.306, 4.56506e-08, 6.45597e-08, -35.4799, 
2019 Aug 19 (Mon) 12:00, 228.995, 323.849, -3.74596, 228.996, 323.849, -123.746, 228.995, 323.848, 116.254, 4.55561e-08, 6.4426e-08, -35.5268, 
2019 Aug 19 (Mon) 12:30, 227.578, 321.844, -3.71009, 227.578, 321.844, -123.71, 227.578, 321.844, 116.29, 4.51793e-08, 6.38932e-08, -35.376, 
2019 Aug 19 (Mon) 13:00, 230.313, 325.712, -3.89985, 230.313, 325.712, -123.9, 230.313, 325.712, 116.1, 4.58828e-08, 6.4888e-08, -35.8404, 
2019 Aug 19 (Mon) 13:30, 229.955, 325.206, -3.67396, 229.955, 325.206, -123.674, 229.955, 325.206, 116.326, 4.58382e-08, 6.4825e-08, -35.5046, 
2019 Aug 19 (Mon) 14:00, 227.246, 321.374, -3.55368, 227.246, 321.374, -123.554, 227.246, 321.374, 116.446, 4.51231e-08, 6.38137e-08, -35.137, 
2019 Aug 19 (Mon) 14:30, 226.205, 319.902, -3.42042, 226.205, 319.902, -123.42, 226.205, 319.902, 116.58, 4.48685e-08, 6.34537e-08, -34.8689, 
2019 Aug 19 (Mon) 15:00, 229.922, 325.159, -3.8859, 229.922, 325.159, -123.886, 229.922, 325.158, 116.114, 4.57787e-08, 6.47409e-08, -35.7863, 
2019 Aug 19 (Mon) 15:30, 227.64, 321.932, -4.06064, 227.64, 321.932, -124.061, 227.64, 321.932, 115.939, 4.51136e-08, 6.38003e-08, -35.8602, 
2019 Aug 19 (Mon) 16:00, 228.543, 323.209, -4.40785, 228.543, 323.209, -124.408, 228.543, 323.209, 115.592, 4.5278e-08, 6.40328e-08, -36.4074, 
2019 Aug 19 (Mon) 16:30, 225.402, 318.767, -4.56395, 225.402, 318.767, -124.564, 225.402, 318.767, 115.436, 4.43849e-08, 6.27697e-08, -36.3883, 
2019 Aug 19 (Mon) 17:00, 224.708, 317.785, -5.08526, 224.708, 317.786, -125.085, 224.708, 317.785, 114.915, 4.4077e-08, 6.23343e-08, -37.0572, 
2019 Aug 19 (Mon) 17:30, 220.747, 312.183, -5.46436, 220.747, 312.184, -125.464, 220.747, 312.183, 114.536, 4.29202e-08, 6.06984e-08, -37.2714, 
2019 Aug 19 (Mon) 18:00, 218.369, 308.821, -5.94791, 218.369, 308.821, -125.948, 218.369, 308.821, 114.052, 4.21743e-08, 5.96434e-08, -37.7543, 
2019 Aug 19 (Mon) 18:30, 217.144, 307.088, -6.36346, 217.231, 307.212, -126.368, 215.48, 304.734, 112.51, 0.300032, 0.42431, -39.6037, 
2019 Aug 19 (Mon) 19:00, 215.926, 305.366, -6.3431, 216.015, 305.491, -126.348, 214.29, 303.052, 112.536, 0.297772, 0.421114, -39.4733, 
2019 Aug 19 (Mon) 19:30, 219.675, 310.668, -6.7092, 219.765, 310.795, -126.711, 217.929, 308.199, 112.155, 0.30423, 0.430247, -40.2869, 
2019 Aug 19 (Mon) 20:00, 221.928, 313.854, -6.57388, 222.015, 313.976, -126.574, 220.143, 311.329, 112.277, 0.308726, 0.436604, -40.2885, 
2019 Aug 19 (Mon) 20:30, 215.235, 304.389, -6.18416, 215.322, 304.512, -126.19, 213.625, 302.112, 112.697, 0.296734, 0.419645, -39.1978, 
2019 Aug 19 (Mon) 21:00, 218.751, 309.361, -6.2624, 218.836, 309.481, -126.265, 217.06, 306.969, 112.601, 0.303237, 0.428842, -39.6004, 
2019 Aug 19 (Mon) 21:30, 219.343, 310.198, -5.9905, 219.425, 310.314, -125.993, 217.66, 307.818, 112.866, 0.304818, 0.431078, -39.2787, 
2019 Aug 19 (Mon) 22:00, 221.237, 312.876, -5.48262, 221.311, 312.982, -125.485, 219.553, 310.495, 113.356, 0.309288, 0.4374, -38.7431, 
2019 Aug 19 (Mon) 22:30, 222.219, 314.265, -5.09373, 222.288, 314.363, -125.096, 220.546, 311.899, 113.734, 0.311839, 0.441007, -38.2938, 
2019 Aug 19 (Mon) 23:00, 223.876, 316.609, -4.5523, 223.938, 316.696, -124.554, 222.213, 314.256, 114.259, 0.315969, 0.446848, -37.6917, 
2019 Aug 19 (Mon) 23:30, 224.418, 317.375, -3.95453, 224.472, 317.451, -123.956, 222.793, 315.077, 114.845, 0.318075, 0.449825, -36.9209, 
2019 Aug 20 (Tue) 0:00, 228.233, 322.77, -3.48038, 228.276, 322.83, -123.48, 226.568, 320.416, 115.292, 0.326334, 0.461506, -36.5845, 
