Time, z_01, z_04, z_12, z_23, z_30, z_31, z_32, z_33, z_34, z_35, z_45, z_56, z_60, 
2019 Aug 19 (Mon) 5:00, 3.741e-05, 3.74665e-05, 4.77622e-05, 5.32668e-05, 5.81818e-05, 6.21527e-05, 6.29474e-05, 3.65511e-05, 3.76884e-05, 3.88e-05, 4.17404e-05, 4.31684e-05, 4.34698e-05, 
2019 Aug 19 (Mon) 5:30, 3.19558e-05, 3.05481e-05, 3.77026e-05, 4.37992e-05, 4.68013e-05, 4.89782e-05, 5.03375e-05, 2.91161e-05, 3.06907e-05, 3.15794e-05, 3.28961e-05, 3.52923e-05, 3.58788e-05, 
2019 Aug 19 (Mon) 6:00, 3.18362e-05, 2.9618e-05, 3.89231e-05, 4.65156e-05, 5.05515e-05, 5.11898e-05, 5.34391e-05, 3.09064e-05, 3.06989e-05, 3.2106e-05, 3.28409e-05, 3.62103e-05, 3.79112e-05, 
2019 Aug 19 (Mon) 6:30, 5.81918e-05, 5.61981e-05, 6.93933e-05, 7.97943e-05, 8.58559e-05, 8.85581e-05, 8.86173e-05, 5.50744e-05, 5.82861e-05, 5.93728e-05, 6.30521e-05, 6.62983e-05, 6.74011e-05, 
2019 Aug 19 (Mon) 7:00, 5.46282e-05, 5.35928e-05, 6.82537e-05, 7.73342e-05, 8.32008e-05, 8.59459e-05, 8.98882e-05, 5.21645e-05, 5.48913e-05, 5.60345e-05, 6.04414e-05, 6.37024e-05, 6.71569e-05, 
2019 Aug 19 (Mon) 7:30, 5.72937e-05, 5.53233e-05, 6.9877e-05, 7.77869e-05, 8.36712e-05, 8.8181e-05, 8.9832e-05, 5.48163e-05, 5.69488e-05, 5.81512e-05, 6.22202e-05, 6.72468e-05, 6.94727e-05, 
2019 Aug 19 (Mon) 8:00, 5.67149e-05, 5.30296e-05, 6.769e-05, 7.7423e-05, 8.53141e-05, 8.82906e-05, 8.9994e-05, 5.37377e-05, 5.72191e-05, 5.8909e-05, 6.25233e-05, 6.55175e-05, 6.71481e-05, 
2019 Aug 19 (Mon) 8:30, 5.92765e-05, 5.62859e-05, 7.06882e-05, 7.87043e-05, 8.424e-05, 8.84795e-05, 8.87492e-05, 5.33712e-05, 5.86243e-05, 6.23774e-05, 6.39461e-05, 6.8688e-05, 7.00288e-05, 
2019 Aug 19 (Mon) 9:00, 5.76069e-05, 5.56278e-05, 6.80241e-05, 7.89547e-05, 8.38954e-05, 8.70024e-05, 8.92559e-05, 5.36109e-05, 5.83099e-05, 6.05655e-05, 6.27338e-05, 6.66208e-05, 6.9698e-05, 
2019 Aug 19 (Mon) 9:30, 5.08613e-05, 4.91632e-05, 6.44666e-05, 7.19137e-05, 7.99559e-05, 8.35907e-05, 8.40554e-05, 4.78338e-05, 5.20231e-05, 5.4829e-05, 5.52793e-05, 5.99914e-05, 6.00011e-05, 
2019 Aug 19 (Mon) 10:00, 4.1183e-05, 3.83707e-05, 5.1167e-05, 5.85031e-05, 6.22617e-05, 6.72574e-05, 6.84487e-05, 3.70219e-05, 4.08615e-05, 4.25497e-05, 4.51203e-05, 4.65924e-05, 4.8274e-05, 
2019 Aug 19 (Mon) 10:30, 3.23194e-05, 2.9023e-05, 3.84211e-05, 4.40968e-05, 4.82127e-05, 5.16235e-05, 5.18042e-05, 2.73625e-05, 3.07077e-05, 3.04326e-05, 3.26057e-05, 3.62876e-05, 3.56168e-05, 
2019 Aug 19 (Mon) 11:00, 4.34293e-05, 4.24264e-05, 5.36234e-05, 5.98213e-05, 6.61435e-05, 6.91684e-05, 6.97026e-05, 3.97606e-05, 4.16737e-05, 4.35971e-05, 4.73144e-05, 4.97835e-05, 5.16683e-05, 
2019 Aug 19 (Mon) 11:30, 4.44339e-05, 4.00002e-05, 5.17531e-05, 5.97714e-05, 6.67825e-05, 7.06174e-05, 7.031e-05, 3.86171e-05, 4.19233e-05, 4.45612e-05, 4.62011e-05, 5.05763e-05, 4.9918e-05, 
2019 Aug 19 (Mon) 12:00, 4.39463e-05, 4.14204e-05, 5.49719e-05, 6.20059e-05, 6.84131e-05, 7.11532e-05, 7.14207e-05, 4.21375e-05, 4.51053e-05, 4.53026e-05, 4.77934e-05, 5.05176e-05, 5.10618e-05, 
2019 Aug 19 (Mon) 12:30, 5.233e-05, 5.11011e-05, 6.57411e-05, 7.30038e-05, 7.95852e-05, 8.29251e-05, 8.42962e-05, 4.93043e-05, 5.29161e-05, 5.36457e-05, 5.70798e-05, 6.14749e-05, 6.2495e-05, 
2019 Aug 19 (Mon) 13:00, 3.27043e-05, 3.05991e-05, 3.95768e-05, 4.52784e-05, 4.87899e-05, 5.04793e-05, 5.43688e-05, 3.08801e-05, 3.18339e-05, 3.15485e-05, 3.37403e-05, 3.59254e-05, 3.57192e-05, 
2019 Aug 19 (Mon) 13:30, 3.72533e-05, 3.59415e-05, 4.66516e-05, 5.26011e-05, 5.81071e-05, 6.03355e-05, 6.16949e-05, 3.5142e-05, 3.66935e-05, 3.75741e-05, 4.08713e-05, 4.24744e-05, 4.43693e-05, 
2019 Aug 19 (Mon) 14:00, 5.39373e-05, 5.22896e-05, 6.52822e-05, 7.65229e-05, 8.24396e-05, 8.63601e-05, 8.60347e-05, 5.03625e-05, 5.39704e-05, 5.70835e-05, 5.7746e-05, 6.21805e-05, 6.53226e-05, 
2019 Aug 19 (Mon) 14:30, 5.65762e-05, 5.40136e-05, 6.9293e-05, 7.75688e-05, 8.367e-05, 9.02077e-05, 8.92608e-05, 5.34969e-05, 5.73341e-05, 5.96086e-05, 6.17665e-05, 6.56395e-05, 6.78988e-05, 
2019 Aug 19 (Mon) 15:00, 3.59884e-05, 3.31754e-05, 4.41948e-05, 5.01857e-05, 5.43117e-05, 5.82068e-05, 5.96018e-05, 3.28701e-05, 3.56606e-05, 3.6531e-05, 3.75676e-05, 4.03474e-05, 4.19604e-05, 
2019 Aug 19 (Mon) 15:30, 5.11483e-05, 4.76299e-05, 5.97207e-05, 7.02844e-05, 7.65676e-05, 7.93455e-05, 8.24776e-05, 4.50612e-05, 5.1019e-05, 5.12196e-05, 5.22599e-05, 5.63615e-05, 5.94712e-05, 
2019 Aug 19 (Mon) 16:00, 4.132e-05, 3.91399e-05, 4.91284e-05, 5.60765e-05, 6.35792e-05, 6.66133e-05, 6.80159e-05, 3.91951e-05, 4.16305e-05, 4.06929e-05, 4.25862e-05, 4.5631e-05, 4.70023e-05, 
2019 Aug 19 (Mon) 16:30, 5.64426e-05, 5.18926e-05, 6.57721e-05, 7.77853e-05, 8.4488e-05, 8.5886e-05, 8.98512e-05, 5.34348e-05, 5.5547e-05, 5.67223e-05, 5.96808e-05, 6.47023e-05, 6.63664e-05, 
2019 Aug 19 (Mon) 17:00, 5.5069e-05, 5.40157e-05, 6.61753e-05, 7.65124e-05, 8.4105e-05, 8.61202e-05, 8.80567e-05, 5.14929e-05, 5.68183e-05, 5.59817e-05, 5.92518e-05, 6.37315e-05, 6.65239e-05, 
2019 Aug 19 (Mon) 17:30, 5.72463e-05, 5.49948e-05, 6.82247e-05, 7.5065e-05, 8.04374e-05, 8.47121e-05, 8.66894e-05, 5.35938e-05, 5.86598e-05, 6.17695e-05, 6.42634e-05, 6.96404e-05, 6.93712e-05, 
2019 Aug 19 (Mon) 18:00, 5.45635e-05, 5.30451e-05, 6.39112e-05, 6.9056e-05, 7.53352e-05, 7.67885e-05, 7.71787e-05, 5.13878e-05, 5.62475e-05, 5.95693e-05, 6.06894e-05, 6.50218e-05, 6.81177e-05, 
2019 Aug 19 (Mon) 18:30, 0.730532, 0.715693, 0.781789, 0.816863, 0.816963, 0.817063, 0.817162, 0.715776, 0.715867, 0.715955, 0.715784, 0.715874, 0.715962, 
2019 Aug 19 (Mon) 19:00, 0.726239, 0.711393, 0.777458, 0.812514, 0.812602, 0.812688, 0.812775, 0.711467, 0.711547, 0.711623, 0.711474, 0.711553, 0.711629, 
2019 Aug 19 (Mon) 19:30, 0.739083, 0.724137, 0.790559, 0.82567, 0.825813, 0.825956, 0.826095, 0.724257, 0.724382, 0.724506, 0.724264, 0.724389, 0.724514, 
2019 Aug 19 (Mon) 20:00, 0.747229, 0.732363, 0.798688, 0.833832, 0.833988, 0.834145, 0.834299, 0.732494, 0.732632, 0.732768, 0.732502, 0.73264, 0.732776, 
2019 Aug 19 (Mon) 20:30, 0.723982, 0.70919, 0.775109, 0.810154, 0.810228, 0.8103, 0.810372, 0.709252, 0.709318, 0.709383, 0.709258, 0.709325, 0.709389, 
2019 Aug 19 (Mon) 21:00, 0.736354, 0.721574, 0.787597, 0.822697, 0.822808, 0.822917, 0.823027, 0.721667, 0.721766, 0.721863, 0.721675, 0.721773, 0.721869, 
2019 Aug 19 (Mon) 21:30, 0.738788, 0.724122, 0.789914, 0.82502, 0.825123, 0.825225, 0.825326, 0.724208, 0.7243, 0.72439, 0.724216, 0.724308, 0.724397, 
2019 Aug 19 (Mon) 22:00, 0.746134, 0.731695, 0.797052, 0.832182, 0.832279, 0.832374, 0.832467, 0.731774, 0.731859, 0.731942, 0.731782, 0.731867, 0.73195, 
2019 Aug 19 (Mon) 22:30, 0.750105, 0.735834, 0.80085, 0.83599, 0.836077, 0.836162, 0.836245, 0.735906, 0.735982, 0.736056, 0.735913, 0.73599, 0.736063, 
2019 Aug 19 (Mon) 23:00, 0.756667, 0.74264, 0.807174, 0.842329, 0.842406, 0.842479, 0.842552, 0.7427, 0.742766, 0.742832, 0.742707, 0.742774, 0.742838, 
2019 Aug 19 (Mon) 23:30, 0.759353, 0.745579, 0.809566, 0.844717, 0.844769, 0.844819, 0.844867, 0.74562, 0.745664, 0.745708, 0.745626, 0.745671, 0.745714, 
2019 Aug 20 (Tue) 0:00, 0.773491, 0.759967, 0.823529, 0.858717, 0.858781, 0.858843, 0.858904, 0.760018, 0.760073, 0.760127, 0.760024, 0.760079, 0.760134, 
