Vehicle1,Monday,510,0,1080,38
Vehicle2,Tuesday,510,0,1080,38
Vehicle3,Wednesday,510,0,1080,38
Vehicle4,Thursday,510,0,1080,38
Vehicle5,Friday,510,0,1080,38
Vehicle6,Saturday,510,0,1080,38
Vehicle7,Sunday,510,0,1080,38
