Time, z_01, z_04, z_12, z_23, z_30, z_31, z_32, z_33, z_34, z_35, z_45, z_56, z_60, 
2019 Aug 19 (Mon) 0:00, 2.47456, 2.41683, 2.59365, 2.65379, 2.68642, 2.71861, 2.7498, 2.51129, 2.57744, 2.58089, 2.41969, 2.45278, 2.48485, 
2019 Aug 19 (Mon) 0:30, 1.29253, 1.32154, 1.29259, 1.29266, 1.29349, 1.29356, 1.29362, 1.28947, 1.31568, 1.34531, 1.3822, 1.41095, 1.43991, 
2019 Aug 19 (Mon) 1:00, 3.23461e-05, 2.90095e-05, 3.85939e-05, 4.33779e-05, 4.78249e-05, 4.97474e-05, 5.08332e-05, 2.88016e-05, 3.03698e-05, 3.17584e-05, 3.28615e-05, 3.44527e-05, 3.63514e-05, 
2019 Aug 19 (Mon) 1:30, 3.06214e-05, 3.10172e-05, 3.94166e-05, 4.40234e-05, 4.74239e-05, 5.07951e-05, 5.16863e-05, 2.77989e-05, 3.03496e-05, 3.17373e-05, 3.30918e-05, 3.68386e-05, 3.4692e-05, 
2019 Aug 19 (Mon) 2:00, 5.07152e-05, 4.59561e-05, 6.06304e-05, 6.8411e-05, 7.44349e-05, 7.92231e-05, 7.94386e-05, 4.71046e-05, 4.84442e-05, 5.21817e-05, 5.22513e-05, 5.67473e-05, 5.68883e-05, 
2019 Aug 19 (Mon) 2:30, 3.10642e-05, 2.69753e-05, 3.75459e-05, 4.16928e-05, 4.70215e-05, 4.82693e-05, 4.98734e-05, 2.69761e-05, 3.13474e-05, 3.19295e-05, 3.20539e-05, 3.38191e-05, 3.49121e-05, 
2019 Aug 19 (Mon) 3:00, 2.29992e-05, 2.15852e-05, 2.74647e-05, 3.16208e-05, 3.52005e-05, 3.6254e-05, 4.00032e-05, 2.05019e-05, 2.34714e-05, 2.41927e-05, 2.47226e-05, 2.56513e-05, 2.5383e-05, 
2019 Aug 19 (Mon) 3:30, 2.94789e-05, 2.94802e-05, 3.7938e-05, 4.09054e-05, 4.66929e-05, 5.04501e-05, 4.93753e-05, 2.64724e-05, 2.98486e-05, 3.16998e-05, 3.05573e-05, 3.39106e-05, 3.62905e-05, 
2019 Aug 19 (Mon) 4:00, 3.86224e-05, 3.67258e-05, 4.67856e-05, 5.4434e-05, 5.9295e-05, 6.31095e-05, 6.39028e-05, 3.71943e-05, 3.73638e-05, 3.81846e-05, 4.10418e-05, 4.43568e-05, 4.48193e-05, 
2019 Aug 19 (Mon) 4:30, 4.45639e-05, 4.33501e-05, 5.63514e-05, 6.40065e-05, 7.05072e-05, 7.31324e-05, 7.25379e-05, 4.19221e-05, 4.40094e-05, 4.69076e-05, 4.855e-05, 5.11144e-05, 5.43315e-05, 
2019 Aug 19 (Mon) 5:00, 3.80744e-05, 3.52034e-05, 4.84297e-05, 5.38558e-05, 5.82572e-05, 6.32924e-05, 6.40707e-05, 3.72232e-05, 3.77658e-05, 3.85622e-05, 3.93083e-05, 4.40811e-05, 4.45598e-05, 
2019 Aug 19 (Mon) 5:30, 3.26551e-05, 3.1287e-05, 3.75311e-05, 4.44236e-05, 4.78917e-05, 5.00272e-05, 5.0899e-05, 2.98209e-05, 3.13049e-05, 3.27358e-05, 3.35256e-05, 3.53992e-05, 3.64826e-05, 
2019 Aug 19 (Mon) 6:00, 3.22857e-05, 3.07282e-05, 4.00722e-05, 4.40499e-05, 4.78725e-05, 5.12421e-05, 5.35237e-05, 2.8458e-05, 3.0938e-05, 3.26304e-05, 3.34508e-05, 3.73531e-05, 3.56431e-05, 
2019 Aug 19 (Mon) 6:30, 5.89043e-05, 5.7381e-05, 6.95121e-05, 7.73959e-05, 8.62173e-05, 8.86215e-05, 8.96921e-05, 5.52127e-05, 5.88899e-05, 5.88316e-05, 6.37074e-05, 6.74071e-05, 6.79526e-05, 
2019 Aug 19 (Mon) 7:00, 5.57912e-05, 5.42693e-05, 6.89219e-05, 7.71503e-05, 8.37387e-05, 8.64993e-05, 8.70872e-05, 5.25623e-05, 5.59882e-05, 5.62559e-05, 6.05519e-05, 6.4279e-05, 6.48306e-05, 
2019 Aug 19 (Mon) 7:30, 5.76701e-05, 5.59686e-05, 7.05184e-05, 7.83707e-05, 8.36929e-05, 8.92675e-05, 8.98656e-05, 5.49421e-05, 5.66659e-05, 5.91995e-05, 6.22716e-05, 6.75546e-05, 6.92478e-05, 
2019 Aug 19 (Mon) 8:00, 5.74086e-05, 5.41811e-05, 6.80177e-05, 7.80256e-05, 8.29548e-05, 8.83634e-05, 8.72174e-05, 5.15542e-05, 5.78512e-05, 5.62824e-05, 5.96183e-05, 6.61222e-05, 6.72286e-05, 
2019 Aug 19 (Mon) 8:30, 5.72416e-05, 5.74704e-05, 7.0231e-05, 7.93104e-05, 8.43024e-05, 8.84852e-05, 8.93126e-05, 5.30617e-05, 5.86706e-05, 5.97459e-05, 6.37766e-05, 6.93166e-05, 7.00929e-05, 
2019 Aug 19 (Mon) 9:00, 5.80461e-05, 5.65307e-05, 6.88547e-05, 7.90541e-05, 8.39507e-05, 8.80822e-05, 9.03619e-05, 5.3638e-05, 5.77637e-05, 6.06258e-05, 6.27917e-05, 6.71843e-05, 6.9468e-05, 
2019 Aug 19 (Mon) 9:30, 5.13937e-05, 4.92428e-05, 6.45983e-05, 7.306e-05, 8.03143e-05, 8.17911e-05, 8.43364e-05, 4.84218e-05, 5.25561e-05, 5.25222e-05, 5.64073e-05, 6.06077e-05, 6.10532e-05, 
2019 Aug 19 (Mon) 10:00, 4.16123e-05, 3.87235e-05, 5.18236e-05, 5.93845e-05, 6.33574e-05, 6.73501e-05, 6.61405e-05, 3.66916e-05, 4.06801e-05, 4.26606e-05, 4.27225e-05, 4.6665e-05, 4.83656e-05, 
2019 Aug 19 (Mon) 10:30, 2.92465e-05, 2.96364e-05, 3.91087e-05, 4.44235e-05, 4.83217e-05, 4.97838e-05, 5.2117e-05, 2.79288e-05, 3.13218e-05, 3.09349e-05, 3.37224e-05, 3.41917e-05, 3.61984e-05, 
2019 Aug 19 (Mon) 11:00, 4.41368e-05, 3.9182e-05, 5.40164e-05, 6.09551e-05, 6.64651e-05, 6.97544e-05, 7.08592e-05, 4.03624e-05, 4.27817e-05, 4.33585e-05, 4.49077e-05, 4.79373e-05, 4.90488e-05, 
2019 Aug 19 (Mon) 11:30, 4.19142e-05, 4.00933e-05, 5.18417e-05, 6.03681e-05, 6.7431e-05, 6.77671e-05, 7.06063e-05, 3.91935e-05, 4.19809e-05, 4.27795e-05, 4.70746e-05, 5.09344e-05, 5.04938e-05, 
2019 Aug 19 (Mon) 12:00, 4.50775e-05, 4.25625e-05, 5.53488e-05, 6.20939e-05, 6.87337e-05, 7.17462e-05, 7.25548e-05, 4.27915e-05, 4.57375e-05, 4.58915e-05, 4.86507e-05, 5.16356e-05, 5.13304e-05, 
2019 Aug 19 (Mon) 12:30, 5.29776e-05, 4.91623e-05, 6.32573e-05, 7.41443e-05, 7.96629e-05, 8.35129e-05, 8.43349e-05, 4.96952e-05, 5.40666e-05, 5.42368e-05, 5.8251e-05, 5.88432e-05, 6.31008e-05, 
2019 Aug 19 (Mon) 13:00, 3.28879e-05, 3.18098e-05, 4.0757e-05, 4.5906e-05, 4.93813e-05, 5.15263e-05, 5.17823e-05, 2.84987e-05, 3.24653e-05, 3.26554e-05, 3.40778e-05, 3.56488e-05, 3.66972e-05, 
2019 Aug 19 (Mon) 13:30, 3.83817e-05, 3.63007e-05, 4.75421e-05, 5.28973e-05, 5.86939e-05, 6.08438e-05, 6.2247e-05, 3.51878e-05, 3.72557e-05, 3.86451e-05, 4.10127e-05, 4.30443e-05, 4.44429e-05, 
2019 Aug 19 (Mon) 14:00, 5.40656e-05, 5.21433e-05, 6.64249e-05, 7.46006e-05, 8.24618e-05, 8.69593e-05, 8.712e-05, 5.00862e-05, 5.50733e-05, 5.47579e-05, 5.83258e-05, 6.1944e-05, 6.56541e-05, 
2019 Aug 19 (Mon) 14:30, 5.72505e-05, 5.46307e-05, 6.94132e-05, 7.78841e-05, 8.42565e-05, 8.75485e-05, 8.9828e-05, 5.36021e-05, 5.74015e-05, 6.02173e-05, 6.12622e-05, 6.62039e-05, 6.90031e-05, 
2019 Aug 19 (Mon) 15:00, 3.66869e-05, 3.37984e-05, 4.483e-05, 5.08021e-05, 5.54183e-05, 5.93287e-05, 6.04257e-05, 3.29581e-05, 3.57836e-05, 3.68408e-05, 3.81437e-05, 4.14527e-05, 4.20406e-05, 
2019 Aug 19 (Mon) 15:30, 4.91661e-05, 4.82554e-05, 6.08599e-05, 7.06322e-05, 7.63483e-05, 7.99107e-05, 7.93883e-05, 4.56283e-05, 4.86938e-05, 5.20308e-05, 5.33697e-05, 5.63942e-05, 5.92783e-05, 
