Time, z_01, z_04, z_12, z_23, z_30, z_31, z_32, z_33, z_34, z_35, z_45, z_56, z_60, 
2019 Aug 19 (Mon) 16:00, 4.14927e-05, 4.03145e-05, 4.92086e-05, 5.66455e-05, 6.36713e-05, 6.66879e-05, 6.52709e-05, 3.62642e-05, 3.93055e-05, 4.06904e-05, 4.3156e-05, 4.61838e-05, 4.75733e-05, 
2019 Aug 19 (Mon) 16:30, 5.6329e-05, 5.29921e-05, 6.68719e-05, 7.78708e-05, 8.42819e-05, 8.64183e-05, 8.81164e-05, 5.10892e-05, 5.52801e-05, 5.63631e-05, 6.02435e-05, 6.52746e-05, 6.63965e-05, 
2019 Aug 19 (Mon) 17:00, 5.54348e-05, 5.46597e-05, 6.72669e-05, 7.70941e-05, 8.46939e-05, 8.66219e-05, 8.85825e-05, 5.26185e-05, 5.73544e-05, 5.70509e-05, 5.92552e-05, 6.48011e-05, 6.67843e-05, 
2019 Aug 19 (Mon) 17:30, 5.72866e-05, 5.56002e-05, 6.82947e-05, 7.55895e-05, 8.09696e-05, 8.47188e-05, 8.67149e-05, 5.35864e-05, 5.97683e-05, 5.95731e-05, 6.37418e-05, 6.74112e-05, 6.93603e-05, 
2019 Aug 19 (Mon) 18:00, 5.46121e-05, 5.31059e-05, 6.45165e-05, 6.90248e-05, 7.36576e-05, 7.78953e-05, 7.68128e-05, 5.13779e-05, 5.6776e-05, 5.96043e-05, 6.07156e-05, 6.49972e-05, 6.83676e-05, 
2019 Aug 19 (Mon) 18:30, 2.61587, 2.60155, 2.77405, 2.86695, 2.8928, 2.91978, 2.90103, 2.6025, 2.70624, 2.71841, 2.66315, 2.72522, 2.74186, 
2019 Aug 19 (Mon) 19:00, 2.60259, 2.58831, 2.76065, 2.85354, 2.8794, 2.90641, 2.88765, 2.58913, 2.69283, 2.705, 2.64993, 2.71205, 2.72869, 
2019 Aug 19 (Mon) 19:30, 5.84777e-05, 5.53796e-05, 6.92364e-05, 7.72408e-05, 8.59996e-05, 8.68185e-05, 9.00829e-05, 5.48162e-05, 6.0501e-05, 6.16239e-05, 6.52768e-05, 6.79273e-05, 7.20759e-05, 
2019 Aug 19 (Mon) 20:00, 5.82971e-05, 5.57266e-05, 6.85664e-05, 7.68189e-05, 8.5546e-05, 8.98021e-05, 9.07136e-05, 5.26281e-05, 5.79561e-05, 5.80622e-05, 6.26857e-05, 6.63745e-05, 6.69699e-05, 
2019 Aug 19 (Mon) 20:30, 4.5303e-05, 4.61152e-05, 5.22213e-05, 5.57344e-05, 5.69756e-05, 5.92295e-05, 5.9828e-05, 4.67654e-05, 5.04078e-05, 5.23886e-05, 5.35429e-05, 5.89609e-05, 5.90757e-05, 
2019 Aug 19 (Mon) 21:00, 5.54952e-05, 5.4987e-05, 6.51924e-05, 7.34466e-05, 7.7773e-05, 8.17649e-05, 8.3227e-05, 5.27101e-05, 5.89209e-05, 6.06453e-05, 6.28836e-05, 6.69344e-05, 6.80919e-05, 
2019 Aug 19 (Mon) 21:30, 5.81749e-05, 5.54494e-05, 6.64883e-05, 7.42056e-05, 7.90469e-05, 8.11358e-05, 8.25955e-05, 5.34941e-05, 5.72149e-05, 5.97584e-05, 6.27618e-05, 6.70403e-05, 6.90709e-05, 
2019 Aug 19 (Mon) 22:00, 5.71243e-05, 5.63625e-05, 6.83858e-05, 7.60502e-05, 8.17509e-05, 8.65173e-05, 8.79769e-05, 5.40685e-05, 5.99922e-05, 6.19917e-05, 6.47869e-05, 6.78035e-05, 7.06584e-05, 
2019 Aug 19 (Mon) 22:30, 5.7591e-05, 5.83126e-05, 6.97069e-05, 7.66886e-05, 8.46444e-05, 8.76985e-05, 8.83118e-05, 5.36611e-05, 5.98651e-05, 6.09564e-05, 6.49547e-05, 6.90715e-05, 6.99132e-05, 
2019 Aug 19 (Mon) 23:00, 5.83297e-05, 5.45664e-05, 6.87937e-05, 8.0101e-05, 8.62702e-05, 8.75642e-05, 9.01118e-05, 5.35097e-05, 5.93651e-05, 5.9629e-05, 6.23687e-05, 6.82371e-05, 7.13382e-05, 
2019 Aug 19 (Mon) 23:30, 5.82268e-05, 5.4808e-05, 6.90333e-05, 7.75993e-05, 8.52842e-05, 8.79792e-05, 8.88322e-05, 5.4582e-05, 5.89542e-05, 5.98284e-05, 6.52663e-05, 6.84552e-05, 6.92724e-05, 
2019 Aug 20 (Tue) 0:00, 5.06845e-05, 4.80842e-05, 6.18878e-05, 7.06266e-05, 7.66757e-05, 8.0596e-05, 8.19931e-05, 4.82292e-05, 5.18007e-05, 5.10948e-05, 5.35149e-05, 5.79287e-05, 5.93282e-05, 
