Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 8:30, 225.66, 319.132, -3.76005, 225.661, 319.132, -123.76, 225.66, 319.132, 116.24, 1.88754e-07, 2.66938e-07, 49.1502, 
2019 Aug 19 (Mon) 9:00, 225.929, 319.511, -3.71599, 225.929, 319.512, -123.716, 225.929, 319.511, 116.284, 1.89148e-07, 2.67495e-07, 49.2381, 
2019 Aug 19 (Mon) 9:30, 228.319, 322.892, -3.73801, 228.319, 322.892, -123.738, 228.319, 322.892, 116.262, 1.92838e-07, 2.72714e-07, 49.2646, 
2019 Aug 19 (Mon) 10:00, 230.236, 325.603, -3.63794, 230.236, 325.604, -123.638, 230.236, 325.603, 116.362, 1.95783e-07, 2.76878e-07, 49.5007, 
2019 Aug 19 (Mon) 10:30, 231.537, 327.443, -3.50824, 231.537, 327.443, -123.508, 231.537, 327.443, 116.492, 1.97772e-07, 2.79692e-07, 49.7739, 
2019 Aug 19 (Mon) 11:00, 230.143, 325.471, -3.51394, 230.143, 325.471, -123.514, 230.143, 325.471, 116.486, 1.9559e-07, 2.76606e-07, 49.7255, 
2019 Aug 19 (Mon) 11:30, 229.977, 325.236, -3.63916, 229.977, 325.236, -123.639, 229.976, 325.236, 116.361, 1.95378e-07, 2.76307e-07, 49.4906, 
2019 Aug 19 (Mon) 12:00, 229.704, 324.851, -3.69158, 229.704, 324.851, -123.692, 229.704, 324.851, 116.308, 1.94971e-07, 2.75731e-07, 49.388, 
2019 Aug 19 (Mon) 12:30, 228.327, 322.903, -3.66573, 228.327, 322.903, -123.666, 228.327, 322.902, 116.334, 1.92822e-07, 2.72691e-07, 49.3968, 
2019 Aug 19 (Mon) 13:00, 230.997, 326.679, -3.83224, 230.997, 326.679, -123.832, 230.997, 326.679, 116.168, 1.97044e-07, 2.78663e-07, 49.1642, 
2019 Aug 19 (Mon) 13:30, 230.628, 326.157, -3.61606, 230.628, 326.157, -123.616, 230.628, 326.157, 116.384, 1.96386e-07, 2.77731e-07, 49.5515, 
2019 Aug 19 (Mon) 14:00, 227.989, 322.425, -3.51667, 227.989, 322.425, -123.517, 227.989, 322.425, 116.483, 1.92245e-07, 2.71875e-07, 49.6607, 
2019 Aug 19 (Mon) 14:30, 226.966, 320.979, -3.3945, 226.966, 320.979, -123.395, 226.966, 320.979, 116.605, 1.90622e-07, 2.69581e-07, 49.8561, 
2019 Aug 19 (Mon) 15:00, 230.616, 326.14, -3.82114, 230.616, 326.141, -123.821, 230.616, 326.14, 116.179, 1.96444e-07, 2.77814e-07, 49.1741, 
2019 Aug 19 (Mon) 15:30, 228.421, 323.037, -4.00405, 228.421, 323.037, -124.004, 228.421, 323.037, 115.996, 1.93094e-07, 2.73077e-07, 48.7796, 
2019 Aug 19 (Mon) 16:00, 229.331, 324.323, -4.33397, 229.331, 324.323, -124.334, 229.331, 324.323, 115.666, 1.94625e-07, 2.75242e-07, 48.1981, 
2019 Aug 19 (Mon) 16:30, 226.301, 320.038, -4.50415, 226.301, 320.038, -124.504, 226.301, 320.038, 115.496, 1.89999e-07, 2.68699e-07, 47.8064, 
2019 Aug 19 (Mon) 17:00, 225.678, 319.157, -5.01179, 225.678, 319.157, -125.012, 225.678, 319.157, 114.988, 1.89221e-07, 2.676e-07, 46.8623, 
2019 Aug 19 (Mon) 17:30, 221.874, 313.777, -5.40251, 221.874, 313.777, -125.403, 221.874, 313.777, 114.597, 1.83572e-07, 2.5961e-07, 46.05, 
2019 Aug 19 (Mon) 18:00, 219.615, 310.582, -5.884, 219.615, 310.582, -125.884, 219.615, 310.582, 114.116, 1.80337e-07, 2.55035e-07, 45.1144, 
2019 Aug 19 (Mon) 18:30, 199.154, 281.647, -17.02, 191.221, 270.427, -140.406, 198.931, 281.331, 103.296, 1.12483, 1.59075, 22.1301, 
2019 Aug 19 (Mon) 19:00, 198.222, 280.329, -16.9566, 190.397, 269.262, -140.33, 198.012, 280.031, 103.36, 1.11576, 1.57793, 22.2457, 
2019 Aug 19 (Mon) 19:30, 220.997, 312.536, -6.60365, 220.997, 312.537, -126.604, 220.997, 312.536, 113.396, 1.82632e-07, 2.5828e-07, 43.8412, 
2019 Aug 19 (Mon) 20:00, 223.165, 315.603, -6.4588, 223.165, 315.603, -126.459, 223.165, 315.603, 113.541, 1.85859e-07, 2.62844e-07, 44.1577, 
2019 Aug 19 (Mon) 20:30, 216.646, 306.384, -6.12805, 216.646, 306.384, -126.128, 216.646, 306.384, 113.872, 1.76016e-07, 2.48925e-07, 44.5932, 
2019 Aug 19 (Mon) 21:00, 220.058, 311.209, -6.17966, 220.058, 311.21, -126.18, 220.058, 311.209, 113.82, 1.81098e-07, 2.56111e-07, 44.5871, 
2019 Aug 19 (Mon) 21:30, 220.605, 311.982, -5.91399, 220.605, 311.983, -125.914, 220.605, 311.982, 114.086, 1.81826e-07, 2.57141e-07, 45.0853, 
2019 Aug 19 (Mon) 22:00, 222.389, 314.505, -5.41236, 222.389, 314.505, -125.412, 222.388, 314.505, 114.588, 1.84352e-07, 2.60713e-07, 46.0442, 
2019 Aug 19 (Mon) 22:30, 223.301, 315.795, -5.03124, 223.301, 315.795, -125.031, 223.301, 315.795, 114.969, 1.85604e-07, 2.62484e-07, 46.7634, 
2019 Aug 19 (Mon) 23:00, 224.851, 317.987, -4.49851, 224.851, 317.987, -124.499, 224.851, 317.987, 115.501, 1.87781e-07, 2.65562e-07, 47.7776, 
2019 Aug 19 (Mon) 23:30, 225.314, 318.643, -3.91865, 225.315, 318.643, -123.919, 225.314, 318.643, 116.081, 1.8828e-07, 2.66268e-07, 48.8509, 
2019 Aug 20 (Tue) 0:00, 228.958, 323.796, -3.43618, 228.958, 323.796, -123.436, 228.958, 323.795, 116.564, 1.93716e-07, 2.73956e-07, 49.8357, 
