Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 11:30, 229.282, 324.253, -3.69357, 229.282, 324.254, -123.694, 229.282, 324.253, 116.306, 1.54311e-07, 2.18229e-07, 26.1227, 
2019 Aug 19 (Mon) 12:00, 228.995, 323.849, -3.74597, 228.996, 323.849, -123.746, 228.995, 323.848, 116.254, 1.54138e-07, 2.17985e-07, 26.0654, 
2019 Aug 19 (Mon) 12:30, 227.578, 321.844, -3.7101, 227.578, 321.844, -123.71, 227.578, 321.844, 116.29, 1.53204e-07, 2.16663e-07, 26.0573, 
2019 Aug 19 (Mon) 13:00, 230.313, 325.712, -3.89986, 230.313, 325.712, -123.9, 230.313, 325.712, 116.1, 1.55048e-07, 2.19272e-07, 25.9532, 
2019 Aug 19 (Mon) 13:30, 229.955, 325.206, -3.67396, 229.955, 325.206, -123.674, 229.955, 325.206, 116.326, 1.54738e-07, 2.18833e-07, 26.1627, 
2019 Aug 19 (Mon) 14:00, 227.246, 321.374, -3.55369, 227.246, 321.374, -123.554, 227.246, 321.374, 116.446, 1.52938e-07, 2.16287e-07, 26.1991, 
2019 Aug 19 (Mon) 14:30, 226.205, 319.902, -3.42042, 226.205, 319.902, -123.42, 226.205, 319.902, 116.58, 1.52221e-07, 2.15273e-07, 26.2985, 
2019 Aug 19 (Mon) 15:00, 229.922, 325.159, -3.8859, 229.922, 325.159, -123.886, 229.922, 325.158, 116.114, 1.54786e-07, 2.189e-07, 25.957, 
2019 Aug 19 (Mon) 15:30, 227.64, 321.932, -4.06064, 227.64, 321.932, -124.061, 227.64, 321.932, 115.939, 1.53357e-07, 2.1688e-07, 25.7184, 
2019 Aug 19 (Mon) 16:00, 228.543, 323.209, -4.40786, 228.543, 323.209, -124.408, 228.543, 323.209, 115.592, 1.54058e-07, 2.1787e-07, 25.408, 
2019 Aug 19 (Mon) 16:30, 225.402, 318.767, -4.56395, 225.402, 318.767, -124.564, 225.402, 318.767, 115.436, 1.52043e-07, 2.15022e-07, 25.1625, 
2019 Aug 19 (Mon) 17:00, 224.708, 317.785, -5.08526, 224.708, 317.786, -125.085, 224.708, 317.785, 114.915, 1.51754e-07, 2.14613e-07, 24.6315, 
2019 Aug 19 (Mon) 17:30, 220.747, 312.183, -5.46436, 220.747, 312.184, -125.464, 220.747, 312.183, 114.536, 1.49234e-07, 2.11049e-07, 24.1374, 
2019 Aug 19 (Mon) 18:00, 218.369, 308.821, -5.94791, 218.369, 308.821, -125.948, 218.369, 308.821, 114.052, 1.47776e-07, 2.08987e-07, 23.5832, 
2019 Aug 19 (Mon) 18:30, 192.514, 272.256, -18.4293, 202.2, 285.954, -135.361, 202.012, 285.689, 105.301, 0.791072, 1.11874, 12.0099, 
2019 Aug 19 (Mon) 19:00, 191.722, 271.135, -18.3048, 201.26, 284.624, -135.258, 201.067, 284.352, 105.399, 0.783467, 1.10799, 12.0951, 
2019 Aug 19 (Mon) 19:30, 194.617, 275.231, -18.6797, 204.405, 289.072, -135.641, 204.236, 288.833, 105.016, 0.788447, 1.11503, 11.8052, 
2019 Aug 19 (Mon) 20:00, 195.793, 276.893, -18.9129, 205.979, 291.298, -135.793, 205.817, 291.07, 104.883, 0.813007, 1.14977, 11.6667, 
2019 Aug 19 (Mon) 20:30, 191.048, 270.183, -18.2387, 200.603, 283.695, -135.167, 200.404, 283.414, 105.495, 0.788142, 1.1146, 12.1573, 
2019 Aug 19 (Mon) 21:00, 193.359, 273.451, -18.5969, 203.329, 287.551, -135.469, 203.147, 287.293, 105.208, 0.808867, 1.14391, 11.9103, 
2019 Aug 19 (Mon) 21:30, 193.314, 273.387, -18.6651, 203.549, 287.862, -135.458, 203.364, 287.601, 105.237, 0.829617, 1.17326, 11.8958, 
2019 Aug 19 (Mon) 22:00, 193.72, 273.961, -18.8721, 204.558, 289.288, -135.502, 204.373, 289.027, 105.231, 0.873831, 1.23578, 11.8159, 
2019 Aug 19 (Mon) 22:30, 193.748, 274.002, -18.9829, 204.985, 289.892, -135.498, 204.798, 289.628, 105.26, 0.904152, 1.27866, 11.7863, 
2019 Aug 19 (Mon) 23:00, 193.972, 274.317, -19.1657, 205.803, 291.05, -135.518, 205.616, 290.785, 105.279, 0.948176, 1.34092, 11.7259, 
2019 Aug 19 (Mon) 23:30, 193.458, 273.591, -19.2403, 205.767, 290.998, -135.438, 205.572, 290.723, 105.394, 0.987484, 1.39651, 11.7433, 
2019 Aug 20 (Tue) 0:00, 195.44, 276.393, -19.4841, 208.474, 294.827, -135.528, 208.293, 294.57, 105.341, 1.03198, 1.45945, 11.6834, 
