Time, 11 (3), , , , , , , 15 (7), , , , , , , 16 (8), , , , , , , 17 (9), , , , , , , 18 (10), , , , , , , 20 (13), , , , , , , 21 (14), , , , , , , 26 (19), , , , , , , 27 (20), , , , , , , 31 (25), , , , , , , 32 (26), , , , , , , 34 (28), , , , , , , 38 (32), , , , , , , 39 (33), , , , , , , 3 (23), , , , , , , 41 (36), , , , , , , 48 (43), , , , , , , 4 (34), , , , , , , 50 (46), , , , , , , 51 (47), , , , , , , 53 (49), , , , , , , 54 (50), , , , , , , 55 (51), , , , , , , 56 (52), , , , , , , 58 (54), , , , , , , 5 (45), , , , , , , 61 (58), , , , , , , 62 (59), , , , , , , 64 (61), , , , , , , 65 (62), , , , , , , 66 (63), , , , , , , 6 (56), , , , , , , 7 (64), , , , , , , 8 (65), , , , , , , 
Time, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, 
2019 Aug 19 (Mon) 5:00, 222.048, 0, 0, 100, 0, 0, 0, 223.859, 0, 0, 100, 0, 0, 0, 223.819, 0, 0, 100, 0, 0, 0, 219.187, 0, 0, 100, 0, 0, 0, 216.807, 0, 0, 95.1717, 0, 0, 0, 219.582, 0, 0, 92.4513, 0, 0, 0, 214.474, 0, 0, 96.0745, 0, 0, 0, 223.892, 0, 0, 99.4643, 0, 0, 0, 223.06, 0, 0, 98.9206, 0, 0, 0, 218.643, 0, 0, 88.5894, 0, 0, 0, 224.284, 0, 0, 98.3583, 0, 0, 0, 216.599, 0, 0, 97.3842, 0, 0, 0, 213.649, 0, 0, 96.3961, 0, 0, 0, 216.044, 0, 0, 94.5384, 0, 0, 0, 216.807, 0, 0, 97.905, 0, 0, 0, 217.135, 0, 0, 100, 0, 0, 0, 219.476, 0, 0, 100, 0, 0, 0, 221.392, 0, 0, 100, 0, 0, 0, 221.984, 0, 0, 100, 0, 0, 0, 220.254, 0, 0, 94.1513, 0, 0, 0, 221.984, 0, 0, 100, 0, 0, 0, 223.848, 0, 0, 100, 0, 0, 0, 218.887, 0, 0, 92.148, 0, 0, 0, 217.623, 0, 0, 91.0082, 0, 0, 0, 222.458, 0, 0, 100, 0, 0, 0, 220.896, 0, 0, 100, 0, 0, 0, 221.694, 0, 0, 100, 0, 0, 0, 217.226, 0, 0, 81.8735, 0, 0, 0, 218.134, 0, 0, 92.3739, 0, 0, 0, 220.77, 0, 0, 98.0301, 0, 0, 0, 224.549, 0, 0, 100, 0, 0, 0, 220.134, 0, 0, 100, 0, 0, 0, 223.165, 0, 0, 100, 0, 0, 0, 217.973, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 5:30, 222.016, 0, 0, 100, 0, 0, 0, 223.835, 0, 0, 100, 0, 0, 0, 223.769, 0, 0, 100, 0, 0, 0, 219.101, 0, 0, 100, 0, 0, 0, 216.75, 0, 0, 95.1717, 0, 0, 0, 219.514, 0, 0, 92.4513, 0, 0, 0, 214.373, 0, 0, 96.0745, 0, 0, 0, 223.874, 0, 0, 99.4643, 0, 0, 0, 223.05, 0, 0, 98.9206, 0, 0, 0, 218.622, 0, 0, 88.5894, 0, 0, 0, 224.245, 0, 0, 98.3583, 0, 0, 0, 216.53, 0, 0, 97.3842, 0, 0, 0, 213.537, 0, 0, 96.3961, 0, 0, 0, 215.954, 0, 0, 94.5384, 0, 0, 0, 216.75, 0, 0, 97.905, 0, 0, 0, 217.02, 0, 0, 100, 0, 0, 0, 219.376, 0, 0, 100, 0, 0, 0, 221.34, 0, 0, 100, 0, 0, 0, 221.953, 0, 0, 100, 0, 0, 0, 220.256, 0, 0, 94.1513, 0, 0, 0, 221.953, 0, 0, 100, 0, 0, 0, 223.85, 0, 0, 100, 0, 0, 0, 218.884, 0, 0, 92.148, 0, 0, 0, 217.58, 0, 0, 91.0082, 0, 0, 0, 222.455, 0, 0, 100, 0, 0, 0, 220.831, 0, 0, 100, 0, 0, 0, 221.685, 0, 0, 100, 0, 0, 0, 217.176, 0, 0, 81.8735, 0, 0, 0, 218.126, 0, 0, 92.3739, 0, 0, 0, 220.719, 0, 0, 98.0301, 0, 0, 0, 224.531, 0, 0, 100, 0, 0, 0, 220.062, 0, 0, 100, 0, 0, 0, 223.095, 0, 0, 100, 0, 0, 0, 217.87, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 6:00, 221.443, 0, 0, 100, 0, 0, 0, 223.258, 0, 0, 100, 0, 0, 0, 223.163, 0, 0, 100, 0, 0, 0, 218.5, 0, 0, 100, 0, 0, 0, 216.164, 0, 0, 95.1717, 0, 0, 0, 218.9, 0, 0, 92.4513, 0, 0, 0, 213.766, 0, 0, 96.0745, 0, 0, 0, 223.309, 0, 0, 99.4643, 0, 0, 0, 222.491, 0, 0, 98.9206, 0, 0, 0, 218.061, 0, 0, 88.5894, 0, 0, 0, 223.657, 0, 0, 98.3583, 0, 0, 0, 215.954, 0, 0, 97.3842, 0, 0, 0, 212.919, 0, 0, 96.3961, 0, 0, 0, 215.335, 0, 0, 94.5384, 0, 0, 0, 216.164, 0, 0, 97.905, 0, 0, 0, 216.392, 0, 0, 100, 0, 0, 0, 218.74, 0, 0, 100, 0, 0, 0, 220.771, 0, 0, 100, 0, 0, 0, 221.403, 0, 0, 100, 0, 0, 0, 219.723, 0, 0, 94.1513, 0, 0, 0, 221.403, 0, 0, 100, 0, 0, 0, 223.307, 0, 0, 100, 0, 0, 0, 218.343, 0, 0, 92.148, 0, 0, 0, 217.028, 0, 0, 91.0082, 0, 0, 0, 221.904, 0, 0, 100, 0, 0, 0, 220.25, 0, 0, 100, 0, 0, 0, 221.129, 0, 0, 100, 0, 0, 0, 216.618, 0, 0, 81.8735, 0, 0, 0, 217.58, 0, 0, 92.3739, 0, 0, 0, 220.151, 0, 0, 98.0301, 0, 0, 0, 223.964, 0, 0, 100, 0, 0, 0, 219.476, 0, 0, 100, 0, 0, 0, 222.471, 0, 0, 100, 0, 0, 0, 217.252, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 6:30, 216.721, 0, 0, 100, 0, 0, 0, 218.468, 0, 0, 100, 0, 0, 0, 218.261, 0, 0, 100, 0, 0, 0, 213.801, 0, 0, 100, 0, 0, 0, 211.454, 0, 0, 95.1717, 0, 0, 0, 214.009, 0, 0, 92.4513, 0, 0, 0, 209.094, 0, 0, 96.0745, 0, 0, 0, 218.592, 0, 0, 99.4643, 0, 0, 0, 217.776, 0, 0, 98.9206, 0, 0, 0, 213.387, 0, 0, 88.5894, 0, 0, 0, 218.846, 0, 0, 98.3583, 0, 0, 0, 211.388, 0, 0, 97.3842, 0, 0, 0, 208.215, 0, 0, 96.3961, 0, 0, 0, 210.513, 0, 0, 94.5384, 0, 0, 0, 211.454, 0, 0, 97.905, 0, 0, 0, 211.611, 0, 0, 100, 0, 0, 0, 213.814, 0, 0, 100, 0, 0, 0, 216.18, 0, 0, 100, 0, 0, 0, 216.877, 0, 0, 100, 0, 0, 0, 215.168, 0, 0, 94.1513, 0, 0, 0, 216.877, 0, 0, 100, 0, 0, 0, 218.676, 0, 0, 100, 0, 0, 0, 213.744, 0, 0, 92.148, 0, 0, 0, 212.542, 0, 0, 91.0082, 0, 0, 0, 217.229, 0, 0, 100, 0, 0, 0, 215.618, 0, 0, 100, 0, 0, 0, 216.443, 0, 0, 100, 0, 0, 0, 212.115, 0, 0, 81.8735, 0, 0, 0, 212.971, 0, 0, 92.3739, 0, 0, 0, 215.574, 0, 0, 98.0301, 0, 0, 0, 219.232, 0, 0, 100, 0, 0, 0, 214.835, 0, 0, 100, 0, 0, 0, 217.499, 0, 0, 100, 0, 0, 0, 212.504, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 7:00, 217.254, 0, 0, 100, 0, 0, 0, 219.014, 0, 0, 100, 0, 0, 0, 218.803, 0, 0, 100, 0, 0, 0, 214.295, 0, 0, 100, 0, 0, 0, 211.968, 0, 0, 95.1717, 0, 0, 0, 214.537, 0, 0, 92.4513, 0, 0, 0, 209.574, 0, 0, 96.0745, 0, 0, 0, 219.134, 0, 0, 99.4643, 0, 0, 0, 218.323, 0, 0, 98.9206, 0, 0, 0, 213.923, 0, 0, 88.5894, 0, 0, 0, 219.385, 0, 0, 98.3583, 0, 0, 0, 211.877, 0, 0, 97.3842, 0, 0, 0, 208.691, 0, 0, 96.3961, 0, 0, 0, 211.017, 0, 0, 94.5384, 0, 0, 0, 211.968, 0, 0, 97.905, 0, 0, 0, 212.094, 0, 0, 100, 0, 0, 0, 214.324, 0, 0, 100, 0, 0, 0, 216.685, 0, 0, 100, 0, 0, 0, 217.389, 0, 0, 100, 0, 0, 0, 215.706, 0, 0, 94.1513, 0, 0, 0, 217.389, 0, 0, 100, 0, 0, 0, 219.223, 0, 0, 100, 0, 0, 0, 214.283, 0, 0, 92.148, 0, 0, 0, 213.04, 0, 0, 91.0082, 0, 0, 0, 217.776, 0, 0, 100, 0, 0, 0, 216.118, 0, 0, 100, 0, 0, 0, 216.988, 0, 0, 100, 0, 0, 0, 212.611, 0, 0, 81.8735, 0, 0, 0, 213.507, 0, 0, 92.3739, 0, 0, 0, 216.077, 0, 0, 98.0301, 0, 0, 0, 219.776, 0, 0, 100, 0, 0, 0, 215.332, 0, 0, 100, 0, 0, 0, 218.035, 0, 0, 100, 0, 0, 0, 212.991, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 7:30, 215.995, 0, 0, 100, 0, 0, 0, 217.74, 0, 0, 100, 0, 0, 0, 217.485, 0, 0, 100, 0, 0, 0, 213.013, 0, 0, 100, 0, 0, 0, 210.698, 0, 0, 95.1717, 0, 0, 0, 213.213, 0, 0, 92.4513, 0, 0, 0, 208.291, 0, 0, 96.0745, 0, 0, 0, 217.883, 0, 0, 99.4643, 0, 0, 0, 217.077, 0, 0, 98.9206, 0, 0, 0, 212.681, 0, 0, 88.5894, 0, 0, 0, 218.098, 0, 0, 98.3583, 0, 0, 0, 210.638, 0, 0, 97.3842, 0, 0, 0, 207.393, 0, 0, 96.3961, 0, 0, 0, 209.699, 0, 0, 94.5384, 0, 0, 0, 210.698, 0, 0, 97.905, 0, 0, 0, 210.773, 0, 0, 100, 0, 0, 0, 212.973, 0, 0, 100, 0, 0, 0, 215.449, 0, 0, 100, 0, 0, 0, 216.181, 0, 0, 100, 0, 0, 0, 214.509, 0, 0, 94.1513, 0, 0, 0, 216.181, 0, 0, 100, 0, 0, 0, 218.006, 0, 0, 100, 0, 0, 0, 213.071, 0, 0, 92.148, 0, 0, 0, 211.836, 0, 0, 91.0082, 0, 0, 0, 216.544, 0, 0, 100, 0, 0, 0, 214.864, 0, 0, 100, 0, 0, 0, 215.75, 0, 0, 100, 0, 0, 0, 211.399, 0, 0, 81.8735, 0, 0, 0, 212.289, 0, 0, 92.3739, 0, 0, 0, 214.845, 0, 0, 98.0301, 0, 0, 0, 218.521, 0, 0, 100, 0, 0, 0, 214.072, 0, 0, 100, 0, 0, 0, 216.689, 0, 0, 100, 0, 0, 0, 211.686, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 8:00, 216.711, 0, 0, 100, 0, 0, 0, 218.466, 0, 0, 100, 0, 0, 0, 218.23, 0, 0, 100, 0, 0, 0, 213.731, 0, 0, 100, 0, 0, 0, 211.415, 0, 0, 95.1717, 0, 0, 0, 213.958, 0, 0, 92.4513, 0, 0, 0, 209.006, 0, 0, 96.0745, 0, 0, 0, 218.597, 0, 0, 99.4643, 0, 0, 0, 217.79, 0, 0, 98.9206, 0, 0, 0, 213.389, 0, 0, 88.5894, 0, 0, 0, 218.828, 0, 0, 98.3583, 0, 0, 0, 211.335, 0, 0, 97.3842, 0, 0, 0, 208.114, 0, 0, 96.3961, 0, 0, 0, 210.436, 0, 0, 94.5384, 0, 0, 0, 211.415, 0, 0, 97.905, 0, 0, 0, 211.507, 0, 0, 100, 0, 0, 0, 213.727, 0, 0, 100, 0, 0, 0, 216.147, 0, 0, 100, 0, 0, 0, 216.867, 0, 0, 100, 0, 0, 0, 215.196, 0, 0, 94.1513, 0, 0, 0, 216.867, 0, 0, 100, 0, 0, 0, 218.705, 0, 0, 100, 0, 0, 0, 213.766, 0, 0, 92.148, 0, 0, 0, 212.518, 0, 0, 91.0082, 0, 0, 0, 217.251, 0, 0, 100, 0, 0, 0, 215.57, 0, 0, 100, 0, 0, 0, 216.458, 0, 0, 100, 0, 0, 0, 212.084, 0, 0, 81.8735, 0, 0, 0, 212.986, 0, 0, 92.3739, 0, 0, 0, 215.541, 0, 0, 98.0301, 0, 0, 0, 219.237, 0, 0, 100, 0, 0, 0, 214.78, 0, 0, 100, 0, 0, 0, 217.446, 0, 0, 100, 0, 0, 0, 212.413, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 8:30, 215.988, 0, 0, 100, 0, 0, 0, 217.726, 0, 0, 100, 0, 0, 0, 217.496, 0, 0, 100, 0, 0, 0, 213.059, 0, 0, 100, 0, 0, 0, 210.717, 0, 0, 95.1717, 0, 0, 0, 213.241, 0, 0, 92.4513, 0, 0, 0, 208.352, 0, 0, 96.0745, 0, 0, 0, 217.863, 0, 0, 99.4643, 0, 0, 0, 217.049, 0, 0, 98.9206, 0, 0, 0, 212.665, 0, 0, 88.5894, 0, 0, 0, 218.098, 0, 0, 98.3583, 0, 0, 0, 210.67, 0, 0, 97.3842, 0, 0, 0, 207.465, 0, 0, 96.3961, 0, 0, 0, 209.75, 0, 0, 94.5384, 0, 0, 0, 210.717, 0, 0, 97.905, 0, 0, 0, 210.848, 0, 0, 100, 0, 0, 0, 213.033, 0, 0, 100, 0, 0, 0, 215.462, 0, 0, 100, 0, 0, 0, 216.174, 0, 0, 100, 0, 0, 0, 214.469, 0, 0, 94.1513, 0, 0, 0, 216.174, 0, 0, 100, 0, 0, 0, 217.966, 0, 0, 100, 0, 0, 0, 213.037, 0, 0, 92.148, 0, 0, 0, 211.842, 0, 0, 91.0082, 0, 0, 0, 216.51, 0, 0, 100, 0, 0, 0, 214.89, 0, 0, 100, 0, 0, 0, 215.722, 0, 0, 100, 0, 0, 0, 211.411, 0, 0, 81.8735, 0, 0, 0, 212.261, 0, 0, 92.3739, 0, 0, 0, 214.858, 0, 0, 98.0301, 0, 0, 0, 218.501, 0, 0, 100, 0, 0, 0, 214.104, 0, 0, 100, 0, 0, 0, 216.718, 0, 0, 100, 0, 0, 0, 211.749, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 9:00, 224.684, 0, 0, 100, 0, 0, 0, 224.683, 0, 0, 100, 0, 0, 0, 224.135, 0, 0, 100, 0, 0, 0, 224.135, 0, 0, 100, 0, 0, 0, 224.136, 0, 0, 95.1717, 0, 0, 0, 223.725, 0, 0, 92.4513, 0, 0, 0, 223.725, 0, 0, 96.0745, 0, 0, 0, 224.956, 0, 0, 99.4643, 0, 0, 0, 224.956, 0, 0, 98.9206, 0, 0, 0, 224.681, 0, 0, 88.5894, 0, 0, 0, 224.544, 0, 0, 98.3583, 0, 0, 0, 224.543, 0, 0, 97.3842, 0, 0, 0, 223.451, 0, 0, 96.3961, 0, 0, 0, 223.452, 0, 0, 94.5384, 0, 0, 0, 224.136, 0, 0, 97.905, 0, 0, 0, 223.451, 0, 0, 100, 0, 0, 0, 223.315, 0, 0, 100, 0, 0, 0, 224.956, 0, 0, 100, 0, 0, 0, 225.369, 0, 0, 100, 0, 0, 0, 225.369, 0, 0, 94.1513, 0, 0, 0, 225.369, 0, 0, 100, 0, 0, 0, 225.369, 0, 0, 100, 0, 0, 0, 225.093, 0, 0, 92.148, 0, 0, 0, 225.093, 0, 0, 91.0082, 0, 0, 0, 225.093, 0, 0, 100, 0, 0, 0, 224.681, 0, 0, 100, 0, 0, 0, 224.955, 0, 0, 100, 0, 0, 0, 224.955, 0, 0, 81.8735, 0, 0, 0, 224.955, 0, 0, 92.3739, 0, 0, 0, 224.955, 0, 0, 98.0301, 0, 0, 0, 224.956, 0, 0, 100, 0, 0, 0, 224.543, 0, 0, 100, 0, 0, 0, 223.725, 0, 0, 100, 0, 0, 0, 223.725, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 9:30, 227.151, 0, 0, 100, 0, 0, 0, 227.15, 0, 0, 100, 0, 0, 0, 226.649, 0, 0, 100, 0, 0, 0, 226.65, 0, 0, 100, 0, 0, 0, 226.65, 0, 0, 95.1717, 0, 0, 0, 226.274, 0, 0, 92.4513, 0, 0, 0, 226.274, 0, 0, 96.0745, 0, 0, 0, 227.4, 0, 0, 99.4643, 0, 0, 0, 227.4, 0, 0, 98.9206, 0, 0, 0, 227.149, 0, 0, 88.5894, 0, 0, 0, 227.023, 0, 0, 98.3583, 0, 0, 0, 227.023, 0, 0, 97.3842, 0, 0, 0, 226.024, 0, 0, 96.3961, 0, 0, 0, 226.024, 0, 0, 94.5384, 0, 0, 0, 226.65, 0, 0, 97.905, 0, 0, 0, 226.024, 0, 0, 100, 0, 0, 0, 225.899, 0, 0, 100, 0, 0, 0, 227.4, 0, 0, 100, 0, 0, 0, 227.777, 0, 0, 100, 0, 0, 0, 227.778, 0, 0, 94.1513, 0, 0, 0, 227.777, 0, 0, 100, 0, 0, 0, 227.778, 0, 0, 100, 0, 0, 0, 227.525, 0, 0, 92.148, 0, 0, 0, 227.526, 0, 0, 91.0082, 0, 0, 0, 227.525, 0, 0, 100, 0, 0, 0, 227.149, 0, 0, 100, 0, 0, 0, 227.4, 0, 0, 100, 0, 0, 0, 227.4, 0, 0, 81.8735, 0, 0, 0, 227.4, 0, 0, 92.3739, 0, 0, 0, 227.4, 0, 0, 98.0301, 0, 0, 0, 227.4, 0, 0, 100, 0, 0, 0, 227.023, 0, 0, 100, 0, 0, 0, 226.274, 0, 0, 100, 0, 0, 0, 226.274, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 10:00, 229.154, 0, 0, 100, 0, 0, 0, 229.154, 0, 0, 100, 0, 0, 0, 228.698, 0, 0, 100, 0, 0, 0, 228.699, 0, 0, 100, 0, 0, 0, 228.699, 0, 0, 95.1717, 0, 0, 0, 228.357, 0, 0, 92.4513, 0, 0, 0, 228.357, 0, 0, 96.0745, 0, 0, 0, 229.381, 0, 0, 99.4643, 0, 0, 0, 229.38, 0, 0, 98.9206, 0, 0, 0, 229.152, 0, 0, 88.5894, 0, 0, 0, 229.038, 0, 0, 98.3583, 0, 0, 0, 229.038, 0, 0, 97.3842, 0, 0, 0, 228.13, 0, 0, 96.3961, 0, 0, 0, 228.13, 0, 0, 94.5384, 0, 0, 0, 228.699, 0, 0, 97.905, 0, 0, 0, 228.13, 0, 0, 100, 0, 0, 0, 228.017, 0, 0, 100, 0, 0, 0, 229.381, 0, 0, 100, 0, 0, 0, 229.723, 0, 0, 100, 0, 0, 0, 229.723, 0, 0, 94.1513, 0, 0, 0, 229.723, 0, 0, 100, 0, 0, 0, 229.723, 0, 0, 100, 0, 0, 0, 229.494, 0, 0, 92.148, 0, 0, 0, 229.495, 0, 0, 91.0082, 0, 0, 0, 229.494, 0, 0, 100, 0, 0, 0, 229.152, 0, 0, 100, 0, 0, 0, 229.38, 0, 0, 100, 0, 0, 0, 229.38, 0, 0, 81.8735, 0, 0, 0, 229.38, 0, 0, 92.3739, 0, 0, 0, 229.38, 0, 0, 98.0301, 0, 0, 0, 229.38, 0, 0, 100, 0, 0, 0, 229.038, 0, 0, 100, 0, 0, 0, 228.357, 0, 0, 100, 0, 0, 0, 228.357, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 10:30, 230.526, 0, 0, 100, 0, 0, 0, 230.525, 0, 0, 100, 0, 0, 0, 230.106, 0, 0, 100, 0, 0, 0, 230.106, 0, 0, 100, 0, 0, 0, 230.106, 0, 0, 95.1717, 0, 0, 0, 229.791, 0, 0, 92.4513, 0, 0, 0, 229.791, 0, 0, 96.0745, 0, 0, 0, 230.735, 0, 0, 99.4643, 0, 0, 0, 230.735, 0, 0, 98.9206, 0, 0, 0, 230.524, 0, 0, 88.5894, 0, 0, 0, 230.419, 0, 0, 98.3583, 0, 0, 0, 230.419, 0, 0, 97.3842, 0, 0, 0, 229.582, 0, 0, 96.3961, 0, 0, 0, 229.582, 0, 0, 94.5384, 0, 0, 0, 230.106, 0, 0, 97.905, 0, 0, 0, 229.582, 0, 0, 100, 0, 0, 0, 229.477, 0, 0, 100, 0, 0, 0, 230.735, 0, 0, 100, 0, 0, 0, 231.051, 0, 0, 100, 0, 0, 0, 231.051, 0, 0, 94.1513, 0, 0, 0, 231.051, 0, 0, 100, 0, 0, 0, 231.051, 0, 0, 100, 0, 0, 0, 230.84, 0, 0, 92.148, 0, 0, 0, 230.84, 0, 0, 91.0082, 0, 0, 0, 230.84, 0, 0, 100, 0, 0, 0, 230.524, 0, 0, 100, 0, 0, 0, 230.734, 0, 0, 100, 0, 0, 0, 230.734, 0, 0, 81.8735, 0, 0, 0, 230.734, 0, 0, 92.3739, 0, 0, 0, 230.734, 0, 0, 98.0301, 0, 0, 0, 230.735, 0, 0, 100, 0, 0, 0, 230.419, 0, 0, 100, 0, 0, 0, 229.791, 0, 0, 100, 0, 0, 0, 229.791, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 11:00, 229.082, 0, 0, 100, 0, 0, 0, 229.082, 0, 0, 100, 0, 0, 0, 228.634, 0, 0, 100, 0, 0, 0, 228.634, 0, 0, 100, 0, 0, 0, 228.634, 0, 0, 95.1717, 0, 0, 0, 228.298, 0, 0, 92.4513, 0, 0, 0, 228.298, 0, 0, 96.0745, 0, 0, 0, 229.306, 0, 0, 99.4643, 0, 0, 0, 229.306, 0, 0, 98.9206, 0, 0, 0, 229.081, 0, 0, 88.5894, 0, 0, 0, 228.968, 0, 0, 98.3583, 0, 0, 0, 228.968, 0, 0, 97.3842, 0, 0, 0, 228.074, 0, 0, 96.3961, 0, 0, 0, 228.074, 0, 0, 94.5384, 0, 0, 0, 228.634, 0, 0, 97.905, 0, 0, 0, 228.074, 0, 0, 100, 0, 0, 0, 227.962, 0, 0, 100, 0, 0, 0, 229.306, 0, 0, 100, 0, 0, 0, 229.643, 0, 0, 100, 0, 0, 0, 229.643, 0, 0, 94.1513, 0, 0, 0, 229.643, 0, 0, 100, 0, 0, 0, 229.643, 0, 0, 100, 0, 0, 0, 229.418, 0, 0, 92.148, 0, 0, 0, 229.418, 0, 0, 91.0082, 0, 0, 0, 229.418, 0, 0, 100, 0, 0, 0, 229.081, 0, 0, 100, 0, 0, 0, 229.305, 0, 0, 100, 0, 0, 0, 229.305, 0, 0, 81.8735, 0, 0, 0, 229.305, 0, 0, 92.3739, 0, 0, 0, 229.305, 0, 0, 98.0301, 0, 0, 0, 229.305, 0, 0, 100, 0, 0, 0, 228.968, 0, 0, 100, 0, 0, 0, 228.298, 0, 0, 100, 0, 0, 0, 228.298, 0, 0, 100, 0, 0, 0, 
2019 Aug 19 (Mon) 11:30, 228.885, 0, 0, 100, 0, 0, 0, 228.885, 0, 0, 100, 0, 0, 0, 228.424, 0, 0, 100, 0, 0, 0, 228.424, 0, 0, 100, 0, 0, 0, 228.424, 0, 0, 95.1717, 0, 0, 0, 228.079, 0, 0, 92.4513, 0, 0, 0, 228.079, 0, 0, 96.0745, 0, 0, 0, 229.114, 0, 0, 99.4643, 0, 0, 0, 229.114, 0, 0, 98.9206, 0, 0, 0, 228.883, 0, 0, 88.5894, 0, 0, 0, 228.768, 0, 0, 98.3583, 0, 0, 0, 228.768, 0, 0, 97.3842, 0, 0, 0, 227.849, 0, 0, 96.3961, 0, 0, 0, 227.849, 0, 0, 94.5384, 0, 0, 0, 228.424, 0, 0, 97.905, 0, 0, 0, 227.849, 0, 0, 100, 0, 0, 0, 227.734, 0, 0, 100, 0, 0, 0, 229.114, 0, 0, 100, 0, 0, 0, 229.461, 0, 0, 100, 0, 0, 0, 229.461, 0, 0, 94.1513, 0, 0, 0, 229.461, 0, 0, 100, 0, 0, 0, 229.461, 0, 0, 100, 0, 0, 0, 229.229, 0, 0, 92.148, 0, 0, 0, 229.23, 0, 0, 91.0082, 0, 0, 0, 229.229, 0, 0, 100, 0, 0, 0, 228.883, 0, 0, 100, 0, 0, 0, 229.114, 0, 0, 100, 0, 0, 0, 229.114, 0, 0, 81.8735, 0, 0, 0, 229.114, 0, 0, 92.3739, 0, 0, 0, 229.114, 0, 0, 98.0301, 0, 0, 0, 229.114, 0, 0, 100, 0, 0, 0, 228.768, 0, 0, 100, 0, 0, 0, 228.079, 0, 0, 100, 0, 0, 0, 228.079, 0, 0, 100, 0, 0, 0, 
