Time, z_01, z_04, z_12, z_23, z_30, z_31, z_32, z_33, z_34, z_35, z_45, z_56, z_60, 
2019 Aug 19 (Mon) 5:30, 0.816085, 0.745749, 0.878087, 0.900494, 0.970134, 0.993424, 0.99352, 0.729331, 0.759314, 0.78357, 0.749574, 0.793097, 0.827984, 
2019 Aug 19 (Mon) 6:00, 0.813624, 0.74365, 0.875226, 0.897508, 0.967176, 0.990371, 0.990475, 0.727424, 0.757892, 0.782289, 0.747799, 0.791617, 0.826464, 
2019 Aug 19 (Mon) 6:30, 0.79486, 0.724967, 0.85647, 0.878741, 0.948234, 0.971467, 0.971517, 0.708728, 0.739366, 0.763811, 0.729136, 0.773026, 0.807796, 
2019 Aug 19 (Mon) 7:00, 0.796764, 0.727286, 0.85788, 0.880002, 0.949572, 0.972678, 0.972752, 0.711278, 0.742457, 0.767063, 0.731841, 0.776057, 0.810805, 
2019 Aug 19 (Mon) 7:30, 0.791589, 0.722473, 0.852323, 0.874328, 0.943893, 0.966912, 0.966989, 0.706647, 0.738319, 0.763065, 0.727348, 0.77185, 0.806545, 
2019 Aug 19 (Mon) 8:00, 0.794463, 0.725274, 0.855265, 0.877296, 0.94688, 0.969909, 0.969989, 0.709413, 0.740977, 0.765695, 0.730086, 0.774528, 0.80924, 
2019 Aug 19 (Mon) 8:30, 0.791876, 0.722144, 0.85331, 0.875531, 0.945019, 0.968213, 0.968257, 0.705984, 0.736848, 0.761361, 0.726458, 0.770481, 0.80522, 
2019 Aug 19 (Mon) 9:00, 5.77495e-05, 5.62525e-05, 6.86053e-05, 7.90317e-05, 8.39507e-05, 8.70298e-05, 8.98343e-05, 5.39051e-05, 5.77711e-05, 6.0044e-05, 6.27917e-05, 6.71843e-05, 6.97534e-05, 
2019 Aug 19 (Mon) 9:30, 5.08693e-05, 4.92428e-05, 6.40177e-05, 7.30361e-05, 7.94718e-05, 8.1279e-05, 8.46275e-05, 4.79114e-05, 5.20478e-05, 5.2018e-05, 5.58669e-05, 6.00655e-05, 5.94544e-05, 
2019 Aug 19 (Mon) 10:00, 4.09826e-05, 3.84485e-05, 5.18236e-05, 5.82735e-05, 6.28401e-05, 6.73501e-05, 6.61405e-05, 3.69888e-05, 4.09516e-05, 4.26606e-05, 4.27225e-05, 4.6665e-05, 4.83656e-05, 
2019 Aug 19 (Mon) 10:30, 2.92465e-05, 2.91152e-05, 3.85292e-05, 4.36138e-05, 4.82996e-05, 4.92817e-05, 5.18059e-05, 2.79332e-05, 3.13218e-05, 3.04336e-05, 3.26212e-05, 3.31177e-05, 3.5101e-05, 
2019 Aug 19 (Mon) 11:00, 4.35035e-05, 3.9182e-05, 5.34366e-05, 6.04297e-05, 6.61485e-05, 6.91684e-05, 6.97601e-05, 3.98611e-05, 4.22554e-05, 4.33585e-05, 4.44161e-05, 4.6878e-05, 4.8809e-05, 
2019 Aug 19 (Mon) 11:30, 4.13969e-05, 4.00933e-05, 5.18281e-05, 6.03681e-05, 6.39323e-05, 6.72593e-05, 7.06003e-05, 3.86842e-05, 4.19809e-05, 4.2323e-05, 4.73322e-05, 4.71834e-05, 5.04938e-05, 
2019 Aug 19 (Mon) 12:00, 4.45838e-05, 4.20129e-05, 5.56058e-05, 6.20805e-05, 6.8718e-05, 7.17378e-05, 7.19797e-05, 3.91996e-05, 4.57049e-05, 4.47905e-05, 4.78926e-05, 5.11134e-05, 5.16329e-05, 
2019 Aug 19 (Mon) 12:30, 5.29776e-05, 4.91623e-05, 6.27273e-05, 7.25257e-05, 7.90812e-05, 8.35129e-05, 8.43349e-05, 4.99536e-05, 5.34857e-05, 5.42368e-05, 5.473e-05, 5.9149e-05, 6.25743e-05, 
2019 Aug 19 (Mon) 13:00, 3.22511e-05, 3.18098e-05, 4.02231e-05, 4.58762e-05, 4.93717e-05, 5.10206e-05, 5.12812e-05, 2.80032e-05, 3.194e-05, 3.21368e-05, 3.43455e-05, 3.5067e-05, 3.62264e-05, 
2019 Aug 19 (Mon) 13:30, 3.72773e-05, 3.59542e-05, 4.71903e-05, 5.26617e-05, 5.81122e-05, 6.03494e-05, 6.2247e-05, 3.51575e-05, 3.6747e-05, 3.81345e-05, 4.09751e-05, 4.30443e-05, 4.38544e-05, 
2019 Aug 19 (Mon) 14:00, 5.40656e-05, 5.24052e-05, 6.58744e-05, 7.40802e-05, 8.19505e-05, 8.63777e-05, 8.66012e-05, 4.98439e-05, 5.50733e-05, 5.47579e-05, 5.83249e-05, 6.2234e-05, 6.59274e-05, 
2019 Aug 19 (Mon) 14:30, 5.67109e-05, 5.46307e-05, 6.93827e-05, 7.72892e-05, 8.36748e-05, 8.75485e-05, 8.93049e-05, 5.36021e-05, 5.74015e-05, 6.02173e-05, 6.12622e-05, 6.51016e-05, 6.78988e-05, 
2019 Aug 19 (Mon) 15:00, 3.55228e-05, 3.37705e-05, 4.43e-05, 5.02785e-05, 5.48935e-05, 5.82119e-05, 5.88024e-05, 3.23621e-05, 3.57537e-05, 3.62593e-05, 3.7562e-05, 4.09343e-05, 4.1459e-05, 
2019 Aug 19 (Mon) 15:30, 4.75513e-05, 4.76745e-05, 6.03119e-05, 7.02967e-05, 7.52423e-05, 7.88063e-05, 7.91172e-05, 4.51133e-05, 4.86938e-05, 5.12148e-05, 5.33697e-05, 5.63942e-05, 5.95419e-05, 
2019 Aug 19 (Mon) 16:00, 4.14396e-05, 3.97796e-05, 4.91978e-05, 5.66455e-05, 6.30898e-05, 6.66879e-05, 6.52709e-05, 3.62841e-05, 3.88057e-05, 4.07168e-05, 4.3156e-05, 4.61838e-05, 4.7577e-05, 
2019 Aug 19 (Mon) 16:30, 5.65809e-05, 5.24712e-05, 6.63477e-05, 7.78708e-05, 8.17025e-05, 8.58996e-05, 8.76033e-05, 4.99962e-05, 5.5586e-05, 5.67e-05, 5.91399e-05, 6.52746e-05, 6.58249e-05, 
2019 Aug 19 (Mon) 17:00, 5.56762e-05, 5.40496e-05, 6.6168e-05, 7.59837e-05, 8.41122e-05, 8.61073e-05, 8.80631e-05, 5.26185e-05, 5.4048e-05, 5.59606e-05, 5.92552e-05, 6.37012e-05, 6.65544e-05, 
2019 Aug 19 (Mon) 17:30, 5.67261e-05, 5.56002e-05, 6.77131e-05, 7.5062e-05, 8.04396e-05, 8.47188e-05, 8.39901e-05, 5.35864e-05, 5.92375e-05, 5.93185e-05, 6.37418e-05, 6.63151e-05, 6.93603e-05, 
2019 Aug 19 (Mon) 18:00, 5.46121e-05, 5.31059e-05, 6.39184e-05, 6.90424e-05, 7.31329e-05, 7.73624e-05, 7.71253e-05, 5.13779e-05, 5.61947e-05, 5.72292e-05, 6.0134e-05, 6.44444e-05, 6.75449e-05, 
2019 Aug 19 (Mon) 18:30, 2.07548, 2.08323, 2.12716, 2.19637, 2.30665, 2.34228, 2.32742, 2.00391, 2.02115, 2.04149, 2.16974, 2.26778, 2.30553, 
2019 Aug 19 (Mon) 19:00, 2.05632, 2.0639, 2.1077, 2.17649, 2.28623, 2.3218, 2.30702, 1.9849, 2.00183, 2.02198, 2.14989, 2.24742, 2.28501, 
2019 Aug 19 (Mon) 19:30, 2.06683, 2.07484, 2.11789, 2.18628, 2.29496, 2.32982, 2.31519, 1.99685, 2.01432, 2.03453, 2.16032, 2.25702, 2.2942, 
2019 Aug 19 (Mon) 20:00, 2.12971, 2.13813, 2.18202, 2.25211, 2.36336, 2.39883, 2.38383, 2.05842, 2.07671, 2.09754, 2.22574, 2.32474, 2.36271, 
2019 Aug 19 (Mon) 20:30, 2.06909, 2.07661, 2.1209, 2.19029, 2.30106, 2.33705, 2.32212, 1.99681, 2.01376, 2.03406, 2.16335, 2.26176, 2.29971, 
2019 Aug 19 (Mon) 21:00, 2.12111, 2.12916, 2.1737, 2.24416, 2.35632, 2.39241, 2.37728, 2.04857, 2.06639, 2.08719, 2.21722, 2.31694, 2.35529, 
2019 Aug 19 (Mon) 21:30, 2.17519, 2.18343, 2.22906, 2.30126, 2.41623, 2.45318, 2.43764, 2.10083, 2.1192, 2.14057, 2.27368, 2.37586, 2.41512, 
2019 Aug 19 (Mon) 22:00, 2.28987, 2.29861, 2.34637, 2.42211, 2.54271, 2.5813, 2.56494, 2.21203, 2.23164, 2.25421, 2.3933, 2.50043, 2.54152, 
2019 Aug 19 (Mon) 22:30, 2.3687, 2.37774, 2.42703, 2.50527, 2.62988, 2.66966, 2.65271, 2.2883, 2.30874, 2.33214, 2.47555, 2.58619, 2.62859, 
2019 Aug 19 (Mon) 23:00, 2.48287, 2.49239, 2.54381, 2.62559, 2.75587, 2.79731, 2.77952, 2.39892, 2.4206, 2.44522, 2.59464, 2.71024, 2.75447, 
2019 Aug 19 (Mon) 23:30, 2.58552, 2.59534, 2.64896, 2.73414, 2.86997, 2.91314, 2.89453, 2.49786, 2.52054, 2.54627, 2.70185, 2.82227, 2.86831, 
2019 Aug 20 (Tue) 0:00, 2.70045, 2.71083, 2.76605, 2.85411, 2.99437, 3.03871, 3.01946, 2.61033, 2.63424, 2.66104, 2.82089, 2.94519, 2.99264, 
