Time, 1 (House 1), House 1 Magnitude, House 1 Phase, 10 (House 2), House 2 Magnitude, House 2 Phase, 11 (House 3), House 3 Magnitude, House 3 Phase, 12 (House 4), House 4 Magnitude, House 4 Phase, 13 (House 5), House 5 Magnitude, House 5 Phase, 14 (House 6), House 6 Magnitude, House 6 Phase, 15 (House 7), House 7 Magnitude, House 7 Phase, 16 (House 8), House 8 Magnitude, House 8 Phase, 17 (House 9), House 9 Magnitude, House 9 Phase, 18 (House 10), House 10 Magnitude, House 10 Phase, 19 (House 11), House 11 Magnitude, House 11 Phase, 2 (House 12), House 12 Magnitude, House 12 Phase, 20 (House 13), House 13 Magnitude, House 13 Phase, 21 (House 14), House 14 Magnitude, House 14 Phase, 22 (House 15), House 15 Magnitude, House 15 Phase, 23 (House 16), House 16 Magnitude, House 16 Phase, 24 (House 17), House 17 Magnitude, House 17 Phase, 25 (House 18), House 18 Magnitude, House 18 Phase, 26 (House 19), House 19 Magnitude, House 19 Phase, 27 (House 20), House 20 Magnitude, House 20 Phase, 28 (House 21), House 21 Magnitude, House 21 Phase, 29 (House 22), House 22 Magnitude, House 22 Phase, 3 (House 23), House 23 Magnitude, House 23 Phase, 30 (House 24), House 24 Magnitude, House 24 Phase, 31 (House 25), House 25 Magnitude, House 25 Phase, 32 (House 26), House 26 Magnitude, House 26 Phase, 33 (House 27), House 27 Magnitude, House 27 Phase, 34 (House 28), House 28 Magnitude, House 28 Phase, 35 (House 29), House 29 Magnitude, House 29 Phase, 36 (House 30), House 30 Magnitude, House 30 Phase, 37 (House 31), House 31 Magnitude, House 31 Phase, 38 (House 32), House 32 Magnitude, House 32 Phase, 39 (House 33), House 33 Magnitude, House 33 Phase, 4 (House 34), House 34 Magnitude, House 34 Phase, 40 (House 35), House 35 Magnitude, House 35 Phase, 41 (House 36), House 36 Magnitude, House 36 Phase, 42 (House 37), House 37 Magnitude, House 37 Phase, 43 (House 38), House 38 Magnitude, House 38 Phase, 44 (House 39), House 39 Magnitude, House 39 Phase, 45 (House 40), House 40 Magnitude, House 40 Phase, 46 (House 41), House 41 Magnitude, House 41 Phase, 47 (House 42), House 42 Magnitude, House 42 Phase, 48 (House 43), House 43 Magnitude, House 43 Phase, 49 (House 44), House 44 Magnitude, House 44 Phase, 5 (House 45), House 45 Magnitude, House 45 Phase, 50 (House 46), House 46 Magnitude, House 46 Phase, 51 (House 47), House 47 Magnitude, House 47 Phase, 52 (House 48), House 48 Magnitude, House 48 Phase, 53 (House 49), House 49 Magnitude, House 49 Phase, 54 (House 50), House 50 Magnitude, House 50 Phase, 55 (House 51), House 51 Magnitude, House 51 Phase, 56 (House 52), House 52 Magnitude, House 52 Phase, 57 (House 53), House 53 Magnitude, House 53 Phase, 58 (House 54), House 54 Magnitude, House 54 Phase, 59 (House 55), House 55 Magnitude, House 55 Phase, 6 (House 56), House 56 Magnitude, House 56 Phase, 60 (House 57), House 57 Magnitude, House 57 Phase, 61 (House 58), House 58 Magnitude, House 58 Phase, 62 (House 59), House 59 Magnitude, House 59 Phase, 63 (House 60), House 60 Magnitude, House 60 Phase, 64 (House 61), House 61 Magnitude, House 61 Phase, 65 (House 62), House 62 Magnitude, House 62 Phase, 66 (House 63), House 63 Magnitude, House 63 Phase, 7 (House 64), House 64 Magnitude, House 64 Phase, 8 (House 65), House 65 Magnitude, House 65 Phase, 9 (House 66), House 66 Magnitude, House 66 Phase, 
2019 Aug 19 (Mon) 0:00, 217.796, 308.01, -9.37607, 221.23, 312.866, -128.139, 219.281, 310.11, -128.551, 221.062, 312.629, 111.641, 217.796, 308.01, -9.37607, 219.281, 310.11, -128.551, 221.062, 312.629, 111.641, 220.926, 312.436, 111.553, 216.37, 305.993, -9.36884, 214.017, 302.666, -128.934, 220.926, 312.436, 111.553, 216.37, 305.993, -9.36884, 216.674, 306.424, 111.53, 211.654, 299.324, -9.59743, 217.168, 307.122, -129.012, 221.144, 312.745, -128.176, 220.323, 311.584, 111.702, 218.677, 309.257, -9.5484, 221.144, 312.745, -128.176, 220.323, 311.584, 111.702, 219.439, 310.333, 111.675, 218.142, 308.5, -9.71614, 214.017, 302.666, -128.934, 221.23, 312.866, -128.139, 215.917, 305.353, 111.64, 221.457, 313.188, -128.196, 219.322, 310.168, 111.771, 213.879, 302.47, -9.87088, 221.457, 313.188, -128.196, 219.322, 310.168, 111.771, 220.296, 311.546, 111.601, 210.797, 298.112, -9.62368, 213.15, 301.439, -129.216, 218.677, 309.257, -9.5484, 220.296, 311.546, 111.601, 214.235, 302.974, -9.58875, 216.626, 306.356, -129.181, 220.174, 311.373, 111.591, 214.138, 302.837, -9.59617, 216.51, 306.192, -129.184, 220.174, 311.373, 111.591, 214.138, 302.837, -9.59617, 216.51, 306.192, -129.184, 221.316, 312.987, 111.735, 218.142, 308.5, -9.71614, 219.332, 310.182, -9.37584, 217.625, 307.768, -128.239, 221.316, 312.987, 111.735, 219.332, 310.182, -9.37584, 221.174, 312.787, -128.204, 216.226, 305.79, 111.662, 214.979, 304.027, -9.73755, 221.587, 313.372, -128.114, 219.753, 310.777, 111.697, 218.486, 308.986, -9.70262, 217.367, 307.403, -9.83596, 221.587, 313.372, -128.114, 218.975, 309.677, 111.678, 214.564, 303.44, -9.90101, 221.792, 313.662, -128.07, 215.461, 304.708, 111.643, 218.064, 308.389, -9.86608, 221.792, 313.662, -128.07, 220.208, 311.422, 111.565, 215.106, 304.206, -9.56251, 217.168, 307.122, -129.012, 
2019 Aug 19 (Mon) 0:30, 217.943, 308.218, -9.07432, 221.36, 313.051, -127.832, 219.41, 310.293, -128.245, 221.188, 312.807, 111.948, 217.943, 308.218, -9.07432, 219.41, 310.293, -128.245, 221.188, 312.807, 111.948, 221.072, 312.643, 111.868, 216.535, 306.226, -9.0603, 214.164, 302.873, -128.621, 221.072, 312.643, 111.868, 216.535, 306.226, -9.0603, 216.832, 306.647, 111.851, 211.829, 299.571, -9.28389, 217.333, 307.355, -128.694, 221.264, 312.915, -127.873, 220.438, 311.746, 112.006, 218.817, 309.454, -9.25003, 221.264, 312.915, -127.873, 220.438, 311.746, 112.006, 219.562, 310.508, 111.983, 218.292, 308.711, -9.41439, 214.164, 302.873, -128.621, 221.36, 313.051, -127.832, 216.038, 305.524, 111.948, 221.593, 313.38, -127.887, 219.45, 310.35, 112.081, 214.029, 302.683, -9.56755, 221.593, 313.38, -127.887, 219.45, 310.35, 112.081, 220.467, 311.787, 111.925, 210.98, 298.371, -9.3067, 213.321, 301.682, -128.895, 218.817, 309.454, -9.25003, 220.467, 311.787, 111.925, 214.422, 303.238, -9.27172, 216.801, 306.603, -128.86, 220.35, 311.622, 111.917, 214.33, 303.108, -9.27739, 216.69, 306.446, -128.861, 220.35, 311.622, 111.917, 214.33, 303.108, -9.27739, 216.69, 306.446, -128.861, 221.416, 313.13, 112.034, 218.292, 308.711, -9.41439, 219.456, 310.357, -9.08253, 217.727, 307.912, -127.941, 221.416, 313.13, 112.034, 219.456, 310.357, -9.08253, 221.278, 312.935, -127.906, 216.333, 305.941, 111.964, 215.111, 304.213, -9.44098, 221.702, 313.534, -127.812, 219.862, 310.931, 111.999, 218.62, 309.175, -9.406, 217.521, 307.621, -9.53256, 221.702, 313.534, -127.812, 219.088, 309.838, 111.982, 214.701, 303.632, -9.60277, 221.913, 313.832, -127.766, 215.572, 304.864, 111.947, 218.203, 308.586, -9.56779, 221.913, 313.832, -127.766, 220.369, 311.649, 111.886, 215.284, 304.458, -9.2489, 217.333, 307.355, -128.694, 
2019 Aug 19 (Mon) 1:00, 221.129, 312.724, -9.02856, 224.641, 317.691, -127.771, 222.653, 314.879, -128.184, 224.475, 317.456, 112.014, 221.129, 312.724, -9.02856, 222.653, 314.879, -128.184, 224.475, 317.456, 112.014, 224.444, 317.412, 111.923, 219.779, 310.814, -9.02457, 217.407, 307.459, -128.571, 224.444, 317.412, 111.923, 219.779, 310.814, -9.02457, 220.203, 311.414, 111.898, 215.06, 304.14, -9.25543, 220.686, 312.098, -128.653, 224.5, 317.49, -127.806, 223.669, 316.316, 112.077, 221.977, 313.922, -9.20018, 224.5, 317.49, -127.806, 223.669, 316.316, 112.077, 222.822, 315.118, 112.049, 221.484, 313.226, -9.3702, 217.407, 307.459, -128.571, 224.641, 317.691, -127.771, 219.245, 310.059, 112.015, 224.9, 318.056, -127.829, 222.73, 314.987, 112.144, 217.178, 307.136, -9.52575, 224.9, 318.056, -127.829, 222.73, 314.987, 112.144, 223.939, 316.698, 111.967, 214.237, 302.976, -9.28326, 216.652, 306.392, -128.859, 221.977, 313.922, -9.20018, 223.939, 316.698, 111.967, 217.732, 307.92, -9.24862, 220.187, 311.391, -128.824, 223.842, 316.561, 111.957, 217.659, 307.816, -9.25688, 220.095, 311.262, -128.829, 223.842, 316.561, 111.957, 217.659, 307.816, -9.25688, 220.095, 311.262, -128.829, 224.599, 317.631, 112.112, 221.484, 313.226, -9.3702, 222.565, 314.754, -9.0242, 220.844, 312.321, -127.866, 224.599, 317.631, 112.112, 222.565, 314.754, -9.0242, 224.448, 317.417, -127.831, 219.482, 310.394, 112.038, 218.196, 308.576, -9.38803, 224.922, 318.088, -127.743, 223.063, 315.459, 112.073, 221.756, 313.611, -9.35339, 220.721, 312.147, -9.49111, 224.922, 318.088, -127.743, 222.299, 314.378, 112.053, 217.799, 308.015, -9.55268, 225.159, 318.422, -127.699, 218.73, 309.331, 112.019, 221.353, 313.041, -9.51805, 225.159, 318.422, -127.699, 223.796, 316.495, 111.933, 218.569, 309.103, -9.2208, 220.686, 312.098, -128.653, 
2019 Aug 19 (Mon) 1:30, 221.54, 313.305, -8.81894, 225.05, 318.269, -127.556, 223.057, 315.45, -127.97, 224.881, 318.03, 112.229, 221.54, 313.305, -8.81894, 223.057, 315.45, -127.97, 224.881, 318.03, 112.229, 224.873, 318.018, 112.143, 220.208, 311.421, -8.81139, 217.822, 308.047, -128.353, 224.873, 318.018, 112.143, 220.208, 311.421, -8.81139, 220.639, 312.03, 112.121, 215.494, 304.754, -9.03961, 221.125, 312.719, -128.433, 224.897, 318.052, -127.593, 224.062, 316.871, 112.291, 222.38, 314.493, -8.99241, 224.897, 318.052, -127.593, 224.062, 316.871, 112.291, 223.223, 315.685, 112.265, 221.897, 313.81, -9.16073, 217.822, 308.047, -128.353, 225.05, 318.269, -127.556, 219.639, 310.616, 112.23, 225.315, 318.643, -127.613, 223.136, 315.562, 112.361, 217.587, 307.715, -9.31546, 225.315, 318.643, -127.613, 223.136, 315.562, 112.361, 224.394, 317.341, 112.191, 214.679, 303.602, -9.06563, 217.094, 307.017, -128.637, 222.38, 314.493, -8.99241, 224.394, 317.341, 112.191, 218.183, 308.557, -9.03098, 220.636, 312.027, -128.602, 224.302, 317.211, 112.182, 218.114, 308.46, -9.03834, 220.55, 311.905, -128.606, 224.302, 317.211, 112.182, 218.114, 308.46, -9.03834, 220.55, 311.905, -128.606, 224.978, 318.167, 112.323, 221.897, 313.81, -9.16073, 222.952, 315.302, -8.819, 221.217, 312.848, -127.656, 224.978, 318.167, 112.323, 222.952, 315.302, -8.819, 224.827, 317.954, -127.621, 219.861, 310.931, 112.251, 218.586, 309.128, -9.18117, 225.314, 318.643, -127.531, 223.449, 316.005, 112.286, 222.154, 314.173, -9.14653, 221.138, 312.737, -9.28081, 225.314, 318.643, -127.531, 222.689, 314.929, 112.267, 218.194, 308.574, -9.34499, 225.557, 318.985, -127.487, 219.113, 309.872, 112.233, 221.755, 313.609, -9.31035, 225.557, 318.985, -127.487, 224.239, 317.122, 112.155, 219.011, 309.728, -9.00496, 221.125, 312.719, -128.433, 
2019 Aug 19 (Mon) 2:00, 219.545, 310.483, -8.60582, 222.978, 315.339, -127.349, 221.01, 312.555, -127.764, 222.801, 315.089, 112.435, 219.545, 310.483, -8.60582, 221.01, 312.555, -127.764, 222.801, 315.089, 112.435, 222.753, 315.02, 112.361, 218.188, 308.565, -8.5862, 215.788, 305.171, -128.134, 222.753, 315.02, 112.361, 218.188, 308.565, -8.5862, 218.529, 309.047, 112.348, 213.492, 301.923, -8.80561, 219.033, 309.76, -128.204, 222.846, 315.152, -127.393, 222.01, 313.969, 112.489, 220.396, 311.686, -8.7847, 222.846, 315.152, -127.393, 222.01, 313.969, 112.489, 221.16, 312.767, 112.469, 219.9, 310.985, -8.94659, 215.788, 305.171, -128.134, 222.978, 315.339, -127.349, 217.609, 307.745, 112.434, 223.231, 315.696, -127.403, 221.063, 312.631, 112.568, 215.621, 304.933, -9.09846, 223.231, 315.696, -127.403, 221.063, 312.631, 112.568, 222.228, 314.278, 112.425, 212.667, 300.756, -8.82557, 215.022, 304.087, -128.402, 220.396, 311.686, -8.7847, 222.228, 314.278, 112.425, 216.137, 305.664, -8.79065, 218.531, 309.049, -128.367, 222.127, 314.135, 112.419, 216.06, 305.555, -8.7949, 218.436, 308.915, -128.367, 222.127, 314.135, 112.419, 216.06, 305.555, -8.7949, 218.436, 308.915, -128.367, 222.946, 315.294, 112.512, 219.9, 310.985, -8.94659, 220.99, 312.526, -8.62094, 219.231, 310.039, -127.466, 222.946, 315.294, 112.512, 220.99, 312.526, -8.62094, 222.808, 315.098, -127.431, 217.857, 308.097, 112.446, 216.645, 306.383, -8.97696, 223.27, 315.752, -127.334, 221.413, 313.125, 112.481, 220.181, 311.382, -8.94204, 219.139, 309.909, -9.06353, 223.27, 315.752, -127.334, 220.649, 312.045, 112.465, 216.248, 305.821, -9.13755, 223.5, 316.077, -127.286, 217.106, 307.035, 112.43, 219.777, 310.812, -9.10262, 223.5, 316.077, -127.286, 222.095, 314.09, 112.383, 216.975, 306.849, -8.77068, 219.033, 309.76, -128.204, 
2019 Aug 19 (Mon) 2:30, 221.975, 313.92, -8.64468, 225.486, 318.885, -127.377, 223.488, 316.06, -127.792, 225.315, 318.644, 112.409, 221.975, 313.92, -8.64468, 223.488, 316.06, -127.792, 225.315, 318.644, 112.409, 225.327, 318.661, 112.325, 220.659, 312.06, -8.63451, 218.263, 308.67, -128.173, 225.327, 318.661, 112.325, 220.659, 312.06, -8.63451, 221.1, 312.682, 112.306, 215.95, 305.399, -8.86079, 221.589, 313.374, -128.25, 225.321, 318.652, -127.416, 224.483, 317.466, 112.47, 222.808, 315.097, -8.81956, 225.321, 318.652, -127.416, 224.483, 317.466, 112.47, 223.652, 316.292, 112.445, 222.334, 314.428, -8.98666, 218.263, 308.67, -128.173, 225.486, 318.885, -127.377, 220.061, 311.213, 112.41, 225.757, 319.268, -127.434, 223.57, 316.176, 112.542, 218.02, 308.328, -9.14077, 225.757, 319.268, -127.434, 223.57, 316.176, 112.542, 224.874, 318.02, 112.378, 215.143, 304.258, -8.88548, 217.558, 307.674, -128.453, 222.808, 315.097, -8.81956, 224.874, 318.02, 112.378, 218.654, 309.223, -8.85084, 221.109, 312.695, -128.418, 224.787, 317.897, 112.369, 218.59, 309.133, -8.85752, 221.028, 312.58, -128.421, 224.787, 317.897, 112.369, 218.59, 309.133, -8.85752, 221.028, 312.58, -128.421, 225.386, 318.743, 112.5, 222.334, 314.428, -8.98666, 223.366, 315.887, -8.64799, 221.619, 313.416, -127.481, 225.386, 318.743, 112.5, 223.366, 315.887, -8.64799, 225.236, 318.531, -127.446, 220.269, 311.507, 112.429, 219.001, 309.715, -9.00898, 225.735, 319.237, -127.354, 223.864, 316.591, 112.464, 222.576, 314.769, -8.97434, 221.579, 313.36, -9.10613, 225.735, 319.237, -127.354, 223.107, 315.521, 112.446, 218.614, 309.166, -9.17219, 225.983, 319.588, -127.309, 219.524, 310.454, 112.411, 222.182, 314.212, -9.13755, 225.983, 319.588, -127.309, 224.708, 317.785, 112.34, 219.474, 310.383, -8.82615, 221.589, 313.374, -128.25, 
2019 Aug 19 (Mon) 3:00, 222.589, 314.788, -8.69407, 226.122, 319.785, -127.425, 224.117, 316.949, -127.839, 225.954, 319.547, 112.363, 222.589, 314.788, -8.69407, 224.117, 316.949, -127.839, 225.954, 319.547, 112.363, 225.979, 319.582, 112.275, 221.281, 312.939, -8.68719, 218.888, 309.555, -128.223, 225.979, 319.582, 112.275, 221.281, 312.939, -8.68719, 221.749, 313.6, 112.253, 216.567, 306.272, -8.91586, 222.233, 314.285, -128.304, 225.95, 319.542, -127.461, 225.112, 318.356, 112.425, 223.417, 315.96, -8.86749, 225.95, 319.542, -127.461, 225.112, 318.356, 112.425, 224.286, 317.188, 112.399, 222.948, 315.297, -9.03635, 218.888, 309.555, -128.223, 226.122, 319.785, -127.425, 220.684, 312.094, 112.364, 226.397, 320.173, -127.482, 224.207, 317.076, 112.495, 218.626, 309.183, -9.19124, 226.397, 320.173, -127.482, 224.207, 317.076, 112.495, 225.541, 318.963, 112.323, 215.763, 305.135, -8.9422, 218.196, 308.576, -128.508, 223.417, 315.96, -8.86749, 225.541, 318.963, 112.323, 219.285, 310.116, -8.90764, 221.758, 313.613, -128.473, 225.457, 318.845, 112.314, 219.224, 310.029, -8.91517, 221.679, 313.502, -128.477, 225.457, 318.845, 112.314, 219.224, 310.029, -8.91517, 221.679, 313.502, -128.477, 226.008, 319.623, 112.457, 222.948, 315.297, -9.03635, 223.968, 316.739, -8.69327, 222.227, 314.277, -127.523, 226.008, 319.623, 112.457, 223.968, 316.739, -8.69327, 225.854, 319.406, -127.489, 220.883, 312.376, 112.385, 219.598, 310.558, -9.05594, 226.361, 320.123, -127.399, 224.488, 317.474, 112.42, 223.182, 315.627, -9.02138, 222.194, 314.229, -9.15668, 226.361, 320.123, -127.399, 223.732, 316.405, 112.401, 219.212, 310.012, -9.22004, 226.614, 320.48, -127.355, 220.139, 311.324, 112.366, 222.79, 315.072, -9.18548, 226.614, 320.48, -127.355, 225.368, 318.718, 112.288, 220.101, 311.27, -8.8813, 222.233, 314.285, -128.304, 
2019 Aug 19 (Mon) 3:30, 221.839, 313.728, -8.72145, 225.351, 318.695, -127.456, 223.355, 315.871, -127.87, 225.181, 318.455, 112.33, 221.839, 313.728, -8.72145, 223.355, 315.871, -127.87, 225.181, 318.455, 112.33, 225.186, 318.461, 112.245, 220.517, 311.858, -8.71263, 218.125, 308.476, -128.252, 225.186, 318.461, 112.245, 220.517, 311.858, -8.71263, 220.955, 312.478, 112.224, 215.805, 305.194, -8.93989, 221.443, 313.168, -128.331, 225.191, 318.468, -127.493, 224.354, 317.284, 112.392, 222.674, 314.909, -8.89563, 225.191, 318.468, -127.493, 224.354, 317.284, 112.392, 223.52, 316.105, 112.366, 222.197, 314.234, -9.06337, 218.125, 308.476, -128.252, 225.351, 318.695, -127.456, 219.931, 311.029, 112.331, 225.62, 319.074, -127.513, 223.436, 315.987, 112.462, 217.885, 308.135, -9.2178, 225.62, 319.074, -127.513, 223.436, 315.987, 112.462, 224.723, 317.807, 112.296, 214.995, 304.049, -8.96527, 217.412, 307.466, -128.534, 222.674, 314.909, -8.89563, 224.723, 317.807, 112.296, 218.504, 309.011, -8.93063, 220.96, 312.484, -128.5, 224.634, 317.681, 112.287, 218.438, 308.919, -8.93766, 220.877, 312.367, -128.503, 224.634, 317.681, 112.287, 218.438, 308.919, -8.93766, 220.877, 312.367, -128.503, 225.262, 318.568, 112.423, 222.197, 314.234, -9.06337, 223.238, 315.706, -8.72309, 221.496, 313.243, -127.557, 225.262, 318.568, 112.423, 223.238, 315.706, -8.72309, 225.111, 318.355, -127.523, 220.144, 311.331, 112.351, 218.872, 309.532, -9.0847, 225.606, 319.055, -127.432, 223.737, 316.412, 112.386, 222.444, 314.584, -9.05007, 221.44, 313.164, -9.18317, 225.606, 319.055, -127.432, 222.979, 315.339, 112.368, 218.483, 308.982, -9.24823, 225.852, 319.403, -127.387, 219.398, 310.276, 112.333, 222.049, 314.024, -9.2136, 225.852, 319.403, -127.387, 224.561, 317.578, 112.259, 219.327, 310.175, -8.90526, 221.443, 313.168, -128.331, 
2019 Aug 19 (Mon) 4:00, 221.088, 312.666, -8.61701, 224.57, 317.59, -127.354, 222.583, 314.779, -127.768, 224.396, 317.345, 112.432, 221.088, 312.666, -8.61701, 222.583, 314.779, -127.768, 224.396, 317.345, 112.432, 224.387, 317.331, 112.352, 219.758, 310.785, -8.60309, 217.36, 307.393, -128.145, 224.387, 317.331, 112.352, 219.758, 310.785, -8.60309, 220.162, 311.355, 112.335, 215.054, 304.132, -8.82664, 220.657, 312.056, -128.219, 224.417, 317.373, -127.394, 223.578, 316.188, 112.491, 221.927, 313.852, -8.7935, 224.417, 317.373, -127.394, 223.578, 316.188, 112.491, 222.741, 315.004, 112.468, 221.446, 313.172, -8.95854, 217.36, 307.393, -128.145, 224.57, 317.59, -127.354, 219.165, 309.946, 112.433, 224.834, 317.963, -127.409, 222.654, 314.881, 112.565, 217.145, 307.089, -9.11177, 224.834, 317.963, -127.409, 222.654, 314.881, 112.565, 223.909, 316.655, 112.41, 214.241, 302.982, -8.84946, 216.633, 306.366, -128.42, 221.927, 313.852, -8.7935, 223.909, 316.655, 112.41, 217.737, 307.927, -8.81471, 220.169, 311.366, -128.385, 223.817, 316.525, 112.402, 217.669, 307.83, -8.82043, 220.083, 311.244, -128.387, 223.817, 316.525, 112.402, 217.669, 307.83, -8.82043, 220.083, 311.244, -128.387, 224.493, 317.481, 112.518, 221.446, 313.172, -8.95854, 222.498, 314.659, -8.625, 220.745, 312.181, -127.462, 224.493, 317.481, 112.518, 222.498, 314.659, -8.625, 224.348, 317.276, -127.427, 219.387, 310.26, 112.449, 218.141, 308.498, -8.98403, 224.834, 317.963, -127.333, 222.968, 315.324, 112.483, 221.701, 313.533, -8.94928, 220.689, 312.101, -9.07703, 224.834, 317.963, -127.333, 222.208, 314.25, 112.466, 217.75, 307.945, -9.14621, 225.076, 318.305, -127.287, 218.64, 309.204, 112.432, 221.304, 312.971, -9.11147, 225.076, 318.305, -127.287, 223.755, 316.437, 112.37, 218.564, 309.096, -8.79189, 220.657, 312.056, -128.219, 
2019 Aug 19 (Mon) 4:30, 220.013, 311.146, -8.74289, 223.471, 316.036, -127.486, 221.497, 313.244, -127.9, 223.297, 315.79, 112.298, 220.013, 311.146, -8.74289, 221.497, 313.244, -127.9, 223.297, 315.79, 112.298, 223.253, 315.728, 112.219, 218.658, 309.23, -8.7282, 216.267, 305.848, -128.276, 223.253, 315.728, 112.219, 218.658, 309.23, -8.7282, 219.024, 309.747, 112.202, 213.954, 302.577, -8.95122, 219.522, 310.451, -128.35, 223.337, 315.846, -127.527, 222.502, 314.665, 112.356, 220.864, 312.348, -8.91947, 223.337, 315.846, -127.527, 222.502, 314.665, 112.356, 221.652, 313.464, 112.333, 220.368, 311.648, -9.08392, 216.267, 305.848, -128.276, 223.471, 316.036, -127.486, 218.094, 308.431, 112.298, 223.725, 316.395, -127.541, 221.557, 313.329, 112.431, 216.081, 305.585, -9.23695, 223.725, 316.395, -127.541, 221.557, 313.329, 112.431, 222.734, 314.993, 112.277, 213.13, 301.411, -8.97367, 215.503, 304.768, -128.55, 220.864, 312.348, -8.91947, 222.734, 314.993, 112.277, 216.608, 306.329, -8.93883, 219.02, 309.741, -128.515, 222.634, 314.852, 112.269, 216.531, 306.222, -8.94435, 218.926, 309.608, -128.516, 222.634, 314.852, 112.269, 216.531, 306.222, -8.94435, 218.926, 309.608, -128.516, 223.437, 315.988, 112.382, 220.368, 311.648, -9.08392, 221.456, 313.187, -8.75187, 219.71, 310.716, -127.596, 223.437, 315.988, 112.382, 221.456, 313.187, -8.75187, 223.295, 315.786, -127.561, 218.34, 308.779, 112.313, 217.105, 307.032, -9.11035, 223.76, 316.445, -127.467, 221.902, 313.817, 112.348, 220.647, 312.042, -9.07551, 219.607, 310.571, -9.20211, 223.76, 316.445, -127.467, 221.139, 312.737, 112.331, 216.708, 306.471, -9.27221, 223.992, 316.772, -127.421, 217.588, 307.716, 112.296, 220.244, 311.472, -9.23738, 223.992, 316.772, -127.421, 222.598, 314.801, 112.237, 217.446, 307.515, -8.91638, 219.522, 310.451, -128.35, 
