Time, 1 (House 1), House 1 Magnitude, House 1 Phase, 10 (House 2), House 2 Magnitude, House 2 Phase, 11 (House 3), House 3 Magnitude, House 3 Phase, 12 (House 4), House 4 Magnitude, House 4 Phase, 13 (House 5), House 5 Magnitude, House 5 Phase, 14 (House 6), House 6 Magnitude, House 6 Phase, 15 (House 7), House 7 Magnitude, House 7 Phase, 16 (House 8), House 8 Magnitude, House 8 Phase, 17 (House 9), House 9 Magnitude, House 9 Phase, 18 (House 10), House 10 Magnitude, House 10 Phase, 19 (House 11), House 11 Magnitude, House 11 Phase, 2 (House 12), House 12 Magnitude, House 12 Phase, 20 (House 13), House 13 Magnitude, House 13 Phase, 21 (House 14), House 14 Magnitude, House 14 Phase, 22 (House 15), House 15 Magnitude, House 15 Phase, 23 (House 16), House 16 Magnitude, House 16 Phase, 24 (House 17), House 17 Magnitude, House 17 Phase, 25 (House 18), House 18 Magnitude, House 18 Phase, 26 (House 19), House 19 Magnitude, House 19 Phase, 27 (House 20), House 20 Magnitude, House 20 Phase, 28 (House 21), House 21 Magnitude, House 21 Phase, 29 (House 22), House 22 Magnitude, House 22 Phase, 3 (House 23), House 23 Magnitude, House 23 Phase, 30 (House 24), House 24 Magnitude, House 24 Phase, 31 (House 25), House 25 Magnitude, House 25 Phase, 32 (House 26), House 26 Magnitude, House 26 Phase, 33 (House 27), House 27 Magnitude, House 27 Phase, 34 (House 28), House 28 Magnitude, House 28 Phase, 35 (House 29), House 29 Magnitude, House 29 Phase, 36 (House 30), House 30 Magnitude, House 30 Phase, 37 (House 31), House 31 Magnitude, House 31 Phase, 38 (House 32), House 32 Magnitude, House 32 Phase, 39 (House 33), House 33 Magnitude, House 33 Phase, 4 (House 34), House 34 Magnitude, House 34 Phase, 40 (House 35), House 35 Magnitude, House 35 Phase, 41 (House 36), House 36 Magnitude, House 36 Phase, 42 (House 37), House 37 Magnitude, House 37 Phase, 43 (House 38), House 38 Magnitude, House 38 Phase, 44 (House 39), House 39 Magnitude, House 39 Phase, 45 (House 40), House 40 Magnitude, House 40 Phase, 46 (House 41), House 41 Magnitude, House 41 Phase, 47 (House 42), House 42 Magnitude, House 42 Phase, 48 (House 43), House 43 Magnitude, House 43 Phase, 49 (House 44), House 44 Magnitude, House 44 Phase, 5 (House 45), House 45 Magnitude, House 45 Phase, 50 (House 46), House 46 Magnitude, House 46 Phase, 51 (House 47), House 47 Magnitude, House 47 Phase, 52 (House 48), House 48 Magnitude, House 48 Phase, 53 (House 49), House 49 Magnitude, House 49 Phase, 54 (House 50), House 50 Magnitude, House 50 Phase, 55 (House 51), House 51 Magnitude, House 51 Phase, 56 (House 52), House 52 Magnitude, House 52 Phase, 57 (House 53), House 53 Magnitude, House 53 Phase, 58 (House 54), House 54 Magnitude, House 54 Phase, 59 (House 55), House 55 Magnitude, House 55 Phase, 6 (House 56), House 56 Magnitude, House 56 Phase, 60 (House 57), House 57 Magnitude, House 57 Phase, 61 (House 58), House 58 Magnitude, House 58 Phase, 62 (House 59), House 59 Magnitude, House 59 Phase, 63 (House 60), House 60 Magnitude, House 60 Phase, 64 (House 61), House 61 Magnitude, House 61 Phase, 65 (House 62), House 62 Magnitude, House 62 Phase, 66 (House 63), House 63 Magnitude, House 63 Phase, 7 (House 64), House 64 Magnitude, House 64 Phase, 8 (House 65), House 65 Magnitude, House 65 Phase, 9 (House 66), House 66 Magnitude, House 66 Phase, 
2019 Aug 19 (Mon) 0:00, 216.239, 305.808, -8.47475, 212.617, 300.685, -129.73, 218.719, 309.315, -129.554, 222.23, 314.28, 112.908, 219.766, 310.796, -8.43983, 218.719, 309.315, -129.554, 222.23, 314.28, 112.908, 217.886, 308.137, 112.777, 219.021, 309.743, -8.5181, 214.402, 303.211, -129.669, 221.439, 313.163, 112.812, 219.021, 309.743, -8.5181, 221.088, 312.665, 112.888, 214.541, 303.407, -8.68489, 217.899, 308.156, -129.697, 217.636, 307.784, -129.561, 222.785, 315.065, 112.682, 221.285, 312.944, -8.11311, 217.636, 307.784, -129.561, 222.785, 315.065, 112.682, 218.972, 309.672, 112.424, 221.395, 313.1, -7.97676, 217.899, 308.156, -129.634, 212.617, 300.685, -129.73, 222.543, 314.723, 112.459, 215.984, 305.448, -129.699, 222.416, 314.543, 112.454, 221.284, 312.942, -7.98718, 215.984, 305.448, -129.699, 222.416, 314.543, 112.454, 220.864, 312.349, 112.87, 217.827, 308.054, -8.66084, 217.661, 307.819, -129.71, 221.285, 312.944, -8.11311, 220.864, 312.349, 112.87, 217.827, 308.054, -8.66084, 217.661, 307.819, -129.71, 220.752, 312.19, 112.862, 217.721, 307.903, -8.66629, 217.542, 307.65, -129.716, 220.752, 312.19, 112.862, 217.721, 307.903, -8.66629, 217.542, 307.65, -129.716, 219.571, 310.52, 112.875, 221.395, 313.1, -7.97676, 221.287, 312.947, -8.24082, 215.776, 305.154, -129.458, 223.152, 315.584, 112.91, 221.287, 312.947, -8.24082, 219.296, 310.131, -129.424, 223.236, 315.703, 113.046, 216.205, 305.76, -8.41415, 219.108, 309.866, -129.638, 223.236, 315.703, 113.046, 219.731, 310.747, -8.37923, 221.284, 312.942, -7.98718, 215.592, 304.893, -129.673, 223.106, 315.52, 113.138, 218.965, 309.663, -8.50017, 219.345, 310.2, -129.688, 223.106, 315.52, 113.138, 215.451, 304.694, -8.5351, 219.345, 310.2, -129.688, 221.088, 312.665, 112.888, 218.04, 308.356, -8.64997, 217.899, 308.156, -129.697, 
2019 Aug 19 (Mon) 0:30, 224.795, 317.909, -5.53641, 224.53, 317.534, -125.397, 223.89, 316.628, -125.606, 222.366, 314.473, 113.052, 224.795, 317.909, -5.53641, 223.89, 316.628, -125.606, 222.366, 314.473, 113.052, 218.055, 308.376, 112.844, 224.669, 317.729, -5.5076, 219.214, 310.016, -125.674, 221.612, 313.407, 112.879, 224.669, 317.729, -5.5076, 221.276, 312.932, 112.869, 224.327, 317.246, -5.52716, 222.484, 314.64, -125.655, 224.758, 317.856, -125.486, 222.244, 314.3, 113.103, 225.039, 318.253, -5.62169, 224.758, 317.856, -125.486, 222.244, 314.3, 113.103, 217.81, 308.03, 112.945, 225.157, 318.421, -5.67896, 222.79, 315.073, -125.639, 224.53, 317.534, -125.397, 221.363, 313.054, 112.98, 224.424, 317.383, -125.404, 221.258, 312.906, 112.977, 225.039, 318.253, -5.68398, 224.424, 317.383, -125.404, 221.258, 312.906, 112.977, 221.052, 312.615, 112.862, 224.099, 316.924, -5.5402, 222.28, 314.351, -125.665, 225.039, 318.253, -5.62169, 221.052, 312.615, 112.862, 224.099, 316.924, -5.5402, 222.28, 314.351, -125.665, 220.94, 312.457, 112.859, 223.985, 316.763, -5.54672, 222.177, 314.206, -125.67, 220.94, 312.457, 112.859, 223.985, 316.763, -5.54672, 222.177, 314.206, -125.67, 219.65, 310.632, 113.193, 225.157, 318.421, -5.67896, 225.035, 318.247, -5.55937, 221.482, 313.223, -125.603, 223.233, 315.699, 113.228, 225.035, 318.247, -5.55937, 225.095, 318.333, -125.568, 222.96, 315.312, 113.421, 219.883, 310.961, -5.83004, 225.579, 319.016, -125.67, 222.96, 315.312, 113.421, 223.47, 316.034, -5.79505, 225.039, 318.253, -5.68398, 225.579, 319.016, -125.67, 222.826, 315.123, 113.517, 222.691, 314.932, -5.91327, 225.818, 319.354, -125.721, 222.826, 315.123, 113.517, 219.116, 309.877, -5.94826, 225.818, 319.354, -125.721, 221.276, 312.932, 112.869, 224.327, 317.246, -5.52716, 222.484, 314.64, -125.655, 
2019 Aug 19 (Mon) 1:00, 223.822, 316.532, -7.96187, 228.49, 323.134, -125.569, 227.462, 321.68, -125.524, 229.352, 324.353, 115.699, 223.822, 316.532, -7.96187, 227.462, 321.68, -125.524, 229.352, 324.353, 115.699, 224.987, 318.179, 115.568, 223.147, 315.577, -8.04226, 226.723, 320.634, -125.612, 228.658, 323.371, 115.602, 223.147, 315.577, -8.04226, 228.744, 323.493, 115.629, 222.179, 314.208, -8.07536, 226.113, 319.772, -125.796, 228.344, 322.927, -125.503, 229.887, 325.109, 115.875, 223.653, 316.293, -8.00397, 228.344, 322.927, -125.503, 229.887, 325.109, 115.875, 229.725, 324.88, 115.955, 222.807, 315.097, -8.12785, 226.723, 320.634, -125.612, 228.49, 323.134, -125.569, 229.725, 324.88, 115.955, 228.738, 323.484, -125.626, 229.647, 324.77, 116.045, 218.484, 308.983, -8.28232, 228.738, 323.484, -125.626, 229.647, 324.77, 116.045, 228.919, 323.741, 115.564, 221.971, 313.914, -7.98563, 221.629, 313.431, -125.96, 223.653, 316.293, -8.00397, 228.919, 323.741, 115.564, 221.971, 313.914, -7.98563, 225.245, 318.545, -125.925, 228.827, 323.61, 115.555, 221.887, 313.796, -7.99317, 225.153, 318.415, -125.932, 228.827, 323.61, 115.555, 221.887, 313.796, -7.99317, 225.153, 318.415, -125.932, 230.134, 325.458, 115.803, 222.807, 315.097, -8.12785, 220.982, 312.516, -7.90996, 228.295, 322.858, -125.429, 230.134, 325.458, 115.803, 224.588, 317.615, -7.87533, 228.295, 322.858, -125.429, 230.318, 325.719, 115.837, 223.701, 316.362, -7.8989, 227.765, 322.109, -125.607, 230.318, 325.719, 115.837, 223.701, 316.362, -7.8989, 222.049, 314.024, -8.24768, 227.765, 322.109, -125.607, 230.592, 326.106, 115.88, 222.901, 315.23, -7.9161, 227.333, 321.498, -125.778, 230.592, 326.106, 115.88, 219.323, 310.169, -7.95073, 223.683, 316.336, -125.812, 228.744, 323.493, 115.629, 218.612, 309.164, -8.11, 226.113, 319.772, -125.796, 
2019 Aug 19 (Mon) 1:30, 226.09, 319.74, -6.61357, 229.626, 324.74, -124.373, 230.301, 325.695, -123.963, 229.433, 324.467, 115.994, 226.09, 319.74, -6.61357, 230.301, 325.695, -123.963, 229.433, 324.467, 115.994, 228.437, 323.059, 115.954, 225.427, 318.802, -6.78892, 230.27, 325.651, -123.946, 228.437, 323.059, 115.954, 225.427, 318.802, -6.78892, 227.519, 321.761, 115.921, 224.854, 317.991, -6.95997, 230.328, 325.733, -123.92, 230.155, 325.488, -124.2, 230.605, 326.124, 116.168, 225.215, 318.502, -6.57565, 230.155, 325.488, -124.2, 230.605, 326.124, 116.168, 230.792, 326.389, 116.203, 224.349, 317.278, -6.59707, 230.27, 325.651, -123.946, 229.626, 324.74, -124.373, 230.792, 326.389, 116.203, 225.511, 318.921, -124.576, 231.067, 326.777, 116.246, 219.969, 311.083, -6.64755, 229.191, 324.126, -124.541, 231.067, 326.777, 116.246, 227.371, 321.552, 115.908, 224.675, 317.738, -6.96905, 230.147, 325.477, -123.939, 221.598, 313.388, -6.61029, 227.371, 321.552, 115.908, 224.675, 317.738, -6.96905, 230.147, 325.477, -123.939, 227.297, 321.447, 115.901, 224.585, 317.611, -6.9736, 230.056, 325.349, -123.948, 227.297, 321.447, 115.901, 224.585, 317.611, -6.9736, 230.056, 325.349, -123.948, 230.51, 325.991, 116.04, 224.349, 317.278, -6.59707, 226.843, 320.804, -6.43336, 230.42, 325.863, -123.973, 230.51, 325.991, 116.04, 226.843, 320.804, -6.43336, 230.42, 325.863, -123.973, 230.34, 325.75, 116.027, 226.673, 320.564, -6.44671, 230.249, 325.621, -123.986, 230.34, 325.75, 116.027, 226.673, 320.564, -6.44671, 223.559, 316.16, -6.6129, 230.249, 325.621, -123.986, 230.255, 325.63, 116.02, 226.588, 320.444, -6.45339, 230.163, 325.499, -123.993, 230.255, 325.63, 116.02, 226.588, 320.444, -6.45339, 230.163, 325.499, -123.993, 223.866, 316.594, 115.886, 221.243, 312.885, -6.99462, 230.328, 325.733, -123.92, 
2019 Aug 19 (Mon) 2:00, 228.1, 322.583, -3.87957, 229.792, 324.975, -122.619, 229.459, 324.504, -122.482, 227.156, 321.246, 116.1, 228.1, 322.583, -3.87957, 229.459, 324.504, -122.482, 227.156, 321.246, 116.1, 226.124, 319.787, 115.981, 228.042, 322.5, -3.93871, 229.083, 323.973, -122.405, 226.124, 319.787, 115.981, 228.042, 322.5, -3.93871, 225.184, 318.458, 115.864, 228.084, 322.559, -3.99447, 228.802, 323.575, -122.322, 229.993, 325.26, -122.612, 227.976, 322.407, 116.309, 227.294, 321.442, -3.94053, 229.993, 325.26, -122.612, 227.976, 322.407, 116.309, 227.79, 322.144, 116.299, 227.113, 321.186, -3.94563, 229.083, 323.973, -122.405, 229.792, 324.975, -122.619, 227.79, 322.144, 116.299, 229.691, 324.832, -122.622, 227.697, 322.013, 116.295, 227.022, 321.058, -3.94819, 229.691, 324.832, -122.622, 227.697, 322.013, 116.295, 224.334, 317.256, 115.748, 228.229, 322.764, -4.04679, 228.612, 323.306, -122.234, 223.644, 316.281, -3.97546, 224.334, 317.256, 115.748, 228.229, 322.764, -4.04679, 228.612, 323.306, -122.234, 223.571, 316.177, 115.632, 228.481, 323.12, -4.09562, 228.513, 323.166, -122.14, 219.981, 311.1, 115.597, 228.481, 323.12, -4.09562, 228.513, 323.166, -122.14, 228.281, 322.838, 116.221, 227.113, 321.186, -3.94563, 228.255, 322.801, -3.81712, 229.93, 325.171, -122.555, 228.281, 322.838, 116.221, 228.255, 322.801, -3.81712, 229.93, 325.171, -122.555, 228.091, 322.569, 116.212, 228.07, 322.539, -3.82387, 229.736, 324.896, -122.562, 228.091, 322.569, 116.212, 228.07, 322.539, -3.82387, 227.022, 321.058, -3.94819, 229.736, 324.896, -122.562, 227.996, 322.435, 116.208, 227.977, 322.408, -3.82725, 229.639, 324.759, -122.565, 227.996, 322.435, 116.208, 227.977, 322.408, -3.82725, 229.639, 324.759, -122.565, 225.184, 318.458, 115.864, 228.084, 322.559, -3.99447, 228.802, 323.575, -122.322, 
2019 Aug 19 (Mon) 2:30, 232.402, 328.665, -2.59026, 232.149, 328.308, -122.439, 232.169, 328.336, -122.448, 228.013, 322.459, 114.857, 232.402, 328.665, -2.59026, 232.169, 328.336, -122.448, 228.013, 322.459, 114.857, 227.027, 321.065, 114.73, 232.39, 328.65, -2.66493, 231.868, 327.911, -122.38, 227.027, 321.065, 114.73, 232.39, 328.65, -2.66493, 226.12, 319.783, 114.607, 232.466, 328.756, -2.73312, 231.645, 327.595, -122.305, 232.306, 328.53, -122.426, 224.483, 317.467, 114.822, 232.609, 328.959, -2.57787, 232.306, 328.53, -122.426, 228.147, 322.648, 114.857, 227.986, 322.421, 114.846, 232.443, 328.725, -2.59092, 231.868, 327.911, -122.38, 232.149, 328.308, -122.439, 227.986, 322.421, 114.846, 232.07, 328.197, -122.445, 227.906, 322.307, 114.841, 232.361, 328.607, -2.59745, 232.07, 328.197, -122.445, 227.906, 322.307, 114.841, 225.291, 318.61, 114.486, 232.631, 328.99, -2.79479, 231.497, 327.386, -122.222, 232.609, 328.959, -2.57787, 225.291, 318.61, 114.486, 232.631, 328.99, -2.79479, 231.497, 327.386, -122.222, 224.537, 317.543, 114.368, 232.89, 329.356, -2.84992, 231.423, 327.282, -122.131, 220.931, 312.444, 114.333, 232.89, 329.356, -2.84992, 231.423, 327.282, -122.131, 229.08, 323.968, 114.989, 232.443, 328.725, -2.59092, 232.496, 328.799, -2.50914, 232.549, 328.874, -122.509, 229.08, 323.968, 114.989, 232.496, 328.799, -2.50914, 232.549, 328.874, -122.509, 228.916, 323.736, 114.976, 232.338, 328.575, -2.52217, 232.388, 328.646, -122.52, 228.916, 323.736, 114.976, 232.338, 328.575, -2.52217, 232.361, 328.607, -2.59745, 232.388, 328.646, -122.52, 228.833, 323.619, 114.97, 232.258, 328.463, -2.52869, 232.307, 328.532, -122.526, 228.833, 323.619, 114.97, 232.258, 328.463, -2.52869, 232.307, 328.532, -122.526, 226.12, 319.783, 114.607, 232.466, 328.756, -2.73312, 231.645, 327.595, -122.305, 
2019 Aug 19 (Mon) 3:00, 232.807, 329.239, -2.57086, 232.818, 329.254, -122.471, 232.825, 329.264, -122.57, 231.129, 326.866, 116.149, 232.807, 329.239, -2.57086, 232.825, 329.264, -122.57, 231.129, 326.866, 116.149, 230.818, 326.426, 116.122, 232.494, 328.796, -2.59949, 232.518, 328.83, -122.597, 230.818, 326.426, 116.122, 232.494, 328.796, -2.59949, 230.585, 326.096, 116.102, 232.259, 328.463, -2.62099, 232.288, 328.505, -122.618, 232.967, 329.465, -122.455, 226.887, 320.866, 116.015, 233.322, 329.967, -2.60446, 232.967, 329.465, -122.455, 230.59, 326.103, 116.049, 230.437, 325.888, 116.038, 233.157, 329.734, -2.61893, 232.518, 328.83, -122.597, 232.818, 329.254, -122.471, 230.437, 325.888, 116.038, 232.743, 329.148, -122.479, 230.361, 325.78, 116.032, 233.075, 329.618, -2.62617, 232.743, 329.148, -122.479, 230.361, 325.78, 116.032, 230.43, 325.877, 116.089, 232.102, 328.242, -2.63533, 232.135, 328.288, -122.632, 233.322, 329.967, -2.60446, 230.43, 325.877, 116.089, 232.102, 328.242, -2.63533, 232.135, 328.288, -122.632, 230.352, 325.767, 116.082, 232.024, 328.132, -2.64251, 232.058, 328.18, -122.639, 230.352, 325.767, 116.082, 232.024, 328.132, -2.64251, 232.058, 328.18, -122.639, 231.518, 327.416, 116.183, 233.157, 329.734, -2.61893, 233.199, 329.793, -2.53512, 233.208, 329.806, -122.535, 231.518, 327.416, 116.183, 233.199, 329.793, -2.53512, 233.208, 329.806, -122.535, 231.362, 327.195, 116.169, 233.042, 329.571, -2.54952, 233.054, 329.589, -122.549, 231.362, 327.195, 116.169, 233.042, 329.571, -2.54952, 233.075, 329.618, -2.62617, 233.054, 329.589, -122.549, 231.284, 327.085, 116.162, 232.963, 329.459, -2.55673, 232.978, 329.48, -122.556, 231.284, 327.085, 116.162, 232.963, 329.459, -2.55673, 232.978, 329.48, -122.556, 230.585, 326.096, 116.102, 232.259, 328.463, -2.62099, 232.288, 328.505, -122.618, 
2019 Aug 19 (Mon) 3:30, 229.643, 324.765, -3.99297, 231.996, 328.091, -122.624, 232.33, 328.564, -122.671, 232.022, 328.128, 117.475, 229.643, 324.765, -3.99297, 232.33, 328.564, -122.671, 232.022, 328.128, 117.475, 231.691, 327.661, 117.546, 228.631, 323.334, -4.12828, 232.34, 328.579, -122.745, 231.691, 327.661, 117.546, 224.96, 318.142, -4.16292, 231.455, 327.326, 117.523, 228.393, 322.997, -4.14309, 232.073, 328.2, -122.765, 232.16, 328.323, -122.61, 232.185, 328.359, 117.392, 230.488, 325.959, -3.87273, 232.16, 328.323, -122.61, 232.185, 328.359, 117.392, 232.02, 328.126, 117.379, 230.32, 325.722, -3.88576, 232.34, 328.579, -122.745, 231.996, 328.091, -122.624, 232.02, 328.126, 117.379, 231.914, 327.975, -122.63, 231.937, 328.009, 117.373, 230.237, 325.604, -3.89228, 231.914, 327.975, -122.63, 231.937, 328.009, 117.373, 231.297, 327.103, 117.508, 228.234, 322.772, -4.153, 231.895, 327.949, -122.778, 230.488, 325.959, -3.87273, 231.297, 327.103, 117.508, 228.234, 322.772, -4.153, 231.895, 327.949, -122.778, 231.218, 326.992, 117.5, 228.155, 322.66, -4.15796, 231.806, 327.823, -122.785, 231.218, 326.992, 117.5, 228.155, 322.66, -4.15796, 231.806, 327.823, -122.785, 232.433, 328.71, 117.41, 230.32, 325.722, -3.88576, 230.738, 326.313, -3.85321, 232.406, 328.671, -122.59, 232.433, 328.71, 117.41, 230.738, 326.313, -3.85321, 232.406, 328.671, -122.59, 232.268, 328.476, 117.398, 230.571, 326.077, -3.86625, 232.242, 328.439, -122.604, 232.268, 328.476, 117.398, 230.571, 326.077, -3.86625, 230.237, 325.604, -3.89228, 232.242, 328.439, -122.604, 232.185, 328.359, 117.392, 230.487, 325.958, -3.87277, 232.159, 328.323, -122.61, 232.185, 328.359, 117.392, 230.487, 325.958, -3.87277, 232.159, 328.323, -122.61, 231.455, 327.326, 117.523, 228.393, 322.997, -4.14309, 232.073, 328.2, -122.765, 
2019 Aug 19 (Mon) 4:00, 228.804, 323.577, -3.88185, 231.122, 326.855, -122.537, 231.433, 327.296, -122.584, 231.163, 326.913, 117.556, 228.804, 323.577, -3.88185, 231.433, 327.296, -122.584, 231.163, 326.913, 117.556, 230.827, 326.438, 117.63, 227.794, 322.149, -4.00731, 231.413, 327.268, -122.653, 230.827, 326.438, 117.63, 227.794, 322.149, -4.00731, 230.574, 326.081, 117.709, 226.868, 320.84, -4.12991, 231.485, 327.369, -122.716, 231.289, 327.093, -122.527, 231.324, 327.141, 117.475, 229.639, 324.758, -3.76921, 231.289, 327.093, -122.527, 231.324, 327.141, 117.475, 231.151, 326.897, 117.466, 229.464, 324.512, -3.78014, 231.413, 327.268, -122.653, 231.122, 326.855, -122.537, 231.151, 326.897, 117.466, 231.038, 326.737, -122.542, 231.065, 326.775, 117.462, 229.377, 324.389, -3.7856, 231.038, 326.737, -122.542, 231.065, 326.775, 117.462, 230.403, 325.84, 117.796, 226.024, 319.646, -4.25033, 231.651, 327.604, -122.773, 229.639, 324.758, -3.76921, 230.403, 325.84, 117.796, 222.395, 314.514, -4.28507, 231.651, 327.604, -122.773, 230.324, 325.728, 117.788, 225.945, 319.535, -4.25264, 231.553, 327.465, -122.779, 230.324, 325.728, 117.788, 225.945, 319.535, -4.25264, 231.553, 327.465, -122.779, 231.583, 327.508, 117.489, 229.464, 324.512, -3.78014, 229.9, 325.127, -3.75284, 231.541, 327.448, -122.511, 231.583, 327.508, 117.489, 229.9, 325.127, -3.75284, 231.541, 327.448, -122.511, 231.41, 327.264, 117.48, 229.725, 324.881, -3.76379, 231.373, 327.211, -122.521, 231.41, 327.264, 117.48, 229.725, 324.881, -3.76379, 229.377, 324.389, -3.7856, 231.373, 327.211, -122.521, 231.324, 327.141, 117.475, 229.638, 324.758, -3.76927, 231.289, 327.092, -122.527, 231.324, 327.141, 117.475, 229.638, 324.758, -3.76927, 231.289, 327.092, -122.527, 230.574, 326.081, 117.709, 226.868, 320.84, -4.12991, 231.485, 327.369, -122.716, 
2019 Aug 19 (Mon) 4:30, 227.696, 322.011, -4.0368, 229.999, 325.268, -122.701, 230.309, 325.706, -122.748, 230.045, 325.333, 117.391, 227.696, 322.011, -4.0368, 230.309, 325.706, -122.748, 230.045, 325.333, 117.391, 229.676, 324.811, 117.465, 226.658, 320.543, -4.16113, 230.253, 325.626, -122.816, 229.676, 324.811, 117.465, 226.658, 320.543, -4.16113, 229.398, 324.418, 117.545, 225.712, 319.205, -4.28288, 230.296, 325.688, -122.878, 230.184, 325.53, -122.691, 230.223, 325.585, 117.31, 228.543, 323.208, -3.92481, 230.184, 325.53, -122.691, 230.223, 325.585, 117.31, 230.034, 325.317, 117.301, 228.352, 322.939, -3.93521, 230.253, 325.626, -122.816, 229.999, 325.268, -122.701, 230.034, 325.317, 117.301, 229.907, 325.138, -122.706, 229.939, 325.183, 117.297, 228.257, 322.804, -3.94042, 229.907, 325.138, -122.706, 229.939, 325.183, 117.297, 229.211, 324.153, 117.632, 224.856, 317.995, -4.40275, 230.443, 325.896, -122.935, 228.543, 323.208, -3.92481, 229.211, 324.153, 117.632, 221.246, 312.889, -4.43759, 230.443, 325.896, -122.935, 229.123, 324.029, 117.624, 224.77, 317.872, -4.40479, 230.336, 325.745, -122.94, 229.123, 324.029, 117.624, 224.77, 317.872, -4.40479, 230.336, 325.745, -122.94, 230.508, 325.987, 117.323, 228.352, 322.939, -3.93521, 228.829, 323.613, -3.90921, 230.462, 325.922, -122.676, 230.508, 325.987, 117.323, 228.829, 323.613, -3.90921, 230.462, 325.922, -122.676, 230.318, 325.719, 117.314, 228.638, 323.343, -3.91964, 230.277, 325.661, -122.686, 230.318, 325.719, 117.314, 228.638, 323.343, -3.91964, 228.257, 322.804, -3.94042, 230.277, 325.661, -122.686, 230.223, 325.584, 117.31, 228.542, 323.208, -3.92486, 230.184, 325.53, -122.691, 230.223, 325.584, 117.31, 228.542, 323.208, -3.92486, 230.184, 325.53, -122.691, 229.398, 324.418, 117.545, 225.712, 319.205, -4.28288, 230.296, 325.688, -122.878, 
