Time, 10 (2), , , , , , , 13 (5), , , , , , , 17 (9), , , , , , , 19 (11), , , , , , , 24 (17), , , , , , , 25 (18), , , , , , , 28 (21), , , , , , , 29 (22), , , , , , , 2 (12), , , , , , , 3 (23), , , , , , , 48 (43), , , , , , , 49 (44), , , , , , , 53 (49), , , , , , , 58 (54), , , , , , , 60 (57), , , , , , , 64 (61), , , , , , , 66 (63), , , , , , , 
Time, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, 
2019 Aug 19 (Mon) 10:00, 229.152, 0, 0, 97.0756, 0, 0, 0, 229.154, 0, 0, 96.1754, 0, 0, 0, 228.699, 0, 0, 94.9102, 0, 0, 0, 228.698, 0, 0, 96.8542, 0, 0, 0, 229.38, 0, 0, 88.5119, 0, 0, 0, 229.381, 0, 0, 100, 0, 0, 0, 229.152, 0, 0, 91.5087, 0, 0, 0, 229.152, 0, 0, 100, 0, 0, 0, 228.699, 0, 0, 100, 0, 0, 0, 228.699, 0, 0, 87.1611, 0, 0, 0, 228.017, 0, 0, 100, 0, 0, 0, 229.723, 0, 0, 100, 0, 0, 0, 229.723, 0, 0, 98.6111, 0, 0, 0, 229.494, 0, 0, 100, 0, 0, 0, 229.495, 0, 0, 91.2995, 0, 0, 0, 229.38, 0, 0, 100, 0, 0, 0, 229.38, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 10:30, 230.524, 0, 0, 97.0756, 0, 0, 0, 230.525, 0, 0, 96.1754, 0, 0, 0, 230.106, 0, 0, 94.9102, 0, 0, 0, 230.106, 0, 0, 96.8542, 0, 0, 0, 230.735, 0, 0, 88.5119, 0, 0, 0, 230.735, 0, 0, 100, 0, 0, 0, 230.524, 0, 0, 91.5087, 0, 0, 0, 230.524, 0, 0, 100, 0, 0, 0, 230.106, 0, 0, 100, 0, 0, 0, 230.106, 0, 0, 87.1611, 0, 0, 0, 229.477, 0, 0, 100, 0, 0, 0, 231.051, 0, 0, 100, 0, 0, 0, 231.051, 0, 0, 98.6111, 0, 0, 0, 230.84, 0, 0, 100, 0, 0, 0, 230.84, 0, 0, 91.2995, 0, 0, 0, 230.734, 0, 0, 100, 0, 0, 0, 230.735, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 11:00, 229.081, 0, 0, 97.0756, 0, 0, 0, 229.082, 0, 0, 96.1754, 0, 0, 0, 228.634, 0, 0, 94.9102, 0, 0, 0, 228.634, 0, 0, 96.8542, 0, 0, 0, 229.306, 0, 0, 88.5119, 0, 0, 0, 229.306, 0, 0, 100, 0, 0, 0, 229.081, 0, 0, 91.5087, 0, 0, 0, 229.081, 0, 0, 100, 0, 0, 0, 228.634, 0, 0, 100, 0, 0, 0, 228.634, 0, 0, 87.1611, 0, 0, 0, 227.962, 0, 0, 100, 0, 0, 0, 229.643, 0, 0, 100, 0, 0, 0, 229.643, 0, 0, 98.6111, 0, 0, 0, 229.418, 0, 0, 100, 0, 0, 0, 229.418, 0, 0, 91.2995, 0, 0, 0, 229.305, 0, 0, 100, 0, 0, 0, 229.305, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 11:30, 228.883, 0, 0, 97.0756, 0, 0, 0, 228.885, 0, 0, 96.1754, 0, 0, 0, 228.424, 0, 0, 94.9102, 0, 0, 0, 228.424, 0, 0, 96.8542, 0, 0, 0, 229.114, 0, 0, 88.5119, 0, 0, 0, 229.114, 0, 0, 100, 0, 0, 0, 228.883, 0, 0, 91.5087, 0, 0, 0, 228.883, 0, 0, 100, 0, 0, 0, 228.424, 0, 0, 100, 0, 0, 0, 228.424, 0, 0, 87.1611, 0, 0, 0, 227.734, 0, 0, 100, 0, 0, 0, 229.461, 0, 0, 100, 0, 0, 0, 229.461, 0, 0, 98.6111, 0, 0, 0, 229.229, 0, 0, 100, 0, 0, 0, 229.23, 0, 0, 91.2995, 0, 0, 0, 229.114, 0, 0, 100, 0, 0, 0, 229.114, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 12:00, 228.591, 0, 0, 97.0756, 0, 0, 0, 228.592, 0, 0, 96.1754, 0, 0, 0, 228.123, 0, 0, 94.9102, 0, 0, 0, 228.123, 0, 0, 96.8542, 0, 0, 0, 228.826, 0, 0, 88.5119, 0, 0, 0, 228.826, 0, 0, 100, 0, 0, 0, 228.591, 0, 0, 91.5087, 0, 0, 0, 228.591, 0, 0, 100, 0, 0, 0, 228.123, 0, 0, 100, 0, 0, 0, 228.123, 0, 0, 87.1611, 0, 0, 0, 227.419, 0, 0, 100, 0, 0, 0, 229.18, 0, 0, 100, 0, 0, 0, 229.18, 0, 0, 98.6111, 0, 0, 0, 228.944, 0, 0, 100, 0, 0, 0, 228.944, 0, 0, 91.2995, 0, 0, 0, 228.826, 0, 0, 100, 0, 0, 0, 228.826, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 12:30, 227.171, 0, 0, 97.0756, 0, 0, 0, 227.173, 0, 0, 96.1754, 0, 0, 0, 226.677, 0, 0, 94.9102, 0, 0, 0, 226.677, 0, 0, 96.8542, 0, 0, 0, 227.42, 0, 0, 88.5119, 0, 0, 0, 227.42, 0, 0, 100, 0, 0, 0, 227.171, 0, 0, 91.5087, 0, 0, 0, 227.171, 0, 0, 100, 0, 0, 0, 226.677, 0, 0, 100, 0, 0, 0, 226.678, 0, 0, 87.1611, 0, 0, 0, 225.935, 0, 0, 100, 0, 0, 0, 227.793, 0, 0, 100, 0, 0, 0, 227.794, 0, 0, 98.6111, 0, 0, 0, 227.544, 0, 0, 100, 0, 0, 0, 227.544, 0, 0, 91.2995, 0, 0, 0, 227.42, 0, 0, 100, 0, 0, 0, 227.42, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 13:00, 229.899, 0, 0, 97.0756, 0, 0, 0, 229.901, 0, 0, 96.1754, 0, 0, 0, 229.447, 0, 0, 94.9102, 0, 0, 0, 229.447, 0, 0, 96.8542, 0, 0, 0, 230.126, 0, 0, 88.5119, 0, 0, 0, 230.126, 0, 0, 100, 0, 0, 0, 229.899, 0, 0, 91.5087, 0, 0, 0, 229.899, 0, 0, 100, 0, 0, 0, 229.447, 0, 0, 100, 0, 0, 0, 229.447, 0, 0, 87.1611, 0, 0, 0, 228.768, 0, 0, 100, 0, 0, 0, 230.468, 0, 0, 100, 0, 0, 0, 230.468, 0, 0, 98.6111, 0, 0, 0, 230.24, 0, 0, 100, 0, 0, 0, 230.24, 0, 0, 91.2995, 0, 0, 0, 230.126, 0, 0, 100, 0, 0, 0, 230.126, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 13:30, 229.562, 0, 0, 97.0756, 0, 0, 0, 229.563, 0, 0, 96.1754, 0, 0, 0, 229.117, 0, 0, 94.9102, 0, 0, 0, 229.117, 0, 0, 96.8542, 0, 0, 0, 229.785, 0, 0, 88.5119, 0, 0, 0, 229.785, 0, 0, 100, 0, 0, 0, 229.561, 0, 0, 91.5087, 0, 0, 0, 229.561, 0, 0, 100, 0, 0, 0, 229.117, 0, 0, 100, 0, 0, 0, 229.117, 0, 0, 87.1611, 0, 0, 0, 228.449, 0, 0, 100, 0, 0, 0, 230.12, 0, 0, 100, 0, 0, 0, 230.12, 0, 0, 98.6111, 0, 0, 0, 229.897, 0, 0, 100, 0, 0, 0, 229.897, 0, 0, 91.2995, 0, 0, 0, 229.785, 0, 0, 100, 0, 0, 0, 229.785, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 14:00, 226.853, 0, 0, 97.0756, 0, 0, 0, 226.854, 0, 0, 96.1754, 0, 0, 0, 226.362, 0, 0, 94.9102, 0, 0, 0, 226.362, 0, 0, 96.8542, 0, 0, 0, 227.099, 0, 0, 88.5119, 0, 0, 0, 227.1, 0, 0, 100, 0, 0, 0, 226.852, 0, 0, 91.5087, 0, 0, 0, 226.852, 0, 0, 100, 0, 0, 0, 226.362, 0, 0, 100, 0, 0, 0, 226.362, 0, 0, 87.1611, 0, 0, 0, 225.625, 0, 0, 100, 0, 0, 0, 227.47, 0, 0, 100, 0, 0, 0, 227.47, 0, 0, 98.6111, 0, 0, 0, 227.223, 0, 0, 100, 0, 0, 0, 227.223, 0, 0, 91.2995, 0, 0, 0, 227.099, 0, 0, 100, 0, 0, 0, 227.099, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 14:30, 225.82, 0, 0, 97.0756, 0, 0, 0, 225.822, 0, 0, 96.1754, 0, 0, 0, 225.318, 0, 0, 94.9102, 0, 0, 0, 225.318, 0, 0, 96.8542, 0, 0, 0, 226.073, 0, 0, 88.5119, 0, 0, 0, 226.073, 0, 0, 100, 0, 0, 0, 225.82, 0, 0, 91.5087, 0, 0, 0, 225.82, 0, 0, 100, 0, 0, 0, 225.318, 0, 0, 100, 0, 0, 0, 225.318, 0, 0, 87.1611, 0, 0, 0, 224.562, 0, 0, 100, 0, 0, 0, 226.453, 0, 0, 100, 0, 0, 0, 226.453, 0, 0, 98.6111, 0, 0, 0, 226.2, 0, 0, 100, 0, 0, 0, 226.2, 0, 0, 91.2995, 0, 0, 0, 226.073, 0, 0, 100, 0, 0, 0, 226.073, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 15:00, 229.507, 0, 0, 97.0756, 0, 0, 0, 229.509, 0, 0, 96.1754, 0, 0, 0, 229.049, 0, 0, 94.9102, 0, 0, 0, 229.048, 0, 0, 96.8542, 0, 0, 0, 229.738, 0, 0, 88.5119, 0, 0, 0, 229.738, 0, 0, 100, 0, 0, 0, 229.507, 0, 0, 91.5087, 0, 0, 0, 229.507, 0, 0, 100, 0, 0, 0, 229.049, 0, 0, 100, 0, 0, 0, 229.049, 0, 0, 87.1611, 0, 0, 0, 228.359, 0, 0, 100, 0, 0, 0, 230.085, 0, 0, 100, 0, 0, 0, 230.085, 0, 0, 98.6111, 0, 0, 0, 229.853, 0, 0, 100, 0, 0, 0, 229.854, 0, 0, 91.2995, 0, 0, 0, 229.738, 0, 0, 100, 0, 0, 0, 229.738, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 15:30, 227.2, 0, 0, 97.0756, 0, 0, 0, 227.202, 0, 0, 96.1754, 0, 0, 0, 226.685, 0, 0, 94.9102, 0, 0, 0, 226.684, 0, 0, 96.8542, 0, 0, 0, 227.459, 0, 0, 88.5119, 0, 0, 0, 227.459, 0, 0, 100, 0, 0, 0, 227.2, 0, 0, 91.5087, 0, 0, 0, 227.2, 0, 0, 100, 0, 0, 0, 226.685, 0, 0, 100, 0, 0, 0, 226.685, 0, 0, 87.1611, 0, 0, 0, 225.91, 0, 0, 100, 0, 0, 0, 227.849, 0, 0, 100, 0, 0, 0, 227.849, 0, 0, 98.6111, 0, 0, 0, 227.589, 0, 0, 100, 0, 0, 0, 227.589, 0, 0, 91.2995, 0, 0, 0, 227.459, 0, 0, 100, 0, 0, 0, 227.459, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 16:00, 228.073, 0, 0, 97.0756, 0, 0, 0, 228.075, 0, 0, 96.1754, 0, 0, 0, 227.553, 0, 0, 94.9102, 0, 0, 0, 227.553, 0, 0, 96.8542, 0, 0, 0, 228.335, 0, 0, 88.5119, 0, 0, 0, 228.335, 0, 0, 100, 0, 0, 0, 228.073, 0, 0, 91.5087, 0, 0, 0, 228.073, 0, 0, 100, 0, 0, 0, 227.553, 0, 0, 100, 0, 0, 0, 227.554, 0, 0, 87.1611, 0, 0, 0, 226.772, 0, 0, 100, 0, 0, 0, 228.728, 0, 0, 100, 0, 0, 0, 228.728, 0, 0, 98.6111, 0, 0, 0, 228.465, 0, 0, 100, 0, 0, 0, 228.466, 0, 0, 91.2995, 0, 0, 0, 228.334, 0, 0, 100, 0, 0, 0, 228.335, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 16:30, 224.905, 0, 0, 97.0756, 0, 0, 0, 224.907, 0, 0, 96.1754, 0, 0, 0, 224.313, 0, 0, 94.9102, 0, 0, 0, 224.313, 0, 0, 96.8542, 0, 0, 0, 225.203, 0, 0, 88.5119, 0, 0, 0, 225.203, 0, 0, 100, 0, 0, 0, 224.904, 0, 0, 91.5087, 0, 0, 0, 224.904, 0, 0, 100, 0, 0, 0, 224.313, 0, 0, 100, 0, 0, 0, 224.313, 0, 0, 87.1611, 0, 0, 0, 223.422, 0, 0, 100, 0, 0, 0, 225.651, 0, 0, 100, 0, 0, 0, 225.651, 0, 0, 98.6111, 0, 0, 0, 225.352, 0, 0, 100, 0, 0, 0, 225.352, 0, 0, 91.2995, 0, 0, 0, 225.202, 0, 0, 100, 0, 0, 0, 225.203, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 17:00, 224.158, 0, 0, 97.0756, 0, 0, 0, 224.161, 0, 0, 96.1754, 0, 0, 0, 223.519, 0, 0, 94.9102, 0, 0, 0, 223.519, 0, 0, 96.8542, 0, 0, 0, 224.48, 0, 0, 88.5119, 0, 0, 0, 224.48, 0, 0, 100, 0, 0, 0, 224.157, 0, 0, 91.5087, 0, 0, 0, 224.158, 0, 0, 100, 0, 0, 0, 223.519, 0, 0, 100, 0, 0, 0, 223.52, 0, 0, 87.1611, 0, 0, 0, 222.559, 0, 0, 100, 0, 0, 0, 224.963, 0, 0, 100, 0, 0, 0, 224.964, 0, 0, 98.6111, 0, 0, 0, 224.64, 0, 0, 100, 0, 0, 0, 224.641, 0, 0, 91.2995, 0, 0, 0, 224.479, 0, 0, 100, 0, 0, 0, 224.479, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 17:30, 220.144, 0, 0, 97.0756, 0, 0, 0, 220.149, 0, 0, 96.1754, 0, 0, 0, 219.405, 0, 0, 94.9102, 0, 0, 0, 219.404, 0, 0, 96.8542, 0, 0, 0, 220.518, 0, 0, 88.5119, 0, 0, 0, 220.518, 0, 0, 100, 0, 0, 0, 220.144, 0, 0, 91.5087, 0, 0, 0, 220.144, 0, 0, 100, 0, 0, 0, 219.405, 0, 0, 100, 0, 0, 0, 219.405, 0, 0, 87.1611, 0, 0, 0, 218.29, 0, 0, 100, 0, 0, 0, 221.08, 0, 0, 100, 0, 0, 0, 221.08, 0, 0, 98.6111, 0, 0, 0, 220.705, 0, 0, 100, 0, 0, 0, 220.705, 0, 0, 91.2995, 0, 0, 0, 220.517, 0, 0, 100, 0, 0, 0, 220.518, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 18:00, 217.711, 0, 0, 97.0756, 0, 0, 0, 217.716, 0, 0, 96.1754, 0, 0, 0, 216.895, 0, 0, 94.9102, 0, 0, 0, 216.895, 0, 0, 96.8542, 0, 0, 0, 218.124, 0, 0, 88.5119, 0, 0, 0, 218.124, 0, 0, 100, 0, 0, 0, 217.711, 0, 0, 91.5087, 0, 0, 0, 217.711, 0, 0, 100, 0, 0, 0, 216.895, 0, 0, 100, 0, 0, 0, 216.895, 0, 0, 87.1611, 0, 0, 0, 215.665, 0, 0, 100, 0, 0, 0, 218.745, 0, 0, 100, 0, 0, 0, 218.745, 0, 0, 98.6111, 0, 0, 0, 218.33, 0, 0, 100, 0, 0, 0, 218.33, 0, 0, 91.2995, 0, 0, 0, 218.123, 0, 0, 100, 0, 0, 0, 218.123, 0, 0, 95.7331, 0, 0, 0, 
2019 Aug 19 (Mon) 18:30, 203.704, 0, 0, 89.1269, 0, 0, 0, 200.686, 0, 0, 88.2266, 0, 0, 0, 198.982, 0, 0, 86.9614, 0, 0, 0, 201.217, 0, 0, 88.9055, 0, 0, 0, 201.577, 0, 0, 80.5631, 0, 0, 0, 201.968, 0, 0, 92.0513, 0, 0, 0, 200.893, 0, 0, 83.56, 0, 0, 0, 201.232, 0, 0, 92.0513, 0, 0, 0, 198.982, 0, 0, 92.0513, 0, 0, 0, 202.312, 0, 0, 79.2124, 0, 0, 0, 199.279, 0, 0, 92.0513, 0, 0, 0, 203.086, 0, 0, 92.0513, 0, 0, 0, 203.2, 0, 0, 90.6624, 0, 0, 0, 202.123, 0, 0, 92.0513, 0, 0, 0, 203.413, 0, 0, 83.3508, 0, 0, 0, 201.643, 0, 0, 92.0513, 0, 0, 0, 202.596, 0, 0, 87.7844, 0, 0, 0, 
2019 Aug 19 (Mon) 19:00, 202.629, 0, 0, 89.1269, 0, 0, 0, 199.643, 0, 0, 88.2266, 0, 0, 0, 197.922, 0, 0, 86.9614, 0, 0, 0, 200.138, 0, 0, 88.9055, 0, 0, 0, 200.536, 0, 0, 80.5631, 0, 0, 0, 200.931, 0, 0, 92.0513, 0, 0, 0, 199.844, 0, 0, 83.56, 0, 0, 0, 200.186, 0, 0, 92.0513, 0, 0, 0, 197.922, 0, 0, 92.0513, 0, 0, 0, 201.222, 0, 0, 79.2124, 0, 0, 0, 198.168, 0, 0, 92.0513, 0, 0, 0, 202.057, 0, 0, 92.0513, 0, 0, 0, 202.175, 0, 0, 90.6624, 0, 0, 0, 201.087, 0, 0, 92.0513, 0, 0, 0, 202.361, 0, 0, 83.3508, 0, 0, 0, 200.603, 0, 0, 92.0513, 0, 0, 0, 201.541, 0, 0, 87.7844, 0, 0, 0, 
2019 Aug 19 (Mon) 19:30, 205.804, 0, 0, 89.1269, 0, 0, 0, 202.709, 0, 0, 88.2266, 0, 0, 0, 201.023, 0, 0, 86.9614, 0, 0, 0, 203.294, 0, 0, 88.9055, 0, 0, 0, 203.601, 0, 0, 80.5631, 0, 0, 0, 203.986, 0, 0, 92.0513, 0, 0, 0, 202.929, 0, 0, 83.56, 0, 0, 0, 203.26, 0, 0, 92.0513, 0, 0, 0, 201.023, 0, 0, 92.0513, 0, 0, 0, 204.428, 0, 0, 79.2124, 0, 0, 0, 201.417, 0, 0, 92.0513, 0, 0, 0, 205.098, 0, 0, 92.0513, 0, 0, 0, 205.204, 0, 0, 90.6624, 0, 0, 0, 204.142, 0, 0, 92.0513, 0, 0, 0, 205.481, 0, 0, 83.3508, 0, 0, 0, 203.665, 0, 0, 92.0513, 0, 0, 0, 204.665, 0, 0, 87.7844, 0, 0, 0, 
2019 Aug 19 (Mon) 20:00, 207.859, 0, 0, 89.1269, 0, 0, 0, 204.712, 0, 0, 88.2266, 0, 0, 0, 203.065, 0, 0, 86.9614, 0, 0, 0, 205.374, 0, 0, 88.9055, 0, 0, 0, 205.595, 0, 0, 80.5631, 0, 0, 0, 205.976, 0, 0, 92.0513, 0, 0, 0, 204.944, 0, 0, 83.56, 0, 0, 0, 205.272, 0, 0, 92.0513, 0, 0, 0, 203.065, 0, 0, 92.0513, 0, 0, 0, 206.523, 0, 0, 79.2124, 0, 0, 0, 203.564, 0, 0, 92.0513, 0, 0, 0, 207.065, 0, 0, 92.0513, 0, 0, 0, 207.163, 0, 0, 90.6624, 0, 0, 0, 206.127, 0, 0, 92.0513, 0, 0, 0, 207.488, 0, 0, 83.3508, 0, 0, 0, 205.66, 0, 0, 92.0513, 0, 0, 0, 206.678, 0, 0, 87.7844, 0, 0, 0, 
2019 Aug 19 (Mon) 20:30, 202.081, 0, 0, 89.1269, 0, 0, 0, 199.118, 0, 0, 88.2266, 0, 0, 0, 197.395, 0, 0, 86.9614, 0, 0, 0, 199.602, 0, 0, 88.9055, 0, 0, 0, 200.01, 0, 0, 80.5631, 0, 0, 0, 200.406, 0, 0, 92.0513, 0, 0, 0, 199.316, 0, 0, 83.56, 0, 0, 0, 199.659, 0, 0, 92.0513, 0, 0, 0, 197.395, 0, 0, 92.0513, 0, 0, 0, 200.673, 0, 0, 79.2124, 0, 0, 0, 197.618, 0, 0, 92.0513, 0, 0, 0, 201.531, 0, 0, 92.0513, 0, 0, 0, 201.652, 0, 0, 90.6624, 0, 0, 0, 200.56, 0, 0, 92.0513, 0, 0, 0, 201.819, 0, 0, 83.3508, 0, 0, 0, 200.076, 0, 0, 92.0513, 0, 0, 0, 200.999, 0, 0, 87.7844, 0, 0, 0, 
2019 Aug 19 (Mon) 21:00, 205.175, 0, 0, 89.1269, 0, 0, 0, 202.121, 0, 0, 88.2266, 0, 0, 0, 200.445, 0, 0, 86.9614, 0, 0, 0, 202.706, 0, 0, 88.9055, 0, 0, 0, 203.005, 0, 0, 80.5631, 0, 0, 0, 203.394, 0, 0, 92.0513, 0, 0, 0, 202.337, 0, 0, 83.56, 0, 0, 0, 202.673, 0, 0, 92.0513, 0, 0, 0, 200.445, 0, 0, 92.0513, 0, 0, 0, 203.812, 0, 0, 79.2124, 0, 0, 0, 200.817, 0, 0, 92.0513, 0, 0, 0, 204.495, 0, 0, 92.0513, 0, 0, 0, 204.603, 0, 0, 90.6624, 0, 0, 0, 203.545, 0, 0, 92.0513, 0, 0, 0, 204.85, 0, 0, 83.3508, 0, 0, 0, 203.071, 0, 0, 92.0513, 0, 0, 0, 204.037, 0, 0, 87.7844, 0, 0, 0, 
2019 Aug 19 (Mon) 21:30, 205.819, 0, 0, 89.1269, 0, 0, 0, 202.761, 0, 0, 88.2266, 0, 0, 0, 201.107, 0, 0, 86.9614, 0, 0, 0, 203.38, 0, 0, 88.9055, 0, 0, 0, 203.636, 0, 0, 80.5631, 0, 0, 0, 204.024, 0, 0, 92.0513, 0, 0, 0, 202.98, 0, 0, 83.56, 0, 0, 0, 203.316, 0, 0, 92.0513, 0, 0, 0, 201.107, 0, 0, 92.0513, 0, 0, 0, 204.479, 0, 0, 79.2124, 0, 0, 0, 201.517, 0, 0, 92.0513, 0, 0, 0, 205.11, 0, 0, 92.0513, 0, 0, 0, 205.216, 0, 0, 90.6624, 0, 0, 0, 204.171, 0, 0, 92.0513, 0, 0, 0, 205.47, 0, 0, 83.3508, 0, 0, 0, 203.703, 0, 0, 92.0513, 0, 0, 0, 204.661, 0, 0, 87.7844, 0, 0, 0, 
2019 Aug 19 (Mon) 22:00, 207.725, 0, 0, 89.1269, 0, 0, 0, 204.64, 0, 0, 88.2266, 0, 0, 0, 203.039, 0, 0, 86.9614, 0, 0, 0, 205.348, 0, 0, 88.9055, 0, 0, 0, 205.498, 0, 0, 80.5631, 0, 0, 0, 205.883, 0, 0, 92.0513, 0, 0, 0, 204.87, 0, 0, 83.56, 0, 0, 0, 205.204, 0, 0, 92.0513, 0, 0, 0, 203.039, 0, 0, 92.0513, 0, 0, 0, 206.441, 0, 0, 79.2124, 0, 0, 0, 203.555, 0, 0, 92.0513, 0, 0, 0, 206.933, 0, 0, 92.0513, 0, 0, 0, 207.032, 0, 0, 90.6624, 0, 0, 0, 206.021, 0, 0, 92.0513, 0, 0, 0, 207.317, 0, 0, 83.3508, 0, 0, 0, 205.566, 0, 0, 92.0513, 0, 0, 0, 206.518, 0, 0, 87.7844, 0, 0, 0, 
2019 Aug 19 (Mon) 22:30, 208.772, 0, 0, 89.1269, 0, 0, 0, 205.678, 0, 0, 88.2266, 0, 0, 0, 204.112, 0, 0, 86.9614, 0, 0, 0, 206.44, 0, 0, 88.9055, 0, 0, 0, 206.524, 0, 0, 80.5631, 0, 0, 0, 206.908, 0, 0, 92.0513, 0, 0, 0, 205.914, 0, 0, 83.56, 0, 0, 0, 206.248, 0, 0, 92.0513, 0, 0, 0, 204.112, 0, 0, 92.0513, 0, 0, 0, 207.525, 0, 0, 79.2124, 0, 0, 0, 204.688, 0, 0, 92.0513, 0, 0, 0, 207.934, 0, 0, 92.0513, 0, 0, 0, 208.028, 0, 0, 90.6624, 0, 0, 0, 207.039, 0, 0, 92.0513, 0, 0, 0, 208.327, 0, 0, 83.3508, 0, 0, 0, 206.592, 0, 0, 92.0513, 0, 0, 0, 207.535, 0, 0, 87.7844, 0, 0, 0, 
2019 Aug 19 (Mon) 23:00, 210.492, 0, 0, 89.1269, 0, 0, 0, 207.379, 0, 0, 88.2266, 0, 0, 0, 205.866, 0, 0, 86.9614, 0, 0, 0, 208.226, 0, 0, 88.9055, 0, 0, 0, 208.206, 0, 0, 80.5631, 0, 0, 0, 208.588, 0, 0, 92.0513, 0, 0, 0, 207.625, 0, 0, 83.56, 0, 0, 0, 207.957, 0, 0, 92.0513, 0, 0, 0, 205.866, 0, 0, 92.0513, 0, 0, 0, 209.3, 0, 0, 79.2124, 0, 0, 0, 206.538, 0, 0, 92.0513, 0, 0, 0, 209.579, 0, 0, 92.0513, 0, 0, 0, 209.666, 0, 0, 90.6624, 0, 0, 0, 208.71, 0, 0, 92.0513, 0, 0, 0, 209.989, 0, 0, 83.3508, 0, 0, 0, 208.277, 0, 0, 92.0513, 0, 0, 0, 209.208, 0, 0, 87.7844, 0, 0, 0, 
2019 Aug 19 (Mon) 23:30, 211.248, 0, 0, 89.1269, 0, 0, 0, 208.147, 0, 0, 88.2266, 0, 0, 0, 206.674, 0, 0, 86.9614, 0, 0, 0, 209.049, 0, 0, 88.9055, 0, 0, 0, 208.957, 0, 0, 80.5631, 0, 0, 0, 209.34, 0, 0, 92.0513, 0, 0, 0, 208.397, 0, 0, 83.56, 0, 0, 0, 208.731, 0, 0, 92.0513, 0, 0, 0, 206.674, 0, 0, 92.0513, 0, 0, 0, 210.1, 0, 0, 79.2124, 0, 0, 0, 207.397, 0, 0, 92.0513, 0, 0, 0, 210.301, 0, 0, 92.0513, 0, 0, 0, 210.385, 0, 0, 90.6624, 0, 0, 0, 209.453, 0, 0, 92.0513, 0, 0, 0, 210.706, 0, 0, 83.3508, 0, 0, 0, 209.029, 0, 0, 92.0513, 0, 0, 0, 209.933, 0, 0, 87.7844, 0, 0, 0, 
2019 Aug 20 (Tue) 0:00, 214.872, 0, 0, 89.1269, 0, 0, 0, 211.697, 0, 0, 88.2266, 0, 0, 0, 210.304, 0, 0, 86.9614, 0, 0, 0, 212.746, 0, 0, 88.9055, 0, 0, 0, 212.485, 0, 0, 80.5631, 0, 0, 0, 212.859, 0, 0, 92.0513, 0, 0, 0, 211.968, 0, 0, 83.56, 0, 0, 0, 212.295, 0, 0, 92.0513, 0, 0, 0, 210.304, 0, 0, 92.0513, 0, 0, 0, 213.807, 0, 0, 79.2124, 0, 0, 0, 211.217, 0, 0, 92.0513, 0, 0, 0, 213.772, 0, 0, 92.0513, 0, 0, 0, 213.84, 0, 0, 90.6624, 0, 0, 0, 212.961, 0, 0, 92.0513, 0, 0, 0, 214.234, 0, 0, 83.3508, 0, 0, 0, 212.557, 0, 0, 92.0513, 0, 0, 0, 213.475, 0, 0, 87.7844, 0, 0, 0, 
