Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 0:00, 223.551, 316.148, -5.98038, 220.446, 311.757, -128.598, 227.135, 321.218, 115.365, 0.831446, 1.17584, 23.1963, 
2019 Aug 19 (Mon) 0:30, 228.338, 322.918, -2.97955, 219.871, 310.944, -128.198, 227.165, 321.26, 115.481, 0.303296, 0.428925, 52.4835, 
2019 Aug 19 (Mon) 1:00, 232.709, 329.1, -3.14839, 229.992, 325.258, -123.946, 226.144, 319.816, 114.165, 1.15947, 1.63974, 125.557, 
2019 Aug 19 (Mon) 1:30, 232.707, 329.097, -2.86046, 232.025, 328.133, -122.566, 228.957, 323.793, 115.749, 0.594706, 0.841041, 149.453, 
2019 Aug 19 (Mon) 2:00, 229.742, 324.905, -2.6148, 228.099, 322.581, -123.873, 229.717, 324.868, 117.385, 0.195676, 0.276728, 82.9845, 
2019 Aug 19 (Mon) 2:30, 232.395, 328.656, -2.56508, 232.395, 328.656, -122.565, 232.395, 328.656, 117.435, 1.16661e-07, 1.64983e-07, 33.8181, 
2019 Aug 19 (Mon) 3:00, 233.091, 329.64, -2.59418, 233.091, 329.64, -122.594, 233.091, 329.64, 117.406, 1.17168e-07, 1.657e-07, 33.8153, 
2019 Aug 19 (Mon) 3:30, 232.29, 328.508, -2.6498, 232.29, 328.508, -122.65, 232.29, 328.508, 117.35, 1.16623e-07, 1.6493e-07, 33.6939, 
2019 Aug 19 (Mon) 4:00, 231.414, 327.269, -2.56849, 231.414, 327.269, -122.569, 231.414, 327.269, 117.431, 1.15967e-07, 1.64003e-07, 33.761, 
2019 Aug 19 (Mon) 4:30, 230.316, 325.716, -2.73831, 230.316, 325.716, -122.738, 230.316, 325.716, 117.262, 1.15266e-07, 1.63011e-07, 33.4647, 
2019 Aug 19 (Mon) 5:00, 230.994, 326.675, -2.9101, 230.994, 326.675, -122.91, 230.994, 326.675, 117.09, 1.15819e-07, 1.63793e-07, 33.258, 
2019 Aug 19 (Mon) 5:30, 231.178, 326.935, -3.3765, 231.178, 326.935, -123.377, 231.178, 326.935, 116.623, 1.16151e-07, 1.64262e-07, 32.6096, 
2019 Aug 19 (Mon) 6:00, 230.685, 326.237, -3.65421, 230.685, 326.237, -123.654, 230.685, 326.237, 116.346, 1.1592e-07, 1.63936e-07, 32.1904, 
2019 Aug 19 (Mon) 6:30, 225.562, 318.992, -3.66942, 225.562, 318.992, -123.669, 225.561, 318.992, 116.331, 1.12308e-07, 1.58828e-07, 31.8961, 
2019 Aug 19 (Mon) 7:00, 226.29, 320.022, -4.00112, 226.29, 320.022, -124.001, 226.29, 320.022, 115.999, 1.12953e-07, 1.59739e-07, 31.4684, 
2019 Aug 19 (Mon) 7:30, 225.04, 318.255, -4.26854, 225.041, 318.256, -124.269, 225.04, 318.255, 115.731, 1.12184e-07, 1.58653e-07, 31.0238, 
2019 Aug 19 (Mon) 8:00, 225.796, 319.324, -4.21797, 225.796, 319.324, -124.218, 225.796, 319.324, 115.782, 1.12704e-07, 1.59387e-07, 31.1349, 
2019 Aug 19 (Mon) 8:30, 224.82, 317.943, -3.78965, 224.82, 317.944, -123.79, 224.82, 317.943, 116.21, 1.11841e-07, 1.58167e-07, 31.6887, 
2019 Aug 19 (Mon) 9:00, 225.101, 318.341, -3.7459, 225.101, 318.341, -123.746, 225.101, 318.341, 116.254, 1.12018e-07, 1.58417e-07, 31.7645, 
2019 Aug 19 (Mon) 9:30, 227.563, 321.823, -3.7848, 227.563, 321.823, -123.785, 227.563, 321.822, 116.215, 1.13765e-07, 1.60887e-07, 31.8417, 
2019 Aug 19 (Mon) 10:00, 229.55, 324.632, -3.69401, 229.55, 324.632, -123.694, 229.55, 324.632, 116.306, 1.15133e-07, 1.62822e-07, 32.0754, 
2019 Aug 19 (Mon) 10:30, 230.904, 326.548, -3.56844, 230.904, 326.548, -123.568, 230.904, 326.548, 116.432, 1.1604e-07, 1.64106e-07, 32.3219, 
2019 Aug 19 (Mon) 11:00, 229.466, 324.514, -3.5652, 229.466, 324.514, -123.565, 229.466, 324.514, 116.435, 1.15018e-07, 1.6266e-07, 32.2522, 
2019 Aug 19 (Mon) 11:30, 229.282, 324.253, -3.69357, 229.282, 324.254, -123.694, 229.282, 324.253, 116.306, 1.14943e-07, 1.62555e-07, 32.0607, 
2019 Aug 19 (Mon) 12:00, 228.995, 323.849, -3.74596, 228.996, 323.849, -123.746, 228.995, 323.848, 116.254, 1.14763e-07, 1.62299e-07, 31.9735, 
2019 Aug 19 (Mon) 12:30, 227.578, 321.844, -3.7101, 227.578, 321.844, -123.71, 227.578, 321.844, 116.29, 1.13749e-07, 1.60865e-07, 31.9475, 
2019 Aug 19 (Mon) 13:00, 230.313, 325.712, -3.89986, 230.313, 325.712, -123.9, 230.313, 325.712, 116.1, 1.15763e-07, 1.63713e-07, 31.8231, 
2019 Aug 19 (Mon) 13:30, 229.955, 325.206, -3.67396, 229.955, 325.206, -123.674, 229.955, 325.206, 116.326, 1.15409e-07, 1.63213e-07, 32.1227, 
2019 Aug 19 (Mon) 14:00, 227.246, 321.374, -3.55369, 227.246, 321.374, -123.554, 227.246, 321.374, 116.446, 1.1345e-07, 1.60443e-07, 32.1496, 
2019 Aug 19 (Mon) 14:30, 226.205, 319.902, -3.42042, 226.205, 319.902, -123.42, 226.205, 319.902, 116.58, 1.1266e-07, 1.59325e-07, 32.2807, 
2019 Aug 19 (Mon) 15:00, 229.922, 325.159, -3.8859, 229.922, 325.159, -123.886, 229.922, 325.158, 116.114, 1.15482e-07, 1.63316e-07, 31.8212, 
2019 Aug 19 (Mon) 15:30, 227.64, 321.932, -4.06064, 227.64, 321.932, -124.061, 227.64, 321.932, 115.939, 1.13936e-07, 1.61129e-07, 31.4534, 
2019 Aug 19 (Mon) 16:00, 228.543, 323.209, -4.40786, 228.543, 323.209, -124.408, 228.543, 323.209, 115.592, 1.1472e-07, 1.62239e-07, 31.0129, 
2019 Aug 19 (Mon) 16:30, 225.402, 318.767, -4.56395, 225.402, 318.767, -124.564, 225.402, 318.767, 115.436, 1.12562e-07, 1.59187e-07, 30.6222, 
2019 Aug 19 (Mon) 17:00, 224.708, 317.785, -5.08526, 224.708, 317.786, -125.085, 224.708, 317.785, 114.915, 1.12286e-07, 1.58797e-07, 29.8596, 
2019 Aug 19 (Mon) 17:30, 220.747, 312.183, -5.46436, 220.747, 312.184, -125.464, 220.747, 312.183, 114.536, 1.09644e-07, 1.5506e-07, 29.106, 
2019 Aug 19 (Mon) 18:00, 218.369, 308.821, -5.94791, 218.369, 308.821, -125.948, 218.369, 308.821, 114.052, 1.08166e-07, 1.52969e-07, 28.2948, 
2019 Aug 19 (Mon) 18:30, 215.466, 304.715, -7.50907, 217.159, 307.109, -126.362, 217.218, 307.193, 113.635, 0.121717, 0.172133, -161.7, 
2019 Aug 19 (Mon) 19:00, 214.274, 303.029, -7.48273, 215.942, 305.388, -126.342, 216.001, 305.472, 113.655, 0.120845, 0.1709, -161.599, 
2019 Aug 19 (Mon) 19:30, 219.722, 310.734, -6.70338, 219.722, 310.734, -126.703, 219.722, 310.734, 113.297, 1.09409e-07, 1.54728e-07, 27.3088, 
2019 Aug 19 (Mon) 20:00, 222.142, 314.156, -6.113, 213.129, 301.41, -130.52, 223.418, 315.961, 113.17, 1.13722, 1.60827, -95.5061, 
2019 Aug 19 (Mon) 20:30, 213.691, 302.204, -6.83692, 207.026, 292.779, -130.062, 215.081, 304.17, 112.435, 1.47499, 2.08596, -100.899, 
2019 Aug 19 (Mon) 21:00, 217.006, 306.893, -7.38299, 218.779, 309.4, -126.272, 217.123, 307.058, 112.589, 0.401448, 0.567733, -118.266, 
2019 Aug 19 (Mon) 21:30, 219.387, 310.26, -5.98578, 219.387, 310.26, -125.986, 219.387, 310.26, 114.014, 1.08898e-07, 1.54005e-07, 28.2976, 
2019 Aug 19 (Mon) 22:00, 218.9, 309.571, -6.77409, 221.575, 313.355, -125.528, 221.295, 312.958, 114.614, 0.253587, 0.358626, 28.6484, 
2019 Aug 19 (Mon) 22:30, 219.91, 310.999, -6.39923, 220.848, 312.326, -126.336, 222.248, 314.307, 115.001, 0.323311, 0.457231, 41.1605, 
2019 Aug 19 (Mon) 23:00, 223.887, 316.623, -4.56355, 220.512, 311.851, -126.96, 220.384, 311.67, 113.083, 0.521546, 0.737577, -11.2905, 
