Time, 10 (2), , , , , , , 11 (3), , , , , , , 13 (5), , , , , , , 14 (6), , , , , , , 15 (7), , , , , , , 16 (8), , , , , , , 18 (10), , , , , , , 19 (11), , , , , , , 20 (13), , , , , , , 24 (17), , , , , , , 25 (18), , , , , , , 29 (22), , , , , , , 30 (24), , , , , , , 31 (25), , , , , , , 32 (26), , , , , , , 38 (32), , , , , , , 39 (33), , , , , , , 3 (23), , , , , , , 41 (36), , , , , , , 45 (40), , , , , , , 46 (41), , , , , , , 47 (42), , , , , , , 48 (43), , , , , , , 4 (34), , , , , , , 50 (46), , , , , , , 52 (48), , , , , , , 58 (54), , , , , , , 60 (57), , , , , , , 62 (59), , , , , , , 65 (62), , , , , , , 66 (63), , , , , , , 6 (56), , , , , , , 8 (65), , , , , , , 9 (66), , , , , , , 
Time, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, 
2019 Aug 19 (Mon) 5:00, 230.678, 231.133, 0.914801, 100, 0, 0.4574, 0, 230.679, 231.134, 0.914822, 100, 0, 0.457411, 0, 230.679, 231.134, 0.91482, 100, 0, 0.45741, 0, 230.679, 231.134, 0.914822, 98.6918, 0.0163526, 0.465588, 0, 230.679, 231.134, 0.914819, 100, 0, 0.457409, 0, 230.305, 230.79, 0.909913, 100, 0, 0.454957, 0, 230.305, 230.791, 0.909918, 100, 0, 0.454959, 0, 230.305, 230.79, 0.909913, 100, 0, 0.454957, 0, 230.024, 230.533, 0.906061, 100, 0, 0.453031, 0, 230.866, 231.305, 0.917164, 100, 0, 0.458582, 0, 230.866, 231.305, 0.917167, 100, 0, 0.458583, 0, 230.678, 231.133, 0.914798, 100, 0, 0.457399, 0, 230.678, 231.133, 0.914801, 100, 0, 0.4574, 0, 230.678, 231.133, 0.914797, 100, 0, 0.457398, 0, 230.584, 231.047, 0.913594, 99.8273, 0.00215849, 0.457876, 0, 229.837, 230.362, 0.903409, 100, 0, 0.451704, 0, 229.837, 230.362, 0.903412, 100, 0, 0.451706, 0, 230.305, 230.791, 0.909918, 99.0794, 0.0115079, 0.460713, 0, 229.837, 230.362, 0.903409, 100, 0, 0.451704, 0, 229.744, 230.276, 0.902056, 100, 0, 0.451028, 0, 229.744, 230.276, 0.902051, 100, 0, 0.451025, 0, 229.744, 230.276, 0.902054, 100, 0, 0.451027, 0, 229.744, 230.276, 0.902056, 100, 0, 0.451028, 0, 230.866, 231.305, 0.917167, 100, 0, 0.458583, 0, 231.148, 231.563, 0.920607, 100, 0, 0.460303, 0, 231.147, 231.563, 0.920606, 99.1692, 0.0103856, 0.465496, 0, 230.959, 231.39, 0.918323, 100, 0, 0.459162, 0, 230.96, 231.391, 0.918327, 99.2381, 0.00952389, 0.463925, 0, 230.866, 231.305, 0.917162, 100, 0, 0.458581, 0, 230.866, 231.305, 0.917162, 100, 0, 0.458581, 0, 230.866, 231.305, 0.917164, 100, 0, 0.458582, 0, 230.584, 231.047, 0.913592, 100, 0, 0.456796, 0, 230.024, 230.533, 0.906065, 98.7766, 0.0152923, 0.460678, 0, 230.024, 230.534, 0.906067, 100, 0, 0.453034, 0, 
2019 Aug 19 (Mon) 5:30, 230.818, 231.133, 0.965385, 100, 0, 0.482692, 0, 230.819, 231.134, 0.965398, 100, 0, 0.482699, 0, 230.819, 231.134, 0.965398, 100, 0, 0.482699, 0, 230.819, 231.134, 0.965398, 98.6918, 0.0163526, 0.490875, 0, 230.819, 231.134, 0.965398, 100, 0, 0.482699, 0, 230.417, 230.79, 0.962021, 100, 0, 0.48101, 0, 230.417, 230.791, 0.962022, 100, 0, 0.481011, 0, 230.417, 230.79, 0.962021, 100, 0, 0.48101, 0, 230.116, 230.533, 0.95937, 100, 0, 0.479685, 0, 231.019, 231.305, 0.967014, 100, 0, 0.483507, 0, 231.019, 231.305, 0.967015, 100, 0, 0.483507, 0, 230.818, 231.133, 0.965384, 100, 0, 0.482692, 0, 230.818, 231.133, 0.965385, 100, 0, 0.482692, 0, 230.818, 231.133, 0.965384, 100, 0, 0.482692, 0, 230.717, 231.047, 0.964553, 99.8273, 0.00215849, 0.483356, 0, 229.916, 230.362, 0.957542, 100, 0, 0.478771, 0, 229.916, 230.362, 0.957543, 100, 0, 0.478771, 0, 230.417, 230.791, 0.962022, 99.0794, 0.0115079, 0.486765, 0, 229.916, 230.362, 0.957542, 100, 0, 0.478771, 0, 229.815, 230.276, 0.956611, 100, 0, 0.478305, 0, 229.815, 230.276, 0.95661, 100, 0, 0.478305, 0, 229.815, 230.276, 0.95661, 100, 0, 0.478305, 0, 229.815, 230.276, 0.956611, 100, 0, 0.478305, 0, 231.019, 231.305, 0.967015, 100, 0, 0.483507, 0, 231.321, 231.563, 0.969384, 100, 0, 0.484692, 0, 231.321, 231.563, 0.969384, 99.1692, 0.0103856, 0.489885, 0, 231.12, 231.39, 0.967812, 100, 0, 0.483906, 0, 231.12, 231.391, 0.967813, 99.2381, 0.00952389, 0.488668, 0, 231.019, 231.305, 0.967012, 100, 0, 0.483506, 0, 231.019, 231.305, 0.967012, 100, 0, 0.483506, 0, 231.019, 231.305, 0.967012, 100, 0, 0.483506, 0, 230.717, 231.047, 0.964554, 100, 0, 0.482277, 0, 230.116, 230.533, 0.95937, 98.7766, 0.0152923, 0.487331, 0, 230.116, 230.534, 0.959371, 100, 0, 0.479685, 0, 
2019 Aug 19 (Mon) 6:00, 230.296, 231.133, 0.976007, 100, 0, 0.488004, 0, 230.297, 231.134, 0.976027, 100, 0, 0.488013, 0, 230.297, 231.134, 0.976028, 100, 0, 0.488014, 0, 230.297, 231.134, 0.976027, 98.6918, 0.0163526, 0.49619, 0, 230.297, 231.134, 0.97603, 100, 0, 0.488015, 0, 229.867, 230.79, 0.97081, 100, 0, 0.485405, 0, 229.867, 230.791, 0.970807, 100, 0, 0.485403, 0, 229.867, 230.79, 0.97081, 100, 0, 0.485405, 0, 229.545, 230.533, 0.966714, 100, 0, 0.483357, 0, 230.511, 231.305, 0.97853, 100, 0, 0.489265, 0, 230.511, 231.305, 0.978529, 100, 0, 0.489264, 0, 230.295, 231.133, 0.976008, 100, 0, 0.488004, 0, 230.296, 231.133, 0.976007, 100, 0, 0.488004, 0, 230.295, 231.133, 0.976011, 100, 0, 0.488005, 0, 230.188, 231.047, 0.974723, 99.8273, 0.00215849, 0.488441, 0, 229.33, 230.362, 0.963889, 100, 0, 0.481945, 0, 229.33, 230.362, 0.963888, 100, 0, 0.481944, 0, 229.867, 230.791, 0.970807, 99.0794, 0.0115079, 0.491157, 0, 229.33, 230.362, 0.963889, 100, 0, 0.481945, 0, 229.223, 230.276, 0.962448, 100, 0, 0.481224, 0, 229.223, 230.276, 0.962452, 100, 0, 0.481226, 0, 229.223, 230.276, 0.96245, 100, 0, 0.481225, 0, 229.223, 230.276, 0.962448, 100, 0, 0.481224, 0, 230.511, 231.305, 0.978529, 100, 0, 0.489264, 0, 230.834, 231.563, 0.982192, 100, 0, 0.491096, 0, 230.834, 231.563, 0.982194, 99.1692, 0.0103856, 0.49629, 0, 230.619, 231.39, 0.979764, 100, 0, 0.489882, 0, 230.619, 231.391, 0.979761, 99.2381, 0.00952389, 0.494643, 0, 230.511, 231.305, 0.978525, 100, 0, 0.489262, 0, 230.511, 231.305, 0.978525, 100, 0, 0.489262, 0, 230.511, 231.305, 0.978524, 100, 0, 0.489262, 0, 230.188, 231.047, 0.974725, 100, 0, 0.487362, 0, 229.545, 230.533, 0.966712, 98.7766, 0.0152923, 0.491002, 0, 229.545, 230.534, 0.966711, 100, 0, 0.483355, 0, 
2019 Aug 19 (Mon) 6:30, 225.151, 231.133, 0.936242, 100, 0, 0.468121, 0, 225.153, 231.134, 0.936276, 100, 0, 0.468138, 0, 225.153, 231.134, 0.936277, 100, 0, 0.468138, 0, 225.153, 231.134, 0.936276, 98.6918, 0.0163526, 0.476314, 0, 225.153, 231.134, 0.936278, 100, 0, 0.468139, 0, 224.619, 230.79, 0.92779, 100, 0, 0.463895, 0, 224.619, 230.791, 0.927788, 100, 0, 0.463894, 0, 224.619, 230.79, 0.92779, 100, 0, 0.463895, 0, 224.219, 230.533, 0.921128, 100, 0, 0.460564, 0, 225.418, 231.305, 0.940342, 100, 0, 0.470171, 0, 225.418, 231.305, 0.940341, 100, 0, 0.470171, 0, 225.15, 231.133, 0.936243, 100, 0, 0.468121, 0, 225.151, 231.133, 0.936242, 100, 0, 0.468121, 0, 225.15, 231.133, 0.936244, 100, 0, 0.468122, 0, 225.017, 231.047, 0.934154, 99.8273, 0.00215849, 0.468156, 0, 223.953, 230.362, 0.916536, 100, 0, 0.458268, 0, 223.953, 230.362, 0.916536, 100, 0, 0.458268, 0, 224.619, 230.791, 0.927788, 99.0794, 0.0115079, 0.469648, 0, 223.953, 230.362, 0.916536, 100, 0, 0.458268, 0, 223.82, 230.276, 0.914194, 100, 0, 0.457097, 0, 223.819, 230.276, 0.914196, 100, 0, 0.457098, 0, 223.819, 230.276, 0.914194, 100, 0, 0.457097, 0, 223.82, 230.276, 0.914194, 100, 0, 0.457097, 0, 225.418, 231.305, 0.940341, 100, 0, 0.470171, 0, 225.82, 231.563, 0.946299, 100, 0, 0.47315, 0, 225.82, 231.563, 0.9463, 99.1692, 0.0103856, 0.478343, 0, 225.552, 231.39, 0.942349, 100, 0, 0.471174, 0, 225.552, 231.391, 0.942347, 99.2381, 0.00952389, 0.475936, 0, 225.418, 231.305, 0.940335, 100, 0, 0.470167, 0, 225.418, 231.305, 0.940335, 100, 0, 0.470167, 0, 225.418, 231.305, 0.940334, 100, 0, 0.470167, 0, 225.017, 231.047, 0.934155, 100, 0, 0.467077, 0, 224.219, 230.533, 0.921127, 98.7766, 0.0152923, 0.46821, 0, 224.219, 230.534, 0.921127, 100, 0, 0.460563, 0, 
2019 Aug 19 (Mon) 7:00, 225.85, 231.133, 0.544481, 100, 0, 0.272241, 0, 225.852, 231.134, 0.54462, 100, 0, 0.27231, 0, 225.852, 231.134, 0.544612, 100, 0, 0.272306, 0, 225.852, 231.134, 0.54462, 98.6918, 0.0163526, 0.280486, 0, 225.852, 231.134, 0.544605, 100, 0, 0.272303, 0, 225.311, 230.79, 0.51749, 100, 0, 0.258745, 0, 225.312, 230.791, 0.517507, 100, 0, 0.258754, 0, 225.311, 230.79, 0.51749, 100, 0, 0.258745, 0, 224.906, 230.533, 0.496197, 100, 0, 0.248099, 0, 226.121, 231.305, 0.557565, 100, 0, 0.278783, 0, 226.121, 231.305, 0.557573, 100, 0, 0.278786, 0, 225.85, 231.133, 0.544473, 100, 0, 0.272236, 0, 225.85, 231.133, 0.544481, 100, 0, 0.272241, 0, 225.849, 231.133, 0.544465, 100, 0, 0.272233, 0, 225.714, 231.047, 0.537805, 99.8273, 0.00215849, 0.269982, 0, 224.636, 230.362, 0.481529, 100, 0, 0.240764, 0, 224.636, 230.362, 0.481539, 100, 0, 0.24077, 0, 225.312, 230.791, 0.517507, 99.0794, 0.0115079, 0.264508, 0, 224.636, 230.362, 0.481529, 100, 0, 0.240764, 0, 224.502, 230.276, 0.47405, 100, 0, 0.237025, 0, 224.501, 230.276, 0.474029, 100, 0, 0.237014, 0, 224.501, 230.276, 0.474039, 100, 0, 0.237019, 0, 224.502, 230.276, 0.47405, 100, 0, 0.237025, 0, 226.121, 231.305, 0.557573, 100, 0, 0.278786, 0, 226.528, 231.563, 0.576611, 100, 0, 0.288305, 0, 226.528, 231.563, 0.576604, 99.1692, 0.0103856, 0.293495, 0, 226.256, 231.39, 0.563974, 100, 0, 0.281987, 0, 226.257, 231.391, 0.563988, 99.2381, 0.00952389, 0.286756, 0, 226.121, 231.305, 0.557545, 100, 0, 0.278773, 0, 226.121, 231.305, 0.557545, 100, 0, 0.278773, 0, 226.121, 231.305, 0.557553, 100, 0, 0.278776, 0, 225.714, 231.047, 0.537796, 100, 0, 0.268898, 0, 224.906, 230.533, 0.496207, 98.7766, 0.0152923, 0.255749, 0, 224.906, 230.534, 0.496216, 100, 0, 0.248108, 0, 
2019 Aug 19 (Mon) 7:30, 224.57, 231.133, 0.597721, 100, 0, 0.29886, 0, 224.572, 231.134, 0.597855, 100, 0, 0.298928, 0, 224.572, 231.134, 0.597848, 100, 0, 0.298924, 0, 224.572, 231.134, 0.597855, 98.6918, 0.0163526, 0.307104, 0, 224.572, 231.134, 0.597842, 100, 0, 0.298921, 0, 223.989, 230.79, 0.571612, 100, 0, 0.285806, 0, 223.99, 230.791, 0.571628, 100, 0, 0.285814, 0, 223.989, 230.79, 0.571612, 100, 0, 0.285806, 0, 223.553, 230.533, 0.551017, 100, 0, 0.275509, 0, 224.862, 231.305, 0.61038, 100, 0, 0.30519, 0, 224.862, 231.305, 0.610386, 100, 0, 0.305193, 0, 224.57, 231.133, 0.597713, 100, 0, 0.298857, 0, 224.57, 231.133, 0.597721, 100, 0, 0.29886, 0, 224.569, 231.133, 0.597707, 100, 0, 0.298854, 0, 224.423, 231.047, 0.591262, 99.8273, 0.00215849, 0.29671, 0, 223.262, 230.362, 0.53683, 100, 0, 0.268415, 0, 223.262, 230.362, 0.536839, 100, 0, 0.26842, 0, 223.99, 230.791, 0.571628, 99.0794, 0.0115079, 0.291568, 0, 223.262, 230.362, 0.53683, 100, 0, 0.268415, 0, 223.116, 230.276, 0.529596, 100, 0, 0.264798, 0, 223.116, 230.276, 0.529577, 100, 0, 0.264789, 0, 223.116, 230.276, 0.529586, 100, 0, 0.264793, 0, 223.116, 230.276, 0.529596, 100, 0, 0.264798, 0, 224.862, 231.305, 0.610386, 100, 0, 0.305193, 0, 225.302, 231.563, 0.628804, 100, 0, 0.314402, 0, 225.302, 231.563, 0.628799, 99.1692, 0.0103856, 0.319592, 0, 225.008, 231.39, 0.616579, 100, 0, 0.30829, 0, 225.009, 231.391, 0.616592, 99.2381, 0.00952389, 0.313058, 0, 224.862, 231.305, 0.610359, 100, 0, 0.30518, 0, 224.862, 231.305, 0.610359, 100, 0, 0.30518, 0, 224.862, 231.305, 0.610366, 100, 0, 0.305183, 0, 224.423, 231.047, 0.591254, 100, 0, 0.295627, 0, 223.553, 230.533, 0.551026, 98.7766, 0.0152923, 0.283159, 0, 223.553, 230.534, 0.551036, 100, 0, 0.275518, 0, 
2019 Aug 19 (Mon) 8:00, 225.334, 231.133, 0.500256, 100, 0, 0.250128, 0, 225.336, 231.134, 0.500428, 100, 0, 0.250214, 0, 225.336, 231.134, 0.50042, 100, 0, 0.25021, 0, 225.336, 231.134, 0.500428, 98.6918, 0.0163526, 0.25839, 0, 225.336, 231.134, 0.500413, 100, 0, 0.250207, 0, 224.771, 230.79, 0.468264, 100, 0, 0.234132, 0, 224.772, 230.791, 0.468282, 100, 0, 0.234141, 0, 224.771, 230.79, 0.468264, 100, 0, 0.234132, 0, 224.348, 230.533, 0.443023, 100, 0, 0.221511, 0, 225.617, 231.305, 0.515776, 100, 0, 0.257888, 0, 225.617, 231.305, 0.515783, 100, 0, 0.257892, 0, 225.333, 231.133, 0.500247, 100, 0, 0.250124, 0, 225.334, 231.133, 0.500256, 100, 0, 0.250128, 0, 225.333, 231.133, 0.50024, 100, 0, 0.25012, 0, 225.192, 231.047, 0.492339, 99.8273, 0.00215849, 0.247249, 0, 224.067, 230.362, 0.425633, 100, 0, 0.212817, 0, 224.067, 230.362, 0.425645, 100, 0, 0.212823, 0, 224.772, 230.791, 0.468282, 99.0794, 0.0115079, 0.239895, 0, 224.067, 230.362, 0.425633, 100, 0, 0.212817, 0, 223.926, 230.276, 0.416768, 100, 0, 0.208384, 0, 223.926, 230.276, 0.416746, 100, 0, 0.208373, 0, 223.926, 230.276, 0.416756, 100, 0, 0.208378, 0, 223.926, 230.276, 0.416768, 100, 0, 0.208384, 0, 225.617, 231.305, 0.515783, 100, 0, 0.257892, 0, 226.042, 231.563, 0.538363, 100, 0, 0.269182, 0, 226.042, 231.563, 0.538358, 99.1692, 0.0103856, 0.274372, 0, 225.758, 231.39, 0.523376, 100, 0, 0.261688, 0, 225.758, 231.391, 0.523389, 99.2381, 0.00952389, 0.266457, 0, 225.616, 231.305, 0.51575, 100, 0, 0.257875, 0, 225.616, 231.305, 0.51575, 100, 0, 0.257875, 0, 225.616, 231.305, 0.515758, 100, 0, 0.257879, 0, 225.192, 231.047, 0.49233, 100, 0, 0.246165, 0, 224.348, 230.533, 0.443033, 98.7766, 0.0152923, 0.229162, 0, 224.349, 230.534, 0.443044, 100, 0, 0.221522, 0, 
2019 Aug 19 (Mon) 8:30, 224.394, 231.133, 0.55841, 100, 0, 0.279205, 0, 224.397, 231.134, 0.558563, 100, 0, 0.279282, 0, 224.397, 231.134, 0.558556, 100, 0, 0.279278, 0, 224.397, 231.134, 0.558563, 98.6918, 0.0163526, 0.287458, 0, 224.397, 231.134, 0.558549, 100, 0, 0.279274, 0, 223.84, 230.79, 0.529398, 100, 0, 0.264699, 0, 223.841, 230.791, 0.529415, 100, 0, 0.264708, 0, 223.84, 230.79, 0.529398, 100, 0, 0.264699, 0, 223.423, 230.533, 0.506511, 100, 0, 0.253255, 0, 224.674, 231.305, 0.572482, 100, 0, 0.286241, 0, 224.674, 231.305, 0.572489, 100, 0, 0.286244, 0, 224.394, 231.133, 0.558403, 100, 0, 0.279201, 0, 224.394, 231.133, 0.55841, 100, 0, 0.279205, 0, 224.394, 231.133, 0.558396, 100, 0, 0.279198, 0, 224.255, 231.047, 0.551232, 99.8273, 0.00215849, 0.276695, 0, 223.146, 230.362, 0.490743, 100, 0, 0.245372, 0, 223.146, 230.362, 0.490754, 100, 0, 0.245377, 0, 223.841, 230.791, 0.529415, 99.0794, 0.0115079, 0.270462, 0, 223.146, 230.362, 0.490743, 100, 0, 0.245372, 0, 223.007, 230.276, 0.482704, 100, 0, 0.241352, 0, 223.007, 230.276, 0.482684, 100, 0, 0.241342, 0, 223.007, 230.276, 0.482694, 100, 0, 0.241347, 0, 223.007, 230.276, 0.482704, 100, 0, 0.241352, 0, 224.674, 231.305, 0.572489, 100, 0, 0.286244, 0, 225.093, 231.563, 0.592961, 100, 0, 0.296481, 0, 225.093, 231.563, 0.592956, 99.1692, 0.0103856, 0.301671, 0, 224.813, 231.39, 0.579372, 100, 0, 0.289686, 0, 224.813, 231.391, 0.579385, 99.2381, 0.00952389, 0.294454, 0, 224.673, 231.305, 0.572458, 100, 0, 0.286229, 0, 224.673, 231.305, 0.572458, 100, 0, 0.286229, 0, 224.673, 231.305, 0.572466, 100, 0, 0.286233, 0, 224.255, 231.047, 0.551224, 100, 0, 0.275612, 0, 223.424, 230.533, 0.50652, 98.7766, 0.0152923, 0.260906, 0, 223.424, 230.534, 0.506529, 100, 0, 0.253265, 0, 
2019 Aug 19 (Mon) 9:00, 224.681, 231.133, 0.486908, 100, 0, 0.243454, 0, 224.684, 231.134, 0.487067, 100, 0, 0.243534, 0, 224.683, 231.134, 0.487059, 100, 0, 0.24353, 0, 224.684, 231.134, 0.487067, 98.6918, 0.0163526, 0.25171, 0, 224.683, 231.134, 0.487052, 100, 0, 0.243526, 0, 224.135, 230.79, 0.456617, 100, 0, 0.228309, 0, 224.136, 230.791, 0.456636, 100, 0, 0.228318, 0, 224.135, 230.79, 0.456617, 100, 0, 0.228309, 0, 223.725, 230.533, 0.432719, 100, 0, 0.21636, 0, 224.956, 231.305, 0.501596, 100, 0, 0.250798, 0, 224.956, 231.305, 0.501604, 100, 0, 0.250802, 0, 224.681, 231.133, 0.486899, 100, 0, 0.24345, 0, 224.681, 231.133, 0.486908, 100, 0, 0.243454, 0, 224.681, 231.133, 0.486891, 100, 0, 0.243446, 0, 224.544, 231.047, 0.479413, 99.8273, 0.00215849, 0.240786, 0, 223.451, 230.362, 0.416255, 100, 0, 0.208128, 0, 223.452, 230.362, 0.416267, 100, 0, 0.208133, 0, 224.136, 230.791, 0.456636, 99.0794, 0.0115079, 0.234072, 0, 223.451, 230.362, 0.416255, 100, 0, 0.208128, 0, 223.315, 230.276, 0.40786, 100, 0, 0.20393, 0, 223.314, 230.276, 0.407838, 100, 0, 0.203919, 0, 223.315, 230.276, 0.407849, 100, 0, 0.203924, 0, 223.315, 230.276, 0.40786, 100, 0, 0.20393, 0, 224.956, 231.305, 0.501604, 100, 0, 0.250802, 0, 225.369, 231.563, 0.522975, 100, 0, 0.261487, 0, 225.369, 231.563, 0.522968, 99.1692, 0.0103856, 0.266677, 0, 225.093, 231.39, 0.508789, 100, 0, 0.254395, 0, 225.093, 231.391, 0.508804, 99.2381, 0.00952389, 0.259164, 0, 224.955, 231.305, 0.501572, 100, 0, 0.250786, 0, 224.955, 231.305, 0.501572, 100, 0, 0.250786, 0, 224.956, 231.305, 0.50158, 100, 0, 0.25079, 0, 224.543, 231.047, 0.479404, 100, 0, 0.239702, 0, 223.725, 230.533, 0.432729, 98.7766, 0.0152923, 0.224011, 0, 223.725, 230.534, 0.432739, 100, 0, 0.21637, 0, 
2019 Aug 19 (Mon) 9:30, 227.149, 231.133, 0.50873, 100, 0, 0.254365, 0, 227.151, 231.134, 0.508881, 100, 0, 0.254441, 0, 227.151, 231.134, 0.508873, 100, 0, 0.254436, 0, 227.151, 231.134, 0.508881, 98.6918, 0.0163526, 0.262617, 0, 227.15, 231.134, 0.508865, 100, 0, 0.254433, 0, 226.649, 230.79, 0.47968, 100, 0, 0.23984, 0, 226.65, 230.791, 0.479698, 100, 0, 0.239849, 0, 226.649, 230.79, 0.47968, 100, 0, 0.23984, 0, 226.274, 230.533, 0.456761, 100, 0, 0.228381, 0, 227.4, 231.305, 0.522814, 100, 0, 0.261407, 0, 227.4, 231.305, 0.522821, 100, 0, 0.261411, 0, 227.149, 231.133, 0.508721, 100, 0, 0.25436, 0, 227.149, 231.133, 0.50873, 100, 0, 0.254365, 0, 227.149, 231.133, 0.508713, 100, 0, 0.254357, 0, 227.023, 231.047, 0.501543, 99.8273, 0.00215849, 0.25185, 0, 226.024, 230.362, 0.440973, 100, 0, 0.220487, 0, 226.024, 230.362, 0.440985, 100, 0, 0.220492, 0, 226.65, 230.791, 0.479698, 99.0794, 0.0115079, 0.245603, 0, 226.024, 230.362, 0.440973, 100, 0, 0.220487, 0, 225.899, 230.276, 0.432923, 100, 0, 0.216461, 0, 225.899, 230.276, 0.432901, 100, 0, 0.216451, 0, 225.899, 230.276, 0.432912, 100, 0, 0.216456, 0, 225.899, 230.276, 0.432923, 100, 0, 0.216461, 0, 227.4, 231.305, 0.522821, 100, 0, 0.261411, 0, 227.777, 231.563, 0.543315, 100, 0, 0.271657, 0, 227.777, 231.563, 0.543309, 99.1692, 0.0103856, 0.276847, 0, 227.525, 231.39, 0.529712, 100, 0, 0.264856, 0, 227.526, 231.391, 0.529726, 99.2381, 0.00952389, 0.269625, 0, 227.4, 231.305, 0.522792, 100, 0, 0.261396, 0, 227.4, 231.305, 0.522792, 100, 0, 0.261396, 0, 227.4, 231.305, 0.5228, 100, 0, 0.2614, 0, 227.023, 231.047, 0.501534, 100, 0, 0.250767, 0, 226.274, 230.533, 0.456772, 98.7766, 0.0152923, 0.236032, 0, 226.274, 230.534, 0.456782, 100, 0, 0.228391, 0, 
2019 Aug 19 (Mon) 10:00, 229.152, 231.133, 0.696638, 100, 0, 0.348319, 0, 229.154, 231.134, 0.696739, 100, 0, 0.348369, 0, 229.154, 231.134, 0.696733, 100, 0, 0.348366, 0, 229.154, 231.134, 0.696739, 98.6918, 0.0163526, 0.356546, 0, 229.154, 231.134, 0.696728, 100, 0, 0.348364, 0, 228.698, 230.79, 0.676246, 100, 0, 0.338123, 0, 228.699, 230.791, 0.676258, 100, 0, 0.338129, 0, 228.698, 230.79, 0.676246, 100, 0, 0.338123, 0, 228.357, 230.533, 0.660163, 100, 0, 0.330082, 0, 229.38, 231.305, 0.706521, 100, 0, 0.353261, 0, 229.381, 231.305, 0.706526, 100, 0, 0.353263, 0, 229.152, 231.133, 0.696632, 100, 0, 0.348316, 0, 229.152, 231.133, 0.696638, 100, 0, 0.348319, 0, 229.152, 231.133, 0.696627, 100, 0, 0.348314, 0, 229.038, 231.047, 0.691595, 99.8273, 0.00215849, 0.346877, 0, 228.13, 230.362, 0.649084, 100, 0, 0.324542, 0, 228.13, 230.362, 0.649093, 100, 0, 0.324546, 0, 228.699, 230.791, 0.676258, 99.0794, 0.0115079, 0.343883, 0, 228.13, 230.362, 0.649084, 100, 0, 0.324542, 0, 228.017, 230.276, 0.643436, 100, 0, 0.321718, 0, 228.016, 230.276, 0.643421, 100, 0, 0.32171, 0, 228.016, 230.276, 0.643428, 100, 0, 0.321714, 0, 228.017, 230.276, 0.643436, 100, 0, 0.321718, 0, 229.381, 231.305, 0.706526, 100, 0, 0.353263, 0, 229.723, 231.563, 0.720906, 100, 0, 0.360453, 0, 229.723, 231.563, 0.720902, 99.1692, 0.0103856, 0.365644, 0, 229.494, 231.39, 0.711362, 100, 0, 0.355681, 0, 229.495, 231.391, 0.711372, 99.2381, 0.00952389, 0.360448, 0, 229.38, 231.305, 0.706507, 100, 0, 0.353253, 0, 229.38, 231.305, 0.706507, 100, 0, 0.353253, 0, 229.38, 231.305, 0.706512, 100, 0, 0.353256, 0, 229.038, 231.047, 0.69159, 100, 0, 0.345795, 0, 228.357, 230.533, 0.66017, 98.7766, 0.0152923, 0.337731, 0, 228.358, 230.534, 0.660178, 100, 0, 0.330089, 0, 
