Time, 10 (2), , , , , , , 11 (3), , , , , , , 13 (5), , , , , , , 14 (6), , , , , , , 15 (7), , , , , , , 16 (8), , , , , , , 18 (10), , , , , , , 19 (11), , , , , , , 20 (13), , , , , , , 24 (17), , , , , , , 25 (18), , , , , , , 29 (22), , , , , , , 30 (24), , , , , , , 31 (25), , , , , , , 32 (26), , , , , , , 38 (32), , , , , , , 39 (33), , , , , , , 3 (23), , , , , , , 41 (36), , , , , , , 45 (40), , , , , , , 46 (41), , , , , , , 47 (42), , , , , , , 48 (43), , , , , , , 4 (34), , , , , , , 50 (46), , , , , , , 52 (48), , , , , , , 58 (54), , , , , , , 60 (57), , , , , , , 62 (59), , , , , , , 65 (62), , , , , , , 66 (63), , , , , , , 6 (56), , , , , , , 8 (65), , , , , , , 9 (66), , , , , , , 
Time, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, 
2019 Aug 19 (Mon) 10:30, 230.524, 231.133, 0.849193, 100, 0, 0.424597, 0, 230.526, 231.134, 0.849251, 100, 0, 0.424625, 0, 230.525, 231.134, 0.849249, 100, 0, 0.424624, 0, 230.526, 231.134, 0.849251, 98.6918, 0.0163526, 0.432802, 0, 230.525, 231.134, 0.849248, 100, 0, 0.424624, 0, 230.106, 230.79, 0.836439, 100, 0, 0.418219, 0, 230.106, 230.791, 0.836443, 100, 0, 0.418221, 0, 230.106, 230.79, 0.836439, 100, 0, 0.418219, 0, 229.791, 230.533, 0.826384, 100, 0, 0.413192, 0, 230.735, 231.305, 0.855376, 100, 0, 0.427688, 0, 230.735, 231.305, 0.855377, 100, 0, 0.427689, 0, 230.524, 231.133, 0.849191, 100, 0, 0.424596, 0, 230.524, 231.133, 0.849193, 100, 0, 0.424597, 0, 230.524, 231.133, 0.84919, 100, 0, 0.424595, 0, 230.419, 231.047, 0.846041, 99.8273, 0.00215849, 0.4241, 0, 229.582, 230.362, 0.819455, 100, 0, 0.409727, 0, 229.582, 230.362, 0.819458, 100, 0, 0.409729, 0, 230.106, 230.791, 0.836443, 99.0794, 0.0115079, 0.423975, 0, 229.582, 230.362, 0.819455, 100, 0, 0.409727, 0, 229.477, 230.276, 0.815922, 100, 0, 0.407961, 0, 229.477, 230.276, 0.815917, 100, 0, 0.407958, 0, 229.477, 230.276, 0.815919, 100, 0, 0.407959, 0, 229.477, 230.276, 0.815922, 100, 0, 0.407961, 0, 230.735, 231.305, 0.855377, 100, 0, 0.427689, 0, 231.051, 231.563, 0.864369, 100, 0, 0.432184, 0, 231.051, 231.563, 0.864367, 99.1692, 0.0103856, 0.437376, 0, 230.84, 231.39, 0.858403, 100, 0, 0.429202, 0, 230.84, 231.391, 0.858406, 99.2381, 0.00952389, 0.433965, 0, 230.734, 231.305, 0.855366, 100, 0, 0.427683, 0, 230.734, 231.305, 0.855366, 100, 0, 0.427683, 0, 230.735, 231.305, 0.855368, 100, 0, 0.427684, 0, 230.419, 231.047, 0.846039, 100, 0, 0.42302, 0, 229.791, 230.533, 0.826385, 98.7766, 0.0152923, 0.420839, 0, 229.791, 230.534, 0.826388, 100, 0, 0.413194, 0, 
2019 Aug 19 (Mon) 11:00, 229.081, 231.133, 0.953665, 100, 0, 0.476833, 0, 229.082, 231.134, 0.953693, 100, 0, 0.476846, 0, 229.082, 231.134, 0.953694, 100, 0, 0.476847, 0, 229.082, 231.134, 0.953693, 98.6918, 0.0163526, 0.485023, 0, 229.082, 231.134, 0.953696, 100, 0, 0.476848, 0, 228.634, 230.79, 0.946459, 100, 0, 0.47323, 0, 228.634, 230.791, 0.946456, 100, 0, 0.473228, 0, 228.634, 230.79, 0.946459, 100, 0, 0.47323, 0, 228.298, 230.533, 0.940781, 100, 0, 0.47039, 0, 229.306, 231.305, 0.957161, 100, 0, 0.47858, 0, 229.306, 231.305, 0.95716, 100, 0, 0.47858, 0, 229.081, 231.133, 0.953665, 100, 0, 0.476833, 0, 229.081, 231.133, 0.953665, 100, 0, 0.476833, 0, 229.081, 231.133, 0.953668, 100, 0, 0.476834, 0, 228.968, 231.047, 0.951884, 99.8273, 0.00215849, 0.477021, 0, 228.074, 230.362, 0.936865, 100, 0, 0.468433, 0, 228.074, 230.362, 0.936865, 100, 0, 0.468432, 0, 228.634, 230.791, 0.946456, 99.0794, 0.0115079, 0.478982, 0, 228.074, 230.362, 0.936865, 100, 0, 0.468433, 0, 227.962, 230.276, 0.934867, 100, 0, 0.467434, 0, 227.962, 230.276, 0.934871, 100, 0, 0.467436, 0, 227.962, 230.276, 0.934869, 100, 0, 0.467434, 0, 227.962, 230.276, 0.934867, 100, 0, 0.467434, 0, 229.306, 231.305, 0.95716, 100, 0, 0.47858, 0, 229.643, 231.563, 0.962239, 100, 0, 0.48112, 0, 229.643, 231.563, 0.96224, 99.1692, 0.0103856, 0.486313, 0, 229.418, 231.39, 0.958872, 100, 0, 0.479436, 0, 229.418, 231.391, 0.958869, 99.2381, 0.00952389, 0.484197, 0, 229.305, 231.305, 0.957154, 100, 0, 0.478577, 0, 229.305, 231.305, 0.957154, 100, 0, 0.478577, 0, 229.305, 231.305, 0.957153, 100, 0, 0.478577, 0, 228.968, 231.047, 0.951885, 100, 0, 0.475943, 0, 228.298, 230.533, 0.940779, 98.7766, 0.0152923, 0.478036, 0, 228.298, 230.534, 0.940778, 100, 0, 0.470389, 0, 
2019 Aug 19 (Mon) 11:30, 228.883, 231.133, 0.843751, 100, 0, 0.421876, 0, 228.885, 231.134, 0.843808, 100, 0, 0.421904, 0, 228.885, 231.134, 0.843805, 100, 0, 0.421902, 0, 228.885, 231.134, 0.843808, 98.6918, 0.0163526, 0.43008, 0, 228.885, 231.134, 0.843804, 100, 0, 0.421902, 0, 228.424, 230.79, 0.831377, 100, 0, 0.415688, 0, 228.424, 230.791, 0.831381, 100, 0, 0.415691, 0, 228.424, 230.79, 0.831377, 100, 0, 0.415688, 0, 228.079, 230.533, 0.82162, 100, 0, 0.41081, 0, 229.114, 231.305, 0.849748, 100, 0, 0.424874, 0, 229.114, 231.305, 0.849751, 100, 0, 0.424875, 0, 228.883, 231.133, 0.843749, 100, 0, 0.421875, 0, 228.883, 231.133, 0.843751, 100, 0, 0.421876, 0, 228.883, 231.133, 0.843747, 100, 0, 0.421874, 0, 228.768, 231.047, 0.840693, 99.8273, 0.00215849, 0.421426, 0, 227.849, 230.362, 0.814898, 100, 0, 0.407449, 0, 227.849, 230.362, 0.814902, 100, 0, 0.407451, 0, 228.424, 230.791, 0.831381, 99.0794, 0.0115079, 0.421445, 0, 227.849, 230.362, 0.814898, 100, 0, 0.407449, 0, 227.734, 230.276, 0.81147, 100, 0, 0.405735, 0, 227.734, 230.276, 0.811464, 100, 0, 0.405732, 0, 227.734, 230.276, 0.811466, 100, 0, 0.405733, 0, 227.734, 230.276, 0.81147, 100, 0, 0.405735, 0, 229.114, 231.305, 0.849751, 100, 0, 0.424875, 0, 229.461, 231.563, 0.858473, 100, 0, 0.429237, 0, 229.461, 231.563, 0.858472, 99.1692, 0.0103856, 0.434429, 0, 229.229, 231.39, 0.852686, 100, 0, 0.426343, 0, 229.23, 231.391, 0.852689, 99.2381, 0.00952389, 0.431107, 0, 229.114, 231.305, 0.84974, 100, 0, 0.42487, 0, 229.114, 231.305, 0.84974, 100, 0, 0.42487, 0, 229.114, 231.305, 0.849742, 100, 0, 0.424871, 0, 228.768, 231.047, 0.840691, 100, 0, 0.420345, 0, 228.079, 230.533, 0.821623, 98.7766, 0.0152923, 0.418458, 0, 228.079, 230.534, 0.821626, 100, 0, 0.410813, 0, 
2019 Aug 19 (Mon) 12:00, 228.591, 231.133, 0.828711, 100, 0, 0.414356, 0, 228.593, 231.134, 0.828774, 100, 0, 0.414387, 0, 228.592, 231.134, 0.828771, 100, 0, 0.414386, 0, 228.593, 231.134, 0.828774, 98.6918, 0.0163526, 0.422563, 0, 228.592, 231.134, 0.82877, 100, 0, 0.414385, 0, 228.123, 230.79, 0.814993, 100, 0, 0.407497, 0, 228.123, 230.791, 0.814998, 100, 0, 0.407499, 0, 228.123, 230.79, 0.814993, 100, 0, 0.407497, 0, 227.77, 230.533, 0.804177, 100, 0, 0.402089, 0, 228.826, 231.305, 0.83536, 100, 0, 0.41768, 0, 228.826, 231.305, 0.835362, 100, 0, 0.417681, 0, 228.591, 231.133, 0.828708, 100, 0, 0.414354, 0, 228.591, 231.133, 0.828711, 100, 0, 0.414356, 0, 228.591, 231.133, 0.828707, 100, 0, 0.414353, 0, 228.473, 231.047, 0.825321, 99.8273, 0.00215849, 0.41374, 0, 227.536, 230.362, 0.796725, 100, 0, 0.398363, 0, 227.536, 230.362, 0.79673, 100, 0, 0.398365, 0, 228.123, 230.791, 0.814998, 99.0794, 0.0115079, 0.413253, 0, 227.536, 230.362, 0.796725, 100, 0, 0.398363, 0, 227.419, 230.276, 0.792925, 100, 0, 0.396463, 0, 227.419, 230.276, 0.792918, 100, 0, 0.396459, 0, 227.419, 230.276, 0.792922, 100, 0, 0.396461, 0, 227.419, 230.276, 0.792925, 100, 0, 0.396463, 0, 228.826, 231.305, 0.835362, 100, 0, 0.417681, 0, 229.18, 231.563, 0.845033, 100, 0, 0.422516, 0, 229.18, 231.563, 0.845031, 99.1692, 0.0103856, 0.427708, 0, 228.944, 231.39, 0.838617, 100, 0, 0.419308, 0, 228.944, 231.391, 0.838621, 99.2381, 0.00952389, 0.424072, 0, 228.826, 231.305, 0.83535, 100, 0, 0.417675, 0, 228.826, 231.305, 0.83535, 100, 0, 0.417675, 0, 228.826, 231.305, 0.835353, 100, 0, 0.417676, 0, 228.473, 231.047, 0.825318, 100, 0, 0.412659, 0, 227.771, 230.533, 0.80418, 98.7766, 0.0152923, 0.409736, 0, 227.771, 230.534, 0.804184, 100, 0, 0.402092, 0, 
2019 Aug 19 (Mon) 12:30, 227.171, 231.133, 0.80644, 100, 0, 0.40322, 0, 227.173, 231.134, 0.80651, 100, 0, 0.403255, 0, 227.173, 231.134, 0.806507, 100, 0, 0.403253, 0, 227.173, 231.134, 0.80651, 98.6918, 0.0163526, 0.411431, 0, 227.173, 231.134, 0.806504, 100, 0, 0.403252, 0, 226.677, 230.79, 0.791413, 100, 0, 0.395707, 0, 226.678, 230.791, 0.79142, 100, 0, 0.39571, 0, 226.677, 230.79, 0.791413, 100, 0, 0.395707, 0, 226.306, 230.533, 0.779566, 100, 0, 0.389783, 0, 227.42, 231.305, 0.813723, 100, 0, 0.406862, 0, 227.42, 231.305, 0.813725, 100, 0, 0.406863, 0, 227.171, 231.133, 0.806436, 100, 0, 0.403218, 0, 227.171, 231.133, 0.80644, 100, 0, 0.40322, 0, 227.171, 231.133, 0.806435, 100, 0, 0.403217, 0, 227.047, 231.047, 0.802725, 99.8273, 0.00215849, 0.402442, 0, 226.058, 230.362, 0.771403, 100, 0, 0.385701, 0, 226.058, 230.362, 0.771408, 100, 0, 0.385704, 0, 226.678, 230.791, 0.79142, 99.0794, 0.0115079, 0.401464, 0, 226.058, 230.362, 0.771403, 100, 0, 0.385701, 0, 225.935, 230.276, 0.767241, 100, 0, 0.383621, 0, 225.934, 230.276, 0.767233, 100, 0, 0.383616, 0, 225.934, 230.276, 0.767236, 100, 0, 0.383618, 0, 225.935, 230.276, 0.767241, 100, 0, 0.383621, 0, 227.42, 231.305, 0.813725, 100, 0, 0.406863, 0, 227.794, 231.563, 0.824319, 100, 0, 0.41216, 0, 227.793, 231.563, 0.824318, 99.1692, 0.0103856, 0.417352, 0, 227.544, 231.39, 0.81729, 100, 0, 0.408645, 0, 227.544, 231.391, 0.817295, 99.2381, 0.00952389, 0.413409, 0, 227.42, 231.305, 0.813711, 100, 0, 0.406856, 0, 227.42, 231.305, 0.813711, 100, 0, 0.406856, 0, 227.42, 231.305, 0.813714, 100, 0, 0.406857, 0, 227.047, 231.047, 0.802723, 100, 0, 0.401361, 0, 226.306, 230.533, 0.779569, 98.7766, 0.0152923, 0.397431, 0, 226.306, 230.534, 0.779574, 100, 0, 0.389787, 0, 
2019 Aug 19 (Mon) 13:00, 229.899, 231.133, 0.698357, 100, 0, 0.349179, 0, 229.901, 231.134, 0.698456, 100, 0, 0.349228, 0, 229.901, 231.134, 0.69845, 100, 0, 0.349225, 0, 229.901, 231.134, 0.698456, 98.6918, 0.0163526, 0.357404, 0, 229.9, 231.134, 0.698445, 100, 0, 0.349223, 0, 229.447, 230.79, 0.678413, 100, 0, 0.339207, 0, 229.447, 230.791, 0.678426, 100, 0, 0.339213, 0, 229.447, 230.79, 0.678413, 100, 0, 0.339207, 0, 229.107, 230.533, 0.662685, 100, 0, 0.331342, 0, 230.126, 231.305, 0.708023, 100, 0, 0.354012, 0, 230.126, 231.305, 0.708028, 100, 0, 0.354014, 0, 229.899, 231.133, 0.698352, 100, 0, 0.349176, 0, 229.899, 231.133, 0.698357, 100, 0, 0.349179, 0, 229.899, 231.133, 0.698347, 100, 0, 0.349173, 0, 229.786, 231.047, 0.693426, 99.8273, 0.00215849, 0.347792, 0, 228.881, 230.362, 0.651849, 100, 0, 0.325925, 0, 228.881, 230.362, 0.651857, 100, 0, 0.325929, 0, 229.447, 230.791, 0.678426, 99.0794, 0.0115079, 0.344967, 0, 228.881, 230.362, 0.651849, 100, 0, 0.325925, 0, 228.768, 230.276, 0.646325, 100, 0, 0.323163, 0, 228.768, 230.276, 0.64631, 100, 0, 0.323155, 0, 228.768, 230.276, 0.646317, 100, 0, 0.323159, 0, 228.768, 230.276, 0.646325, 100, 0, 0.323163, 0, 230.126, 231.305, 0.708028, 100, 0, 0.354014, 0, 230.468, 231.563, 0.722091, 100, 0, 0.361045, 0, 230.468, 231.563, 0.722086, 99.1692, 0.0103856, 0.366236, 0, 230.24, 231.39, 0.712757, 100, 0, 0.356379, 0, 230.24, 231.391, 0.712767, 99.2381, 0.00952389, 0.361145, 0, 230.126, 231.305, 0.708008, 100, 0, 0.354004, 0, 230.126, 231.305, 0.708008, 100, 0, 0.354004, 0, 230.126, 231.305, 0.708013, 100, 0, 0.354007, 0, 229.785, 231.047, 0.69342, 100, 0, 0.34671, 0, 229.108, 230.533, 0.662691, 98.7766, 0.0152923, 0.338992, 0, 229.108, 230.534, 0.662699, 100, 0, 0.33135, 0, 
2019 Aug 19 (Mon) 13:30, 229.562, 231.133, 0.906063, 100, 0, 0.453032, 0, 229.563, 231.134, 0.906109, 100, 0, 0.453055, 0, 229.563, 231.134, 0.906109, 100, 0, 0.453055, 0, 229.563, 231.134, 0.906109, 98.6918, 0.0163526, 0.461231, 0, 229.563, 231.134, 0.906111, 100, 0, 0.453055, 0, 229.117, 230.79, 0.894977, 100, 0, 0.447489, 0, 229.117, 230.791, 0.894976, 100, 0, 0.447488, 0, 229.117, 230.79, 0.894977, 100, 0, 0.447489, 0, 228.783, 230.533, 0.886239, 100, 0, 0.44312, 0, 229.785, 231.305, 0.91144, 100, 0, 0.45572, 0, 229.785, 231.305, 0.91144, 100, 0, 0.45572, 0, 229.561, 231.133, 0.906064, 100, 0, 0.453032, 0, 229.562, 231.133, 0.906063, 100, 0, 0.453032, 0, 229.561, 231.133, 0.906065, 100, 0, 0.453033, 0, 229.45, 231.047, 0.903323, 99.8273, 0.00215849, 0.452741, 0, 228.56, 230.362, 0.880217, 100, 0, 0.440108, 0, 228.561, 230.362, 0.880217, 100, 0, 0.440108, 0, 229.117, 230.791, 0.894976, 99.0794, 0.0115079, 0.453242, 0, 228.56, 230.362, 0.880217, 100, 0, 0.440108, 0, 228.449, 230.276, 0.877144, 100, 0, 0.438572, 0, 228.449, 230.276, 0.877146, 100, 0, 0.438573, 0, 228.449, 230.276, 0.877145, 100, 0, 0.438572, 0, 228.449, 230.276, 0.877144, 100, 0, 0.438572, 0, 229.785, 231.305, 0.91144, 100, 0, 0.45572, 0, 230.12, 231.563, 0.919256, 100, 0, 0.459628, 0, 230.12, 231.563, 0.919257, 99.1692, 0.0103856, 0.464821, 0, 229.897, 231.39, 0.914073, 100, 0, 0.457036, 0, 229.897, 231.391, 0.914072, 99.2381, 0.00952389, 0.461798, 0, 229.785, 231.305, 0.911431, 100, 0, 0.455715, 0, 229.785, 231.305, 0.911431, 100, 0, 0.455715, 0, 229.785, 231.305, 0.911431, 100, 0, 0.455715, 0, 229.45, 231.047, 0.903324, 100, 0, 0.451662, 0, 228.783, 230.533, 0.886238, 98.7766, 0.0152923, 0.450765, 0, 228.783, 230.534, 0.886238, 100, 0, 0.443119, 0, 
2019 Aug 19 (Mon) 14:00, 226.853, 231.133, 0.88035, 100, 0, 0.440175, 0, 226.855, 231.134, 0.880399, 100, 0, 0.440199, 0, 226.854, 231.134, 0.880398, 100, 0, 0.440199, 0, 226.855, 231.134, 0.880399, 98.6918, 0.0163526, 0.448376, 0, 226.854, 231.134, 0.880398, 100, 0, 0.440199, 0, 226.362, 230.79, 0.869165, 100, 0, 0.434582, 0, 226.362, 230.791, 0.869167, 100, 0, 0.434583, 0, 226.362, 230.79, 0.869165, 100, 0, 0.434582, 0, 225.993, 230.533, 0.860346, 100, 0, 0.430173, 0, 227.099, 231.305, 0.885774, 100, 0, 0.442887, 0, 227.1, 231.305, 0.885774, 100, 0, 0.442887, 0, 226.852, 231.133, 0.880349, 100, 0, 0.440175, 0, 226.853, 231.133, 0.88035, 100, 0, 0.440175, 0, 226.852, 231.133, 0.880349, 100, 0, 0.440175, 0, 226.729, 231.047, 0.877586, 99.8273, 0.00215849, 0.439872, 0, 225.747, 230.362, 0.85427, 100, 0, 0.427135, 0, 225.748, 230.362, 0.854271, 100, 0, 0.427136, 0, 226.362, 230.791, 0.869167, 99.0794, 0.0115079, 0.440337, 0, 225.747, 230.362, 0.85427, 100, 0, 0.427135, 0, 225.625, 230.276, 0.851171, 100, 0, 0.425585, 0, 225.624, 230.276, 0.851168, 100, 0, 0.425584, 0, 225.624, 230.276, 0.851169, 100, 0, 0.425584, 0, 225.625, 230.276, 0.851171, 100, 0, 0.425585, 0, 227.1, 231.305, 0.885774, 100, 0, 0.442887, 0, 227.47, 231.563, 0.89366, 100, 0, 0.44683, 0, 227.47, 231.563, 0.89366, 99.1692, 0.0103856, 0.452023, 0, 227.223, 231.39, 0.888429, 100, 0, 0.444215, 0, 227.223, 231.391, 0.888431, 99.2381, 0.00952389, 0.448977, 0, 227.099, 231.305, 0.885765, 100, 0, 0.442883, 0, 227.099, 231.305, 0.885765, 100, 0, 0.442883, 0, 227.099, 231.305, 0.885766, 100, 0, 0.442883, 0, 226.729, 231.047, 0.877585, 100, 0, 0.438793, 0, 225.993, 230.533, 0.860347, 98.7766, 0.0152923, 0.43782, 0, 225.993, 230.534, 0.860349, 100, 0, 0.430174, 0, 
2019 Aug 19 (Mon) 14:30, 225.82, 231.133, 0.674084, 100, 0, 0.337042, 0, 225.822, 231.134, 0.674184, 100, 0, 0.337092, 0, 225.822, 231.134, 0.674178, 100, 0, 0.337089, 0, 225.822, 231.134, 0.674184, 98.6918, 0.0163526, 0.345269, 0, 225.822, 231.134, 0.674173, 100, 0, 0.337086, 0, 225.318, 230.79, 0.653767, 100, 0, 0.326883, 0, 225.318, 230.791, 0.65378, 100, 0, 0.32689, 0, 225.318, 230.79, 0.653767, 100, 0, 0.326883, 0, 224.939, 230.533, 0.637743, 100, 0, 0.318872, 0, 226.073, 231.305, 0.683928, 100, 0, 0.341964, 0, 226.073, 231.305, 0.683934, 100, 0, 0.341967, 0, 225.82, 231.133, 0.674077, 100, 0, 0.337039, 0, 225.82, 231.133, 0.674084, 100, 0, 0.337042, 0, 225.82, 231.133, 0.674072, 100, 0, 0.337036, 0, 225.694, 231.047, 0.669061, 99.8273, 0.00215849, 0.33561, 0, 224.688, 230.362, 0.626705, 100, 0, 0.313353, 0, 224.688, 230.362, 0.626714, 100, 0, 0.313357, 0, 225.318, 230.791, 0.65378, 99.0794, 0.0115079, 0.332644, 0, 224.688, 230.362, 0.626705, 100, 0, 0.313353, 0, 224.562, 230.276, 0.621078, 100, 0, 0.310539, 0, 224.562, 230.276, 0.621061, 100, 0, 0.31053, 0, 224.562, 230.276, 0.621069, 100, 0, 0.310534, 0, 224.562, 230.276, 0.621078, 100, 0, 0.310539, 0, 226.073, 231.305, 0.683934, 100, 0, 0.341967, 0, 226.453, 231.563, 0.698259, 100, 0, 0.349129, 0, 226.453, 231.563, 0.698254, 99.1692, 0.0103856, 0.35432, 0, 226.2, 231.39, 0.688751, 100, 0, 0.344375, 0, 226.2, 231.391, 0.688761, 99.2381, 0.00952389, 0.349143, 0, 226.073, 231.305, 0.683914, 100, 0, 0.341957, 0, 226.073, 231.305, 0.683914, 100, 0, 0.341957, 0, 226.073, 231.305, 0.68392, 100, 0, 0.34196, 0, 225.694, 231.047, 0.669054, 100, 0, 0.334527, 0, 224.94, 230.533, 0.637751, 98.7766, 0.0152923, 0.326522, 0, 224.94, 230.534, 0.637759, 100, 0, 0.318879, 0, 
2019 Aug 19 (Mon) 15:00, 229.507, 231.133, 0.595476, 100, 0, 0.297738, 0, 229.509, 231.134, 0.595593, 100, 0, 0.297797, 0, 229.509, 231.134, 0.595586, 100, 0, 0.297793, 0, 229.509, 231.134, 0.595593, 98.6918, 0.0163526, 0.305973, 0, 229.509, 231.134, 0.595579, 100, 0, 0.29779, 0, 229.048, 230.79, 0.572114, 100, 0, 0.286057, 0, 229.049, 230.791, 0.57213, 100, 0, 0.286065, 0, 229.048, 230.79, 0.572114, 100, 0, 0.286057, 0, 228.704, 230.533, 0.553686, 100, 0, 0.276843, 0, 229.738, 231.305, 0.606796, 100, 0, 0.303398, 0, 229.738, 231.305, 0.606804, 100, 0, 0.303402, 0, 229.507, 231.133, 0.595469, 100, 0, 0.297735, 0, 229.507, 231.133, 0.595476, 100, 0, 0.297738, 0, 229.507, 231.133, 0.595462, 100, 0, 0.297731, 0, 229.392, 231.047, 0.589699, 99.8273, 0.00215849, 0.295929, 0, 228.474, 230.362, 0.540993, 100, 0, 0.270496, 0, 228.474, 230.362, 0.541002, 100, 0, 0.270501, 0, 229.049, 230.791, 0.57213, 99.0794, 0.0115079, 0.291819, 0, 228.474, 230.362, 0.540993, 100, 0, 0.270496, 0, 228.359, 230.276, 0.53452, 100, 0, 0.26726, 0, 228.359, 230.276, 0.534501, 100, 0, 0.26725, 0, 228.359, 230.276, 0.53451, 100, 0, 0.267255, 0, 228.359, 230.276, 0.53452, 100, 0, 0.26726, 0, 229.738, 231.305, 0.606804, 100, 0, 0.303402, 0, 230.085, 231.563, 0.623276, 100, 0, 0.311638, 0, 230.085, 231.563, 0.62327, 99.1692, 0.0103856, 0.316828, 0, 229.853, 231.39, 0.612342, 100, 0, 0.306171, 0, 229.854, 231.391, 0.612355, 99.2381, 0.00952389, 0.310939, 0, 229.738, 231.305, 0.60678, 100, 0, 0.30339, 0, 229.738, 231.305, 0.60678, 100, 0, 0.30339, 0, 229.738, 231.305, 0.606788, 100, 0, 0.303394, 0, 229.392, 231.047, 0.589692, 100, 0, 0.294846, 0, 228.704, 230.533, 0.553695, 98.7766, 0.0152923, 0.284494, 0, 228.704, 230.534, 0.553704, 100, 0, 0.276852, 0, 
2019 Aug 19 (Mon) 15:30, 227.2, 231.133, 0.876233, 100, 0, 0.438117, 0, 227.202, 231.134, 0.876287, 100, 0, 0.438143, 0, 227.202, 231.134, 0.876286, 100, 0, 0.438143, 0, 227.202, 231.134, 0.876287, 98.6918, 0.0163526, 0.44632, 0, 227.202, 231.134, 0.876286, 100, 0, 0.438143, 0, 226.684, 230.79, 0.863809, 100, 0, 0.431904, 0, 226.685, 230.791, 0.86381, 100, 0, 0.431905, 0, 226.684, 230.79, 0.863809, 100, 0, 0.431904, 0, 226.297, 230.533, 0.854015, 100, 0, 0.427007, 0, 227.459, 231.305, 0.882258, 100, 0, 0.441129, 0, 227.459, 231.305, 0.882258, 100, 0, 0.441129, 0, 227.2, 231.133, 0.876232, 100, 0, 0.438116, 0, 227.2, 231.133, 0.876233, 100, 0, 0.438117, 0, 227.2, 231.133, 0.876233, 100, 0, 0.438116, 0, 227.07, 231.047, 0.873162, 99.8273, 0.00215849, 0.43766, 0, 226.039, 230.362, 0.847266, 100, 0, 0.423633, 0, 226.039, 230.362, 0.847267, 100, 0, 0.423633, 0, 226.685, 230.791, 0.86381, 99.0794, 0.0115079, 0.437659, 0, 226.039, 230.362, 0.847266, 100, 0, 0.423633, 0, 225.91, 230.276, 0.843823, 100, 0, 0.421912, 0, 225.909, 230.276, 0.843822, 100, 0, 0.421911, 0, 225.909, 230.276, 0.843822, 100, 0, 0.421911, 0, 225.91, 230.276, 0.843823, 100, 0, 0.421912, 0, 227.459, 231.305, 0.882258, 100, 0, 0.441129, 0, 227.849, 231.563, 0.891018, 100, 0, 0.445509, 0, 227.849, 231.563, 0.891018, 99.1692, 0.0103856, 0.450702, 0, 227.589, 231.39, 0.885207, 100, 0, 0.442604, 0, 227.589, 231.391, 0.885207, 99.2381, 0.00952389, 0.447366, 0, 227.459, 231.305, 0.882248, 100, 0, 0.441124, 0, 227.459, 231.305, 0.882248, 100, 0, 0.441124, 0, 227.459, 231.305, 0.882248, 100, 0, 0.441124, 0, 227.07, 231.047, 0.873162, 100, 0, 0.436581, 0, 226.297, 230.533, 0.854016, 98.7766, 0.0152923, 0.434654, 0, 226.297, 230.534, 0.854017, 100, 0, 0.427009, 0, 
