Time, z_01, z_04, z_12, z_23, z_30, z_31, z_32, z_33, z_34, z_35, z_45, z_56, z_60, 
2019 Aug 19 (Mon) 19:00, 2.78364, 2.75051, 2.88139, 2.99765, 3.15065, 3.25288, 3.28279, 2.74364, 2.80014, 2.82767, 2.75047, 2.73468, 2.69076, 
2019 Aug 19 (Mon) 19:30, 0.427974, 0.443877, 0.421696, 0.431237, 0.45654, 0.478657, 0.485106, 0.444851, 0.468128, 0.477853, 0.440804, 0.437878, 0.428419, 
2019 Aug 19 (Mon) 20:00, 0.404061, 0.419043, 0.398155, 0.407148, 0.430984, 0.451822, 0.457901, 0.419927, 0.441825, 0.450978, 0.416162, 0.413418, 0.404517, 
2019 Aug 19 (Mon) 20:30, 0.448685, 0.465443, 0.442018, 0.452047, 0.478709, 0.502042, 0.508847, 0.466428, 0.490968, 0.501218, 0.462199, 0.459119, 0.449135, 
2019 Aug 19 (Mon) 21:00, 0.417924, 0.433475, 0.411763, 0.42108, 0.44582, 0.467464, 0.473778, 0.434374, 0.457114, 0.466617, 0.430479, 0.42763, 0.41838, 
2019 Aug 19 (Mon) 21:30, 0.401826, 0.416772, 0.395897, 0.404848, 0.428626, 0.449437, 0.455511, 0.417597, 0.439428, 0.448556, 0.413902, 0.411177, 0.402292, 
2019 Aug 19 (Mon) 22:00, 0.364831, 0.378381, 0.359451, 0.367562, 0.389115, 0.407995, 0.413512, 0.37906, 0.398801, 0.407064, 0.375799, 0.373352, 0.365308, 
2019 Aug 19 (Mon) 22:30, 0.340835, 0.353486, 0.335806, 0.343374, 0.363493, 0.381131, 0.386287, 0.354073, 0.372471, 0.380178, 0.351088, 0.348818, 0.341315, 
2019 Aug 19 (Mon) 23:00, 0.305069, 0.316379, 0.300566, 0.307329, 0.325311, 0.341091, 0.345709, 0.316844, 0.333252, 0.340131, 0.314252, 0.312242, 0.305542, 
2019 Aug 19 (Mon) 23:30, 0.277456, 0.287741, 0.273349, 0.279491, 0.295843, 0.310206, 0.314413, 0.288111, 0.302999, 0.309247, 0.285819, 0.284007, 0.277921, 
2019 Aug 20 (Tue) 0:00, 0.225939, 0.234286, 0.22261, 0.227597, 0.240865, 0.252527, 0.255947, 0.234541, 0.246585, 0.251646, 0.232742, 0.231288, 0.226359, 
